"country";"fua_id";"fua_name";"tech";"index";"rankindex";"pat";"rankpat";"rel";"rankrel";"rca";"rankrca"
"KH";"KH2";"Kampong Saom";"Artificial intelligence";20,2;115;0;132;6,78;103;0;132
"KH";"KH3";"Phnom Penh";"Artificial intelligence";13,68;135;0;132;1,39;135;0;132
"KP";"KP14";"Sariwon";"Artificial intelligence";0,33;176;0;132;0,01;176;0;132
"KP";"KP2";"Haeju";"Artificial intelligence";4,89;162;0;132;0,15;162;0;132
"KP";"KP3";"Hamhung";"Artificial intelligence";13,36;136;0;132;1,31;136;0;132
"KR";"KR011";"Seoul";"Artificial intelligence";97,72;4;1753;3;64,5;2;1,13;11
"KR";"KR012";"Incheon";"Artificial intelligence";87,95;12;63;15;18,52;38;0,58;24
"KR";"KR021";"Busan";"Artificial intelligence";83,06;22;34;27;20,33;30;0,47;34
"KR";"KR022";"Ulsan";"Artificial intelligence";85,34;18;24;30;20,54;28;0,81;15
"KR";"KR023";"Gyeongsangnam-do";"Artificial intelligence";73,29;38;12;40;18,94;36;0,19;66
"KR";"KR031";"Daegu";"Artificial intelligence";87,3;15;39;23;21,71;25;0,63;23
"KR";"KR032";"Gyeongsangbuk-do";"Artificial intelligence";76,55;32;38;24;11,05;76;0,49;31
"KR";"KR041";"Gwangju";"Artificial intelligence";67,75;54;7;47;15,58;51;0,19;66
"KR";"KR042";"Jeollabuk-do";"Artificial intelligence";71,66;44;15;34;10,86;77;0,44;41
"KR";"KR043";"Jeollanam-do";"Artificial intelligence";62,21;64;8;44;7,08;99;0,26;55
"KR";"KR051";"Daejeon";"Artificial intelligence";73,29;38;176;11;4,84;117;0,46;36
"KR";"KR052";"Chungcheongbuk-do";"Artificial intelligence";73,94;36;14;36;14,63;54;0,32;49
"KR";"KR053";"Chungcheongnam-do";"Artificial intelligence";71,01;46;18;32;9,47;84;0,32;49
"KR";"KR061";"Gangwon-do";"Artificial intelligence";72,96;40;6;49;23,34;23;0,23;62
"KR";"KR071";"Jeju-do";"Artificial intelligence";75,57;35;8;44;15,38;52;0,68;20
"LA";"LA4";"Vientiane";"Artificial intelligence";2,61;169;0;132;0,03;169;0;132
"MM";"MM18";"Yangon";"Artificial intelligence";3,58;166;0;132;0,07;166;0;132
"MM";"MM5";"Mandalay";"Artificial intelligence";5,21;161;0;132;0,16;161;0;132
"MN";"MN1";"Ulaanbaatar";"Artificial intelligence";69,06;50;1;81;19,91;31;3,32;2
"MY";"MY1";"Alor Setar";"Artificial intelligence";36,16;87;0;132;33,77;14;0;132
"MY";"MY12";"Kota Kinabalu";"Artificial intelligence";28,34;95;0;132;14,08;58;0;132
"MY";"MY13";"Kuala Lumpur";"Artificial intelligence";84,69;20;10;41;52,57;7;1,29;10
"MY";"MY14";"Kuala Terengganu";"Artificial intelligence";12,38;139;0;132;0,96;139;0;132
"MY";"MY15";"Kuantan";"Artificial intelligence";14,98;131;0;132;3,06;131;0;132
"MY";"MY16";"Kuching";"Artificial intelligence";11,73;141;0;132;0,91;141;0;132
"MY";"MY17";"Kulim";"Artificial intelligence";32,9;91;0;132;22,92;24;0;132
"MY";"MY19";"Melaka";"Artificial intelligence";17,92;122;0;132;4,43;119;0;132
"MY";"MY2";"Batu Pahat";"Artificial intelligence";23,13;106;0;132;9;86;0;132
"MY";"MY21";"Pasir Gudang";"Artificial intelligence";3,91;165;0;132;0,09;165;0;132
"MY";"MY22";"Rawang";"Artificial intelligence";2,61;169;0;132;0,03;169;0;132
"MY";"MY24";"Seremban";"Artificial intelligence";17,59;123;0;132;4,38;120;0;132
"MY";"MY25";"Sibu";"Artificial intelligence";4,56;163;0;132;0,14;163;0;132
"MY";"MY26";"Sungai Petani";"Artificial intelligence";34,85;89;0;132;28,46;18;0;132
"MY";"MY27";"Taiping";"Artificial intelligence";26,71;99;0;132;12,67;66;0;132
"MY";"MY29";"Sandakan";"Artificial intelligence";2,61;169;0;132;0,03;169;0;132
"MY";"MY3";"Bintulu";"Artificial intelligence";1,63;172;0;132;0,02;172;0;132
"MY";"MY4";"Bukit Mertajam";"Artificial intelligence";33,55;90;0;132;23,53;22;0;132
"MY";"MY5";"Butterworth";"Artificial intelligence";30,29;94;0;132;17,88;42;0;132
"MY";"MY6";"Gelugor";"Artificial intelligence";31,6;93;0;132;19,5;33;0;132
"MY";"MY7";"George Town";"Artificial intelligence";25,73;101;0;132;12,49;69;0;132
"MY";"MY8";"Ipoh";"Artificial intelligence";35,18;88;0;132;30,45;16;0;132
"MY";"MY9";"Johor Bahru";"Artificial intelligence";71,01;46;1;81;27,55;19;2,38;3
"PH";"PH1";"Angeles";"Artificial intelligence";5,86;159;0;132;0,18;159;0;132
"PH";"PH12";"Cebu";"Artificial intelligence";26,38;100;0;132;12,63;67;0;132
"PH";"PH15";"Davao";"Artificial intelligence";6,19;158;0;132;0,19;158;0;132
"PH";"PH18";"General Santos";"Artificial intelligence";13,03;137;0;132;1,29;137;0;132
"PH";"PH2";"Bacolod";"Artificial intelligence";22,48;108;0;132;7,86;94;0;132
"PH";"PH21";"Iloilo";"Artificial intelligence";21,5;111;0;132;7,21;98;0;132
"PH";"PH29";"Lucena";"Artificial intelligence";20,85;113;0;132;6,93;101;0;132
"PH";"PH3";"Baguio";"Artificial intelligence";6,84;156;0;132;0,2;156;0;132
"PH";"PH32";"Manila";"Artificial intelligence";31,92;92;0;132;20,98;27;0;132
"PH";"PH35";"Olongapo";"Artificial intelligence";1,63;172;0;132;0,02;172;0;132
"PH";"PH41";"San Pablo";"Artificial intelligence";19,87;116;0;132;6,75;104;0;132
"PH";"PH46";"Tarlac";"Artificial intelligence";7,17;155;0;132;0,28;155;0;132
"PH";"PH49";"San Carlos";"Artificial intelligence";11,4;142;0;132;0,63;142;0;132
"PH";"PH5";"Batangas";"Artificial intelligence";14,01;134;0;132;1,88;134;0;132
"PH";"PH50";"San Carlos";"Artificial intelligence";11,4;142;0;132;0,63;142;0;132
"PH";"PH51";"San Fernando";"Artificial intelligence";10,1;146;0;132;0,49;146;0;132
"PH";"PH52";"San Fernando";"Artificial intelligence";10,1;146;0;132;0,49;146;0;132
"PH";"PH9";"Cagayan de Oro";"Artificial intelligence";12,7;138;0;132;1,01;138;0;132
"SG";"SGZZZ";"Singapore";"Artificial intelligence";95,77;6;240;9;58,06;5;1,54;8
"TH";"TH1";"Bangkok";"Artificial intelligence";59,61;69;3;58;8,09;92;0,26;55
"TH";"TH10";"Nakhon Si Thammarat";"Artificial intelligence";25,41;102;0;132;12,33;70;0;132
"TH";"TH11";"Nonthaburi";"Artificial intelligence";22,15;109;0;132;7,7;96;0;132
"TH";"TH12";"Phitsanulok";"Artificial intelligence";9,12;149;0;132;0,45;149;0;132
"TH";"TH13";"Rayong";"Artificial intelligence";15,64;129;0;132;3,24;129;0;132
"TH";"TH14";"Samut Prakan";"Artificial intelligence";23,45;105;0;132;9,57;83;0;132
"TH";"TH16";"Surat Thani";"Artificial intelligence";27,69;97;0;132;13,26;62;0;132
"TH";"TH17";"Ubon Ratchathani";"Artificial intelligence";0,33;176;0;132;0,01;176;0;132
"TH";"TH18";"Udon Thani";"Artificial intelligence";18,57;120;0;132;4,96;115;0;132
"TH";"TH2";"Chiang Mai";"Artificial intelligence";14,66;132;0;132;2,34;132;0;132
"TH";"TH3";"Chon Buri";"Artificial intelligence";22,8;107;0;132;8,07;93;0;132
"TH";"TH5";"Khlong Luang";"Artificial intelligence";18,24;121;0;132;4,62;118;0;132
"TH";"TH6";"Khon Kaen";"Artificial intelligence";14,33;133;0;132;2,16;133;0;132
"TH";"TH7";"Lampang";"Artificial intelligence";3,26;167;0;132;0,04;167;0;132
"TH";"TH8";"Nakhon Pathom";"Artificial intelligence";15,31;130;0;132;3,07;130;0;132
"TH";"TH9";"Nakhon Ratchasima";"Artificial intelligence";10,75;144;0;132;0,53;144;0;132
"TW";"TW000";"Chinese Taipei";"Artificial intelligence";87,95;12;54;18;32,52;15;0,45;38
"CN";"CN12";"Beijing";"Autonomous robots";93,79;10;161;4;43,31;26;1,11;20
"CN";"CN126";"Nanchang";"Autonomous robots";74,83;44;2;51;32,56;33;0,74;37
"CN";"CN128";"Nanning";"Autonomous robots";36,9;69;0;122;25,78;40;0;122
"CN";"CN153";"Shijiazhuang";"Autonomous robots";87,59;20;6;33;60,4;5;1,17;18
"CN";"CN161";"Taiyuan";"Autonomous robots";76,21;38;2;51;55,74;14;0,79;35
"CN";"CN164";"Urumqi";"Autonomous robots";37,59;68;0;122;35,88;32;0;122
"CN";"CN167";"Wuhan";"Autonomous robots";69,31;52;6;33;8,85;89;0,28;55
"CN";"CN169";"Xian";"Autonomous robots";75,86;40;4;39;26,39;38;0,68;39
"CN";"CN17";"Changsha";"Autonomous robots";79,66;30;6;33;25,3;42;0,86;32
"CN";"CN191";"Shenzhen";"Autonomous robots";95,17;6;317;3;47,23;21;1,05;22
"CN";"CN20";"Chengdu";"Autonomous robots";73,45;46;6;33;14,64;63;0,56;44
"CN";"CN23";"Chongqing";"Autonomous robots";76,21;38;6;33;13,83;67;0,97;25
"CN";"CN238";"Changchun";"Autonomous robots";72,76;48;2;51;20,29;56;1,11;20
"CN";"CN277";"Hangzhou";"Autonomous robots";84,14;24;35;13;27,34;36;0,6;43
"CN";"CN280";"Harbin";"Autonomous robots";91,72;18;7;28;57,22;11;5,33;1
"CN";"CN282";"Hefei";"Autonomous robots";85,86;22;6;33;59,78;6;0,93;30
"CN";"CN335";"Nanjing";"Autonomous robots";100;1;152;6;73,51;1;1,72;9
"CN";"CN357";"Shanghai";"Autonomous robots";93,45;14;100;7;37,38;31;1,27;14
"CN";"CN362";"Shenyang";"Autonomous robots";93,79;10;16;20;59,15;7;1,74;8
"CN";"CN383";"Tianjin";"Autonomous robots";72,07;49;3;43;20,76;52;0,46;48
"CN";"CN393";"Weifang";"Autonomous robots";84,14;24;23;15;26,85;37;0,67;40
"CN";"CN400";"Xiamen";"Autonomous robots";64,48;59;2;51;13,52;69;0,12;66
"CN";"CN48";"Guangzhou";"Autonomous robots";87,59;20;95;8;23,57;45;0,88;31
"CN";"CN50";"Guiyang";"Autonomous robots";71,72;50;1;62;20,71;53;1,3;12
"CN";"CN64";"Inner Mongolia";"Autonomous robots";72,76;48;1;62;50,59;18;0,93;30
"CN";"CN95";"Kunming";"Autonomous robots";36,21;71;0;122;22,39;47;0;122
"CN";"CN98";"Lanzhou";"Autonomous robots";75,52;42;1;62;38,51;30;1,62;10
"ID";"ID102";"Tasikmalaya";"Autonomous robots";0;176;0;122;0;176;0;122
"ID";"ID107";"Yogyakarta";"Autonomous robots";2,76;168;0;122;0,05;168;0;122
"ID";"ID109";"Gorontalo";"Autonomous robots";12,07;141;0;122;0,66;141;0;122
"ID";"ID14";"Bogor";"Autonomous robots";17,24;126;0;122;1,09;126;0;122
"ID";"ID2";"Balikpapan";"Autonomous robots";4,14;164;0;122;0,12;164;0;122
"ID";"ID27";"Denpasar";"Autonomous robots";21,03;115;0;122;1,91;115;0;122
"ID";"ID30";"Gresik";"Autonomous robots";23,79;107;0;122;3,22;107;0;122
"ID";"ID33";"Jakarta";"Autonomous robots";29,31;91;0;122;9,34;88;0;122
"ID";"ID4";"Bandung";"Autonomous robots";11,03;144;0;122;0,49;144;0;122
"ID";"ID41";"Klaten";"Autonomous robots";12,76;139;0;122;0,67;139;0;122
"ID";"ID42";"Kudus";"Autonomous robots";8,97;150;0;122;0,35;150;0;122
"ID";"ID51";"Magelang";"Autonomous robots";12,76;139;0;122;0,67;139;0;122
"ID";"ID52";"Malang";"Autonomous robots";10,34;146;0;122;0,46;146;0;122
"ID";"ID55";"Medan";"Autonomous robots";1,72;171;0;122;0,02;171;0;122
"ID";"ID7";"Batam";"Autonomous robots";13,45;137;0;122;0,68;137;0;122
"ID";"ID70";"Pemalang";"Autonomous robots";12,76;139;0;122;0,67;139;0;122
"ID";"ID85";"Semarang";"Autonomous robots";7,59;154;0;122;0,3;154;0;122
"ID";"ID88";"Sidoarjo";"Autonomous robots";0;176;0;122;0;176;0;122
"ID";"ID9";"Batu";"Autonomous robots";9,66;148;0;122;0,39;148;0;122
"ID";"ID91";"Subang";"Autonomous robots";27,93;95;0;122;5,75;95;0;122
"ID";"ID92";"Sukabumi";"Autonomous robots";0,69;174;0;122;0,01;174;0;122
"ID";"ID93";"Sumedang";"Autonomous robots";5,52;160;0;122;0,23;160;0;122
"ID";"ID95";"Surabaya";"Autonomous robots";16,55;128;0;122;1,07;128;0;122
"ID";"ID97";"Tanjung Balai-Meral";"Autonomous robots";16,21;129;0;122;1,05;129;0;122
"JP";"JPA01";"Hokkaido";"Autonomous robots";68,62;54;2;51;20,33;55;0,49;46
"JP";"JPB02";"Aomori";"Autonomous robots";37,93;67;0;122;41,49;27;0;122
"JP";"JPB03";"Iwate";"Autonomous robots";35,86;72;0;122;21,01;50;0;122
"JP";"JPB04";"Miyagi";"Autonomous robots";59,31;65;1;62;10,87;80;0,18;64
"JP";"JPB05";"Akita";"Autonomous robots";29,66;90;0;122;9,79;87;0;122
"JP";"JPB06";"Yamagata";"Autonomous robots";66,21;56;2;51;11,09;78;0,8;34
"JP";"JPB07";"Fukushima";"Autonomous robots";34,14;77;0;122;13,57;68;0;122
"JP";"JPC08";"Ibaraki";"Autonomous robots";75,17;43;7;28;22,01;48;0,2;59
"JP";"JPC09";"Tochigi";"Autonomous robots";78,97;33;4;39;46,62;23;0,47;47
"JP";"JPC10";"Gumma";"Autonomous robots";63,45;60;2;51;10,86;81;0,19;61
"JP";"JPC19";"Yamanashi";"Autonomous robots";79,66;30;3;43;44,01;25;1,05;22
"JP";"JPC20";"Nagano";"Autonomous robots";96,21;5;20;16;58,34;9;2,41;2
"JP";"JPD13";"Tokyo";"Autonomous robots";92,76;15;378;2;58,48;8;0,65;42
"JP";"JPE15";"Niigata";"Autonomous robots";33,1;80;0;122;13,27;72;0;122
"JP";"JPE16";"Toyama";"Autonomous robots";63,1;61;1;62;21,01;50;0,23;58
"JP";"JPE17";"Ishikawa";"Autonomous robots";74,14;45;2;51;29,69;35;0,73;38
"JP";"JPE18";"Fukui";"Autonomous robots";31,72;84;0;122;11,64;77;0;122
"JP";"JPF21";"Gifu";"Autonomous robots";79,66;30;3;43;48,13;19;0,95;28
"JP";"JPF22";"Shizuoka";"Autonomous robots";92,41;16;40;12;47,91;20;1,1;21
"JP";"JPF23";"Aichi";"Autonomous robots";94,83;8;73;10;65,35;2;0,96;26
"JP";"JPF24";"Mie";"Autonomous robots";67,59;55;3;43;14,03;65;0,19;61
"JP";"JPG25";"Shiga";"Autonomous robots";75,86;40;8;24;15,01;61;0,43;50
"JP";"JPG26";"Kyoto";"Autonomous robots";94,83;8;78;9;51,19;17;1,19;16
"JP";"JPG27";"Osaka";"Autonomous robots";96,9;4;155;5;56,79;12;1,27;14
"JP";"JPG29";"Nara";"Autonomous robots";91,72;18;7;28;57,8;10;2,41;2
"JP";"JPG30";"Wakayama";"Autonomous robots";60;64;1;62;10,19;84;0,33;54
"JP";"JPH31";"Tottori";"Autonomous robots";36,55;70;0;122;25,53;41;0;122
"JP";"JPH32";"Shimane";"Autonomous robots";31,38;85;0;122;10,99;79;0;122
"JP";"JPH33";"Okayama";"Autonomous robots";34,48;76;0;122;13,91;66;0;122
"JP";"JPH34";"Hiroshima";"Autonomous robots";77,59;36;4;39;46,9;22;0,4;52
"JP";"JPH35";"Yamaguchi";"Autonomous robots";57,93;66;1;62;7,2;92;0,18;64
"JP";"JPI36";"Tokushima";"Autonomous robots";30;89;0;122;9,97;86;0;122
"JP";"JPI37";"Kagawa";"Autonomous robots";82,41;25;5;37;40,87;28;1,17;18
"JP";"JPI38";"Ehime";"Autonomous robots";31,03;86;0;122;10,68;82;0;122
"JP";"JPI39";"Kochi";"Autonomous robots";28,28;94;0;122;6,98;93;0;122
"JP";"JPJ40";"Fukuoka";"Autonomous robots";93,79;10;20;16;51,4;16;2,15;5
"JP";"JPJ41";"Saga";"Autonomous robots";30,69;87;0;122;10,38;83;0;122
"JP";"JPJ42";"Nagasaki";"Autonomous robots";32,07;83;0;122;12,3;75;0;122
"JP";"JPJ43";"Kumamoto";"Autonomous robots";78,28;34;3;43;40,56;29;0,77;36
"JP";"JPJ44";"Oita";"Autonomous robots";33,45;79;0;122;13,35;71;0;122
"JP";"JPJ45";"Miyazaki";"Autonomous robots";32,41;82;0;122;12,67;74;0;122
"JP";"JPJ46";"Kagoshima";"Autonomous robots";34,83;75;0;122;14,4;64;0;122
"JP";"JPJ47";"Okinawa";"Autonomous robots";30,34;88;0;122;10,04;85;0;122
"KH";"KH2";"Kampong Saom";"Autonomous robots";15,86;130;0;122;0,85;130;0;122
"KH";"KH3";"Phnom Penh";"Autonomous robots";10;147;0;122;0,41;147;0;122
"KP";"KP14";"Sariwon";"Autonomous robots";9,31;149;0;122;0,37;149;0;122
"KP";"KP2";"Haeju";"Autonomous robots";6,9;156;0;122;0,27;156;0;122
"KP";"KP3";"Hamhung";"Autonomous robots";11,38;143;0;122;0,55;143;0;122
"KR";"KR011";"Seoul";"Autonomous robots";98,97;2;530;1;54,23;15;2;6
"KR";"KR012";"Incheon";"Autonomous robots";79,66;30;8;24;25,96;39;0,43;50
"KR";"KR021";"Busan";"Autonomous robots";93,45;14;16;20;61,74;4;1,28;13
"KR";"KR022";"Ulsan";"Autonomous robots";70,69;51;2;51;29,82;34;0,4;52
"KR";"KR023";"Gyeongsangnam-do";"Autonomous robots";97,59;3;24;14;64,09;3;2,25;4
"KR";"KR031";"Daegu";"Autonomous robots";93,79;10;19;18;56,71;13;1,81;7
"KR";"KR032";"Gyeongsangbuk-do";"Autonomous robots";91,03;19;18;19;46,11;24;1,37;11
"KR";"KR041";"Gwangju";"Autonomous robots";79,66;30;6;33;22,71;46;0,95;28
"KR";"KR042";"Jeollabuk-do";"Autonomous robots";61,38;63;1;62;19,63;57;0,17;65
"KR";"KR043";"Jeollanam-do";"Autonomous robots";61,72;62;1;62;15,95;59;0,19;61
"KR";"KR051";"Daejeon";"Autonomous robots";77,93;35;42;11;6,6;94;0,65;42
"KR";"KR052";"Chungcheongbuk-do";"Autonomous robots";65,86;57;2;51;17,33;58;0,26;56
"KR";"KR053";"Chungcheongnam-do";"Autonomous robots";81,03;26;8;24;23,67;44;0,84;33
"KR";"KR061";"Gangwon-do";"Autonomous robots";64,83;58;1;62;23,72;43;0,23;58
"KR";"KR071";"Jeju-do";"Autonomous robots";35,17;74;0;122;14,96;62;0;122
"LA";"LA4";"Vientiane";"Autonomous robots";3,45;166;0;122;0,11;166;0;122
"MM";"MM18";"Yangon";"Autonomous robots";0,69;174;0;122;0,01;174;0;122
"MM";"MM5";"Mandalay";"Autonomous robots";3,1;167;0;122;0,1;167;0;122
"MN";"MN1";"Ulaanbaatar";"Autonomous robots";25,17;103;0;122;4,16;103;0;122
"MY";"MY1";"Alor Setar";"Autonomous robots";26,55;99;0;122;5,13;99;0;122
"MY";"MY12";"Kota Kinabalu";"Autonomous robots";22,76;110;0;122;2,74;110;0;122
"MY";"MY13";"Kuala Lumpur";"Autonomous robots";33,79;78;0;122;13,43;70;0;122
"MY";"MY14";"Kuala Terengganu";"Autonomous robots";6,21;158;0;122;0,24;158;0;122
"MY";"MY15";"Kuantan";"Autonomous robots";15,17;132;0;122;0,82;132;0;122
"MY";"MY16";"Kuching";"Autonomous robots";20;118;0;122;1,35;118;0;122
"MY";"MY17";"Kulim";"Autonomous robots";25,86;101;0;122;4,5;101;0;122
"MY";"MY19";"Melaka";"Autonomous robots";26,9;98;0;122;5,2;98;0;122
"MY";"MY2";"Batu Pahat";"Autonomous robots";25,52;102;0;122;4,37;102;0;122
"MY";"MY21";"Pasir Gudang";"Autonomous robots";6,55;157;0;122;0,25;157;0;122
"MY";"MY22";"Rawang";"Autonomous robots";7,24;155;0;122;0,29;155;0;122
"MY";"MY24";"Seremban";"Autonomous robots";19,31;120;0;122;1,25;120;0;122
"MY";"MY25";"Sibu";"Autonomous robots";13,79;136;0;122;0,74;136;0;122
"MY";"MY26";"Sungai Petani";"Autonomous robots";28,62;93;0;122;7,2;92;0;122
"MY";"MY27";"Taiping";"Autonomous robots";21,38;114;0;122;2,03;114;0;122
"MY";"MY29";"Sandakan";"Autonomous robots";1,72;171;0;122;0,02;171;0;122
"MY";"MY3";"Bintulu";"Autonomous robots";1,72;171;0;122;0,02;171;0;122
"MY";"MY4";"Bukit Mertajam";"Autonomous robots";24,83;104;0;122;4,14;104;0;122
"MY";"MY5";"Butterworth";"Autonomous robots";27,24;97;0;122;5,22;97;0;122
"MY";"MY6";"Gelugor";"Autonomous robots";32,41;82;0;122;12,67;74;0;122
"MY";"MY7";"George Town";"Autonomous robots";22,41;111;0;122;2,48;111;0;122
"MY";"MY8";"Ipoh";"Autonomous robots";27,59;96;0;122;5,64;96;0;122
"MY";"MY9";"Johor Bahru";"Autonomous robots";28,97;92;0;122;8,44;90;0;122
"PH";"PH1";"Angeles";"Autonomous robots";4,14;164;0;122;0,12;164;0;122
"PH";"PH12";"Cebu";"Autonomous robots";26,21;100;0;122;5,11;100;0;122
"PH";"PH15";"Davao";"Autonomous robots";19,66;119;0;122;1,29;119;0;122
"PH";"PH18";"General Santos";"Autonomous robots";8,28;152;0;122;0,32;152;0;122
"PH";"PH2";"Bacolod";"Autonomous robots";22,07;112;0;122;2,36;112;0;122
"PH";"PH21";"Iloilo";"Autonomous robots";17,93;124;0;122;1,12;124;0;122
"PH";"PH29";"Lucena";"Autonomous robots";16,9;127;0;122;1,08;127;0;122
"PH";"PH3";"Baguio";"Autonomous robots";5,17;161;0;122;0,19;161;0;122
"PH";"PH32";"Manila";"Autonomous robots";35,52;73;0;122;15,68;60;0;122
"PH";"PH35";"Olongapo";"Autonomous robots";7,59;154;0;122;0,3;154;0;122
"PH";"PH41";"San Pablo";"Autonomous robots";14,83;133;0;122;0,8;133;0;122
"PH";"PH46";"Tarlac";"Autonomous robots";2,41;169;0;122;0,04;169;0;122
"PH";"PH49";"San Carlos";"Autonomous robots";14,48;134;0;122;0,77;134;0;122
"PH";"PH5";"Batangas";"Autonomous robots";20,34;117;0;122;1,56;117;0;122
"PH";"PH50";"San Carlos";"Autonomous robots";14,48;134;0;122;0,77;134;0;122
"PH";"PH51";"San Fernando";"Autonomous robots";4,83;162;0;122;0,13;162;0;122
"PH";"PH52";"San Fernando";"Autonomous robots";4,83;162;0;122;0,13;162;0;122
"PH";"PH9";"Cagayan de Oro";"Autonomous robots";10,34;146;0;122;0,46;146;0;122
"SG";"SGZZZ";"Singapore";"Autonomous robots";79,66;30;15;22;20,39;54;0,56;44
"TH";"TH1";"Bangkok";"Autonomous robots";69,31;52;2;51;12,01;76;1,02;24
"TH";"TH10";"Nakhon Si Thammarat";"Autonomous robots";21,72;113;0;122;2,12;113;0;122
"TH";"TH11";"Nonthaburi";"Autonomous robots";24,14;106;0;122;3,31;106;0;122
"TH";"TH12";"Phitsanulok";"Autonomous robots";6,21;158;0;122;0,24;158;0;122
"TH";"TH13";"Rayong";"Autonomous robots";23,1;109;0;122;2,95;109;0;122
"TH";"TH14";"Samut Prakan";"Autonomous robots";24,48;105;0;122;3,53;105;0;122
"TH";"TH16";"Surat Thani";"Autonomous robots";23,45;108;0;122;2,97;108;0;122
"TH";"TH17";"Ubon Ratchathani";"Autonomous robots";0;176;0;122;0;176;0;122
"TH";"TH18";"Udon Thani";"Autonomous robots";15,52;131;0;122;0,83;131;0;122
"TH";"TH2";"Chiang Mai";"Autonomous robots";18,28;123;0;122;1,15;123;0;122
"TH";"TH3";"Chon Buri";"Autonomous robots";17,59;125;0;122;1,1;125;0;122
"TH";"TH5";"Khlong Luang";"Autonomous robots";18,62;122;0;122;1,21;122;0;122
"TH";"TH6";"Khon Kaen";"Autonomous robots";20,69;116;0;122;1,69;116;0;122
"TH";"TH7";"Lampang";"Autonomous robots";11,72;142;0;122;0,61;142;0;122
"TH";"TH8";"Nakhon Pathom";"Autonomous robots";18,97;121;0;122;1,24;121;0;122
"TH";"TH9";"Nakhon Ratchasima";"Autonomous robots";8,62;151;0;122;0,33;151;0;122
"TW";"TW000";"Chinese Taipei";"Autonomous robots";75,86;40;7;28;21,74;49;0,35;53
"CN";"CN12";"Beijing";"Green transports";70,9;46;171;13;6,92;103;0,35;64
"CN";"CN126";"Nanchang";"Green transports";79,26;31;11;50;49,72;12;1,19;25
"CN";"CN128";"Nanning";"Green transports";84,62;22;15;42;54,45;10;2,44;9
"CN";"CN153";"Shijiazhuang";"Green transports";92,98;6;49;22;61,12;7;2,8;5
"CN";"CN161";"Taiyuan";"Green transports";62,88;62;3;64;29,92;37;0,35;64
"CN";"CN164";"Urumqi";"Green transports";67,22;56;2;70;28,26;45;1,54;19
"CN";"CN167";"Wuhan";"Green transports";62,88;62;20;38;9,45;90;0,28;70
"CN";"CN169";"Xian";"Green transports";69,57;50;12;48;26,56;47;0,6;48
"CN";"CN17";"Changsha";"Green transports";91,97;8;50;21;59,9;8;2,1;10
"CN";"CN191";"Shenzhen";"Green transports";78,26;32;518;3;11,2;83;0,5;52
"CN";"CN20";"Chengdu";"Green transports";74,25;38;25;31;21,14;56;0,68;42
"CN";"CN23";"Chongqing";"Green transports";87,63;18;38;25;39,54;23;1,8;14
"CN";"CN238";"Changchun";"Green transports";81,27;28;12;48;43,11;18;1,96;12
"CN";"CN277";"Hangzhou";"Green transports";70,23;48;73;17;7,71;97;0,37;62
"CN";"CN280";"Harbin";"Green transports";75,92;36;5;57;47,11;14;1,12;27
"CN";"CN282";"Hefei";"Green transports";63,21;60;6;55;25,43;49;0,27;72
"CN";"CN335";"Nanjing";"Green transports";84,95;20;187;11;36,39;28;0,62;46
"CN";"CN357";"Shanghai";"Green transports";92,31;7;342;5;36,96;26;1,28;23
"CN";"CN362";"Shenyang";"Green transports";81,94;26;28;30;39,76;22;0,89;34
"CN";"CN383";"Tianjin";"Green transports";76,59;34;19;39;31,07;35;0,85;35
"CN";"CN393";"Weifang";"Green transports";84,28;23;96;15;30,13;36;0,82;36
"CN";"CN400";"Xiamen";"Green transports";87,63;18;71;18;36,62;27;1,25;24
"CN";"CN48";"Guangzhou";"Green transports";75,92;36;135;14;18,35;65;0,37;62
"CN";"CN50";"Guiyang";"Green transports";70,57;47;3;64;35,26;30;1,15;26
"CN";"CN64";"Inner Mongolia";"Green transports";59,2;68;2;70;18,28;66;0,54;50
"CN";"CN95";"Kunming";"Green transports";60,54;67;2;70;24,13;52;0,43;56
"CN";"CN98";"Lanzhou";"Green transports";30,43;83;0;129;20,25;58;0;129
"ID";"ID102";"Tasikmalaya";"Green transports";2,01;168;0;129;0,01;168;0;129
"ID";"ID107";"Yogyakarta";"Green transports";19,06;117;0;129;2,24;117;0;129
"ID";"ID109";"Gorontalo";"Green transports";12,04;138;0;129;0,59;138;0;129
"ID";"ID14";"Bogor";"Green transports";27,09;93;0;129;9,49;88;0;129
"ID";"ID2";"Balikpapan";"Green transports";2,34;167;0;129;0,02;167;0;129
"ID";"ID27";"Denpasar";"Green transports";11,71;139;0;129;0,47;139;0;129
"ID";"ID30";"Gresik";"Green transports";9,36;146;0;129;0,32;146;0;129
"ID";"ID33";"Jakarta";"Green transports";22,74;106;0;129;4,8;106;0;129
"ID";"ID4";"Bandung";"Green transports";21,74;109;0;129;4,33;109;0;129
"ID";"ID41";"Klaten";"Green transports";7,69;151;0;129;0,23;151;0;129
"ID";"ID42";"Kudus";"Green transports";6,35;155;0;129;0,19;155;0;129
"ID";"ID51";"Magelang";"Green transports";7,69;151;0;129;0,23;151;0;129
"ID";"ID52";"Malang";"Green transports";11,04;141;0;129;0,43;141;0;129
"ID";"ID55";"Medan";"Green transports";0;174;0;129;0;174;0;129
