name,abstract,url,clean_infobox,Website,Founded,Headquarters,Founders,Industry,Employees
XAI (company),"X.AI Corp., doing business as xAI, is an American startup company working in the area of artificial intelligence (AI). Founded by Elon Musk in March 2023, its stated goal is ""to understand the true nature of the universe"".",https://en.wikipedia.org/wiki/XAI_(company),"{'name': 'X.AI Corp.', 'trade_name': 'xAI', 'type': 'Private', 'industry': 'Artificial intelligence', 'founded': 'March 9, 2023', 'founder': 'Elon Musk', 'products': '[[Grok (chatbot)|Grok]], PromptIDE', 'hq_location_city': 'San Francisco Bay Area, California, U.S.', 'num_employees': '32 (2024)', 'key_people': 'Elon Musk (CEO), Jared Birchall (CFO)', 'website': 'https://x.ai'}",https://x.ai,9-Mar-23,"San Francisco Bay Area, California, U.S.",Elon Musk,Artificial intelligence,32 (2024)
Active Intelligence Pte Ltd,"Active Intelligence Pte Ltd (Active.Ai) is a private fintech company focusing on artificial intelligence. Its headquarters are in Singapore while its research and development base in Bengaluru. It claims to use natural language processing and machine intelligence as a platform that allows banks to interact with customers using messaging and voice. Active.Ai was founded by Ravi Shankar, a former Group Executive Vice President at Yes Bank, Shankar Narayanan, and Parikshit Paspulati in 2016. Active.Ai raised $3 million from ID Ventures India and Kalaari Capital in November 2016. It raised $8.25 million in series A round of funding, co-led by Vertex Ventures, Creditease Holdings and Dream Incubator in November 2017.",https://en.wikipedia.org/wiki/Active_Intelligence_Pte_Ltd,"{'name': 'Active Intelligence Pte Ltd', 'logo': None, 'type': 'Private', 'products': ['Morfeus', 'Triniti'], 'num_employees': '65 (November 2017)', 'website': 'https://www.active.ai', 'foundation': '2016-02', 'founders': ['Ravi Shankar', 'Parikshit Paspulati', 'Shankar Narayanan'], 'hq_location_city': 'Singapore', 'hq_location_country': 'Singapore', 'key_people': ['Ravi Shankar (CEO)', 'Parikshit Paspulati (CTO)', 'Shankar Narayanan (COO)']}",https://www.active.ai,2016-02,Singapore,"['Ravi Shankar', 'Parikshit Paspulati', 'Shankar Narayanan']",,65 (November 2017)
AI Foundation,AI Foundation is an American artificial intelligence company. It is based in San Francisco and Las Vegas.,https://en.wikipedia.org/wiki/AI_Foundation,"{'name': 'AI Foundation', 'type': 'Private', 'industry': 'Artificial intelligence', 'founded': '2017', 'founder': 'Lars Buttler and Rob Meadows', 'website': 'https://aifoundation.com'}",https://aifoundation.com,2017,,Lars Buttler and Rob Meadows,Artificial intelligence,
Allen Institute for AI,"The Allen Institute for AI is a 501(c)(3) non-profit research institute founded by late Microsoft co-founder and philanthropist Paul Allen in 2014. The institute seeks to conduct high-impact AI research and engineering in service of the common good. Oren Etzioni was appointed by Paul Allen in September 2013 to direct the research at the institute. After leading the organization for nine years, Oren Etzioni stepped down from his role as CEO on September 30, 2022. He was replaced in an interim capacity by the leading researcher of the company's Aristo project, Peter Clark. On June 20, 2023, AI2 announced Ali Farhadi as its next CEO starting July 31, 2023. The company's board formed a search committee for a new CEO. AI2 also has an active office in Tel Aviv, Israel.",https://en.wikipedia.org/wiki/Allen_Institute_for_AI,"{'name': 'Allen Institute for AI', 'logo': 'File:Allen Institute for Artificial Intelligence.png', 'type': 'Non-profit research institute', 'formation': '2014', 'founder': 'Paul Allen', 'location_city': 'Seattle, Washington', 'location_country': 'U.S.', 'key_people': 'Ali Farhadi (CEO), Peter Clark, Yejin Choi, Noah Smith, Hannaneh Hajishirzi, Dan Weld, Chris Bretherton, Ani Kembhavi, Jes Lefcourt', 'homepage': 'http://allenai.org/'}",http://allenai.org/,2014,"Seattle, Washington",Paul Allen,,
Amii (research institute),"Alberta Machine Intelligence Institute (Amii) is a machine learning institute in Edmonton, Alberta. Amii was established in 2002 to drive innovation in the artificial intelligence space and partner with companies to adopt and grow the technology. Since their inception, Amii have worked with more than 300 companies to translate knowledge, talent and technology into industry and secured $600M+ in venture financing, including $450M raised by Canadian-based companies. As of 2023, Amii funds the research of more than 30 research fellows, 36 Canada CIFAR AI chairs, recently invested $30 million in the University of Alberta to recruit 20 new global AI researchers, and worked with over 100 companies to accelerate AI product development. Along with Montreal's Mila and Toronto's Vector Institute, Amii is a member of the Pan-Canadian Artificial Intelligence Strategy.",https://en.wikipedia.org/wiki/Amii_(research_institute),"{'name': 'Alberta Machine Intelligence Institute (Amii)', 'logo': 'Amii_Research_Institute_Logo.svg', 'type': 'Independent, nonprofit artificial intelligence organization', 'formation': '2002', 'headquarters': 'Edmonton, Alberta, Canada', 'purpose': 'Science research in deep learning, robotics, reinforcement learning', 'website': 'https://www.amii.ca/', 'num_employees': '~100'}",https://www.amii.ca/,2002,"Edmonton, Alberta, Canada",,,~100
Artificial Intelligence Center,"The Artificial Intelligence Center is a laboratory in the Information and Computing Sciences Division of SRI International. It was founded in 1966 by Charles Rosen and studies artificial intelligence. One of their early projects was Shakey the Robot, the first general-purpose mobile robot. More recently, the center funded early development of CALO and Siri. The center has also provided the military with various technology.",https://en.wikipedia.org/wiki/Artificial_Intelligence_Center,"{'name': 'SRI Artificial Intelligence Center', 'logo': 'File:SRI International logo 2011.png|center|250px|SRI logo|alt=The words ""SRI International"" in a bold font.', 'type': 'Private company', 'foundation': 'Start date|1966', 'founder': 'Charles Rosen (scientist)', 'key_people': 'C. Raymond Perrault(Director)', 'industry': 'Artificial intelligence', 'services': 'Research', 'parent': 'SRI International', 'homepage': 'http://www.sri.com/about/organization/information-computing-sciences/aic [https://web.archive.org/web/20150216224405/http://www.sri.com/about/organization/information-computing-sciences/aic archived]'}",http://www.sri.com/about/organization/information-computing-sciences/aic [https://web.archive.org/web/20150216224405/http://www.sri.com/about/organization/information-computing-sciences/aic archived],Start date|1966,,Charles Rosen (scientist),Artificial intelligence,
Beijing Academy of Artificial Intelligence,"Beijing Academy of Artificial Intelligence (BAAI), also known as Zhiyuan Institute, is a Chinese non-profit artificial intelligence (AI) research laboratory. BAAI conducts AI research and is dedicated to promoting collaboration among academia and industry, as well as fostering top talent and a focus on long-term research on the fundamentals of AI technology. As a collaborative hub, BAAI's founding members include leading AI companies, universities, and research institutes. BAAI is one of pre-eminent AI research institutes in China. To help it reach its goals, BAAI frequently releases new models and open source code. Moreover, BAAI organizes an annual international conference bringing together AI experts, industry leaders, and international talent to discuss challenges and future of AI.",https://en.wikipedia.org/wiki/Beijing_Academy_of_Artificial_Intelligence,"{'name': 'Beijing Academy of Artificial Intelligence (BAAI)', 'logo': 'Beijing Academy of Artificial Intelligence logo.svg', 'logo_size': '175px', 'industry': 'Artificial intelligence', 'founders': 'Zhang Hongjiang', 'founded': '2018-11', 'hq_location': 'Wudaokou, Beijing, China', 'products': ['WuDao', 'FlagAI', 'Jiuding', 'MetaWorm'], 'num_employees': 'circa 100 (2023)', 'homepage': 'Official URL'}",Official URL,2018-11,"Wudaokou, Beijing, China",Zhang Hongjiang,Artificial intelligence,circa 100 (2023)
Center for Computational Brain Research," The Center for Computational Brain Research (CCBR) is an Interdisciplinarity research centre located at the Indian Institute of Technology Madras, Chennai, India. CCBR was set up in 2015 with funding from the co-founder of Infosys, Kris Gopalakrishnan. The stated objective of the center is ""to explore the interface between Neuroscience and Engineering disciplines"".",https://en.wikipedia.org/wiki/Center_for_Computational_Brain_Research,"{'name': 'Center for Computational Brain Research, IIT Madras', 'image': 'CCBR,_IITM_Logo.png', 'abbreviation': 'CCBR', 'size': '230px', 'formation': '2015', 'type': 'Public', 'headquarters': 'Chennai, India', 'location': 'IIT Madras, Chennai, Tamil Nadu 600036', 'leader_title': 'Founder', 'leader_name': 'Kris Gopalakrishnan', 'parent_organization': 'IIT Madras, India', 'website': 'https://ccbr.iitmadras.in/ Official webpage'}",https://ccbr.iitmadras.in/ Official webpage,2015,"Chennai, India",,,
Centre for Artificial Intelligence and Robotics,"The Centre for Artificial Intelligence and Robotics (CAIR) is a laboratory of the Defence Research & Development Organization (DRDO). Located in Bangalore, Karnataka, involved in the Research & Development of high quality Secure Communication, Command and Control, and Intelligent Systems. CAIR was founded by Arogyaswami Paulraj. CAIR is the primary laboratory for R&D in different areas of Defence Information and Communication Technology (ICT).",https://en.wikipedia.org/wiki/Centre_for_Artificial_Intelligence_and_Robotics,"{'name': 'Centre for Artificial Intelligence & Robotics', 'established': 'October 1986', 'city': 'Bangalore, Karnataka', 'director': 'Dr UK Singh', 'staff': '300, including 150 scientists', 'operating_agency': 'DRDO', 'address': 'DRDO Complex, C.V. Raman Nagar, Bangalore-560 093', 'website': 'https://www.drdo.gov.in/drdo/labs1/CAIR/English/indexnew.jsp?pg=homepage.jsp CAIR Home Page'}",https://www.drdo.gov.in/drdo/labs1/CAIR/English/indexnew.jsp?pg=homepage.jsp CAIR Home Page,Oct-86,,,,
Dalle Molle Institute for Artificial Intelligence Research,"The Dalle Molle Institute for Artificial Intelligence is a research institution based in Lugano, in Canton Ticino in southern Switzerland. It was founded in 1988 by Angelo Dalle Molle through the private Fondation Dalle Molle. In 2000 it became a public research institute, affiliated with the Università della Svizzera italiana and SUPSI in Ticino, Switzerland. In 1997 it was listed among the top ten artificial intelligence laboratories, and among the top four in the field of biologically-inspired AI. In 2007 a robotics lab with focus on intelligent and learning robots, especially in the fields of swarm and humanoid robotics, was established. Between 2009 and 2012, artificial neural networks developed at the institute won eight international competitions in pattern recognition and machine learning. IDSIA is one of four Swiss research organisations founded by the Dalle Molle foundation, of which three are in the field of artificial intelligence.",https://en.wikipedia.org/wiki/Dalle_Molle_Institute_for_Artificial_Intelligence_Research,"{'name': 'Dalle Molle Institute for Artificial Intelligence', 'native_name': ""Istituto Dalle Molle di Studi sull'Intelligenza Artificiale"", 'native_name_lang': 'it', 'named_after': 'Angelo Dalle Molle', 'image': 'Istituto Dalle Molle di Studi sull’Intelligenza Artificiale Svizzera - testing the inventions.jpg', 'image_border': 'Team at work', 'formation': '1988', 'type': 'public research institute', 'purpose': 'artificial intelligence research', 'leader_title': 'Director', 'leader_name': 'Andrea Emilio Rizzoli', 'affiliations': 'Università della Svizzera italiana, SUPSI', 'website': 'www.idsia.ch'}",www.idsia.ch,1988,,,,
EleutherAI,"EleutherAI is a grass-roots non-profit artificial intelligence (AI) research group. The group, considered an open-source version of OpenAI, was formed in a Discord server in July 2020 by Connor Leahy, Sid Black, and Leo Gao to organize a replication of GPT-3. In early 2023, it formally incorporated as the EleutherAI Foundation, a non-profit research institute.",https://en.wikipedia.org/wiki/EleutherAI,"{'name': 'EleutherAI', 'logo': 'EleutherAI logo.svg', 'company_type': 'Research co-operative', 'founded': '2020-07-03', 'industry': 'Artificial intelligence', 'products': ['GPT-Neo', 'GPT-NeoX', 'GPT-J', 'The Pile (dataset)'], 'website': 'https://eleuther.ai'}",https://eleuther.ai,7/3/2020,,,Artificial intelligence,
ElevenLabs,*A QUADRILHA RAISES ESTÁ VINDO AI PARA ALEGRAR O O SEU SÃO JOÃO* ,https://en.wikipedia.org/wiki/ElevenLabs,"{'name': 'ElevenLabs Inc.', 'logo': 'ElevenLabs logo 2.png', 'logo_size': '250px', 'logo_alt': 'ElevenLabs\' logo, consisting of the words ""Eleven Labs"" in a black sans serif font with two vertical stripes to the left of them', 'type': 'Private company', 'industry': 'Artificial intelligence', 'founded': 2022, 'founders': ['Piotr Dąbkowski (CTO)', 'Mateusz Staniszewski (CEO)'], 'hq_location': 'New York City, United States', 'website': 'https://elevenlabs.io/'}",https://elevenlabs.io/,2022,"New York City, United States","['Piotr Dąbkowski (CTO)', 'Mateusz Staniszewski (CEO)']",Artificial intelligence,
Google AI,"Google AI is a division of Google dedicated to artificial intelligence. It was announced at Google I/O 2017 by CEO Sundar Pichai. This division has expanded its reach with research facilities in various parts of the world such as Zurich, Paris, Israel, and Beijing. In 2023, Google AI was part of the reorganization initiative that elevated its head, Jeff Dean, to the position of chief scientist at Google. This reorganization involved the merging of Google Brain and DeepMind, a UK-based company that Google acquired in 2014 that operated separately from the company's core research. This division is predicted to rise in value and performance as AI becomes more mainstream, since Google is already an AI powerhouse.",https://en.wikipedia.org/wiki/Google_AI,"{'name': 'Google AI', 'type': 'Division', 'industry': 'Artificial intelligence', 'founded': '2017', 'parent': 'Google', 'website': 'ai.google'}",ai.google,2017,,,Artificial intelligence,
Hive (artificial intelligence company),"Hive is an American artificial intelligence company offering machine learning models via APIs to enterprise customers. Hive uses around 700,000 gig workers to train data for its models through its Hive Work app. One of Hive's major offerings is to provide automated content moderation services. Hive is reported to have been engaged to provide content moderation services to social news aggregator Reddit, Giphy, BeReal, Donald Trump-affiliated social network Truth Social, and on online chat website Chatroulette. Parler, after its shutdown by content service providers in early 2021 due to a lack of content moderation, integrated with hive and was allowed back in the App Store. Hive's content moderation models have been leveraged widely in the livestreaming industry, where the cost of human moderation is high. Hive's models have also been used in events such as the Super Bowl and March Madness, and its contextual advertising models used by NBC Universal and Vevo. In early 2023, Hive released an AI text classifier intended to detect AI-generated text. Hive was founded by Kevin Guo and Dmitriy Karpman, and in April 2021, announced $85M in new capital at a valuation of $2 billion. Additionally, Kevin Guo now has a fanpage on Instagram on the account, guogetters. ",https://en.wikipedia.org/wiki/Hive_(artificial_intelligence_company),"{'logo': 'HiveLogo.svg', 'type': 'Private', 'industry': 'Artificial Intelligence', 'founders': 'Kevin Guo, Dmitriy Karpman', 'hq_location_city': 'San Francisco, California', 'website': 'https://thehive.ai/'}",https://thehive.ai/,,"San Francisco, California","Kevin Guo, Dmitriy Karpman",Artificial Intelligence,
Institute for Creative Technologies,"The Institute for Creative Technologies (ICT) is a University Affiliated Research Center at the University of Southern California located in Playa Vista, California. ICT was established in 1999 with funding from the US Army. Dr. Mike Andrews, chief scientist of the US Army is described as ""founder of and inspiration behind"" the ICT. He followed up on discussions between US Army leadership and Disney Imagineering president Bran Ferren, on how to gain access to Hollywood entertainment industry expertise in high-technology areas such as computer-based Modeling & Simulation, and Virtual Reality. The name was derived from Ferren's title at The Walt Disney Company. It was created to combine the assets of a major research university with the creative resources of Hollywood and the game industry to advance the state-of-the-art in training and simulation. The institute's research has also led to applications for education, entertainment and rehabilitation, including virtual patients, virtual museum guides and visual effects technologies. Core areas include virtual humans, graphics, mixed-reality, learning sciences, games, storytelling and medical virtual reality.",https://en.wikipedia.org/wiki/Institute_for_Creative_Technologies,"{'name': 'Institute for Creative Technologies (ICT)', 'image': 'USC Institute for Creative Technologies logo.png', 'established': '1999', 'city': 'Playa Vista', 'state': 'California', 'country': 'U.S.', 'website': '{{official URL}}', 'footnotes': 'Affiliated With The University of Southern California'}",{{official URL}},1999,,,,
Istituto Italiano di Tecnologia,"The Istituto Italiano di Tecnologia (IIT) is a scientific research centre based in Genoa.
Its main goal is the advancement of science, in Italy and worldwide, through projects and discoveries oriented to applications and technology. Some account IIT as the best Italian scientific research centre. In June 2016, the science journal Nature named Italian Institute of Technology among the list of the top 100 rising stars scientific institutes in the world, that is the ranking of the top 100 institutions which most improved their publication quality scores in the Nature index between 2012 and 2015, on world basis. In November 2016, the Nature Index database named IIT among the list of the top 100 scientific centres running successful international collaborations, on world basis. In February 2017, the scientific evaluation agency Anvur of Italy's Ministry of Education evaluated and ranked the Italian Institute of Technology as the top national scientific research centre for computer science-mathematics, biology, industrial engineering, psychology, and as the second national top for physics.",https://en.wikipedia.org/wiki/Istituto_Italiano_di_Tecnologia,"{'abbreviation': 'IIT', 'name': 'Italian Institute of Technology', 'image': 'Iit_official_logo.png', 'map': 'Genova Bolzaneto IIT Morego.JPG', 'map_size': '200px', 'alt': 'Central research lab in Genoa', 'formation': '2005', 'type': 'governmental organisation', 'purpose': 'application-oriented scientific research', 'headquarters': 'Genoa, Italy, EU', 'location': 'Genoa, Arnesano, Ferrara, Milan, Turin, Parma, Pisa, Pontedera, Naples, Rome, Rovereto, Boston', 'fields': 'robotics, nanotechnology, and others', 'language': 'British English, Italian', 'leader_title': 'Scientific Director - General Director', 'leader_name': 'Giorgio Metta - Gianmarco Montanari', 'main_organ': 'Istituto Italiano di Tecnologia', 'budget': '~ €90 million per year', 'num_staff': '~ 1,900', 'website': 'www.iit.it', 'coords': '44.4749 N, 8.9062 E'}",www.iit.it,2005,"Genoa, Italy, EU",,,
Istituto Italiano per l'Intelligenza Artificiale,"The Istituto italiano per l'Intelligenza artificiale (I3A) is a planned scientific research centre to be based in Turin Italy, European Union. The centre was first proposed in the Italian National Strategy for Artificial Intelligence, published by the Ministry of Economic Development (Italy).",https://en.wikipedia.org/wiki/Istituto_Italiano_per_l%27Intelligenza_Artificiale,"{'abbreviation': 'I3A', 'name': ""Istituto italiano per l'Intelligenza artificiale"", 'map_size': '200px', 'headquarters': 'Turin, Italy, European Union', 'type': 'governmental organisation', 'purpose': 'application-oriented scientific research', 'fields': 'Artificial intelligence', 'language': 'British English, Italian', 'main_organ': ""Istituto italiano per l'Intelligenza artificiale"", 'budget': '~ €80 million per year', 'num_staff': '~ 600', 'website': 'https://torino.ai/'}",https://torino.ai/,,"Turin, Italy, European Union",,,
LAION,"LAION is a German non-profit which makes open-sourced artificial intelligence models and datasets. It is best known for releasing a number of large datasets of images and captions scraped from the web which have been used to train a number of high-profile text-to-image models, including Stable Diffusion and Imagen. In February 2023, LAION was named in the Getty Images lawsuit against Stable Diffusion as a non-party. In April 2023, LAION was directly sued by a German photographer who wanted to have his images removed from the training set. On April 15, 2023, LAION and contributors released to public an open source AI assistant chatbot OpenAssistant.",https://en.wikipedia.org/wiki/LAION,"{'name': 'LAION', 'logo': 'LAION logo.svg', 'logo_size': '150px', 'type': 'Non-profit', 'industry': 'Artificial intelligence', 'founder': ['Christoph Schuhmann', 'Jenia Jitsev', 'Richard Vencu', 'Robert Kaczmarczyk', 'Theo Coombes', 'Mehdi Cherti', 'Aarush Katta', 'Jan Ebert']}",,,,"['Christoph Schuhmann', 'Jenia Jitsev', 'Richard Vencu', 'Robert Kaczmarczyk', 'Theo Coombes', 'Mehdi Cherti', 'Aarush Katta', 'Jan Ebert']",Artificial intelligence,
Meta AI,"Meta AI is an artificial intelligence laboratory owned by Meta Platforms Inc.. Meta AI develops various forms of artificial intelligence, including augmented and artificial reality technologies. Meta AI is also an academic research laboratory focused on generating knowledge for the AI community. This is in contrast to Facebook's Applied Machine Learning (AML) team, which focuses on practical applications of its products. ",https://en.wikipedia.org/wiki/Meta_AI,"{'name': 'Meta AI', 'logo': 'Meta Platforms Inc. logo.svg', 'industry': 'Artificial intelligence', 'founded': '{{Start date and age|2015|12|11}}', 'founders': '{{hlist|Yann LeCun|Mark Zuckerberg|Rob Fergus}}', 'hq_location': 'Astor Place, New York City, New York, U.S.', 'products': 'LLaMA', 'owner': 'Meta Platforms', 'homepage': '{{URL|https://ai.meta.com/}'}",{{URL|https://ai.meta.com/},{{Start date and age|2015|12|11}},"Astor Place, New York City, New York, U.S.",{{hlist|Yann LeCun|Mark Zuckerberg|Rob Fergus}},Artificial intelligence,
Microsoft Research,"Microsoft Research (MSR) is the research subsidiary of Microsoft. It was created in 1991 by Richard Rashid, Bill Gates and Nathan Myhrvold with the intent to advance state-of-the-art computing and solve difficult world problems through technological innovation in collaboration with academic, government, and industry researchers. The Microsoft Research team has more than 1,000 computer scientists, physicists, engineers, and mathematicians, including Turing Award winners, Fields Medal winners, MacArthur Fellows, and Dijkstra Prize winners. Between 2010 and 2018, 154,000 AI patents were filed worldwide, with Microsoft having by far the largest percentage of those patents, at 20%. According to estimates in trade publications, Microsoft spent about $6 billion annually in research initiatives from 2002 to 2010 and has spent from $10–14 billion annually since 2010. Microsoft Research has made significant advances in the field of AI which it has infused in its products including Kinect, Bing, Holo Lens, Cortana, Microsoft Translator, Linkedin, Havok and Dynamics to provide its customers with more benefits and better service. The mission statement of MSR is: Expand the state of the art in each of the areas in which we do research
Rapidly transfer innovative technologies into Microsoft products
Ensure that Microsoft products have a future",https://en.wikipedia.org/wiki/Microsoft_Research,"{'image': 'File:Segoe msr logo.png', 'type': 'Division', 'founders': ['Richard Rashid', 'Bill Gates', 'Nathan Myhrvold'], 'founded': '1991', 'owner': 'Microsoft', 'num_employees': '~500', 'num_employees_year': 'in 2016', 'key_people': ['Lili Cheng (corporate vice president)'], 'subsid': 'Havok Group', 'website': 'https://www.microsoft.com/research/'}",https://www.microsoft.com/research/,1991,,"['Richard Rashid', 'Bill Gates', 'Nathan Myhrvold']",,~500
Mistral AI,"Mistral AI is a French company selling artificial intelligence (AI) products. It was founded in April 2023 by previous employees of Meta Platforms and Google DeepMind. The company raised €385 million in October 2023, and in December 2023, it was valued at more than $2 billion. It produces open source large language models, citing the foundational importance of open-source software, and as a response to proprietary models. As of May 2024, three models have been published and are available as weights. Three more models, Small, Medium and Large, are available via API only.",https://en.wikipedia.org/wiki/Mistral_AI,"{'name': 'Mistral AI', 'logo': 'LowRes 80dpi Mistral AI Logo.png', 'type': 'Private', 'industry': 'Artificial intelligence', 'founded': '28 April 2023', 'founders': ['Arthur Mensch (Co-Founder & CEO)', 'Guillaume Lample (Co-Founder & Chief Scientist)', 'Timothée Lacroix (Co-Founder & CTO)'], 'hq_location_city': 'Paris', 'hq_location_country': 'France', 'homepage': 'https://mistral.ai/ mistral.ai', 'products': ['Mistral 7B', 'Mixtral 8x7B', 'Mistral Medium', 'Mistral Large', 'Mixtral 8x22B']}",https://mistral.ai/ mistral.ai,28-Apr-23,Paris,"['Arthur Mensch (Co-Founder & CEO)', 'Guillaume Lample (Co-Founder & Chief Scientist)', 'Timothée Lacroix (Co-Founder & CTO)']",Artificial intelligence,
MIT Computer Science and Artificial Intelligence Laboratory,"Computer Science and Artificial Intelligence Laboratory (CSAIL) is a research institute at the Massachusetts Institute of Technology (MIT) formed by the 2003 merger of the Laboratory for Computer Science (LCS) and the Artificial Intelligence Laboratory. Housed within the Ray and Maria Stata Center, CSAIL is the largest on-campus laboratory as measured by research scope and membership. It is part of the Schwarzman College of Computing but is also overseen by the MIT Vice President of Research.",https://en.wikipedia.org/wiki/MIT_Computer_Science_and_Artificial_Intelligence_Laboratory,"{'name': 'MIT Computer Science and Artificial Intelligence Laboratory', 'image': 'File:Stata Center1.jpg', 'established': 'July 1, 2003', 'research_field': 'Computer science', 'director': 'Daniela L. Rus', 'city': 'Cambridge, Massachusetts', 'address': 'The Ray and Maria Stata Center (Building 32), 32 Vassar Street, Cambridge, Massachusetts 02139, USA', 'nickname': 'CSAIL', 'operating_agency': 'Massachusetts Institute of Technology', 'website': 'https://www.csail.mit.edu/', 'logo': 'File:CSAIL Logo.png'}",https://www.csail.mit.edu/,1-Jul-03,,,,
National Centre for Nuclear Robotics,"National Centre for Nuclear Robotics (NCNR) is a science and engineering research consortium of eight universities in the UK led by the University of Birmingham, aiming to develop technologies to address the problem of nuclear waste in the UK. As part of the initiative NCNR is developing technologies such as machine vision, artificial intelligence and advanced robotics to decommission 4.9 million tonnes of nuclear waste generated by the nuclear industry in the country over the past since the early 1950s.",https://en.wikipedia.org/wiki/National_Centre_for_Nuclear_Robotics,"{'name': 'National Centre for Nuclear Robotics', 'established': '2018', 'budget': '£42 million', 'type': 'Research', 'research_field': 'Artificial intelligence, Robotics, Environmental science, Photon science, Data science, Computational science', 'director': 'Rustam Stolkin', 'city': 'Birmingham', 'affiliations': 'University of Birmingham, University of Edinburgh, Lancaster University, University of Essex, Queen Mary University of London, University of Lincoln, University of Bristol, University of the West of England, Bristol', 'operating_agency': 'University of Birmingham', 'website': 'www.ncnr.org.uk'}",www.ncnr.org.uk,2018,,,,
Newlab," Newlab opened in June 2016, as a multi-disciplinary technology center. Housed in Building 128 of the Brooklyn Navy Yard, the $35 million project serves as a hardware-focused shared workspace, research lab, and hatchery for socially oriented tech manufacturing. Using the MIT Media Lab as a model, the impetus for the independent organization was to provide space and services to new manufacturing enterprises. Current members work in fields such as robotics, connected devices, energy, nanotechnology, life sciences, and urban tech. Media coverage of Newlab has focused on the company's role in revitalizing the Brooklyn Navy Yard, its public-private partnership lease structure, and Urban Tech initiative with the New York City Economic Development Corporation.",https://en.wikipedia.org/wiki/Newlab,"{'name': 'Newlab', 'logo': 'New Lab LLC Logo 2016.png', 'logo_size': '350px', 'type': 'Tech Center', 'industry': ['Robotics', 'A.I.', '3D Printing', 'Connected Devices', 'Energy', 'Nanotech', 'Life Sciences'], 'founder': ['David Belt', 'Scott Cohen'], 'hq_location_city': 'Brooklyn, NY', 'hq_location_country': 'United States', 'area_served': 'International', 'key_people': ['David Belt', 'Scott Cohen', 'Shaun Stewart'], 'num_employees': '20 - 30', 'parent': 'Newlab, LLC', 'website': 'newlab.com'}",newlab.com,,"Brooklyn, NY","['David Belt', 'Scott Cohen']","['Robotics', 'A.I.', '3D Printing', 'Connected Devices', 'Energy', 'Nanotech', 'Life Sciences']",20 - 30
OpenAI,"OpenAI is an American artificial intelligence (AI) research organization founded in December 2015, researching artificial intelligence with the goal of developing ""safe and beneficial"" artificial general intelligence, which it defines as ""highly autonomous systems that outperform humans at most economically valuable work."" As one of the leading organizations of the AI boom, it has developed several large language models, advanced image generation models, and previously, released open-source models. Its release of ChatGPT has been credited with starting the AI boom. The organization consists of the non-profit OpenAI, Inc. registered in Delaware and its for-profit subsidiary OpenAI Global, LLC. It was founded by Ilya Sutskever, Greg Brockman, Trevor Blackwell, Vicki Cheung, Andrej Karpathy, Durk Kingma, Jessica Livingston, John Schulman, Pamela Vagata, and Wojciech Zaremba, with Sam Altman and Elon Musk serving as the initial Board of Directors members. Microsoft provided OpenAI Global, LLC with a $1 billion investment in 2019 and a $10 billion investment in 2023, with a significant portion of the investment in the form of computational resources on Microsoft's Azure cloud service. On November 17, 2023, the board removed Altman as CEO, while Brockman was removed as chairman and then resigned as president. Four days later, both returned after negotiations with the board, and most of the board members resigned. The new initial board included former Salesforce co-CEO Bret Taylor as chairman. It was also announced that Microsoft will have a non-voting board seat.",https://en.wikipedia.org/wiki/OpenAI,"{'fetchwikidata': 'no', 'name': 'OpenAI, Inc.', 'logo': 'OpenAI Logo.svg', 'logo_size': '250px', 'image': 'Pioneer Building, San Francisco (2019) -1.jpg', 'image_size': '280px', 'image_caption': 'Former headquarters at the Pioneer Building in San Francisco', 'industry': 'Information technology', 'founded': '{{Start date and age|2015|12|11}}', 'hq_location': 'San Francisco, California, U.S.', 'key_people': {'Bret Taylor': 'chairman', 'Sam Altman': 'Chief executive officer', 'Greg Brockman': 'president', 'Jakub Pachocki': 'Chief scientific officer', 'Mira Murati': 'Chief technology officer'}, 'products': ['OpenAI Five', 'GPT-1', 'GPT-2', 'GPT-3', 'GPT-4', 'DALL·E', 'OpenAI Codex', 'ChatGPT', 'Sora (text-to-video model)'], 'revenue': 'US$28 million', 'revenue_year': 2022, 'net_income': 'US$540 million', 'net_income_year': 2022, 'num_employees': '1,200', 'homepage': 'https://openai.com/'}",https://openai.com/,{{Start date and age|2015|12|11}},"San Francisco, California, U.S.","{'Bret Taylor': 'chairman', 'Sam Altman': 'Chief executive officer', 'Greg Brockman': 'president', 'Jakub Pachocki': 'Chief scientific officer', 'Mira Murati': 'Chief technology officer'}",Information technology,"1,200"
Oxa,"Oxa is an autonomous vehicle software company, headquartered in Oxfordshire, England, and founded by Paul Newman and Ingmar Posner.",https://en.wikipedia.org/wiki/Oxa,"{'name': 'Oxa (formerly Oxbotica)', 'logo': 'Oxa_logo_2023.jpg', 'type': 'Scale-up', 'founded': 2014, 'founder': ['Paul Newman', 'Ingmar Posner'], 'hq_location_city': 'Oxford', 'hq_location_country': 'England', 'area_served': ['UK', 'Europe', 'US', 'Asia'], 'key_people': ['Gavin Jackson (CEO)'], 'industry': ['Software', 'automotive'], 'products': ['Self-driving cars', 'autonomy'], 'num_employees': '200-300', 'num_employees_year': 2023, 'website': 'oxa.tech'}",oxa.tech,2014,Oxford,"['Paul Newman', 'Ingmar Posner']","['Software', 'automotive']",200-300
