"reg";"tech";"year";"count";"share";"rank"
"CN";"Beeldvormingstechnologie";2022;1823;25,56;1
"CN";"Beeldvormingstechnologie";2023;895;25,24;1
"CN";"Biotechnologie gericht op moleculen en cellen";2000;38;0,48;19
"CN";"Biotechnologie gericht op moleculen en cellen";2001;946;8,83;2
"CN";"Biotechnologie gericht op moleculen en cellen";2002;302;2,87;7
"CN";"Biotechnologie gericht op moleculen en cellen";2003;83;0,82;17
"CN";"Biotechnologie gericht op moleculen en cellen";2004;148;1,54;12
"CN";"Biotechnologie gericht op moleculen en cellen";2005;129;1,38;14
"CN";"Biotechnologie gericht op moleculen en cellen";2006;133;1,44;14
"CN";"Biotechnologie gericht op moleculen en cellen";2007;132;1,42;15
"CN";"Biotechnologie gericht op moleculen en cellen";2008;185;1,98;11
"CN";"Biotechnologie gericht op moleculen en cellen";2009;173;1,74;14
"CN";"Biotechnologie gericht op moleculen en cellen";2010;223;2,29;10
"CN";"Biotechnologie gericht op moleculen en cellen";2011;314;3,15;7
"CN";"Biotechnologie gericht op moleculen en cellen";2012;461;4,37;6
"CN";"Biotechnologie gericht op moleculen en cellen";2013;449;4,17;7
"CN";"Biotechnologie gericht op moleculen en cellen";2014;521;4,5;5
"CN";"Biotechnologie gericht op moleculen en cellen";2015;547;4,93;4
"CN";"Biotechnologie gericht op moleculen en cellen";2016;674;5,54;4
"CN";"Biotechnologie gericht op moleculen en cellen";2017;909;6,87;3
"CN";"Biotechnologie gericht op moleculen en cellen";2018;1153;8,49;3
"CN";"Biotechnologie gericht op moleculen en cellen";2019;1629;11,02;2
"CN";"Biotechnologie gericht op moleculen en cellen";2020;1703;10,91;2
"CN";"Biotechnologie gericht op moleculen en cellen";2021;2341;14,13;2
"CN";"Biotechnologie gericht op moleculen en cellen";2022;2435;15,06;2
"CN";"Biotechnologie gericht op moleculen en cellen";2023;1693;18,47;2
"CN";"Cybersecurity";2000;3;0,23;21
"CN";"Cybersecurity";2001;5;0,21;23
"CN";"Cybersecurity";2002;13;0,49;17
"CN";"Cybersecurity";2003;22;0,83;13
"CN";"Cybersecurity";2004;56;2,15;9
"CN";"Cybersecurity";2005;87;3,09;9
"CN";"Cybersecurity";2006;139;4,36;7
"CN";"Cybersecurity";2007;255;7,13;3
"CN";"Cybersecurity";2008;275;7,54;3
"CN";"Cybersecurity";2009;380;10,7;2
"CN";"Cybersecurity";2010;467;14,77;2
"CN";"Cybersecurity";2011;550;17,16;2
"CN";"Cybersecurity";2012;576;15,55;2
"CN";"Cybersecurity";2013;707;15,61;2
"CN";"Cybersecurity";2014;1021;18,4;2
"CN";"Cybersecurity";2015;1187;20,72;2
"CN";"Cybersecurity";2016;1556;22,89;2
"CN";"Cybersecurity";2017;2059;27,76;2
"CN";"Cybersecurity";2018;1929;24,61;2
"CN";"Cybersecurity";2019;2374;26,06;2
"CN";"Cybersecurity";2020;2285;23,47;2
"CN";"Cybersecurity";2021;2288;26,68;2
"CN";"Cybersecurity";2022;2115;27,01;2
"CN";"Cybersecurity";2023;1146;27,63;2
"CN";"Energiematerialen";2000;7;0,49;19
"CN";"Energiematerialen";2001;15;0,82;14
"CN";"Energiematerialen";2002;23;1,03;10
"CN";"Energiematerialen";2003;32;1,19;10
"CN";"Energiematerialen";2004;34;1,1;10
"CN";"Energiematerialen";2005;29;0,79;11
"CN";"Energiematerialen";2006;69;1,72;9
"CN";"Energiematerialen";2007;104;2,31;7
"CN";"Energiematerialen";2008;102;2,05;9
"CN";"Energiematerialen";2009;111;2,06;7
"CN";"Energiematerialen";2010;180;2,86;6
"CN";"Energiematerialen";2011;245;3,36;6
"CN";"Energiematerialen";2012;362;4,31;5
"CN";"Energiematerialen";2013;363;4,33;6
"CN";"Energiematerialen";2014;395;4,9;5
"CN";"Energiematerialen";2015;463;6,36;5
"CN";"Energiematerialen";2016;546;7,45;5
"CN";"Energiematerialen";2017;777;9,89;4
"CN";"Energiematerialen";2018;928;10,82;4
"CN";"Energiematerialen";2019;1116;11,96;4
"CN";"Energiematerialen";2020;1437;15,35;2
"CN";"Energiematerialen";2021;1814;18,71;2
"CN";"Energiematerialen";2022;1907;19,95;2
"CN";"Energiematerialen";2023;1622;27,75;1
"CN";"Groene chemische productieprocessen";2002;1;0,45;19
"CN";"Groene chemische productieprocessen";2003;1;0,36;22
"CN";"Groene chemische productieprocessen";2004;5;1,63;12
"CN";"Groene chemische productieprocessen";2005;4;1,3;15
"CN";"Groene chemische productieprocessen";2006;5;1,23;15
"CN";"Groene chemische productieprocessen";2007;6;1,39;14
"CN";"Groene chemische productieprocessen";2008;11;1,9;12
"CN";"Groene chemische productieprocessen";2009;18;2,51;8
"CN";"Groene chemische productieprocessen";2010;19;2,26;9
"CN";"Groene chemische productieprocessen";2011;27;3,16;8
"CN";"Groene chemische productieprocessen";2012;39;4,5;6
"CN";"Groene chemische productieprocessen";2013;36;4,15;6
"CN";"Groene chemische productieprocessen";2014;34;3,72;8
"CN";"Groene chemische productieprocessen";2015;31;3,49;9
"CN";"Groene chemische productieprocessen";2016;32;3,88;8
"CN";"Groene chemische productieprocessen";2017;36;4,66;8
"CN";"Groene chemische productieprocessen";2018;52;8,16;3
"CN";"Groene chemische productieprocessen";2019;51;7,92;3
"CN";"Groene chemische productieprocessen";2020;66;9,54;3
"CN";"Groene chemische productieprocessen";2021;68;10,51;3
"CN";"Groene chemische productieprocessen";2022;63;10,81;3
"CN";"Groene chemische productieprocessen";2023;37;12,05;2
"CN";"Halfgeleiders";2000;6;0,26;18
"CN";"Halfgeleiders";2001;4;0,14;23
"CN";"Halfgeleiders";2002;9;0,26;19
"CN";"Halfgeleiders";2003;9;0,25;22
"CN";"Halfgeleiders";2004;14;0,34;19
"CN";"Halfgeleiders";2005;30;0,65;10
"CN";"Halfgeleiders";2006;43;0,79;10
"CN";"Halfgeleiders";2007;85;1,41;8
"CN";"Halfgeleiders";2008;89;1,44;8
"CN";"Halfgeleiders";2009;132;2,01;8
"CN";"Halfgeleiders";2010;132;1,96;8
"CN";"Halfgeleiders";2011;321;4,17;5
"CN";"Halfgeleiders";2012;574;6,92;5
"CN";"Halfgeleiders";2013;676;8,1;4
"CN";"Halfgeleiders";2014;794;9,35;3
"CN";"Halfgeleiders";2015;943;11,99;3
"CN";"Halfgeleiders";2016;1129;13,56;3
"CN";"Halfgeleiders";2017;1373;15,29;3
"CN";"Halfgeleiders";2018;1539;15,97;3
"CN";"Halfgeleiders";2019;1902;18,62;3
"CN";"Halfgeleiders";2020;2232;20,98;2
"CN";"Halfgeleiders";2021;2318;23,85;2
"CN";"Halfgeleiders";2022;2367;24,59;2
"CN";"Halfgeleiders";2023;1550;28,69;2
"CN";"Kunstmatige intelligentie en data";2002;3;0,63;15
"CN";"Kunstmatige intelligentie en data";2003;1;0,27;22
"CN";"Kunstmatige intelligentie en data";2004;3;0,82;13
"CN";"Kunstmatige intelligentie en data";2005;1;0,21;22
"CN";"Kunstmatige intelligentie en data";2006;3;0,57;15
"CN";"Kunstmatige intelligentie en data";2007;14;2,39;7
"CN";"Kunstmatige intelligentie en data";2008;12;1,94;8
"CN";"Kunstmatige intelligentie en data";2009;17;3,03;6
"CN";"Kunstmatige intelligentie en data";2010;28;4,43;5
"CN";"Kunstmatige intelligentie en data";2011;36;5,11;4
"CN";"Kunstmatige intelligentie en data";2012;46;5,96;4
"CN";"Kunstmatige intelligentie en data";2013;79;8,02;3
"CN";"Kunstmatige intelligentie en data";2014;121;8,58;3
"CN";"Kunstmatige intelligentie en data";2015;160;10,38;2
"CN";"Kunstmatige intelligentie en data";2016;152;8,78;3
"CN";"Kunstmatige intelligentie en data";2017;381;13,64;2
"CN";"Kunstmatige intelligentie en data";2018;614;14,02;2
"CN";"Kunstmatige intelligentie en data";2019;1279;17,13;2
"CN";"Kunstmatige intelligentie en data";2020;1957;18,45;2
"CN";"Kunstmatige intelligentie en data";2021;3110;25,12;2
"CN";"Kunstmatige intelligentie en data";2022;2996;24,94;2
"CN";"Kunstmatige intelligentie en data";2023;1712;28;2
"CN";"Optica en geintegreerde fotonica";2000;12;0,56;16
"CN";"Optica en geintegreerde fotonica";2001;14;0,48;18
"CN";"Optica en geintegreerde fotonica";2002;11;0,3;19
"CN";"Optica en geintegreerde fotonica";2003;17;0,44;19
"CN";"Optica en geintegreerde fotonica";2004;15;0,4;22
"CN";"Optica en geintegreerde fotonica";2005;13;0,31;20
"CN";"Optica en geintegreerde fotonica";2006;35;0,74;13
"CN";"Optica en geintegreerde fotonica";2007;52;1,03;11
"CN";"Optica en geintegreerde fotonica";2008;79;1,41;9
"CN";"Optica en geintegreerde fotonica";2009;98;1,63;8
"CN";"Optica en geintegreerde fotonica";2010;136;2,18;8
"CN";"Optica en geintegreerde fotonica";2011;283;4,01;5
"CN";"Optica en geintegreerde fotonica";2012;489;6,11;5
"CN";"Optica en geintegreerde fotonica";2013;1353;14,51;3
"CN";"Optica en geintegreerde fotonica";2014;1321;13,76;3
"CN";"Optica en geintegreerde fotonica";2015;1427;15,21;3
"CN";"Optica en geintegreerde fotonica";2016;2037;19,21;3
"CN";"Optica en geintegreerde fotonica";2017;2393;21,07;2
"CN";"Optica en geintegreerde fotonica";2018;2439;20,41;2
"CN";"Optica en geintegreerde fotonica";2019;2879;22,7;2
"CN";"Optica en geintegreerde fotonica";2020;3135;24,27;2
"CN";"Optica en geintegreerde fotonica";2021;3180;27,98;2
"CN";"Optica en geintegreerde fotonica";2022;2571;26,3;2
"CN";"Optica en geintegreerde fotonica";2023;1316;27,13;1
"CN";"Optomechatronica";2002;1;0,14;24
"CN";"Optomechatronica";2003;4;0,57;16
"CN";"Optomechatronica";2004;4;0,45;16
"CN";"Optomechatronica";2005;12;1,15;13
"CN";"Optomechatronica";2006;7;0,59;16
"CN";"Optomechatronica";2007;16;1,23;13
"CN";"Optomechatronica";2008;24;1,72;11
"CN";"Optomechatronica";2009;23;1,65;12
"CN";"Optomechatronica";2010;36;2,68;8
"CN";"Optomechatronica";2011;42;2,96;8
"CN";"Optomechatronica";2012;69;3,8;7
"CN";"Optomechatronica";2013;76;3,66;6
"CN";"Optomechatronica";2014;158;5,5;4
"CN";"Optomechatronica";2015;239;7,87;4
"CN";"Optomechatronica";2016;395;10,73;3
"CN";"Optomechatronica";2017;662;14,2;3
"CN";"Optomechatronica";2018;908;15,84;3
"CN";"Optomechatronica";2019;1300;17,99;3
"CN";"Optomechatronica";2020;1780;20,46;3
"CN";"Optomechatronica";2021;1986;22,87;2
"CN";"Optomechatronica";2022;1925;26,55;1
"CN";"Optomechatronica";2023;910;25,84;1
"CN";"Quantum";2000;2;1,28;10
"CN";"Quantum";2002;1;0,28;16
"CN";"Quantum";2003;1;0,21;21
"CN";"Quantum";2004;1;0,18;20
"CN";"Quantum";2005;4;0,6;14
"CN";"Quantum";2006;5;0,74;14
"CN";"Quantum";2007;5;0,87;13
"CN";"Quantum";2008;6;0,95;12
"CN";"Quantum";2009;1;0,18;19
"CN";"Quantum";2010;4;0,8;15
"CN";"Quantum";2011;14;2,87;8
"CN";"Quantum";2012;16;3,52;8
"CN";"Quantum";2013;14;3,7;7
"CN";"Quantum";2014;11;4,87;4
"CN";"Quantum";2015;2;1,8;8
"CN";"Quantum";2016;6;5,13;7
"CN";"Quantum";2017;6;2,79;6
"CN";"Quantum";2018;10;4,05;3
"CN";"Quantum";2019;13;3,52;5
"CN";"Quantum";2020;23;5,01;3
"CN";"Quantum";2021;41;8,45;3
"CN";"Quantum";2022;79;14,85;2
"CN";"Quantum";2023;47;13,47;2
"CO";"Beeldvormingstechnologie";2014;2;0,05;38
"CO";"Beeldvormingstechnologie";2015;3;0,07;35
"CO";"Beeldvormingstechnologie";2016;1;0,02;42
"CO";"Beeldvormingstechnologie";2018;1;0,02;45
"CO";"Beeldvormingstechnologie";2019;2;0,03;42
"CO";"Beeldvormingstechnologie";2020;3;0,03;45
"CO";"Beeldvormingstechnologie";2021;1;0,01;48
"CO";"Beeldvormingstechnologie";2022;1;0,01;45
"CO";"Beeldvormingstechnologie";2023;1;0,03;39
"CO";"Biotechnologie gericht op moleculen en cellen";2001;2;0,02;45
"CO";"Biotechnologie gericht op moleculen en cellen";2002;2;0,02;46
"CO";"Biotechnologie gericht op moleculen en cellen";2004;1;0,01;49
"CO";"Biotechnologie gericht op moleculen en cellen";2005;1;0,01;50
"CO";"Biotechnologie gericht op moleculen en cellen";2007;1;0,01;53
"CO";"Biotechnologie gericht op moleculen en cellen";2008;6;0,06;41
"CO";"Biotechnologie gericht op moleculen en cellen";2010;4;0,04;44
"CO";"Biotechnologie gericht op moleculen en cellen";2011;4;0,04;45
"CO";"Biotechnologie gericht op moleculen en cellen";2012;7;0,07;41
"CO";"Biotechnologie gericht op moleculen en cellen";2013;5;0,05;45
"CO";"Biotechnologie gericht op moleculen en cellen";2014;10;0,09;39
"CO";"Biotechnologie gericht op moleculen en cellen";2015;5;0,05;42
"CO";"Biotechnologie gericht op moleculen en cellen";2016;4;0,03;43
"CO";"Biotechnologie gericht op moleculen en cellen";2017;8;0,06;40
"CO";"Biotechnologie gericht op moleculen en cellen";2018;5;0,04;45
"CO";"Biotechnologie gericht op moleculen en cellen";2019;4;0,03;48
"CO";"Biotechnologie gericht op moleculen en cellen";2020;10;0,06;38
"CO";"Biotechnologie gericht op moleculen en cellen";2021;8;0,05;42
"CO";"Biotechnologie gericht op moleculen en cellen";2022;4;0,02;45
"CO";"Biotechnologie gericht op moleculen en cellen";2023;7;0,08;35
"CO";"Cybersecurity";2011;1;0,03;44
"CO";"Cybersecurity";2012;3;0,08;34
"CO";"Cybersecurity";2013;1;0,02;44
"CO";"Cybersecurity";2014;1;0,02;51
"CO";"Cybersecurity";2019;2;0,02;46
"CO";"Cybersecurity";2020;4;0,04;47
"CO";"Cybersecurity";2023;1;0,02;41
"CO";"Energiematerialen";2008;1;0,02;39
"CO";"Energiematerialen";2009;1;0,02;42
"CO";"Energiematerialen";2010;2;0,03;36
"CO";"Energiematerialen";2013;1;0,01;45
"CO";"Energiematerialen";2015;3;0,04;38
"CO";"Energiematerialen";2016;1;0,01;48
"CO";"Energiematerialen";2017;4;0,05;39
"CO";"Energiematerialen";2018;1;0,01;50
"CO";"Energiematerialen";2019;1;0,01;51
"CO";"Energiematerialen";2020;3;0,03;41
"CO";"Energiematerialen";2021;2;0,02;45
"CO";"Energiematerialen";2022;2;0,02;41
"CO";"Groene chemische productieprocessen";2010;1;0,12;32
"CO";"Groene chemische productieprocessen";2013;1;0,12;28
"CO";"Groene chemische productieprocessen";2014;1;0,11;27
"CO";"Groene chemische productieprocessen";2015;1;0,11;31
"CO";"Groene chemische productieprocessen";2017;1;0,13;32
"CO";"Groene chemische productieprocessen";2020;3;0,43;23
"CO";"Groene chemische productieprocessen";2021;1;0,15;29
"CO";"Groene chemische productieprocessen";2022;3;0,51;25
"CO";"Groene chemische productieprocessen";2023;2;0,65;17
"CO";"Halfgeleiders";2016;1;0,01;43
"CO";"Halfgeleiders";2017;2;0,02;38
"CO";"Halfgeleiders";2020;3;0,03;36
"CO";"Halfgeleiders";2022;1;0,01;37
"CO";"Kunstmatige intelligentie en data";2012;1;0,13;29
"CO";"Kunstmatige intelligentie en data";2014;1;0,07;28
"CO";"Kunstmatige intelligentie en data";2015;1;0,06;34
"CO";"Kunstmatige intelligentie en data";2016;1;0,06;40
"CO";"Kunstmatige intelligentie en data";2018;2;0,05;35
"CO";"Kunstmatige intelligentie en data";2019;2;0,03;45
"CO";"Kunstmatige intelligentie en data";2020;3;0,03;48
"CO";"Kunstmatige intelligentie en data";2021;1;0,01;56
"CO";"Kunstmatige intelligentie en data";2022;1;0,01;54
"CO";"Kunstmatige intelligentie en data";2023;5;0,08;33
"CO";"Optica en geintegreerde fotonica";2002;1;0,03;36
"CO";"Optica en geintegreerde fotonica";2004;1;0,03;38
"CO";"Optica en geintegreerde fotonica";2009;1;0,02;39
"CO";"Optica en geintegreerde fotonica";2010;2;0,03;37
"CO";"Optica en geintegreerde fotonica";2015;3;0,03;39
"CO";"Optica en geintegreerde fotonica";2016;1;0,01;47
"CO";"Optica en geintegreerde fotonica";2017;2;0,02;45
"CO";"Optica en geintegreerde fotonica";2019;3;0,02;41
"CO";"Optica en geintegreerde fotonica";2020;3;0,02;43
"CO";"Optica en geintegreerde fotonica";2021;1;0,01;49
"CO";"Optica en geintegreerde fotonica";2022;1;0,01;46
"CO";"Optomechatronica";2014;1;0,03;39
"CO";"Optomechatronica";2015;2;0,07;36
"CO";"Optomechatronica";2018;1;0,02;46
"CO";"Optomechatronica";2019;2;0,03;39
"CO";"Optomechatronica";2020;2;0,02;45
"CO";"Optomechatronica";2022;1;0,01;48
"CO";"Quantum";2021;1;0,21;22
"CO";"Quantum";2022;1;0,19;22
"CR";"Biotechnologie gericht op moleculen en cellen";2009;1;0,01;58
"CR";"Biotechnologie gericht op moleculen en cellen";2011;1;0,01;60
"CR";"Biotechnologie gericht op moleculen en cellen";2017;1;0,01;63
"CR";"Biotechnologie gericht op moleculen en cellen";2019;1;0,01;64
"CR";"Biotechnologie gericht op moleculen en cellen";2020;1;0,01;64
"CR";"Biotechnologie gericht op moleculen en cellen";2021;1;0,01;65
"CR";"Cybersecurity";2015;1;0,02;45
"CR";"Cybersecurity";2016;1;0,01;53
"CR";"Cybersecurity";2017;2;0,03;44
"CR";"Cybersecurity";2019;3;0,03;43
"CR";"Cybersecurity";2020;2;0,02;56
"CR";"Energiematerialen";2004;1;0,03;39
"CR";"Groene chemische productieprocessen";2009;1;0,14;31
"CR";"Kunstmatige intelligentie en data";2020;2;0,02;50
"CR";"Kunstmatige intelligentie en data";2023;1;0,02;45
"CR";"Optica en geintegreerde fotonica";2015;1;0,01;52
"CR";"Optica en geintegreerde fotonica";2017;1;0,01;50
"CR";"Optica en geintegreerde fotonica";2022;1;0,01;46
"CU";"Biotechnologie gericht op moleculen en cellen";2000;2;0,03;41
"CU";"Biotechnologie gericht op moleculen en cellen";2001;1;0,01;53
"CU";"Biotechnologie gericht op moleculen en cellen";2002;8;0,08;33
"CU";"Biotechnologie gericht op moleculen en cellen";2003;6;0,06;38
"CU";"Biotechnologie gericht op moleculen en cellen";2004;7;0,07;36
"CU";"Biotechnologie gericht op moleculen en cellen";2005;5;0,05;38
"CU";"Biotechnologie gericht op moleculen en cellen";2006;8;0,09;33
"CU";"Biotechnologie gericht op moleculen en cellen";2007;13;0,14;34
"CU";"Biotechnologie gericht op moleculen en cellen";2008;8;0,09;38
"CU";"Biotechnologie gericht op moleculen en cellen";2009;7;0,07;41
"CU";"Biotechnologie gericht op moleculen en cellen";2010;2;0,02;49
"CU";"Biotechnologie gericht op moleculen en cellen";2011;4;0,04;45
"CU";"Biotechnologie gericht op moleculen en cellen";2012;5;0,05;43
"CU";"Biotechnologie gericht op moleculen en cellen";2013;7;0,07;42
"CU";"Biotechnologie gericht op moleculen en cellen";2014;4;0,03;46
"CU";"Biotechnologie gericht op moleculen en cellen";2015;3;0,03;48
"CU";"Biotechnologie gericht op moleculen en cellen";2016;1;0,01;58
"CU";"Biotechnologie gericht op moleculen en cellen";2017;3;0,02;49
"CU";"Biotechnologie gericht op moleculen en cellen";2018;5;0,04;45
"CU";"Biotechnologie gericht op moleculen en cellen";2019;4;0,03;48
"CU";"Biotechnologie gericht op moleculen en cellen";2020;1;0,01;64
"CU";"Biotechnologie gericht op moleculen en cellen";2021;5;0,03;48
"CU";"Biotechnologie gericht op moleculen en cellen";2022;8;0,05;39
"CU";"Biotechnologie gericht op moleculen en cellen";2023;6;0,07;38
"CU";"Cybersecurity";2017;1;0,01;53
"CU";"Energiematerialen";2004;1;0,03;39
"CV";"Biotechnologie gericht op moleculen en cellen";2004;1;0,01;49
"CW";"Cybersecurity";2015;1;0,02;45
"CW";"Cybersecurity";2022;1;0,01;49
"CW";"Groene chemische productieprocessen";2023;1;0,33;21
"CY";"Beeldvormingstechnologie";2003;1;0,1;27
"CY";"Beeldvormingstechnologie";2004;1;0,08;29
"CY";"Beeldvormingstechnologie";2009;1;0,05;35
"CY";"Beeldvormingstechnologie";2020;3;0,03;45
"CY";"Biotechnologie gericht op moleculen en cellen";2002;1;0,01;51
"CY";"Biotechnologie gericht op moleculen en cellen";2005;1;0,01;50
"CY";"Biotechnologie gericht op moleculen en cellen";2006;1;0,01;54
"CY";"Biotechnologie gericht op moleculen en cellen";2008;1;0,01;55
"CY";"Biotechnologie gericht op moleculen en cellen";2009;1;0,01;58
"CY";"Biotechnologie gericht op moleculen en cellen";2010;2;0,02;49
"CY";"Biotechnologie gericht op moleculen en cellen";2011;3;0,03;52
"CY";"Biotechnologie gericht op moleculen en cellen";2014;4;0,03;46
"CY";"Biotechnologie gericht op moleculen en cellen";2015;3;0,03;48
"CY";"Biotechnologie gericht op moleculen en cellen";2016;2;0,02;55
"CY";"Biotechnologie gericht op moleculen en cellen";2017;1;0,01;63
"CY";"Biotechnologie gericht op moleculen en cellen";2019;5;0,03;44
"CY";"Biotechnologie gericht op moleculen en cellen";2020;5;0,03;46
"CY";"Biotechnologie gericht op moleculen en cellen";2021;5;0,03;48
"CY";"Biotechnologie gericht op moleculen en cellen";2022;4;0,02;45
"CY";"Cybersecurity";2002;1;0,04;34
"CY";"Cybersecurity";2014;1;0,02;51
"CY";"Cybersecurity";2015;1;0,02;45
"CY";"Cybersecurity";2017;1;0,01;53
"CY";"Cybersecurity";2018;1;0,01;47
"CY";"Cybersecurity";2023;1;0,02;41
"CY";"Energiematerialen";2000;2;0,14;27
"CY";"Energiematerialen";2002;1;0,04;33
"CY";"Energiematerialen";2003;4;0,15;25
"CY";"Energiematerialen";2005;1;0,03;38
"CY";"Energiematerialen";2006;1;0,02;42
"CY";"Energiematerialen";2010;1;0,02;46
"CY";"Energiematerialen";2015;2;0,03;42
"CY";"Groene chemische productieprocessen";2015;1;0,11;31
"CY";"Halfgeleiders";2007;2;0,03;35
"CY";"Halfgeleiders";2012;1;0,01;45
"CY";"Halfgeleiders";2015;1;0,01;44
"CY";"Halfgeleiders";2021;3;0,03;33
"CY";"Kunstmatige intelligentie en data";2000;1;0,44;13
"CY";"Kunstmatige intelligentie en data";2018;2;0,05;35
"CY";"Kunstmatige intelligentie en data";2020;2;0,02;50
"CY";"Kunstmatige intelligentie en data";2022;2;0,02;50
"CY";"Kunstmatige intelligentie en data";2023;1;0,02;45
"CY";"Optica en geintegreerde fotonica";2001;1;0,03;31
"CY";"Optica en geintegreerde fotonica";2003;1;0,03;38
"CY";"Optica en geintegreerde fotonica";2004;1;0,03;38
"CY";"Optica en geintegreerde fotonica";2007;1;0,02;38
"CY";"Optica en geintegreerde fotonica";2012;1;0,01;45
"CY";"Optica en geintegreerde fotonica";2014;2;0,02;42
"CY";"Optica en geintegreerde fotonica";2018;1;0,01;49
"CY";"Optica en geintegreerde fotonica";2020;2;0,02;47
"CY";"Optomechatronica";2009;1;0,07;33
"CY";"Optomechatronica";2020;3;0,03;42
"CY";"Quantum";2002;1;0,28;16
"CY";"Quantum";2003;1;0,21;21
"CY";"Quantum";2007;1;0,17;21
"CZ";"Beeldvormingstechnologie";2002;1;0,1;25
"CZ";"Beeldvormingstechnologie";2004;1;0,08;29
"CZ";"Beeldvormingstechnologie";2006;1;0,06;34
"CZ";"Beeldvormingstechnologie";2007;4;0,21;26
"CZ";"Beeldvormingstechnologie";2008;1;0,05;31
"CZ";"Beeldvormingstechnologie";2009;2;0,1;32
"CZ";"Beeldvormingstechnologie";2011;2;0,09;31
"CZ";"Beeldvormingstechnologie";2012;3;0,11;26
"CZ";"Beeldvormingstechnologie";2013;1;0,03;36
"CZ";"Beeldvormingstechnologie";2014;3;0,07;35
"CZ";"Beeldvormingstechnologie";2015;2;0,05;39
"CZ";"Beeldvormingstechnologie";2016;6;0,13;31
"CZ";"Beeldvormingstechnologie";2017;1;0,02;44
"CZ";"Beeldvormingstechnologie";2018;7;0,11;30
"CZ";"Beeldvormingstechnologie";2019;6;0,08;37
"CZ";"Beeldvormingstechnologie";2020;6;0,07;37
"CZ";"Beeldvormingstechnologie";2021;5;0,06;38
"CZ";"Beeldvormingstechnologie";2022;8;0,11;31
"CZ";"Beeldvormingstechnologie";2023;6;0,17;26
"CZ";"Biotechnologie gericht op moleculen en cellen";2000;4;0,05;35
"CZ";"Biotechnologie gericht op moleculen en cellen";2001;3;0,03;42
"CZ";"Biotechnologie gericht op moleculen en cellen";2002;3;0,03;43
"CZ";"Biotechnologie gericht op moleculen en cellen";2003;5;0,05;40
"CZ";"Biotechnologie gericht op moleculen en cellen";2004;7;0,07;36
"CZ";"Biotechnologie gericht op moleculen en cellen";2005;8;0,09;34
"CZ";"Biotechnologie gericht op moleculen en cellen";2006;8;0,09;33
"CZ";"Biotechnologie gericht op moleculen en cellen";2007;12;0,13;35
"CZ";"Biotechnologie gericht op moleculen en cellen";2008;9;0,1;37
"CZ";"Biotechnologie gericht op moleculen en cellen";2009;10;0,1;36
"CZ";"Biotechnologie gericht op moleculen en cellen";2010;13;0,13;35
"CZ";"Biotechnologie gericht op moleculen en cellen";2011;11;0,11;36
"CZ";"Biotechnologie gericht op moleculen en cellen";2012;5;0,05;43
"CZ";"Biotechnologie gericht op moleculen en cellen";2013;10;0,09;38
"CZ";"Biotechnologie gericht op moleculen en cellen";2014;16;0,14;32
"CZ";"Biotechnologie gericht op moleculen en cellen";2015;12;0,11;38
"CZ";"Biotechnologie gericht op moleculen en cellen";2016;19;0,16;33
"CZ";"Biotechnologie gericht op moleculen en cellen";2017;9;0,07;39
"CZ";"Biotechnologie gericht op moleculen en cellen";2018;13;0,1;35
"CZ";"Biotechnologie gericht op moleculen en cellen";2019;13;0,09;35
"CZ";"Biotechnologie gericht op moleculen en cellen";2020;17;0,11;33
"CZ";"Biotechnologie gericht op moleculen en cellen";2021;20;0,12;32
"CZ";"Biotechnologie gericht op moleculen en cellen";2022;24;0,15;29
"CZ";"Biotechnologie gericht op moleculen en cellen";2023;12;0,13;30
"CZ";"Cybersecurity";2000;1;0,08;30
"CZ";"Cybersecurity";2004;1;0,04;35
"CZ";"Cybersecurity";2005;1;0,04;37
"CZ";"Cybersecurity";2006;1;0,03;33
"CZ";"Cybersecurity";2007;5;0,14;30
"CZ";"Cybersecurity";2008;2;0,05;37
"CZ";"Cybersecurity";2009;5;0,14;30
"CZ";"Cybersecurity";2010;4;0,13;32
"CZ";"Cybersecurity";2013;4;0,09;33
"CZ";"Cybersecurity";2014;6;0,11;35
"CZ";"Cybersecurity";2015;9;0,16;30
"CZ";"Cybersecurity";2016;7;0,1;35
"CZ";"Cybersecurity";2017;8;0,11;32
"CZ";"Cybersecurity";2018;16;0,2;28
"CZ";"Cybersecurity";2019;20;0,22;29
"CZ";"Cybersecurity";2020;19;0,2;31
"CZ";"Cybersecurity";2021;11;0,13;33
"CZ";"Cybersecurity";2022;5;0,06;37
"CZ";"Cybersecurity";2023;6;0,14;28
"CZ";"Energiematerialen";2002;1;0,04;33
"CZ";"Energiematerialen";2003;1;0,04;34
"CZ";"Energiematerialen";2004;1;0,03;39
"CZ";"Energiematerialen";2005;1;0,03;38
"CZ";"Energiematerialen";2007;2;0,04;34
"CZ";"Energiematerialen";2008;5;0,1;30
"CZ";"Energiematerialen";2009;16;0,3;24
"CZ";"Energiematerialen";2010;5;0,08;33
"CZ";"Energiematerialen";2011;6;0,08;30
"CZ";"Energiematerialen";2012;5;0,06;34
"CZ";"Energiematerialen";2013;6;0,07;32
"CZ";"Energiematerialen";2014;2;0,02;43
"CZ";"Energiematerialen";2015;4;0,05;33
"CZ";"Energiematerialen";2016;3;0,04;38
"CZ";"Energiematerialen";2017;4;0,05;39
"CZ";"Energiematerialen";2018;5;0,06;37
"CZ";"Energiematerialen";2019;8;0,09;32
