Organization Name,Organization Name URL,Full Description,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Exit Date,Exit Date Precision,Trademarks Registered,Monthly Visits,Active Tech Count,Total Products Active,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Downloads Last 30 Days,Most Popular Patent Class,Most Popular Trademark Class,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Number of Funding Rounds,Last Funding Date,Headquarters Regions,Estimated Revenue Range,Top 5 Investors,Most Recent Valuation Range,Date of Most Recent Valuation,Patents Granted,IPO Status,Postal Code,Founded Date,Founded Date Precision,Company Type,Website,LinkedIn,Number of Exits,Number of Exits (IPO),Industry Groups,Number of Founders,Founders,Number of Employees,Funding Status,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,CB Rank (Organization),CB Rank (Company),Hub Tags,Number of Sub-Orgs,Diversity Spotlight (US Headquarters Only),Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks)
DreamQuark,https://www.crunchbase.com/organization/dreamquark,"DreamQuark develops innovative data analysis technologies around deep representation learning to help insurance, financial services, and healthcare professionals take better advantage of the data they have stored. DreamQuark puts its intelligence into developing algorithms, to detect, very efficiently, rare, and otherwise invisible phenomena in a vast variety of data types like images, texts, audio files, and more. DreamQuark facilitates access to this expertise of large datasets analysis by offering a transparent solution, with results accessible to all types of business users.","Artificial Intelligence (AI), Big Data, Financial Services, FinTech, Insurance, InsurTech, Machine Learning, Software","Paris, Ile-de-France, France","DreamQuark provides artificial intelligence solutions for banks, insurance, and asset management firms.",19068702,USD,19068702,2024-04-08,day,0,245,26,17,19068702,USD,19068702,,Computing; Calculating,,,,,4,2022-05-27,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"VentureOut, Tenity, Alma Mundi Ventures, CapHorn Invest, Keen Venture Partners",,,1,Private,75008,2014-03-24,day,For Profit,http://www.dreamquark.com,https://www.linkedin.com/company/dreamquark/,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",1,Nicolas Meric,11-50,M&A,Non-equity Assistance,14000000,EUR,15568702,Venture - Series Unknown,3,8,,Was Acquired,"29,636","29,563",,,,,,,,,,,,
Iris King,https://www.crunchbase.com/organization/iris-king,"Iris King develops iris recognition technology solutions. It involves technology research, product development, and achievement transformation in the fields of artificial intelligence such as machine vision and biometric identification. Their solutions such as mobile terminal solutions, financial solutions, and access control solutions.","Artificial Intelligence (AI), Information Technology, Intelligent Systems","Haidian, Beijing, China","Iris King involves in iris recognition technology research, product development, and achievement transformation.",125000000,CNY,19060729,,,,,6,,125000000,CNY,19060729,,,,50000000,CNY,7353339,4,2017-07-04,Asia-Pacific (APAC),,"Ant Group, Legend Star, Legend Holdings, ZGC Group, Caspark",,,,Private,,2006-12-19,day,For Profit,http://www.irisking.com,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",1,Zhaofeng He,101-250,,Venture - Series Unknown,50000000,CNY,7353339,Venture - Series Unknown,3,5,,,"131,343","130,149",,,,,,,,,,,,
AIMan,https://www.crunchbase.com/organization/aiman,AIMan is a language processing firm. Their company develops big data mining and natural language processing technologies for analysis. They offer services for children and adults.,"Artificial Intelligence (AI), Data Mining, Information Technology, Software","Beijing, Beijing, China",AIMan offers services in the fields of language processing and data mining.,120780000,CNY,19050726,2015-12-22,day,,,4,,120780000,CNY,19050726,,,,39780000,CNY,6252161,4,2018-05-09,Asia-Pacific (APAC),,"RiverHill Fund, YungPark Capital, Cretrend Capital, Ronglian Chuangfu, Zhongzhi Hulian",,,,Public,,2012-03-05,day,For Profit,http://www.iminer.com/,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",1,Zongliang Xia,51-100,IPO,Post-IPO Equity,39780000,CNY,6252161,Post-IPO Equity,2,5,,,"118,175","117,220",,,,,,,,,,,,
inveox,https://www.crunchbase.com/organization/inveox,"inveox is a Munich-based company with the goal of making cancer diagnoses faster, safer, and more reliable. In today’s labs, tissue samples (biopsies) are subject to anywhere between 1-15% chance of mix-ups, contamination or loss. But our products are designed to work as a cohesive unit to make this a thing of the past and create the lab of the future. In addition, we bring big data, AI and machine learning to labs in order to provide better research data for scientists so they can eradicate cancer.","Artificial Intelligence (AI), Biotechnology, Health Care, Information Technology, Medical","Garching Bei München, Bayern, Germany","Automating histopathology, making cancer diagnoses faster, safer and more reliable.",17000000,EUR,19049241,,,4,245,43,,17000000,EUR,19049241,,Testing,Scientific and electric apparatus and instruments,17000000,EUR,19049241,1,2019-08-06,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,14,Private,85748,2017-02-01,month,For Profit,http://inveox.com/,https://www.linkedin.com/company/inveox/,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",2,"Dominik Sievert, Maria Sievert",51-100,Early Stage Venture,Series A,17000000,EUR,19049241,Series A,,,,,"143,722","142,311",,,,,,,,,,,,
Swash,https://www.crunchbase.com/organization/swash-397c,"Swash is an online earning portal where you can earn points for being active and completing tasks online. Redeem your earnings for crypto or choose to donate to causes you believe in. Whether you’re surfing the web, seeing ads, or sharing opinions, you deserve to be thanked for your efforts.  New ways to amp up your earnings are added to Swash every month! Alongside the Swash earning dashboard, Swash consists of a wide network of interlinking collaborators including: - brands that publish ads with Swash Ads - businesses that buy and analyse data with sIntelligence - data scientists who build models with sCompute - developers who innovate on the Swash stack - charities who receive your donations with Data for Good Swash has completed a Data Protection Impact Assessment with the Information Commissioner’s Office in the UK and is an accredited member of the Data & Marketing Association.","Advertising, Artificial Intelligence (AI), Business Intelligence, Charity, Database, Digital Marketing, Information Technology, Machine Learning, Software","London, England, United Kingdom","Know your worth. Earn for being you, online.",19000000,USD,19000000,,,,"22,369",27,,19000000,USD,19000000,,,,19000000,USD,19000000,3,2021-10-29,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Outlier Ventures, ICONIUM, Avalon Wealth Club, X21 Digital",,,,Private,WC2H 9JQ,2020-01-01,year,For Profit,https://swashapp.io/,https://www.linkedin.com/company/swashapp,,,"Advertising, Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Sales and Marketing, Science and Engineering, Social Impact, Software",5,"Bruce Pon, Ebrahim Khalizadeh, Ioana Surpateanu, Masoud Sarabadani, Reza Naeeni",1-10,,Initial Coin Offering,19000000,USD,19000000,Initial Coin Offering,1,4,,,"28,985","28,912",,,,,,,,,,,,
Mapxus,https://www.crunchbase.com/organization/mapxus,"Founded by Maphive Technology Investment Limited in 2018, Mapxus is an industry leading indoor mapping technology platform that provides state-of-the-art indoor map services for global applications. We work with diverse business organizations across industry sectors, government bodies, NGOs and social enterprises to generate comprehensive city-based indoor maps for public sharing. Integrated with universal multi-sensing, positioning and Artificial Intelligence (AI) technology, Mapxus opens up unlimited possibilities for businesses and communities to develop various useful and meaningful mobile applications to solve our everyday problems and create a smarter city together. We co-create smarter technology solutions to connect businesses and individuals, enhancing efficiency and improving people’s lives, building a truly smart city for everyone.","Big Data, Indoor Positioning, Information Technology, Internet of Things, Location Based Services, Machine Learning, Mapping Services, Mobile Apps, Navigation, PropTech","Kowloon City, Kowloon, Hong Kong",Mapxus is an all-rounded PropTech solutions partner in providing indoor mapping and positioning services for global applications.,19000000,USD,19000000,,,,"14,355",25,7,19000000,USD,19000000,,,,5000000,USD,5000000,4,2023-03-02,Asia-Pacific (APAC),$1M to $10M,"Kawasaki Heavy Industries, Beyond Ventures, Innovation and Technology Venture Fund",,,,Private,,2018-01-01,year,For Profit,http://www.mapxus.com,https://www.linkedin.com/company/mapxus/,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Mobile, Navigation and Mapping, Real Estate, Software",3,"Isaac Zhang, John Chan, Ocean Ng",51-100,Early Stage Venture,Series B,5000000,USD,5000000,Series B,2,3,,,"31,762","31,677",,,,,,,,,,,,
Mesmer,https://www.crunchbase.com/organization/mesmer,"Mesmer is a Robotics Process Automation for Software Development (RPAD) company. The AI-powered bots will help them to create beautiful apps at a speed not possible today and they believe the way software gets created will change radically over the next decade. It also handles all of it with a full-stack customer experience testing solution. Mesmer provides products including bug reporter, infrastructure builder, autonomous crawler, UAT creator, test generator, and test runner. The company is based in Palo Alto, California, USA.","Artificial Intelligence (AI), Automotive, Robotics, Software","Palo Alto, California, United States",Mesmer is a Robotics Process Automation for Software Development (RPAD) company.,19000000,USD,19000000,,,,,13,16,19000000,USD,19000000,,,,15000000,USD,15000000,3,2019-07-10,"San Francisco Bay Area, Silicon Valley, West Coast",,"Kli Capital, WestWave Capital, Transform VC, True Ventures, Intel Capital",,,,Private,94301,2017-01-01,year,For Profit,https://mesmerhq.com/,https://www.linkedin.com/company/mesmerhq/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",2,"Ahmed Datoo, Waheed Qureshi",51-100,Early Stage Venture,Series A,15000000,USD,15000000,Series A,2,6,,,"39,894","39,768",,,,,,,,,,,,
Gamma,https://www.crunchbase.com/organization/meet-gamma,"Gamma is a provider of an AI-powered presentation platform for enterprise collaboration. Its presentation platform allows users to share links async, export PDFs, and save images. It also allows users to create unlimited presentations and websites to create content using templates and no-code updates.","Artificial Intelligence (AI), Information Technology, Productivity Tools, Software","San Francisco, California, United States",Gamma offers an AI-powered presentation platform designed to enhance enterprise collaboration.,19000000,USD,19000000,,,,"11,558,237",33,18,19000000,USD,19000000,,,,12000000,USD,12000000,4,2024-05-16,"San Francisco Bay Area, West Coast, Western US",$1M to $10M,"Afore Capital, South Park Commons, Hyphen Capital, Script Capital, Lorimer Ventures",,,,Private,,2020-01-01,year,For Profit,https://gamma.app/,https://www.linkedin.com/company/gamma-app,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",3,"Grant Lee, James Fox, Jon Noronha",11-50,Early Stage Venture,Series A,12000000,USD,12000000,Series A,1,12,,,"44,804","44,651",,,,,,,,,,,,
Boxever,https://www.crunchbase.com/organization/boxever,"Boxever is a digital optimization platform that uses data and AI to help the world’s biggest brands make every customer interaction smarter and deliver a game-changing customer experience. Recognized by analysts as a leading player in personalization and ranked by Forbes alongside Google, Apple, and Amazon as one of the most powerful examples of AI in use today. The Boxever platform provides CDP, decisioning, and experimentation capabilities at an unrivaled scale and works with brands including Emirates, Ryanair, Vodafone, and Allied Irish Bank (AIB) to revolutionize how they engage customers.","Analytics, Artificial Intelligence (AI), Big Data, Personalization, SaaS, Software, Travel","Dublin, Dublin, Ireland",Boxever is a digital optimization platform that uses data and AI to help brands make every customer interaction smarter.,19000000,USD,19000000,2021-03-03,day,1,"5,212",41,43,19000000,USD,19000000,,,Scientific and electric apparatus and instruments,12000000,USD,12000000,4,2016-01-19,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$10M to $50M,"Polaris Partners, Enterprise Ireland, Frontline Ventures, Silicon Valley Bank, NDRC",,,0,Private,Dublin 2,2011-01-01,year,For Profit,https://www.boxever.com/,https://www.linkedin.com/company/boxever/,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software, Travel and Tourism",3,"Alan Giles, Dave O'Flanagan, Dermot O'Connor",51-100,M&A,Series B,12000000,USD,12000000,Series B,1,10,,Was Acquired,"46,619","46,459",,,,,,,,,,,,
Seerene,https://www.crunchbase.com/organization/seerene,"Seerene’s Digital Engineering Platform provides IT decision-makers with the information needed to actively drive their organization towards software excellence. ​ The analytics technology extracts and fuses the data traces left by all tools and repositories in your software development infrastructure and derives insights of high strategic and operational relevance for both managers as well as development experts. Seerene’s Digital Engineering Platform is a software analytics and process mining technology that analyzes and visualizes the software development processes in your company. It reveals weaknesses and turns your organization into a well-oiled machine, delivering software efficiently, cost-effectively, fast, and with highest quality. Seerene’s Digital Engineering Platform leverages the digital footprint left behind by your tools and repositories in your software development organization and provides complete transparency into how the processes are actually working. Reveal code that frequently contains defects and kills developer productivity.​ Reveal lighthouse teams and transfer their best-practice processes across the entire workforce.​ Reveal defect risks in release candidates by a holistic X-Ray across code, development hotspots and tests.​ Reveal features with a mismatch between invested developer time und created user value.​ Reveal code that is never executed by end-users and produces unnecessary maintenance costs.​ Reveal risks due to complex code that is only known by a single developer (knowledge monopoly). …and 1000 more insights…","Analytics, Big Data, Business Intelligence, Data Visualization, Enterprise Software, Predictive Analytics, SaaS, Software","Potsdam, Brandenburg, Germany",The Digital Engineering Platform,19000000,USD,19000000,,,2,,23,28,19000000,USD,19000000,,Computing; Calculating,Scientific and electric apparatus and instruments,14000000,USD,14000000,2,2017-01-24,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$10M to $50M,"Earlybird Venture Capital, Lakestar",,,1,Private,14482,2011-01-01,year,For Profit,https://www.seerene.com,https://www.linkedin.com/company/seerene,,,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Software",2,"Johannes Bohnet, Marc Hildebrandt",51-100,Early Stage Venture,Series A,14000000,USD,14000000,Series A,2,2,,,"55,119","54,887",,,,,,,,,,,,
Perceptive Automata,https://www.crunchbase.com/organization/perceptive-automata,"Perceptive Automata is solving what is often described as the hardest of the hard problems for automated driving: human behavior prediction technology for the safe large-scale rollout of highly automated (L2/3) and autonomous (L4/5) vehicles, especially in urban areas. The company enables those vehicles to understand what people might do next so they can navigate safely and smoothly around humans, including pedestrians, cyclists, and other drivers. The level of understanding of our human-like AI goes well beyond what standard physics-based approaches can deliver, including information that can’t be gained any other way. Importantly, in addition to increased safety, we enable a much more natural and smooth human-like driving of L4/5 autonomous vehicles. This is essential for autonomous vehicles to be accepted into a human-dominated road environment and also by passengers of robotaxi services. Without this capability autonomous vehicles simply will not function well enough. Perceptive Automata is working with OEMs, suppliers, and tech companies that are building or integrating ADAS and autonomous driving systems. The team is comprised of Harvard, MIT, and Stanford neuroscientists and AI experts working out of offices in Boston and Silicon Valley.","Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Machine Learning, Robotics, Transportation","Boston, Massachusetts, United States",Perceptive Automata enables those vehicles to understand what people might do next so they can navigate safely and smoothly around humans.,19974587,USD,19974587,,,,,6,,19000000,USD,19000000,,,,16000000,USD,16000000,6,2018-10-09,"Greater Boston Area, East Coast, New England",$1M to $10M,"Hyundai Motor Company, Toyota Ventures, CSC Upshot, Jazz Venture Partners, OUP (Osage University Partners)",$50M to $100M,2018-10-09,,Private,02143,2015-01-01,year,For Profit,https://perceptiveautomata.com,https://www.linkedin.com/company/11057712/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",5,"Avery Faller, David Cox, Sam Anthony, Sid Misra, Walter Scheirer",11-50,Early Stage Venture,Series A,16000000,USD,16000000,Series A,4,13,,,"57,382","57,135",,,,,,,,,,,,
Revelio Labs,https://www.crunchbase.com/organization/revelio-labs,"Revelio Labs provides an in-depth view of the workforces of companies around the world. The company leverages advancements in AI technologies to turn hundreds of millions of online profiles, resumes, and job postings into clear insights. Its clients include: corporate strategists, HR, VCs, and investors.","Analytics, Artificial Intelligence (AI), Business Intelligence, Machine Learning, Software","New York, New York, United States",Revelio Labs provides an in-depth view into the workforces of companies around the world.,19000000,USD,19000000,,,1,"5,151",55,,19000000,USD,19000000,,Computing; Calculating,Advertising; business,15000000,USD,15000000,3,2022-10-06,"Greater New York Area, East Coast, Northeastern US",$10M to $50M,"Techstars, Creative Destruction Lab (CDL), Alumni Ventures, BDMI, Barclays Corporate Banking",,,0,Private,10010,2018-10-01,day,For Profit,https://www.reveliolabs.com,https://www.linkedin.com/company/revelio-labs,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2,"Ben Zweig, Yedidya Gorsetman",51-100,Early Stage Venture,Series A,15000000,USD,15000000,Series A,4,13,,,"66,280","65,959",,,,,,,,,,,,
Insite AI,https://www.crunchbase.com/organization/insite-ai,"Executives at the world's top consumer brands need a key strategic partner on multiple facets of their business. We support these executives to win, collaborate, and be influential at their largest retail channels. We help them get the most out of billions of dollars spent a year in sales, assortment, space, pricing, and trade decisions. We give them operational excellence on their ""4 Ps"". We significantly improve the time, cost, and labor intensiveness of making opportunistic and defensive decisions that are of high quality and deeply justifiable.  Insite AI is that strategic partner with market leading capabilities that easily leverages data, projects the performance of strategies across Sales, CatMan, RevMan, Trade, and further recommends powerful insights to be ahead of the market. Insite AI makes strategic planning decisions (which rolls down to tactical SKU/Store granularity), automatically shows the future performance of multiple scenarios, and explains how they came to be (in factors affecting, data used, demand transference, elasticities. etc.). All of this at a click of a button. Large Consumer Brands are now in control of their retail channels and factors affecting their growth.  Insite AI is seen as by far the most configurable solution on the market to suit a customer's exact vision, culture, categories, retailers, and execution nuance. Insite AI brings a high level of category and retail expertise to all customers from industry leaders ex consumer goods and retail merchandising.","Artificial Intelligence (AI), Consumer Goods, Retail, SaaS","Bentonville, Arkansas, United States","Premier strategic partner to the world's largest Consumer Goods companies for sales, category, and revenue management.",19000000,USD,19000000,,,,687,32,,19000000,USD,19000000,,,,19000000,USD,19000000,3,2022-10-11,Southern US,,"M12 - Microsoft's Venture Fund, NewRoad Capital Partners, AfterWork Ventures, EVP, K1W1",,,,Private,,2019-01-01,year,For Profit,http://www.insite.ai,https://www.linkedin.com/company/insite-ai/,,,"Artificial Intelligence (AI), Commerce and Shopping, Consumer Goods, Data and Analytics, Science and Engineering, Software",2,"Jonathan Reid, Shaveer Mirpuri",51-100,Early Stage Venture,Series A,19000000,USD,19000000,Series A,3,7,,,"89,830","89,279",,,,,,,,,,,,
Voyantis,https://www.crunchbase.com/organization/voyantis,"Voyantis turns LTV prediction modeling into an end-to-end optimization solution. It enables Growth and UA teams to shape and control the future, engineering free.","Internet, Marketing, Predictive Analytics, SaaS","Tel Aviv, Tel Aviv, Israel",Super Powers for Growth Teams,19000000,USD,19000000,,,,"5,226",14,,19000000,USD,19000000,,,,,,,3,2023-11-01,"Europe, Middle East, and Africa (EMEA), Middle East",,"Target Global, Operator Partners, Redseed, Essential Capital, Jibe Ventures",,,,Private,,2020-08-01,month,For Profit,https://voyantis.me/,https://www.linkedin.com/company/66924899,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Sales and Marketing, Software",2,"Eran Friendinger, Ido Wiesenberg",11-50,Seed,Seed,,,,Seed,1,10,,,"136,585","135,289",,,,,,,,,,,,
Aidium,https://www.crunchbase.com/organization/daily-ai,"Aidium builds intelligent solutions that enable mortgage lenders to increase performance through simplified task automation. Using artificial intelligence and state-of-the-art technology, Aidium is able to save time, and increase ROI for Lenders.","Artificial Intelligence (AI), CRM, FinTech, Mortgage","Boulder, Colorado, United States",Aidium builds intelligent solutions that enable mortgage lenders to increase performance through simplified task automation..,19000000,USD,19000000,,,,"2,537",54,11,19000000,USD,19000000,,,,19000000,USD,19000000,1,2024-04-02,"Greater Denver Area, Western US",$1M to $10M,PeakSpan Capital,,,,Private,80302,2019-09-01,day,For Profit,https://thinkaidium.com/,https://www.linkedin.com/company/thinkaidium.com/,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Real Estate, Sales and Marketing, Science and Engineering, Software",2,"Brannon Lee, Spencer Dusebout",11-50,Early Stage Venture,Series A,19000000,USD,19000000,Series A,1,1,1,Made Acquisitions,"157,188","155,425",,,,,,,,,,,,
Seengene,https://www.crunchbase.com/organization/seengene,"Seengene Inc. is an AI company that focuses on Mix Reality technology. The mission of Seengene is to digitize their 3D world and implement interaction between virtual content and the real world by its spatial intelligent engine and high definition visual map for both indoor and outdoor environment. The product system of Seengene consists of software, hardware and cloud service. In software product line, they customize AR solutions for clients, they also have SDK for user terminals, such as mobile phones, tablets and smart glasses. The hardware product line is consisting of untethered smart glasses with free form curve optics, industrial monocular eyewear and environment 3D visual information scanning device. By scanning device, one can scan both interior and exterior large space very efficiently, such as shopping malls, airports, factories, hospitals and other various buildings. The scanned and processed 3D information can be used for reconstruction and localization. The cloud service hosts all the 3D data and AR interaction content data and provides computing services for SDK on user devices. Seengene has founded a co-research laboratory with renowned Peking University to tackle the hardest computer vision problems relied by most intuitive mixed reality user interactions. The vision of Seengene is to help many clients from various industries such as cultural tourism, marketing, security and industry with its AI technology to improve their efficiency and experience. Since established, Seengene has served many clients from various industries and received plenty of praise from them.","Artificial Intelligence (AI), Augmented Reality, Hardware, Software","Beijing, Beijing, China","Seengene is an augmented reality company developing software, hardware such as AR glasses.",130000000,CNY,18950275,,,,,10,,130000000,CNY,18950275,,,,120000000,CNY,17498833,2,2018-08-20,Asia-Pacific (APAC),,"Legend Star, JC Capital, Guyin Fund, Lei Ming",,,,Private,,2016-01-01,year,For Profit,http://xiijan.com/,https://www.linkedin.com/company/%E6%82%89%E8%A7%81%E7%A7%91%E6%8A%80/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",4,"Huaqiang Shao, Siyao Zheng, Yang Liu, Yi Wang",51-100,Early Stage Venture,Series A,120000000,CNY,17498833,Series A,1,4,,,"96,832","96,213",,,,,,,,,,,,
Tickr,https://www.crunchbase.com/organization/tickr,"Tickr’s best-in-class combination of end-to-end data integration, data management, machine learning technology, and high-performance architecture makes it simple for data-driven marketers and sales professionals to unify, analyze, explore and act on all of their key performance metrics.","Analytics, Artificial Intelligence (AI), Data Visualization, Machine Learning, Marketing, Predictive Analytics, Software","San Francisco, California, United States","Tickr provides AI-powered insights that drive brand, sales, and marketing performance",18911944,USD,18911944,,,1,,24,14,18911944,USD,18911944,,Computing; Calculating,Scientific and electric apparatus and instruments,3325000,USD,3325000,5,2022-11-07,"San Francisco Bay Area, West Coast, Western US",$1M to $10M,,$1M to $10M,2017-08-23,2,Private,94111,2011-08-01,month,For Profit,http://www.tickr.com,https://www.linkedin.com/company/tickr,,,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Sales and Marketing, Science and Engineering, Software",1,Tyler Peppel,11-50,Early Stage Venture,Series B,3325000,USD,3325000,Series B,,,1,Made Acquisitions,"38,453","38,334",,,,,,,,,,,,
R&B Technology Group,https://www.crunchbase.com/organization/r-b-technology,"R&B Technology Group is a leading pioneer on developing cutting edge technology in artificial intelligence and integrating it with domain applications, including but not limited to, building energy efficiency, renewable energy, and manufacturing analytics.","Artificial Intelligence (AI), Energy Efficiency, Internet of Things, Software","Sugar Land, Texas, United States",R&B Technology is an energy service company that integrates artificial intelligence and vertical industrial applications.,18900000,USD,18900000,,,,,7,,18900000,USD,18900000,,,,6100000,USD,6100000,4,2020-01-13,"Greater Houston Area, Southern US",$1M to $10M,"Susquehanna International Group (SIG), BP Ventures, JAFCO Asia, Aspinall Capital Partners, CLP Innovation Ventures",,,,Private,77479,2013-08-01,month,For Profit,http://www.rnbtechgroup.com/,https://www.linkedin.com/company/r&btechnologyholdingco.ltd.,,,"Artificial Intelligence (AI), Data and Analytics, Energy, Internet Services, Science and Engineering, Software, Sustainability",2,"Charles Wong, Glenn Wu",51-100,Early Stage Venture,Series B,6100000,USD,6100000,Series B,3,5,,,"53,215","52,999",,,,,,,,,,,,
flok,https://www.crunchbase.com/organization/loyalblocks,"flok is a customer engagement and loyalty platform powering lasting and mutually-rewarding customer relationships.  Launched in 2011 as a digital punch card app, flok has grown into a full service customer communication platform offering chatbots, human-assisted AI chat, automated messaging, one-to-one messaging, proximity campaigns, CRM/customer management services and more. Partners range from major retailers like Banana Republic Factory to single-location shops in 5+ countries.  Based in New York City with offices in Tel Aviv, flok is backed by General Catalyst Partners, Gemini Israel Ventures and Founder Collective.","Artificial Intelligence (AI), CRM, Internet, Loyalty Programs, Marketing, Messaging, Mobile, Real Time","New York, New York, United States",flok offers businesses with technology solutions that focus on connecting customers and merchants.,18878570,USD,18878570,2017-01-19,day,,"2,442",12,14,18878570,USD,18878570,,,,,,,4,2021-09-21,"Greater New York Area, East Coast, Northeastern US",Less than $1M,"General Catalyst, Gemini Israel Ventures, Founder Collective, Bossanova Investimentos",,,,Private,10001,2011-01-01,year,For Profit,http://www.flok.com,https://www.linkedin.com/company/getflok?trk=top_nav_home,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Other, Sales and Marketing, Science and Engineering, Software",2,"Eran Kirshenboim, Ido Gaver",11-50,M&A,Pre-Seed,,,,Pre-Seed,2,4,,Was Acquired,"259,769","253,348",,,,,,,,,,,,
Vet-AI,https://www.crunchbase.com/organization/vet-ai,"Vet-AI is developing ground-breaking technologies that aim to prevent and predict conditions developing in animals.Using groundbreaking technologies, they are developing innovative products and services that will reshape the animal health industries. They are the first company in the world that will use AI to support the good health of their animals. They are currently raising investment to help bring their products to market. Their evolving team consists of leading experts in a range of different sectors, and their partners include some of the biggest in the pet care industry.","Artificial Intelligence (AI), Machine Learning, Medical, Mobile Apps, Veterinary","Leeds, Leeds, United Kingdom",Vet-AI is a veterinary technology company that prevents and predicts conditions in animals.,14775000,GBP,18818979,,,2,"1,140",16,,14775000,GBP,18818979,"11,373",,Scientific and electric apparatus and instruments,12500000,GBP,15770781,5,2022-05-04,"Europe, Middle East, and Africa (EMEA)",$10M to $50M,"Correlation One, Hill’s Pet Nutrition, Rising Stars",,,0,Private,LS1 2HL,2018-04-03,day,For Profit,http://www.vet-ai.com,https://www.linkedin.com/company/vet-ai/,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Health Care, Mobile, Science and Engineering, Software",3,"Paul Hallett, Robert Dawson, Sarah Dawson",51-100,Early Stage Venture,Series B,12500000,GBP,15770781,Series B,2,3,,,"29,109","29,036",,,,,,,,,,,,
Fal,https://www.crunchbase.com/organization/fal-7958,,"Artificial Intelligence (AI), Cloud Management, Information Technology, Machine Learning, Software, Web Development",,Fal is a Python cloud that runs dbt project for machine learning models.,18812475,USD,18812475,,,,"82,169",24,,18812475,USD,18812475,,,,11899994,USD,11899994,3,2024-04-09,,,500 Emerging Europe,,,,Private,,2020-01-01,year,For Profit,https://www.fal.ai,https://www.linkedin.com/company/features-and-labels,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",,,1-10,,Venture - Series Unknown,11899994,USD,11899994,Venture - Series Unknown,,1,,,"108,427","107,636",,,,,,,,,,,,
EasyXR Advanced Tech,https://www.crunchbase.com/organization/yixian-advanced-technology,"EasyXR Advanced Tech is an augmented reality and artificial intelligence start up for augmented reality developers. The application and exploration of AI technology, through the service of Netease's main Internet products. The team entered the field of augmented reality and data intelligence in 2015 and 2017 respectively. Now it has gathered more than 100 domestic and foreign top computer vision, graphics, data intelligence-based technical talents, and a group of product experts carrying Netease genes. It has more than 20 invention patents, and many research results have been published in the top international academic conferences.","Artificial Intelligence (AI), Augmented Reality, Information Technology, Machine Learning, Software","Hangzhou, Zhejiang, China",EasyXR Advanced Tech is an augmented reality and artificial intelligence start up for augmented reality developers.,18800000,USD,18800000,,,,,13,,18800000,USD,18800000,18,,,18800000,USD,18800000,1,2019-06-10,Asia-Pacific (APAC),,"Oriza Seed Capital (Oriza Yuandian), Toutoushidao Capital, Xinhu Zhongbao Co Ltd",,,,Private,311215,2018-12-18,day,For Profit,http://www.ezxr.com,https://www.linkedin.com/company/hangzhou-easyxr-advanced-technology/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",1,Xianyan Li,51-100,Early Stage Venture,Series A,18800000,USD,18800000,Series A,,3,,,"111,501","110,675",,,,,,,,,,,,
