Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Organization Location,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series D - Sirion,https://www.crunchbase.com/funding_round/sirionlabs-series-d--c5fedee5,Sirion,https://www.crunchbase.com/organization/sirionlabs,Series D,25000000,USD,25000000,2023-01-03,Late Stage Venture,,,,Yes,Sirion offers a SaaS enterprise contract management (CLM) platform to help enterprises manage the contracting lifecycle.,"Artificial Intelligence (AI), Enterprise, Enterprise Software, SaaS","Bellevue, Washington, United States, North America",Women Founded,https://www.sirion.ai/,$100M to $500M,170950000,USD,170950000,Late Stage Venture,5,Brookfield Growth,Brookfield Growth,1,1,"205,918"
Venture Round - Anumana,https://www.crunchbase.com/funding_round/anumana-series-unknown--530f7490,Anumana,https://www.crunchbase.com/organization/anumana,Venture - Series Unknown,32000000,USD,32000000,2022-11-17,,,,,Yes,Anumana is an AI-driven company that develops ECG algorithms enabling early disease diagnosis and intervention.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical Device","Cambridge, Massachusetts, United States, North America",,https://www.anumana.ai,$1M to $10M,117700000,USD,117700000,,4,,,,,"206,897"
Debt Financing - Infogrid,https://www.crunchbase.com/funding_round/infogrid-d81e-debt-financing--d47ccafc,Infogrid,https://www.crunchbase.com/organization/infogrid-d81e,Debt Financing,30000000,USD,30000000,2023-04-11,,,,,No,Infogrid is an AI technology company that automates building management.,"Artificial Intelligence (AI), Facility Management, Internet of Things, Property Management, Smart Building, Software","London, England, United Kingdom, Europe",,https://infogrid.io,$50M to $100M,148489646,USD,148489646,Early Stage Venture,4,,,,,"569,970"
Series E - Synthego,https://www.crunchbase.com/funding_round/stealthy-series-e--702a0d78,Synthego,https://www.crunchbase.com/organization/stealthy,Series E,200000000,USD,200000000,2022-02-17,Late Stage Venture,,,,Yes,Synthego is a genome engineering company that enables access to CRISPR to accelerate life science research and development.,"Artificial Intelligence (AI), Biotechnology, Genetics, Industrial Automation, Innovation Management, Life Science, Machine Learning, Software","Redwood City, California, United States, North America",,http://www.synthego.com,$10M to $50M,459694663,USD,459694663,Late Stage Venture,9,Perceptive Advisors,"AAF Management Ltd., Chimera Investment, Declaration Partners, Gigafund, Laurion Capital Management, Logos Capital, Moore Strategic Ventures, Perceptive Advisors, RA Capital Management, SoftBank Vision Fund, Wellington Management",11,2,"597,205"
Seed Round - Modular,https://www.crunchbase.com/funding_round/modular-ai-seed--ad99e5dc,Modular,https://www.crunchbase.com/organization/modular-ai,Seed,30000000,USD,30000000,2022-06-30,Seed,,,,Yes,Modular is an AI software developer platform that unifies the development and deployment of AI for everyone.,"Artificial Intelligence (AI), Generative AI, Machine Learning, Software","Palo Alto, California, United States, North America",,https://www.modular.com,,130000000,USD,130000000,Early Stage Venture,2,Google Ventures,"Factory, Google Ventures, Greylock, SV Angel",4,,"124,631"
Series F - Dialpad,https://www.crunchbase.com/funding_round/dialpad-series-f--aad441c8,Dialpad,https://www.crunchbase.com/organization/dialpad,Series F,50000000,USD,50000000,2022-12-22,Late Stage Venture,,,,Yes,Dialpad is an AI-powered cloud communications platform that turns conversations into opportunities and helps teams make smart calls.,"Analytics, Artificial Intelligence (AI), Machine Learning, Messaging, Natural Language Processing, Predictive Analytics, SaaS, Telecommunications, Unified Communications, VoIP","San Ramon, California, United States, North America",,https://www.dialpad.com,$100M to $500M,450000000,USD,450000000,Late Stage Venture,9,,,,,"661,090"
Series A - Deep Vision,https://www.crunchbase.com/funding_round/deep-vision-d439-series-a--29c382b7,Deep Vision,https://www.crunchbase.com/organization/deep-vision-d439,Series A,100000000,CNY,15733166,2022-03-21,Early Stage Venture,,,,Yes,Deep Vision is a supplier of high-precision intelligent visual inspection solutions in the industrial field.,"3D Technology, Artificial Intelligence (AI), Machinery Manufacturing","Haidian, Beijing, China, Asia",,http://www.deepvision-tech.com/,,160000000,CNY,24701338,Early Stage Venture,3,General Technology Venture Capital,"General Technology Venture Capital, Huiyou Investment, Qualcomm Ventures, ZGC Group",4,3,"661,232"
Series B - Cialfo,https://www.crunchbase.com/funding_round/cialfo-2-series-b--39663213,Cialfo,https://www.crunchbase.com/organization/cialfo-2,Series B,20000000,USD,20000000,2022-03-10,Early Stage Venture,210000000,USD,210000000,Yes,"Cialfo is an AI driven solution that brings together people, software, and data to simplify college and career counseling workflows.","Artificial Intelligence (AI), EdTech, Education, Internet, Software","Singapore, Central Region, Singapore, Asia",,http://cialfo.co,$10M to $50M,82600000,USD,82600000,Early Stage Venture,5,Tiger Global Management,Tiger Global Management,1,,"416,846"
Series A - Zhonglian Chengye,https://www.crunchbase.com/funding_round/zhonglian-chengye-series-a--d91c42a8,Zhonglian Chengye,https://www.crunchbase.com/organization/zhonglian-chengye,Series A,100000000,CNY,15692675,2022-03-23,Early Stage Venture,,,,Yes,Zhonglian Chengye provides intelligent digital transformation solution.,"Artificial Intelligence (AI), Big Data, PaaS","Hangzhou, Zhejiang, China, Asia",,https://www.shb.ltd/,,100000000,CNY,15692675,Early Stage Venture,1,Tiger Fund,Tiger Fund,1,,"417,191"
Series B - Sibel Health,https://www.crunchbase.com/funding_round/sibel-health-series-b--48962af3,Sibel Health,https://www.crunchbase.com/organization/sibel-health,Series B,33000000,USD,33000000,2022-08-04,Early Stage Venture,,,,Yes,Sibel Health develops a neonatal epidermal system designed for wireless vital signs monitoring.,"Artificial Intelligence (AI), Health Care, Medical, Medical Device","Niles, Illinois, United States, North America",,https://www.sibelhealth.com,$10M to $50M,52706775,USD,52706775,Early Stage Venture,3,Steele Foundation for Hope,Steele Foundation for Hope,1,1,"417,920"
Venture Round - Deep Instinct,https://www.crunchbase.com/funding_round/deep-instinct-series-unknown--537d299a,Deep Instinct,https://www.crunchbase.com/organization/deep-instinct,Venture - Series Unknown,62500000,USD,62500000,2022-09-20,,,,,Yes,"Deep Instinct applies deep learning to cybersecurity, offering zero-day attack protection.","Artificial Intelligence (AI), Cyber Security, Online Portals","New York, New York, United States, North America",,http://www.deepinstinct.com,$10M to $50M,321600000,USD,321600000,,9,,"BlackRock, Chrysalis Investments, Millennium Technology Value Partners, Unbound",4,,"143,512"
Series A - Tastewise,https://www.crunchbase.com/funding_round/tastewise-series-a--67dccd3b,Tastewise,https://www.crunchbase.com/organization/tastewise,Series A,17000000,USD,17000000,2022-03-02,Early Stage Venture,,,,Yes,"Tastewise is the data-driven execution platform the food & beverage industry uses to innovate faster, market better & grow sales.","Analytics, Artificial Intelligence (AI), Big Data, Consumer Goods, Food and Beverage, Marketing, Predictive Analytics, Restaurants, Retail","Tel Aviv, Tel Aviv, Israel, Asia",,https://www.tastewise.io,$10M to $50M,21600000,USD,21600000,Early Stage Venture,3,Disruptive,"Disruptive, Disruptive AI Venture Capital, PeakBridge, PICO Venture Partners",4,,"144,250"
Series B - fleetx.io,https://www.crunchbase.com/funding_round/fleetx-io-series-b--8ca42b59,fleetx.io,https://www.crunchbase.com/organization/fleetx-io,Series B,1450000000,INR,19430095,2022-02-22,Early Stage Venture,,,,Yes,Fleetx is an intelligent fleet management platform that helps fleet owners improve their efficiency.,"Analytics, Artificial Intelligence (AI), Fleet Management, Information Services, Logistics, Machine Learning, Predictive Analytics, Software","Gurgaon, Haryana, India, Asia",,http://www.fleetx.io,$1M to $10M,26080095,USD,26080095,Early Stage Venture,5,IndiaMART,"BEENEXT, India Quotient, IndiaMART",3,3,"295,118"
Series C - Outrider,https://www.crunchbase.com/funding_round/outrider-series-c--abccafa6,Outrider,https://www.crunchbase.com/organization/outrider,Series C,73000000,USD,73000000,2023-01-19,Late Stage Venture,,,,Yes,Outrider develops robotic software and systems to automate logistics hub operations.,"Artificial Intelligence (AI), Autonomous Vehicles, Industrial Automation, Logistics, Software","Brighton, Colorado, United States, North America",,https://www.outrider.ai/,$1M to $10M,191000000,USD,191000000,Late Stage Venture,4,FM Capital,"Abu Dhabi Investment Authority, B37 Ventures, FM Capital, Koch Disruptive Technologies, Lineage Ventures, New Enterprise Associates, NVentures, Presidio Ventures, ROBO Global",9,5,"518,924"
Series A - NFTBank,https://www.crunchbase.com/funding_round/nftbank-ai-series-a--648f968e,NFTBank,https://www.crunchbase.com/organization/nftbank-ai,Series A,40000000000,KRW,27962055,2022-09-29,Early Stage Venture,,,,Yes,"NFTBank is a ultimate hub of NFT finance, portfolio management and analytics.","Analytics, Blockchain, Financial Services, Intelligent Systems, Non-Fungible Token (NFT)","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",,https://nftbank.ai,Less than $1M,39962055,USD,39962055,Early Stage Venture,4,NAVER D2SF,"6th Man Ventures, Digital Currency Group, Kakao Corp, Naver, NAVER D2SF",5,1,"519,378"
Series B - SmartHop,https://www.crunchbase.com/funding_round/smarthop-series-b--0e2d156a,SmartHop,https://www.crunchbase.com/organization/smarthop,Series B,30000000,USD,30000000,2022-04-06,Early Stage Venture,,,,Yes,SmartHop is a business-in-a-box platform that empowers small trucking companies and owner-operators to earn more while doing less.,"Artificial Intelligence (AI), Logistics, Software, Transportation","Miami, Florida, United States, North America","Hispanic / Latine Founded, Hispanic / Latine Led",http://www.smarthop.com,Less than $1M,46620000,USD,46620000,Early Stage Venture,6,Sozo Ventures,"Alumni Ventures, Andrew Leto, Craig Fuller, Equal Ventures, Everywhere Ventures (The Fund), Greycroft, Jason Duboe, Jett McCandless, Las Olas Venture Capital, Robert Nathan, RyderVentures, Sozo Ventures, Union Square Ventures",13,7,"362,150"
Series A - Source.ag,https://www.crunchbase.com/funding_round/source-ag-series-a--695c2ce1,Source.ag,https://www.crunchbase.com/organization/source-ag,Series A,23000000,USD,23000000,2023-02-22,Early Stage Venture,,,,Yes,Source.ag is democratising access to fresh fruit and vegetables with A.I.-powered glasshouses.,"Agriculture, AgTech, Artificial Intelligence (AI), Farming","Amsterdam, Noord-Holland, The Netherlands, Europe",,https://source.ag,$10M to $50M,37000000,USD,37000000,Early Stage Venture,3,Astanor Ventures,"Acre Venture Partners, Astanor Ventures",2,2,"362,302"
Series B - Naïo Technologies,https://www.crunchbase.com/funding_round/naio-technologies-series-b--c533ed7c,Naïo Technologies,https://www.crunchbase.com/organization/naio-technologies,Series B,32000000,EUR,33778399,2022-12-08,Early Stage Venture,,,,Yes,Naïo Technologies develops and markets robots for agriculture and viticulture.,"Agriculture, Artificial Intelligence (AI), Farming, Machine Learning, Robotics, Software","Escalquens, Midi-Pyrenees, France, Europe",,http://www.naio-technologies.com,$1M to $10M,51500775,EUR,55648652,Early Stage Venture,5,Mirova,"ARIS Occitanie, Bpifrance, Capagro, Codema, Demeter Partners, M Capital Partners, Mirova, Pymwymic",8,1,"362,655"
Series D - LegalForce,https://www.crunchbase.com/funding_round/legalforce-japan-series-d--222c39f4,LegalForce,https://www.crunchbase.com/organization/legalforce-japan,Series D,13700000000,JPY,101614710,2022-06-23,Late Stage Venture,,,,Yes,LegalForce is an AI-powered contract management platform that provides contract review support services.,"Artificial Intelligence (AI), Legal, Legal Tech, Natural Language Processing, Task Management","Toyosu, Tokyo, Japan, Asia",,https://legalforce-cloud.com,,18320000000,JPY,144739027,Late Stage Venture,6,SoftBank Vision Fund,"Goldman Sachs, Mitsubishi UFJ Capital, Mizuho Capital, Sequoia Capital China, SoftBank Vision Fund, WiL (World Innovation Lab)",6,1,"298,190"
Series C - Scopio Labs,https://www.crunchbase.com/funding_round/scopio-2-series-c--1afa6306,Scopio Labs,https://www.crunchbase.com/organization/scopio-2,Series C,50000000,USD,50000000,2022-02-09,Late Stage Venture,,,,Yes,Scopio Labs provides digital cell morphology imaging and AI solutions for hematology microscopy and diagnostics.,"Artificial Intelligence (AI), Health Diagnostics, Image Recognition, Information Technology, Medical Device","Tel Aviv, Tel Aviv, Israel, Asia",,http://www.scopiolabs.com,$1M to $10M,115085652,USD,115085652,Late Stage Venture,7,OurCrowd,"Aurum Ventures MKI, Ilex Medical, LR Group, Lumir Ventures, Mivtach Shamir Holdings LTD, Mizrahi Tefahot Bank, OTV, OurCrowd",8,2,"176,216"
Series B - Solidus Labs,https://www.crunchbase.com/funding_round/solidus-labs-series-b--97ca407a,Solidus Labs,https://www.crunchbase.com/organization/solidus-labs,Series B,45000000,USD,45000000,2022-05-12,Early Stage Venture,,,,Yes,Solidus Labs is a crypto-tracking company that provides tailored compliance and risk monitoring solutions for digital assets.,"Cryptocurrency, Financial Services, FinTech, Machine Learning, SaaS","New York, New York, United States, North America",,http://www.soliduslabs.com,$1M to $10M,83500000,USD,83500000,Early Stage Venture,4,Liberty City Ventures,"Avon Ventures, Daniel Gorfine, Declaration Partners, Evolution Equity Partners, Hanaco Venture Capital, J. Christopher Giancarlo, Liberty City Ventures, Matthew Homer",8,2,"176,378"
Series A - Codeium,https://www.crunchbase.com/funding_round/exafunction-series-a--435f976f,Codeium,https://www.crunchbase.com/organization/exafunction,Series A,25000000,USD,25000000,2022-04-28,Early Stage Venture,,,,Yes,"Codeium optimizes your deep learning inference workload, delivering up to a 10x improvement in resource utilization and cost.","Artificial Intelligence (AI), Enterprise Applications, Machine Learning, Software","San Jose, California, United States, North America",,https://codeium.com,$1M to $10M,93000000,USD,93000000,Early Stage Venture,3,Greenoaks,"Founders Fund, Greenoaks",2,1,"287,180"
Debt Financing - IDnow,https://www.crunchbase.com/funding_round/idnow-debt-financing--0bd6c056,IDnow,https://www.crunchbase.com/organization/idnow,Debt Financing,60000000,EUR,60940185,2022-08-03,,,,,No,IDnow is a technology startup that provides advanced machine-learning technology for its Identity Verification-as-a-Service platform.,"Identity Management, Information Technology, Machine Learning, Real Time, Security","Munich, Bayern, Germany, Europe",,https://www.idnow.io,$50M to $100M,119103730,USD,119103730,Late Stage Venture,8,BlackRock,BlackRock,1,,"287,283"
Venture Round - LenzTech,https://www.crunchbase.com/funding_round/lenztech-series-unknown--c923b6f4,LenzTech,https://www.crunchbase.com/organization/lenztech,Venture - Series Unknown,125000000,CNY,19551107,2022-04-19,,,,,Yes,LenzTech is a leader of image recognition technology in the consumer goods and retail industry with the biggest crowdsourcing platform.,"Artificial Intelligence (AI), Crowdfunding","Chaoyang, Liaoning, China, Asia",,http://www.lenztechretail.com/,$1M to $10M,125000000,CNY,19551107,M&A,1,,"Ecovacs, Tiantu Capital, Wanwu Capital, Yunqi Partners, Zoo Capital",5,,"177,663"
Series A - Clerkie,https://www.crunchbase.com/funding_round/clerkie-series-a--1999a294,Clerkie,https://www.crunchbase.com/organization/clerkie,Series A,33000000,USD,33000000,2023-04-18,Early Stage Venture,,,,Yes,"Clerkie is an AI financial planner that provides financial knowledge, personalized answers, and actionable plans.","Artificial Intelligence (AI), Finance, FinTech, Machine Learning","San Francisco, California, United States, North America","Black Founded, Black Led",https://clerkie.io,$1M to $10M,41000000,USD,41000000,Early Stage Venture,3,Left Lane Capital,"Citi Impact Fund, Citi Ventures, David Vélez, Flourish Ventures, Left Lane Capital, Tom Proulx, TruStage Ventures, Vestigo Ventures, Wellington Management",9,2,"413,989"
Series A - Nomagic,https://www.crunchbase.com/funding_round/nomagic-series-a--2a917a34,Nomagic,https://www.crunchbase.com/organization/nomagic,Series A,22000000,USD,22000000,2022-05-24,Early Stage Venture,,,,Yes,Nomagic provides smart pick and place robotic solutions for order fulfillment.,"Artificial Intelligence (AI), Cloud Infrastructure, Logistics, Robotics","Warsaw, Mazowieckie, Poland, Europe",,https://nomagic.ai/,$10M to $50M,30600000,USD,30600000,Early Stage Venture,3,"Almaz Capital, Khosla Ventures","Almaz Capital, Capnamic Ventures, DN Capital, European Investment Bank, Hoxton Ventures, Khosla Ventures, Manta Ray Ventures",7,3,"414,395"
Series B - Aquabyte,https://www.crunchbase.com/funding_round/aquabyte-series-b--a9cbc294,Aquabyte,https://www.crunchbase.com/organization/aquabyte,Series B,25000000,USD,25000000,2022-07-13,Early Stage Venture,,,,Yes,Aquabyte builds machine learning camera IOT software to directly solve the world’s food sustainability issues.,"Agriculture, Aquaculture, Information Services, Information Technology, Machine Learning","Laksevåg, Hordaland, Norway, Europe",,https://www.aquabyte.no,$1M to $10M,48799999,USD,48799999,Early Stage Venture,5,SBVA,"Alliance VC, ArcTern Ventures, Costanoa Ventures, Earthshot Ventures, New Enterprise Associates, Parkway Venture Capital, SBVA, Struck Capital, The Nature Conservancy, Westerly Winds",10,4,"414,754"
Series B - Lindy,https://www.crunchbase.com/funding_round/lindy-series-b--a33eb7ad,Lindy,https://www.crunchbase.com/organization/lindy,Series B,35000000,USD,35000000,2023-01-05,Early Stage Venture,,,,Yes,Your AI executive assistant.,"Artificial Intelligence (AI), Internet, Software, Virtual Assistant, Web Apps","San Francisco, California, United States, North America",,https://www.lindy.ai,$1M to $10M,49900000,USD,49900000,Early Stage Venture,4,Battery Ventures,"Battery Ventures, Coatue, Menlo Ventures",3,3,"288,740"
Debt Financing - Near Intelligence,https://www.crunchbase.com/funding_round/nearco-debt-financing--948f4c90,Near Intelligence,https://www.crunchbase.com/organization/nearco,Debt Financing,100000000,USD,100000000,2022-11-09,,,,,No,Near is a full-stack data intelligence SaaS platform that curates one of the world’s largest sources of intelligence on people and places.,"Analytics, Artificial Intelligence (AI), Location Based Services, Marketing, SaaS","Pasadena, California, United States, North America",,https://near.com,$50M to $100M,234000000,USD,234000000,IPO,6,Blue Torch Capital,Blue Torch Capital,1,,"186,393"
Grant - Sanctuary Cognitive Systems Corporation,https://www.crunchbase.com/funding_round/sanctuary-ai-grant--de473519,Sanctuary Cognitive Systems Corporation,https://www.crunchbase.com/organization/sanctuary-ai,Grant,30000000,USD,30000000,2022-12-01,,,,,No,Sanctuary is focused on developing human-like intelligence in general-purpose robots.,"Artificial Intelligence (AI), Industrial Automation, Machine Learning, Robotics","Vancouver, British Columbia, Canada, North America",,https://www.sanctuary.ai,$1M to $10M,90025634,USD,90025634,,6,Strategic Innovation Fund,Strategic Innovation Fund,1,,"267,587"
Venture Round - MathCo,https://www.crunchbase.com/funding_round/themathcompany-series-unknown--af17e375,MathCo,https://www.crunchbase.com/organization/themathcompany,Venture - Series Unknown,50000000,USD,50000000,2022-01-13,,,,,Yes,Global Enterprise AI and Analytics company,"Analytics, Artificial Intelligence (AI), Business Intelligence, Data Visualization, Management Consulting","Bengaluru, Karnataka, India, Asia",,https://mathco.com/,$10M to $50M,50000000,USD,50000000,,2,Brighton Park Capital,"Arihant Patni, Brighton Park Capital",2,2,"450,614"
Series B - Photoneo Brightpick Group,https://www.crunchbase.com/funding_round/photoneo-series-b--7cf7cffc,Photoneo Brightpick Group,https://www.crunchbase.com/organization/photoneo,Series B,19000000,USD,19000000,2023-01-17,Early Stage Venture,,,,Yes,Photoneo Brightpick Group is a leading robotics and AI company with more than 300 employees and 5000 technology installations worldwide.,"3D Technology, Artificial Intelligence (AI), Electronics, Industrial Automation, Logistics, Robotics, Software","Erlanger, Kentucky, United States, North America",,https://brightpick.ai/,$10M to $50M,52555614,USD,52555614,Early Stage Venture,4,Taiwania Capital Management Corporation,"Alpha Intelligence Capital, H&D Asset Management, IPM Group, Kolowrat Group, Taiwania Capital Management Corporation, Venture to Future Fund",6,3,"450,638"
Series B - Flexiv,https://www.crunchbase.com/funding_round/flexiv-series-b--db7050a3,Flexiv,https://www.crunchbase.com/organization/flexiv,Series B,90000000,USD,90000000,2022-06-29,Early Stage Venture,,,,Yes,"Flexiv Ltd. is a global leading general-purpose robotics company, focusing on developing and manufacturing adaptive robots.","Artificial Intelligence (AI), Robotics","Santa Clara, California, United States, North America",,https://www.flexiv.com/,$10M to $50M,196477000,USD,196477000,Early Stage Venture,4,,,,,"451,339"
Series A - 1X,https://www.crunchbase.com/funding_round/halodi-robotics-series-a--a0810d8d,1X,https://www.crunchbase.com/organization/halodi-robotics,Series A,23500000,USD,23500000,2023-03-23,Early Stage Venture,,,,Yes,1X is an AI and robotics company that designs and develops humanoid robots to address global labor needs.,"Artificial Intelligence (AI), Hardware, Manufacturing, Robotics","Moss, Ostfold, Norway, Europe",,https://www.1x.tech,,136488234,USD,136488234,Early Stage Venture,8,OpenAI Startup Fund,"Alliance VC, OpenAI Startup Fund, Sandwater, Skagerak Capital, Tiger Global Management, Type One Ventures",6,5,"451,488"
Post-IPO Equity - Meta Materials,https://www.crunchbase.com/funding_round/metamaterial-technologies-inc--post-ipo-equity--cfba9fa2,Meta Materials,https://www.crunchbase.com/organization/metamaterial-technologies-inc-,Post-IPO Equity,19999997,USD,19999997,2022-04-06,,,,,Yes,Meta Materials is a platform technology company that partners with OEMs across an expanding range of industries.,"Advanced Materials, Artificial Intelligence (AI), CleanTech, Information Technology, Nanotechnology","Dartmouth, Nova Scotia, Canada, North America",,http://www.metamaterial.com,$1M to $10M,172514934,USD,172514934,IPO,12,,,,,"452,001"
Corporate Round - Anthropic,https://www.crunchbase.com/funding_round/anthropic-corporate-round--c265164c,Anthropic,https://www.crunchbase.com/organization/anthropic,Corporate Round,400000000,USD,400000000,2023-02-03,,3700000000,USD,3700000000,Yes,Anthropic is an AI safety and research company that focuses on increasing the safety of large-scale AI systems.,"Artificial Intelligence (AI), Generative AI, Information Technology, Machine Learning","San Francisco, California, United States, North America",Women Founded,https://www.anthropic.com,,9740377627,USD,9740377627,Late Stage Venture,10,Google,Google,1,,"324,804"
Series D - Insider,https://www.crunchbase.com/funding_round/useinsider-series-d--91c8d529,Insider,https://www.crunchbase.com/organization/useinsider,Series D,121000000,USD,121000000,2022-02-28,Late Stage Venture,1099000000,USD,1099000000,Yes,"Insider enables marketers to connect customer data across channels, predict behavior with AI, and individualize cross-channel experiences.","Analytics, Artificial Intelligence (AI), Digital Marketing, Lead Management, Productivity Tools, SaaS","New York, New York, United States, North America",Women Founded,https://useinsider.com,$10M to $50M,272100000,USD,272100000,,8,Qatar Investment Authority,"212, Endeavor Catalyst, Esas Private Equity, ESPRO Investment, Peak XV Partners, Qatar Investment Authority, Riverwood Capital, Wamda Capital",8,4,"156,794"
Series B - autowise.ai,https://www.crunchbase.com/funding_round/autowise-ai-series-b--579f62f3,autowise.ai,https://www.crunchbase.com/organization/autowise-ai,Series B,200000000,CNY,29769436,2022-07-11,Early Stage Venture,,,,Yes,Autowise.ai develops autonomous road sweepers and indoor scrubbers.,Artificial Intelligence (AI),"Shanghai, Shanghai, China, Asia",,http://www.autowise.ai/,,420000000,CNY,62388393,Early Stage Venture,3,,"Chao Huang, Opple Capital, Oscar and Partners Capital, Shanshan Venture Capital, SkyChee Ventures, Tianqi Investment",6,2,"156,817"
Venture Round - Savana,https://www.crunchbase.com/funding_round/savana-6ede-series-unknown--36c874a0,Savana,https://www.crunchbase.com/organization/savana-6ede,Venture - Series Unknown,25000000,USD,25000000,2022-04-05,,,,,Yes,"Electronic Health Records reuse, with Clinical Natural Language Processing.","Artificial Intelligence (AI), Health Care","Madrid, Madrid, Spain, Europe",,https://savanamed.com,$10M to $50M,44400593,USD,44400593,,3,Conexo Ventures,"aldeA Ventures, Cathay Innovation, Conexo Ventures, Knuru Capital, Seaya",5,2,"416,333"
Series A - Selector,https://www.crunchbase.com/funding_round/selector-software-series-a--c6beb13e,Selector,https://www.crunchbase.com/organization/selector-software,Series A,28000000,USD,28000000,2022-03-15,Early Stage Venture,,,,Yes,Selector is a software company that provides AIOps platform for operational intelligence.,"Analytics, Artificial Intelligence (AI), Data Visualization, Infrastructure, Machine Learning, Software","Santa Clara, California, United States, North America",,https://www.selector.ai,$10M to $50M,33000000,USD,33000000,Early Stage Venture,2,"Atlantic Bridge, SineWave Ventures, Two Bear Capital","Atlantic Bridge, Azure Capital Partners, SineWave Ventures, Two Bear Capital",4,,"656,207"
Post-IPO Equity - Gorilla Technology Group,https://www.crunchbase.com/funding_round/gorilla-technology-group-post-ipo-equity--a1dc5b70,Gorilla Technology Group,https://www.crunchbase.com/organization/gorilla-technology-group,Post-IPO Equity,41900000,USD,41900000,2022-07-14,,,,,Yes,"Gorilla Technology Group, Inc. is an independent software solution and SaaS provider that specializes in Video technology and Analytics.","Analytics, Enterprise Software, Information Technology, Machine Learning, SaaS, Software, Video","London, England, United Kingdom, Europe",,http://www.gorilla-technology.com/,$50M to $100M,93900000,USD,93900000,IPO,8,,,,,"302,100"
Series A - Arkestro,https://www.crunchbase.com/funding_round/bid-ops-series-a--b68905fc,Arkestro,https://www.crunchbase.com/organization/bid-ops,Series A,26000000,USD,26000000,2022-06-14,Early Stage Venture,,,,Yes,Arkestro is a predictive procurement software for businesses to boost savings and supply chain performance.,"Analytics, Predictive Analytics, Procurement, Productivity Tools, Software","San Francisco, California, United States, North America",,https://arkestro.com,Less than $1M,27950000,USD,27950000,Early Stage Venture,5,"Construct Capital, Four More Capital, Koch Disruptive Technologies, New Enterprise Associates","Cervin Ventures, Construct Capital, Correlation Ventures, El Cap Holdings, Forum Ventures, Four More Capital, Illuminate Ventures, Koch Disruptive Technologies, New Enterprise Associates, Tenacity Venture Capital",10,4,"658,217"
Venture Round - Stacked Farm,https://www.crunchbase.com/funding_round/stacked-farm-series-unknown--d52ef628,Stacked Farm,https://www.crunchbase.com/organization/stacked-farm,Venture - Series Unknown,56000000,AUD,38652598,2022-06-28,,,,,Yes,"Stacked Farm offers cost-effective, nutritious, and pristine fresh produce, from seed to pack, with no human intervention.","Agriculture, Farming, Food Processing, Manufacturing, Robotic Process Automation (RPA)","Gold Coast, Queensland, Australia, Oceania",,https://stackedfarm.com/,$1M to $10M,96000000,AUD,65381543,,2,,"Founder Led Investments, Magnetar Capital, Stratos Capital, Tribeca Investment Partners",4,,"658,637"
Series A - causaLens,https://www.crunchbase.com/funding_round/causalens-series-a--75d1b060,causaLens,https://www.crunchbase.com/organization/causalens,Series A,40310000,EUR,44943244,2022-01-28,Early Stage Venture,,,,Yes,causaLens is a causal AI software company that develops AI that decision-makers trust.,"Artificial Intelligence (AI), Big Data, Enterprise Applications, Machine Learning, Software","London, England, United Kingdom, Europe",,https://www.causalens.com,$10M to $50M,50943244,USD,50943244,Early Stage Venture,4,"Dorilton Capital, Molten Ventures","Dorilton Capital, Generation Ventures, GP Bullhound, IQ Capital, Molten Ventures",5,2,"304,563"
Series A - Proton.ai,https://www.crunchbase.com/funding_round/proton-ai-series-a--cd820891,Proton.ai,https://www.crunchbase.com/organization/proton-ai,Series A,20000000,USD,20000000,2022-01-18,Early Stage Venture,,,,Yes,Proton.ai is an AI-powered sales platform for distributors to gain millions of revenue and reclaim market share.,"Artificial Intelligence (AI), CRM, SaaS, Sales Automation","Allston, Massachusetts, United States, North America",,https://www.proton.ai,$1M to $10M,20000000,USD,20000000,Early Stage Venture,2,Felicis,"Abstract Ventures, Battery Ventures, Felicis, Godard Abel, J Ventures, Jonathan Bein, Mike Emerson, Mike Marks, Mike Page, MSC Industrial Direct, Ray Grady, Rob May",12,1,"306,477"
Series A - HumanSignal,https://www.crunchbase.com/funding_round/heartex-series-a--3dcebe11,HumanSignal,https://www.crunchbase.com/organization/heartex,Series A,25000000,USD,25000000,2022-05-18,Early Stage Venture,,,,Yes,HumanSignal offers a data labeling and annotations tool for building accurate and smart AI products.,"Artificial Intelligence (AI), Data Collection and Labeling, Machine Learning, Open Source, Software","San Francisco, California, United States, North America",,https://humansignal.com/,$1M to $10M,30000000,USD,30000000,Early Stage Venture,2,Redpoint,"Bow Capital, Redpoint, Swift Ventures, Unusual Ventures",4,2,"228,559"
