Organization Name,Organization Name URL,Full Description,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Exit Date,Exit Date Precision,Trademarks Registered,Monthly Visits,Active Tech Count,Total Products Active,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Downloads Last 30 Days,Most Popular Patent Class,Most Popular Trademark Class,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Number of Funding Rounds,Last Funding Date,Headquarters Regions,Estimated Revenue Range,Top 5 Investors,Most Recent Valuation Range,Date of Most Recent Valuation,Patents Granted,IPO Status,Postal Code,Founded Date,Founded Date Precision,Company Type,Website,LinkedIn,Number of Exits,Number of Exits (IPO),Industry Groups,Number of Founders,Founders,Number of Employees,Funding Status,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,CB Rank (Organization),CB Rank (Company),Hub Tags,Number of Sub-Orgs,Diversity Spotlight (US Headquarters Only),Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks)
Lynx Analytics,https://www.crunchbase.com/organization/lynx-analytics,"Lynx Analytics is a predictive analytics outlet run by quantitative marketing scientists and industry experienced data scientists.  The company's focus on (Big) Data and (Big) Analytics industry challenges, coupled with our expert RnD team with 10+ years of Google and startup experience in optimizing algorithms and productizing predictive engines have yielded a unique and efficient analytics process. Furthermore, our teams' qualifications are worldwide, including Professors, PhD.s, MScs, and MBAs from Berkeley, Columbia, Corvinus, INSEAD, and NUS, as well as experience in managing analytical modeling teams at prestigious companies such as T-Mobile or GE Money. It is the combination of our insightful frameworks, product development capabilities, and these qualifications which are the true value of Lynx's proposition.","Analytics, Big Data, Information Technology, Machine Learning, Predictive Analytics","Singapore, Central Region, Singapore",Lynx Analytics is a predictive analytics outlet run by quantitative marketing scientists and industry experienced data scientists.,10000000,USD,10000000,,,0,"2,855",48,20,10000000,USD,10000000,,Computing; Calculating,,10000000,USD,10000000,1,2016-05-31,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",$1M to $10M,,,,0,Private,,2010-01-01,year,For Profit,http://www.lynxanalytics.com/,https://www.linkedin.com/company/lynx-analytics,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Software",1,Gyorgy Lajtai,11-50,,Venture - Series Unknown,10000000,USD,10000000,Venture - Series Unknown,,,,,"42,443","42,304",,,,,,,,,,,,
Ople,https://www.crunchbase.com/organization/ople,"Ople enables business users to run predictive analytics using artificial intelligence and automated machine learning. Its unique Automated Machine Learning technology enables the platform to intelligently manage all the complex operations, including data preparation, feature engineering, model creation, optimization, and deployment. The company was founded in San Mateo, California.","Analytics, Artificial Intelligence (AI), Machine Learning, SaaS, Software","San Mateo, California, United States",Ople enables business users to run predictive analytics using artificial intelligence and automated machine learning.,10000000,USD,10000000,2021-10-28,day,,,22,15,10000000,USD,10000000,,,,,,,3,2019-01-09,"San Francisco Bay Area, Silicon Valley, West Coast",$10M to $50M,"Hack VC, Plug and Play, Triage Ventures, Storm Global",$10M to $50M,2018-10-23,,Private,94402,2017-03-01,month,For Profit,https://ople.ai/,https://www.linkedin.com/company/ople-ai/,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",1,Pedro Alves,11-50,M&A,Series A,,,,Series A,1,4,,Was Acquired,"42,577","42,435",,,,,,,,,,,,
Infinia ML,https://www.crunchbase.com/organization/infinia-ml,Infinia ML helps businesses redefine ​ the possibilities of human potential​ with advanced machine learning.,"Artificial Intelligence (AI), Computer, Machine Learning, Software","Durham, North Carolina, United States",Infinia ML helps businesses redefine ​ the possibilities of human potential​ with advanced machine learning.,10000000,USD,10000000,2023-09-12,day,1,,43,21,10000000,USD,10000000,,,Scientific and technological services,10000000,USD,10000000,1,2017-09-08,"Research Triangle, East Coast, Southern US",$1M to $10M,Carrick Capital Partners,,,0,Private,27703,2017-09-01,month,For Profit,https://www.infiniaml.com,https://www.linkedin.com/company/11351707/admin/updates/,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software",3,"Jun Liu, Lawrence Carin, Robbie Allen",11-50,M&A,Venture - Series Unknown,10000000,USD,10000000,Venture - Series Unknown,1,1,,Was Acquired,"42,985","42,840",,,,,,,,,,,,
BOOLV,https://www.crunchbase.com/organization/boolean-vector-boolv,"BOOLV is an AI video generation SaaS service provider. They provide SaaS services for e-commerce clients. They developed long-term and fruitful collaborations with numerous renowned firms in fashion, furniture brands, academia, and industry.",Artificial Intelligence (AI),"Shenzhen, Guangdong, China",Boolean vector BOOLV is an AI video generation SaaS service provider.,10000000,USD,10000000,,,0,"31,743",36,,10000000,USD,10000000,,,Scientific and technological services,10000000,USD,10000000,1,2022-03-01,Asia-Pacific (APAC),,"UpHonest Capital, Kuehne + Nagel, Decent Capital, Linear Capital, Volcanics Venture",,,0,Private,,2021-10-01,month,For Profit,https://boolv.tech,https://www.linkedin.com/company/boolv-tech,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,11-50,Early Stage Venture,Series A,10000000,USD,10000000,Series A,,5,,,"43,152","43,007",,,,,,,,,,,,
CryptoGPT,https://www.crunchbase.com/organization/cryptogpt,CryptoGPT is a zero-knowledge layer 2 blockchain network that attempts to capitalize on artificial intelligence's success. It is the ZK Layer-2 that enables the ownership of AI data monetization. make every day-to-day task a source of money.,"Artificial Intelligence (AI), Blockchain, Information Technology","Singapore, Central Region, Singapore",CryptoGPT is a zero-knowledge layer 2 blockchain network that attempts to capitalize on artificial intelligence's success.,10000000,USD,10000000,,,,"9,778",10,,10000000,USD,10000000,"185,916",,,10000000,USD,10000000,1,2023-04-10,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",$1M to $10M,DWF Labs,,,,Private,,2022-01-01,year,For Profit,https://www.cryptogpt.org,https://www.linkedin.com/company/cryptogpt,,,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Information Technology, Other, Science and Engineering, Software",,,11-50,Early Stage Venture,Series A,10000000,USD,10000000,Series A,1,1,,,"46,114","45,955",,,,,,,,,,,,
Kitov,https://www.crunchbase.com/organization/kitov-systems,"Kitov develops a platform for automated visual inspection based on artificial intelligence. It leverages visions of computers and capabilities of artificial intelligence that include deep learning, advanced robotics, and big data analytics, enabling industrial manufacturers to reduce manufacturing costs, eliminate inefficiencies and improve quality without the need for any programming expertise or expertise on automation.","Artificial Intelligence (AI), Computer Vision, Industrial Automation, Information Technology","Petah Tiqva, HaMerkaz, Israel",Kitov develops a platform for automated visual inspection based on artificial intelligence.,10000000,USD,10000000,,,0,"2,478",6,,10000000,USD,10000000,,Computing; Calculating,,10000000,USD,10000000,1,2018-10-10,"Europe, Middle East, and Africa (EMEA), Middle East",$1M to $10M,"RSBG Ventures, RAG-Stiftung, Global IoT Technology Ventures, Inc.",,,7,Private,4951447,2014-07-14,day,For Profit,https://www.kitov.ai/,https://www.linkedin.com/company/kitov-systems/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Manufacturing, Science and Engineering, Software",1,Nir Avrahami,11-50,Early Stage Venture,Series A,10000000,USD,10000000,Series A,1,3,,,"47,663","47,499",,,,,,,,,,,,
Pythia Labs,https://www.crunchbase.com/organization/pythia-labs,Pythia Labs is an innovative technology start-up based in Los Angeles that aims to develop cutting-edge solutions for the biotechnology industry. We develop a software suite for the modeling and design of biological molecules leveraging the power of the latest Deep Learning methods. Our solution addresses the needs of the pharmaceutical industry by facilitating the development of drugs and the whole R&D process.,"Artificial Intelligence (AI), Bioinformatics, Biopharma, Biotechnology, Life Science, Machine Learning, Software","Los Angeles, California, United States",Pythia Labs is an LA-based start-up that crafts computational solutions to facilitate the discovery and design of biomolecular therapeutics.,10000000,USD,10000000,,,0,,6,,10000000,USD,10000000,,,Scientific and electric apparatus and instruments,10000000,USD,10000000,1,2021-09-01,"Greater Los Angeles Area, West Coast, Western US",,,,,4,Private,90034,2017-01-01,day,For Profit,https://pythialabs.com,https://www.linkedin.com/company/pythialabs,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",1,Joshua Laniado,11-50,Seed,Seed,10000000,USD,10000000,Seed,,,,,"48,134","47,968",,,,,,,,,,,,
Trooly,https://www.crunchbase.com/organization/troo-ly,"Trooly delivers Instant Trust™ services that verify, screen and predict trustworthy relationships and interactions. We work with the world’s largest financial institutions, peer-to-peer marketplaces, marketers and employers. Our Instant Trust rating service is designed to fill a “trust gap” caused by the speed of modern commerce and community, which requires instant evaluation of potential reward and risk – without the trust-building interaction history and feedback loops that people use to evaluate relationships offline. Our machine learning technology synthesizes digital footprints in real time to provide rich insight — well beyond old-school background checks, credit scores and risk management tools. Instant Trust ratings require minimal customer data input and cost less than $1 per query, with ratings and supporting evidence returned in roughly 30 seconds. Trooly’s predictive power has been demonstrated to be at least twice as effective as background checks, credit checks or database profiles in determining trustworthiness of individuals and businesses. Trooly operates as a consumer reporting agency, using only public and permissible information from online and offline sources. We respect and comply with applicable privacy and data protection laws, including the Fair Credit Reporting Act in the United States. We are also dedicated to balancing transparency with respect for individual privacy.","FinTech, Machine Learning, Risk Management, SaaS, Sharing Economy","Los Altos, California, United States","Trooly delivers Instant Trust™ services that verify, screen and predict trustworthy relationships and interactions. #FinTech #P2P",10000000,USD,10000000,2017-06-16,day,0,,1,,10000000,USD,10000000,,Computing; Calculating,,10000000,USD,10000000,1,2016-06-20,"San Francisco Bay Area, Silicon Valley, West Coast",Less than $1M,"Bain Capital Ventures, Milliways Ventures",,,1,Private,94022,2014-01-01,year,For Profit,http://troo.ly,https://www.linkedin.com/company/3718162,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Other, Professional Services, Software",3,"Anish Das Sarma, Nilesh Dalvi, Savi Baveja",11-50,M&A,Series A,10000000,USD,10000000,Series A,2,2,,Was Acquired,"48,921","48,748",,,,,,,,,,,,
millionways,https://www.crunchbase.com/organization/millionways,"There’s a lot of personality A.I. out there. But they are powered by static, non-scientific, over-simplified and outdated models. 16 personality types are not the reality! We built the world’s first emotionally-intelligent A.I. on proprietary scientific data from years of own R&D. Just speak to it – and it analyzes unconscious traits, moods and patterns. And it doesn’t stop there: Our A.I. is also able to connect people based on those insights. Imagine how many use cases this uncovers for recruiting, HR, healthcare and individuals. Our technology is based on first-time-digitalized PSI theory (further information in the Tech & Science deck). We are devoted to finally make understanding the unconscious better. Our disruptive technology meets several “zeitgeist topics” and can be utilized for B2B and B2C which makes it a potential - currently untouched - billion dollar market. millionways was developed, and is continually evolving, through our team of renowned scientists, developers, psychologist, philosophers, deep thinkers, and people who use it.","Artificial Intelligence (AI), Life Science, Personal Development","New York, New York, United States","The world’s first emotionally-intelligent A.I., providing next-gen personality insights",10000000,USD,10000000,,,,,19,,10000000,USD,10000000,,,,10000000,USD,10000000,1,2023-04-04,"Greater New York Area, East Coast, Northeastern US",,,,,,Private,,2017-01-01,year,For Profit,https://millionways.me,https://www.linkedin.com/company/millionways-net,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Education, Science and Engineering, Software",2,"Martin Cordsmeier, Max Weidemann",11-50,Seed,Seed,10000000,USD,10000000,Seed,,,,,"49,719","49,529",,,,,,,,,,,,
Donde Search,https://www.crunchbase.com/organization/donde-search,"Donde is transforming the online shopping experience by using its award winning AI, Computer Vision, and Natural Language Processing technology to help E-commerce sites mimic the way their customers think about products. By integrating Donde’s technology, retailers are able to react faster to trends, reduce operational overhead, shorten the purchase time and improve the user experience. Donde’s SaaS platform is being used by the biggest e-commerce companies in the world to provide intuitive visual discovery based on the product visual features - rather than words.   Based in NY and TLV with an amazing team, experts in Cloud and AI technology with deep expertise in Retail. The company is backed by a phenomenal network of advisors and investors such as Waze CEO, Mobileye's first investor, CNN founder and Ali Express Co-founder.","Artificial Intelligence (AI), Computer Vision, E-Commerce, E-Commerce Platforms, Natural Language Processing, Retail Technology, SaaS, Shopping, Software, Visual Search","New York, New York, United States","Transforming the online shopping experience using AI, Computer Vision and NLP to develop Intuitive Visual Discovery for Retailers",10000000,USD,10000000,,,,276,,10,10000000,USD,10000000,,,,6500000,USD,6500000,3,2019-02-15,"Greater New York Area, East Coast, Northeastern US",$1M to $10M,"Golden Seeds, UpWest, Matrix, AfterDox",,,,Private,,2014-03-17,day,For Profit,http://www.dondesearch.com,https://www.linkedin.com/company/dondesearch/,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Internet Services, Science and Engineering, Software",2,"Liat Zakay, Shai Katzir",1-10,Early Stage Venture,Series A,6500000,USD,6500000,Series A,2,4,,,"55,446","55,212",,,"Women Founded, Women Led",,,,,,,,,
Emotech LTD,https://www.crunchbase.com/organization/emotech-ltd,"Founded in London, UK in 2014, Emotech is the world's first AI company dedicated to exploring proactivity and multimodality in robotics and emotion AI. Their vision is improve the relationships between humans and technology. They believes as robots populate their lives, they must be built to be empathetic, promoting balanced lifestyles, through innovative, efficient interactions. Their first product, four time CES Innovation Award-winning Olly, is world’s first robot with individual personality. 						 The company brings together more than 30 top artificial intelligence scientists, engineers, designers, etc., including experts of the well-known team Google DeepMind, outstanding doctoral students and postdoctoral fellows in artificial intelligence at many top universities, e.g. UCL, Imperial College, the School of Computer Science of Carnegie Mellon University. John Shawe Taylor, head of computer statistics and machine learning at the University of London and one of Europe’s most prestigious professors of computer science, was also invited to become an advisor for the project. 						 Emotech not only has excellent and innovative product design concepts, but also ranks first in the world in core artificial intelligence technology. As one of a very few teams in the world that has multimodal integration of voice and computer vision technology, Emotech has a number of world's best technologies and a number of international patents in this area. For example, rivaling Google and Microsoft’s world’s most advanced speech recognition technology, Microsoft's world-leading voiceprint identification technology surpasses Adobe's world's most advanced rotoscoping technology, as well as IBM Waston's world's most advanced character analysis algorithms, and has won numerous awards at the world's top artificial intelligence conference. Such as Visual Object Tracking Challenge 2016 Best realtime tracker (Published in CVPR2016), IEEE ICRA 2015 Best Computer Vision Paper Award Finalist, IEEE SLT 2014 Best Paper, etc.","Artificial Intelligence (AI), Hardware, Machine Learning, Robotics","London, England, United Kingdom",Emotech is an AI startup aiming to redefine the relationship between humans and technology.,10000000,USD,10000000,,,4,,,11,10000000,USD,10000000,,Computing; Calculating,Scientific and technological services,,,,3,2018-01-25,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Upscale, Alliance Capital, Lanting Capital",,,7,Private,WC1H 0PP,2014-08-01,month,For Profit,http://heyolly.com,https://www.linkedin.com/company/emotech-ltd/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",3,"Chelsea Chen, Hongbin Zhuang, Jan Medvesek",11-50,,Venture - Series Unknown,,,,Venture - Series Unknown,1,3,,,"58,343","58,087",,,,,,,,,,,,
Rich AI,https://www.crunchbase.com/organization/rich-ai,"Rich AI is an artificial intelligence startup company specializing in security. Through the core technology of self-developed artificial intelligence platform and knowledge map engine, it is wisdom public security, wisdom government and wisdom. The city provides a strong guarantee.","Artificial Intelligence (AI), Machine Learning","Beijing, Beijing, China",Rich AI is an artificial intelligence startup company,10000000,USD,10000000,,,,,12,,10000000,USD,10000000,,,,10000000,USD,10000000,2,2019-07-05,Asia-Pacific (APAC),Less than $1M,"Yunqi Partners, Kinzon Capital",,,,Private,,2017-01-01,year,For Profit,http://www.richinfoai.com,https://www.linkedin.com/company/%E5%8C%97%E4%BA%AC%E7%9D%BF%E4%BC%81%E4%BF%A1%E6%81%AF%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2,"Liu Xu, Qi Wen",1-10,Seed,Angel,10000000,USD,10000000,Angel,2,2,,,"58,813","58,551",,,,,,,,,,,,
Tveon,https://www.crunchbase.com/organization/tveon,"Tveon is a video engineering company specialized in flexible software development. Their team of neuroscientists, mathematicians, and video engineers have developed interactive video compression and encoding software-driven by continual learning AI to enhance and support how they experience video information. The company was founded in 2015 and is headquartered in Alberta, Canada.","Artificial Intelligence (AI), Big Data, Computer Vision, Machine Learning, Software, Video","Calgary, Alberta, Canada",Tveon is a video engineering company specialized in flexible software development.,10000000,USD,10000000,,,1,,32,,10000000,USD,10000000,,,Scientific and electric apparatus and instruments,10000000,USD,10000000,1,2019-10-04,,$1M to $10M,,,,0,Private,,2015-01-01,year,For Profit,https://tveon.com/,https://www.linkedin.com/company/tveon/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Media and Entertainment, Science and Engineering, Software, Video",1,Randy Dempsey,11-50,,Venture - Series Unknown,10000000,USD,10000000,Venture - Series Unknown,,,,,"61,323","61,037",,,,,,,,,,,,
Galixir,https://www.crunchbase.com/organization/galixir,"Galixir is an artificial intelligence technology to promote the research and development of new drugs. Our artificial intelligence drug discovery platform can help drug research and development scientists greatly save time and cost in drug development. At the same time, our platform also provides comprehensive patent protection coverage for the drugs developed. Relying on cutting-edge artificial intelligence technology, Xingyao combines engineering chemistry, computational chemistry, computational biology, and cloud computing technologies to serve the various processes of drug development.","Artificial Intelligence (AI), Biotechnology, Cloud Computing, Product Research","Shenzhen, Guangdong, China",Galixir is an artificial intelligence technology to promote the research and development of new drugs.,10000000,USD,10000000,,,,,10,,10000000,USD,10000000,,,,,,,2,2020-12-29,Asia-Pacific (APAC),$1M to $10M,"DCM Ventures, Gaorong Capital, Source Code Capital, 5Y Capital, Taihill Venture",,,,Private,,2019-01-01,year,For Profit,http://www.galixir.com/,https://www.linkedin.com/company/galixir,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Design, Internet Services, Science and Engineering, Software",1,Chengtao Li,101-250,Early Stage Venture,Series A,,,,Series A,3,5,,,"61,528","61,241",,,,,,,,,,,,
Regenerative Bio,https://www.crunchbase.com/organization/regenerative-bio,"Regenerative Bio is the world's first anti-aging biotechnology company driven by artificial intelligence and cloud supercomputing, Regenerative Bio combines AI pharmaceutical-related technologies with biology to explore ingredients, formulations and therapies with anti-aging effects, and solve the problems caused by aging.","Artificial Intelligence (AI), Biotechnology, Health Care, Pharmaceutical","Cambridge, Massachusetts, United States",Regenerative Bio is the world's first anti-aging biotechnology company driven by artificial intelligence and cloud supercomputing.,10000000,USD,10000000,,,,,,,10000000,USD,10000000,,,,10000000,USD,10000000,1,2022-02-25,"Greater Boston Area, East Coast, New England",$1M to $10M,"UpHonest Capital, 5Y Capital, Taihill Venture, K2VC, IMO Ventures",,,,Private,02145,2020-01-01,year,For Profit,http://www.regen-bio.us/,https://www.linkedin.com/company/regenerativebio,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",,,11-50,Seed,Angel,10000000,USD,10000000,Angel,2,6,,,"62,146","61,851",,,,,,,,,,,,
ViaTouch Interactive Media,https://www.crunchbase.com/organization/viatouch-interactive-media,ViaTouch Media is changing the way consumers shop with innovative retail technology.,"Artificial Intelligence (AI), Point of Sale, Retail, Retail Technology, Vending and Concessions","San Diego, California, United States",ViaTouch Media is a retail technology company and makers of VICKI the worlds first AI-powered store and virtual attendant.,10000000,USD,10000000,,,,570,6,,10000000,USD,10000000,,,,10000000,USD,10000000,1,2018-01-01,"Greater San Diego Area, West Coast, Western US",$1M to $10M,,,,,Private,92121,2014-01-01,year,For Profit,https://getvicki.com/,https://www.linkedin.com/company/viatouch-media,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Science and Engineering, Software",1,Tom Murn,11-50,Seed,Seed,10000000,USD,10000000,Seed,,,,,"63,510","63,207",,,,,,,,,,,,
Corigine,https://www.crunchbase.com/organization/corigine,"Corigine is a fabless semiconductor company that provides EDA and IP solutions and products. The intelligent chips developer primarily serves the telecom industry, having worked on 5G network data centers and high-end electronic design automation. The company also provides USB-IF certified USB 3.2 and USB 2.0 controllers, lowering the risk of IP errors due to specification interpretations. Corigine USB controllers are built on a new generation architecture that takes advantage of the most recent USB features while remaining small, low-power, and highly configurable.","Cloud Management, Machine Learning, Semiconductor","Santa Clara, California, United States","Corigine delivers innovative solutions in connectivity, storage, and machine learning for cloud, automotive, and emerging applications.",10000000,USD,10000000,,,,570,13,,10000000,USD,10000000,,,,10000000,USD,10000000,1,2021-03-22,"San Francisco Bay Area, Silicon Valley, West Coast",,"Susquehanna International Group (SIG), SBCVC, Amlogic, Shanghai Pudong Science and Technology Investment, CTC Capital",,,,Private,95054,2015-01-01,year,For Profit,https://www.corigine.com/,https://www.linkedin.com/company/corigine-inc.,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Science and Engineering, Software",1,Sheng Lu,51-100,Seed,Seed,10000000,USD,10000000,Seed,1,7,,,"63,964","63,658",,,,,,,,,,,,
iflybuds,https://www.crunchbase.com/organization/iflybuds,Vision Intelligence is a  AI smart hardware company that manufactures and sells interactive intelligence based electronic consumer products.,"Artificial Intelligence (AI), Electronics, Hardware, Manufacturing","Hefei, Anhui, China",Vision Intelligence is a AI smart hardware company.,10000000,USD,10000000,,,1,"4,865",2,,10000000,USD,10000000,,,Advertising; business,10000000,USD,10000000,1,2023-09-07,Asia-Pacific (APAC),,FutureX Capital,,,0,Private,,2021-01-01,year,For Profit,https://www.iflybuds.com/#/home,,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software",,,,Seed,Seed,10000000,USD,10000000,Seed,1,1,,,"64,182","63,875",,,,,,,,,,,,
Wand,https://www.crunchbase.com/organization/wand-619e,"Wand is a no code genAI and ML platform used to build virtual business assistants across all functions in the enterprise. It is built for the enterprise and adheres to all corporate requirements: role-based access control, on-premise/VPC option, no hallucination, real-time data access, traceability, etc. Wand’s architecture introduces a substantially more advanced and efficient algorithmic system that solves the intelligence barriers of LLMs — reasoning, personalization, and planning in a highly efficient way. Wand AI has built multi-components agent technologies (cognitive planner, dynamic personalization, and a smaller dedicated LLM), combined with the ability for AI agents with specialized expertise to collaborate with each other. Summary capabilities: - End-to-end analytical AI business assistant for everyone in the enterprise. - Access and analyze any content type: files, web sites, databases, SaaS apps, onsite apps, etc. - at scale. - Enterprise-class ML predictive capabilities.","Artificial Intelligence (AI), Data Integration, Enterprise Software, Generative AI, Machine Learning, SaaS, Virtual Assistant","Dover, Delaware, United States",End-to-end analytical AI business assistant for everyone in the enterprise.,10000000,USD,10000000,,,,"13,759",34,,10000000,USD,10000000,,,,10000000,USD,10000000,1,2022-07-01,"East Coast, Southern US",,"Lytical Ventures, Sam Awrabi, BAT VC, Rebellion Ventures, Metis Capital Management LLC",,,,Private,19904,2022-02-28,day,For Profit,https://wand.ai/,https://www.linkedin.com/company/81617275,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",3,"Philippe Chambadal, Rotem Alaluf, Yogev Shifman",11-50,Seed,Seed,10000000,USD,10000000,Seed,,5,,,"64,517","64,205",,,,,,,,,,,,
Capitol AI,https://www.crunchbase.com/organization/capitol-ai,Capitol AI is a knowledge engine and content generation platform that helps users leverage best AI models to create stories.,"Analytics, Artificial Intelligence (AI), Content, Data Visualization, Education, Software","Washington, District of Columbia, United States",Capitol AI is a storyelling platform,10000000,USD,10000000,,,744,"84,631",31,,10000000,USD,10000000,,Musical Instruments; Acoustics,Scientific and electric apparatus and instruments,10000000,USD,10000000,1,2022-11-22,"Washington DC Metro Area, Southern US",,"Fuel Capital, AirAngels, Designer Fund, Tokyo Black, Brian Chesky",,,6,Private,20008,2021-02-12,day,For Profit,https://www.capitol.ai,https://www.linkedin.com/company/capitolai,,,"Artificial Intelligence (AI), Data and Analytics, Design, Education, Information Technology, Media and Entertainment, Science and Engineering, Software",3,"Ezra Lee, Shaun Modi, Tom Hallaran",11-50,Seed,Seed,10000000,USD,10000000,Seed,1,10,,,"65,040","64,724",,,,,,,,,,,,
Provenance Networks,https://www.crunchbase.com/organization/provenance-networks,,"Artificial Intelligence (AI), Web Hosting","Phoenix, Arizona, United States","Provenance Networks is a domain registration and web hosting company based in Phoenix, Arizona, USA",10000000,USD,10000000,,,,439,9,,10000000,USD,10000000,,,,10000000,USD,10000000,1,2023-07-07,"Greater Phoenix Area, Western US",,,,,,Private,,2023-04-04,day,Non-profit,https://provenancenetworks.com/,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",,,11-50,Early Stage Venture,Series A,10000000,USD,10000000,Series A,,,,,"66,272","65,948",,,,,,,,,,,,
Bitpanda.ai,https://www.crunchbase.com/organization/bitpanda-ai,"Bitpanda.AI wants to act as a vibrant centre, providing cutting-edge AI-driven goods and specialised investing features.","Artificial Intelligence (AI), Machine Learning, Wealth Management","Vienna, Wien, Austria","Bitpanda.AI wants to act as a vibrant centre, providing cutting-edge AI-driven goods and specialised investing features.",10000000,USD,10000000,,,,245,2,,10000000,USD,10000000,,,,10000000,USD,10000000,1,2023-05-19,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,Bitpanda,,,,Private,1020,2014-01-01,year,For Profit,https://bitpanda.ai,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",,,501-1000,,Corporate Round,10000000,USD,10000000,Corporate Round,1,1,,,"66,367","66,040",,,,,,,,,,,,
Velotix,https://www.crunchbase.com/organization/velotix,"In a world of constantly evolving privacy policies, regulations and rules to apply and track, the risk of violation and fines is  paralyzing business agility. Velotix introduces a unique AI-driven data protection and access permissions platform that removes risk, automates policy management at scale, and provides access to data. Securely orchestrate the right access, to the right people, at the right time, for the right use.","Analytics, Artificial Intelligence (AI), Big Data, Computer, Enterprise Software, Information Technology, InsurTech, Software","Ramat Gan, Tel Aviv, Israel","The right access, to the right data, for the right people, at the right time.",10000000,USD,10000000,,,0,,38,,10000000,USD,10000000,,,,,,,4,2024-05-21,"Europe, Middle East, and Africa (EMEA), Middle East",$1M to $10M,"Tenity, Barclays, Plug and Play, Apple Core Holdings, Capri Ventures",,,1,Private,5270002,2020-01-01,year,For Profit,https://velotix.ai,https://www.linkedin.com/company/velotix/,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Financial Services, Hardware, Information Technology, Science and Engineering, Software",3,"Adam Ben Gur, Adi Hod, Uriel Ekstein",11-50,Seed,Seed,,,,Seed,4,6,,,"68,227","67,895",,,,,,,,,,,,
Actiview,https://www.crunchbase.com/organization/actiview,"Actiview is an HR-Tech company which develops virtual reality (VR) and machine learning (ML) technology. The company helps organizations to find the most suitable employees for their needs. Actiview helps reduce mistakes in the hiring process, provides a unique and fascinating job application experience, the swiftest selection procedures, and improves the quality of staff in the organization.","Analytics, Artificial Intelligence (AI), Consulting","Petah Tiqva, HaMerkaz, Israel","Actiview is a BI and Analytics consulting firm, with offices in Israel and the US.",10000000,USD,10000000,,,,,31,,10000000,USD,10000000,,,,10000000,USD,10000000,1,2020-02-20,"Europe, Middle East, and Africa (EMEA), Middle East",$1M to $10M,Teddy Sagi Group,,,,Private,,2016-01-01,year,For Profit,http://www.actiview.co.il/,https://www.linkedin.com/company-beta/1762758/,,,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",,,51-100,Early Stage Venture,Series A,10000000,USD,10000000,Series A,1,1,,,"68,826","68,489",,,,,,,,,,,,
