"Region";"Technology";"Relatedness.Density";"Complexity";"RCA";"CPC";"X.Label..CPC.";"Relatedness.Density..CPC.";"RCA..CPC."
"NL4";"Materials, metallurgy";31,04;6,06;0,33;"B22D";"casting of metals; casting of other substances by ";5,63;0,19
"NL4";"Materials, metallurgy";31,04;6,06;0,33;"B22F";"working metallic powder; manufacture of articles f";25,33;0,37
"NL4";"Materials, metallurgy";31,04;6,06;0,33;"C01B";"non-metallic elements; compounds thereof";14,5;0,41
"NL4";"Materials, metallurgy";31,04;6,06;0,33;"C01C";"ammonia; cyanogen; compounds thereof";7,99;1,14
"NL4";"Materials, metallurgy";31,04;6,06;0,33;"C01D";"compounds of alkali metals, i.e. lithium, sodium, ";9,69;0
"NL4";"Materials, metallurgy";31,04;6,06;0,33;"C01F";"compounds of the metals beryllium, magnesium, alum";12,76;0,33
"NL4";"Materials, metallurgy";31,04;6,06;0,33;"C01G";"compounds containing metals not covered by subclas";14,89;0,36
"NL4";"Materials, metallurgy";31,04;6,06;0,33;"C03C";"chemical composition of glasses, glazes, or vitreo";42,81;0,67
"NL4";"Materials, metallurgy";31,04;6,06;0,33;"C21B";"manufacture of iron or steel";5,9;0,09
"NL4";"Materials, metallurgy";31,04;6,06;0,33;"C21C";"processing of pig-iron, e.g. refining, manufacture";8,65;0
"NL4";"Materials, metallurgy";31,04;6,06;0,33;"C21D";"modifying the physical structure of ferrous metals";6,92;0,12
"NL4";"Materials, metallurgy";31,04;6,06;0,33;"C22B";"production or refining of metals; pretreatment of ";7,27;0,16
"NL4";"Materials, metallurgy";31,04;6,06;0,33;"C22C";"alloys";8,61;0,23
"NL4";"Materials, metallurgy";31,04;6,06;0,33;"C22F";"changing the physical structure of non-ferrous met";6,44;0,53
"NL4";"Measurement";55,75;42,42;1,19;"G01B";"measuring length, thickness or similar linear dime";39,38;0,89
"NL4";"Measurement";55,75;42,42;1,19;"G01C";"measuring distances, levels or bearings; surveying";46,92;0,68
"NL4";"Measurement";55,75;42,42;1,19;"G01D";"measuring not specially adapted for a specific var";43,01;0,6
"NL4";"Measurement";55,75;42,42;1,19;"G01F";"measuring volume, volume flow, mass flow, or liqui";36,75;0,52
"NL4";"Measurement";55,75;42,42;1,19;"G01G";"weighing";29,53;0,71
"NL4";"Measurement";55,75;42,42;1,19;"G01H";"measurement of mechanical vibrations or ultrasonic";32,4;1,59
"NL4";"Measurement";55,75;42,42;1,19;"G01J";"measurement of intensity, velocity, spectral conte";62,88;1,56
"NL4";"Measurement";55,75;42,42;1,19;"G01K";"measuring temperature; measuring quantity of heat;";29;1,37
"NL4";"Measurement";55,75;42,42;1,19;"G01L";"measuring force, stress, torque, work, mechanical ";26,74;0,58
"NL4";"Measurement";55,75;42,42;1,19;"G01M";"testing static or dynamic balance of machines or s";24,63;0,34
"NL4";"Measurement";55,75;42,42;1,19;"G01P";"measuring linear or angular speed, acceleration, d";29,01;1,12
"NL4";"Measurement";55,75;42,42;1,19;"G01Q";"scanning-probe techniques or apparatus; applicatio";82,68;2,34
"NL4";"Measurement";55,75;42,42;1,19;"G01R";"measuring electric variables; measuring magnetic v";44,24;3,58
"NL4";"Measurement";55,75;42,42;1,19;"G01S";"radio direction-finding; radio navigation; determi";41,19;1,23
"NL4";"Measurement";55,75;42,42;1,19;"G01V";"geophysics; gravitational measurements; detecting ";55,2;0,33
"NL4";"Measurement";55,75;42,42;1,19;"G01W";"meteorology";54,8;0,39
"NL4";"Measurement";55,75;42,42;1,19;"G04B";"mechanically-driven clocks or watches; mechanical ";29,39;0,09
"NL4";"Measurement";55,75;42,42;1,19;"G04C";"electromechanical clocks or watches";60,7;0,61
"NL4";"Measurement";55,75;42,42;1,19;"G04D";"apparatus or tools specially designed for making o";8,12;0
"NL4";"Measurement";55,75;42,42;1,19;"G04F";"time-interval measuring";44,95;1,39
"NL4";"Measurement";55,75;42,42;1,19;"G04G";"electronic time-pieces";30,06;2,17
"NL4";"Measurement";55,75;42,42;1,19;"G12B";"constructional details of instruments, or comparab";45,2;4,37
"NL4";"Mechanical elements";28,6;27,27;0,4;"F15B";"systems acting by means of fluids in general; flui";15,56;0,21
"NL4";"Mechanical elements";28,6;27,27;0,4;"F15C";"fluid-circuit elements predominantly used for comp";42,9;0
"NL4";"Mechanical elements";28,6;27,27;0,4;"F15D";"fluid dynamics, i.e. methods or means for influenc";16,7;0,31
"NL4";"Mechanical elements";28,6;27,27;0,4;"F16B";"devices for fastening or securing constructional e";10,55;0,31
"NL4";"Mechanical elements";28,6;27,27;0,4;"F16C";"shafts; flexible shafts; mechanical means for tran";9,34;0,48
"NL4";"Mechanical elements";28,6;27,27;0,4;"F16D";"couplings for transmitting rotation";3,9;0,25
"NL4";"Mechanical elements";28,6;27,27;0,4;"F16F";"springs; shock-absorbers; means for damping vibrat";9,52;0,3
"NL4";"Mechanical elements";28,6;27,27;0,4;"F16G";"belts, cables, or ropes, predominantly used for dr";35,14;4,25
"NL4";"Mechanical elements";28,6;27,27;0,4;"F16H";"gearing";6,53;0,43
"NL4";"Mechanical elements";28,6;27,27;0,4;"F16J";"pistons; cylinders; pressure vessels in general; s";9,62;0,23
"NL4";"Mechanical elements";28,6;27,27;0,4;"F16K";"valves; taps; cocks; actuating-floats; devices for";13,99;0,33
"NL4";"Mechanical elements";28,6;27,27;0,4;"F16L";"pipes; joints or fittings for pipes; supports for ";13,16;0,4
"NL4";"Mechanical elements";28,6;27,27;0,4;"F16M";"frames, casings, or beds, of engines or other mach";25,2;0,46
"NL4";"Mechanical elements";28,6;27,27;0,4;"F16N";"lubricating";8,12;0,25
"NL4";"Mechanical elements";28,6;27,27;0,4;"F16P";"safety devices in general";15,84;0,31
"NL4";"Mechanical elements";28,6;27,27;0,4;"F16S";"constructional elements in general; structures bui";0;0
"NL4";"Mechanical elements";28,6;27,27;0,4;"F17C";"vessels for containing or storing compressed, liqu";9,55;0,48
"NL4";"Mechanical elements";28,6;27,27;0,4;"F17D";"pipe-line systems; pipe-lines";14,49;0,47
"NL4";"Mechanical elements";28,6;27,27;0,4;"G05G";"control devices or systems insofar as characterise";14,29;0,23
"NL4";"Medical technology";40,39;69,7;2,6;"A61B";"diagnosis; surgery; identification";70,4;4,61
"NL4";"Medical technology";40,39;69,7;2,6;"A61C";"dentistry; apparatus or methods for oral or dental";50,71;1,07
"NL4";"Medical technology";40,39;69,7;2,6;"A61D";"veterinary instruments, implements, tools, or meth";64,55;1,24
"NL4";"Medical technology";40,39;69,7;2,6;"A61F";"filters implantable into blood vessels; prostheses";51,46;0,6
"NL4";"Medical technology";40,39;69,7;2,6;"A61G";"transport, personal conveyances, or accommodation ";40,55;1,79
"NL4";"Medical technology";40,39;69,7;2,6;"A61H";"physical therapy apparatus, e.g. devices for locat";55,37;2,01
"NL4";"Medical technology";40,39;69,7;2,6;"A61J";"containers specially adapted for medical or pharma";41,37;1,06
"NL4";"Medical technology";40,39;69,7;2,6;"A61L";"methods or apparatus for sterilising materials or ";34,24;0,89
"NL4";"Medical technology";40,39;69,7;2,6;"A61M";"devices for introducing media into, or onto, the b";43,89;1,91
"NL4";"Medical technology";40,39;69,7;2,6;"A61N";"electrotherapy; magnetotherapy; radiation therapy;";68,07;5,42
"NL4";"Medical technology";40,39;69,7;2,6;"H05G";"x-ray technique";75,81;9,54
"NL4";"Micro-structure and nano-technology";52,3;63,64;1,15;"B81B";"micro-structural devices or systems, e.g. micro-me";72,96;1,39
"NL4";"Micro-structure and nano-technology";52,3;63,64;1,15;"B81C";"processes or apparatus specially adapted for the m";74,2;1,14
"NL4";"Micro-structure and nano-technology";52,3;63,64;1,15;"B82B";"nano-structures formed by manipulation of individu";46,34;0
"NL4";"Micro-structure and nano-technology";52,3;63,64;1,15;"B82Y";"specific uses or applications of nano-structures; ";40,75;1,14
"NL4";"Optics";63,7;63,64;2,5;"G02B";"optical elements, systems, or apparatus ";52,5;2,46
"NL4";"Optics";63,7;63,64;2,5;"G02C";"spectacles; sunglasses or goggles insofar as they ";53,58;0,35
"NL4";"Optics";63,7;63,64;2,5;"G02F";"devices or arrangements, the optical operation of ";54,41;2,11
"NL4";"Optics";63,7;63,64;2,5;"G03B";"apparatus or arrangements for taking photographs o";57,25;1,84
"NL4";"Optics";63,7;63,64;2,5;"G03C";"photosensitive materials for photographic purposes";61,4;0,8
"NL4";"Optics";63,7;63,64;2,5;"G03F";"photomechanical production of textured or patterne";61,04;6,16
"NL4";"Optics";63,7;63,64;2,5;"G03G";"electrography; electrophotography; magnetography ";48,22;5,78
"NL4";"Optics";63,7;63,64;2,5;"G03H";"holographic processes or apparatus";58,88;0,52
"NL4";"Optics";63,7;63,64;2,5;"H01S";"devices using stimulated emission";72,11;1,78
"NL4";"Organic fine chemistry";26,94;78,79;0,39;"A61Q";"specific use of cosmetics or similar toilet prepar";20,5;0,14
"NL4";"Organic fine chemistry";26,94;78,79;0,39;"C04B";"lime; magnesia; slag; cements; compositions thereo";21,17;0,33
"NL4";"Organic fine chemistry";26,94;78,79;0,39;"C07B";"general methods of organic chemistry; apparatus th";15,36;0,31
"NL4";"Organic fine chemistry";26,94;78,79;0,39;"C07C";"acyclic or carbocyclic compounds ";18,59;0,69
"NL4";"Organic fine chemistry";26,94;78,79;0,39;"C07D";"heterocyclic compounds";17,72;0,29
"NL4";"Organic fine chemistry";26,94;78,79;0,39;"C07F";"acyclic, carbocyclic, or heterocyclic compounds co";32,31;0,56
"NL4";"Organic fine chemistry";26,94;78,79;0,39;"C07H";"sugars; derivatives thereof; nucleosides; nucleoti";26,95;0,44
"NL4";"Organic fine chemistry";26,94;78,79;0,39;"C07J";"steroids";11,87;0,93
"NL4";"Organic fine chemistry";26,94;78,79;0,39;"C40B";"combinatorial chemistry; libraries, e.g. chemical ";39,73;0,28
"NL4";"Other consumer goods";44,18;30,3;0,59;"A24B";"manufacture or preparation of tobacco for smoking ";10,17;0
"NL4";"Other consumer goods";44,18;30,3;0,59;"A24C";"machines for making cigars or cigarettes";5,96;0,11
"NL4";"Other consumer goods";44,18;30,3;0,59;"A24D";"cigars; cigarettes; tobacco smoke filters; mouthpi";8,5;0,12
"NL4";"Other consumer goods";44,18;30,3;0,59;"A24F";"smokers' requisites; match boxes ";20,9;0,06
"NL4";"Other consumer goods";44,18;30,3;0,59;"A41B";"shirts; underwear; baby linen; handkerchiefs";11,66;0,3
"NL4";"Other consumer goods";44,18;30,3;0,59;"A41C";"corsets; brassií_res";12,13;0
"NL4";"Other consumer goods";44,18;30,3;0,59;"A41D";"outerwear; protective garments; accessories";15,43;0,68
"NL4";"Other consumer goods";44,18;30,3;0,59;"A41F";"garment fastenings; suspenders";6,82;0
"NL4";"Other consumer goods";44,18;30,3;0,59;"A41G";"artificial flowers; wigs; masks; feathers";5,08;1,25
"NL4";"Other consumer goods";44,18;30,3;0,59;"A42B";"hats; head coverings ";13,05;0,31
"NL4";"Other consumer goods";44,18;30,3;0,59;"A43B";"characteristic features of footwear; parts of foot";14,92;0,27
"NL4";"Other consumer goods";44,18;30,3;0,59;"A43C";"fastenings or attachments for footwear; laces in g";13,59;0,28
"NL4";"Other consumer goods";44,18;30,3;0,59;"A44B";"buttons, pins, buckles, slide fasteners, or the li";14,65;0,16
"NL4";"Other consumer goods";44,18;30,3;0,59;"A44C";"jewellery; bracelets; other personal adornments; c";13,26;0
"NL4";"Other consumer goods";44,18;30,3;0,59;"A45B";"walking sticks ";23,63;1,01
"NL4";"Other consumer goods";44,18;30,3;0,59;"A45C";"purses; luggage; hand carried bags";28,96;0,66
"NL4";"Other consumer goods";44,18;30,3;0,59;"A45D";"hairdressing or shaving equipment; manicuring or o";39,73;0,47
"NL4";"Other consumer goods";44,18;30,3;0,59;"A45F";"travelling or camp equipment; sacks or packs carri";18,7;0,52
"NL4";"Other consumer goods";44,18;30,3;0,59;"A46B";"brushes ";24,47;2,05
"NL4";"Other consumer goods";44,18;30,3;0,59;"A62B";"devices, apparatus or methods for life-saving";24,99;0,86
"NL4";"Other consumer goods";44,18;30,3;0,59;"B42B";"permanently attaching together sheets, quires, or ";36,56;0,61
"NL4";"Other consumer goods";44,18;30,3;0,59;"B42C";"bookbinding";35,45;0,68
"NL4";"Other consumer goods";44,18;30,3;0,59;"B42D";"books; book covers; loose leaves; printed matter c";29,19;0,13
"NL4";"Other consumer goods";44,18;30,3;0,59;"B42F";"sheets temporarily attached together; filing appli";36,24;1,51
"NL4";"Other consumer goods";44,18;30,3;0,59;"B43K";"implements for writing or drawing";16,02;0,53
"NL4";"Other consumer goods";44,18;30,3;0,59;"B43L";"articles for writing or drawing upon; accessories ";26,04;0,93
"NL4";"Other consumer goods";44,18;30,3;0,59;"B43M";"bureau accessories not otherwise provided for ";2,22;0
"NL4";"Other consumer goods";44,18;30,3;0,59;"B44B";"machines, apparatus or tools for artistic work, e.";12,24;0,96
"NL4";"Other consumer goods";44,18;30,3;0,59;"B44C";"producing decorative effects; paperhanging";13,76;0,68
"NL4";"Other consumer goods";44,18;30,3;0,59;"B44D";"painting or artistic drawing, not otherwise provid";16,81;0,5
"NL4";"Other consumer goods";44,18;30,3;0,59;"B44F";"special designs or pictures";13,86;0,2
"NL4";"Other consumer goods";44,18;30,3;0,59;"B68C";"saddles; stirrups";10,98;0
"NL4";"Other consumer goods";44,18;30,3;0,59;"D06F";"laundering, drying, ironing, pressing or folding t";13;0,76
"NL4";"Other consumer goods";44,18;30,3;0,59;"D06N";"wall, floor, or like covering materials, e.g. lino";21,24;1,75
"NL4";"Other consumer goods";44,18;30,3;0,59;"D07B";"ropes or cables in general";40,65;2,89
"NL4";"Other consumer goods";44,18;30,3;0,59;"F25D";"refrigerators; cold rooms; ice-boxes; cooling or f";21,58;0,12
"NL4";"Other consumer goods";44,18;30,3;0,59;"G10D";"stringed musical instruments; wind musical instrum";11,29;0
"NL4";"Other consumer goods";44,18;30,3;0,59;"G10G";"aids for music; supports for musical instruments; ";12,91;0
"NL4";"Other consumer goods";44,18;30,3;0,59;"G10H";"electrophonic musical instruments; instruments in ";32,5;0,23
"NL4";"Other consumer goods";44,18;30,3;0,59;"G10K";"sound-producing devices; ‘_methods or devices for ";36,58;1,92
"NL4";"Other special machines";39,14;15,15;1,03;"A01B";"soil working in agriculture or forestry; parts, de";15,16;0,59
"NL4";"Other special machines";39,14;15,15;1,03;"A01C";"planting; sowing; fertilising ";33,7;0,6
"NL4";"Other special machines";39,14;15,15;1,03;"A01D";"harvesting; mowing";40,46;0,6
"NL4";"Other special machines";39,14;15,15;1,03;"A01F";"threshing; baling of straw, hay or the like; stati";8,58;2,07
"NL4";"Other special machines";39,14;15,15;1,03;"A01G";"horticulture; cultivation of vegetables, flowers, ";27,55;2,98
"NL4";"Other special machines";39,14;15,15;1,03;"A01J";"manufacture of dairy products";62,68;0,52
"NL4";"Other special machines";39,14;15,15;1,03;"A01K";"animal husbandry; care of birds, fishes, insects; ";34,14;1,36
"NL4";"Other special machines";39,14;15,15;1,03;"A01L";"shoeing of animals";72,66;1,18
"NL4";"Other special machines";39,14;15,15;1,03;"A01M";"catching, trapping or scaring of animals; apparatu";26,39;1,1
"NL4";"Other special machines";39,14;15,15;1,03;"A21B";"bakers' ovens; machines or equipment for baking";48,31;2,44
"NL4";"Other special machines";39,14;15,15;1,03;"A21C";"machines or equipment for making or processing dou";64,35;2,82
"NL4";"Other special machines";39,14;15,15;1,03;"A22B";"slaughtering";77,01;6,21
"NL4";"Other special machines";39,14;15,15;1,03;"A22C";"processing meat, poultry, or fish";73,93;7,69
"NL4";"Other special machines";39,14;15,15;1,03;"A23N";"machines or apparatus for treating harvested fruit";52,39;4,39
"NL4";"Other special machines";39,14;15,15;1,03;"A23P";"shaping or working of foodstuffs, not fully covere";54,05;3,04
"NL4";"Other special machines";39,14;15,15;1,03;"B02B";"preparing grain for milling; refining granular fru";36,65;0
"NL4";"Other special machines";39,14;15,15;1,03;"B28B";"shaping clay or other ceramic compositions, slag o";25,78;0,57
"NL4";"Other special machines";39,14;15,15;1,03;"B28C";"preparing clay; producing mixtures containing clay";1,92;0
"NL4";"Other special machines";39,14;15,15;1,03;"B28D";"working stone or stone-like materials ";8,42;0,16
"NL4";"Other special machines";39,14;15,15;1,03;"B29B";"preparation or pretreatment of the material to be ";16,19;0,74
"NL4";"Other special machines";39,14;15,15;1,03;"B29C";"shaping or joining of plastics; shaping of substan";23,85;0,73
"NL4";"Other special machines";39,14;15,15;1,03;"B29D";"producing particular articles from plastics or fro";20,41;0,66
"NL4";"Other special machines";39,14;15,15;1,03;"B29K";"indexing scheme associated with subclasses b29b, b";22,4;0,86
"NL4";"Other special machines";39,14;15,15;1,03;"B29L";"indexing scheme associated with subclass b29c, rel";16,78;0,65
"NL4";"Other special machines";39,14;15,15;1,03;"C03B";"manufacture or shaping of glass, or of mineral or ";24,13;1,24
"NL4";"Other special machines";39,14;15,15;1,03;"C08J";"working-up; general processes of compounding; afte";39,06;1,01
"NL4";"Other special machines";39,14;15,15;1,03;"F41A";"functional features or details common to both smal";7,07;0
"NL4";"Other special machines";39,14;15,15;1,03;"F41B";"weapons for projecting missiles without use of exp";21,1;0
"NL4";"Other special machines";39,14;15,15;1,03;"F41C";"smallarms, e.g. pistols‘_or rifles); accessories t";6,19;0
"NL4";"Other special machines";39,14;15,15;1,03;"F41F";"apparatus for launching projectiles or missiles fr";7,85;0
"NL4";"Other special machines";39,14;15,15;1,03;"F41G";"weapon sights; aiming";32,25;0
"NL4";"Other special machines";39,14;15,15;1,03;"F41H";"armour; armoured turrets; armoured or armed vehicl";16,33;1,3
"NL4";"Other special machines";39,14;15,15;1,03;"F41J";"targets; target ranges; bullet catchers";35,35;0
"NL4";"Other special machines";39,14;15,15;1,03;"F42B";"explosive charges, e.g. for blasting; fireworks; a";7,79;0,12
"NL4";"Other special machines";39,14;15,15;1,03;"F42C";"ammunition fuzes";8,58;0
"NL4";"Other special machines";39,14;15,15;1,03;"F42D";"blasting";10,84;0
"NL4";"Pharmaceuticals";26,85;93,94;0,39;"A61K";"preparations for medical, dental, or toilet purpos";27,12;0,39
"NL4";"Pharmaceuticals";26,85;93,94;0,39;"A61P";"specific therapeutic activity of chemical compound";24,18;0,7
"NL4";"Semiconductors";55,51;75,76;2,03;"H01L";"semiconductor devices; electric solid state device";49,68;2,06
"NL4";"Surface technology, coating";44,43;9,09;0,64;"B05C";"apparatus for applying liquids or other fluent mat";18,9;0,34
"NL4";"Surface technology, coating";44,43;9,09;0,64;"B05D";"processes for applying liquids or other fluent mat";33,79;0,85
"NL4";"Surface technology, coating";44,43;9,09;0,64;"B32B";"layered products, i.e. products built-up of strata";23,43;0,67
"NL4";"Surface technology, coating";44,43;9,09;0,64;"C23C";"coating metallic material; coating material with m";25,71;0,79
"NL4";"Surface technology, coating";44,43;9,09;0,64;"C23D";"enamelling of, or applying a vitreous layer to, me";20,17;0
"NL4";"Surface technology, coating";44,43;9,09;0,64;"C23F";"non-mechanical removal of metallic material from s";20,26;1,01
"NL4";"Surface technology, coating";44,43;9,09;0,64;"C23G";"cleaning or de-greasing of metallic material by ch";16,92;0
"NL4";"Surface technology, coating";44,43;9,09;0,64;"C25B";"electrolytic or electrophoretic processes for the ";8,29;0,35
"NL4";"Surface technology, coating";44,43;9,09;0,64;"C25C";"processes for the electrolytic production, recover";8,45;0
"NL4";"Surface technology, coating";44,43;9,09;0,64;"C25D";"processes for the electrolytic or electrophoretic ";28,43;0,32
"NL4";"Surface technology, coating";44,43;9,09;0,64;"C25F";"processes for the electrolytic removal of material";8,19;0,57
"NL4";"Surface technology, coating";44,43;9,09;0,64;"C30B";"single-crystal growth; unidirectional solidificati";29,28;0,54
"NL4";"Telecommunications";61,48;87,88;1,17;"G08C";"transmission systems for measured values, control ";38,3;2,75
"NL4";"Telecommunications";61,48;87,88;1,17;"H01P";"waveguides; resonators, lines or other devices of ";78,23;0,78
"NL4";"Telecommunications";61,48;87,88;1,17;"H01Q";"aerials";55,45;1,28
"NL4";"Telecommunications";61,48;87,88;1,17;"H04B";"transmission";47,32;1,43
"NL4";"Telecommunications";61,48;87,88;1,17;"H04H";"broadcast communication";55,56;0,9
"NL4";"Telecommunications";61,48;87,88;1,17;"H04J";"multiplex communication ";44,77;0,13
"NL4";"Telecommunications";61,48;87,88;1,17;"H04K";"secret communication; jamming of communication";72,81;1,14
"NL4";"Telecommunications";61,48;87,88;1,17;"H04M";"telephonic communication";51,17;1,12
"NL4";"Telecommunications";61,48;87,88;1,17;"H04Q";"selecting";41,89;0,94
"NL4";"Textile and paper machines";39,34;21,21;0,95;"A41H";"appliances or methods for making clothes, e.g. for";15,49;0
"NL4";"Textile and paper machines";39,34;21,21;0,95;"A43D";"machines, tools, equipment or methods for manufact";22,68;0
"NL4";"Textile and paper machines";39,34;21,21;0,95;"A46D";"manufacture of brushes";77,36;0,63
"NL4";"Textile and paper machines";39,34;21,21;0,95;"B31B";"making boxes, cartons, envelopes or bags‘_of paper";11,75;0,53
"NL4";"Textile and paper machines";39,34;21,21;0,95;"B31C";"making wound articles, e.g. wound tubes, of paper ";40,46;2,92
"NL4";"Textile and paper machines";39,34;21,21;0,95;"B31D";"making articles of paper or cardboard not provided";38,76;1,26
"NL4";"Textile and paper machines";39,34;21,21;0,95;"B31F";"mechanical working or deformation of paper or card";19,77;0,7
"NL4";"Textile and paper machines";39,34;21,21;0,95;"B41C";"processes for the manufacture or reproduction of p";19,23;1,03
"NL4";"Textile and paper machines";39,34;21,21;0,95;"B41F";"printing machines or presses";19,54;0,43
"NL4";"Textile and paper machines";39,34;21,21;0,95;"B41J";"typewriters; selective printing mechanisms, i.e. m";23,7;4,7
"NL4";"Textile and paper machines";39,34;21,21;0,95;"B41K";"stamps; stamping or numbering apparatus or devices";11,58;2,5
"NL4";"Textile and paper machines";39,34;21,21;0,95;"B41M";"printing, duplicating, marking, or copying process";25,02;0,96
"NL4";"Textile and paper machines";39,34;21,21;0,95;"B41N";"printing plates or foils; materials for surfaces u";37,14;0,83
"NL4";"Textile and paper machines";39,34;21,21;0,95;"C14B";"mechanical treatment or processing of skins, hides";4,47;0
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D01D";"mechanical methods or apparatus in the manufacture";46,52;1,13
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D01F";"chemical features in the manufacture of man-made f";45,59;1,68
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D01G";"preliminary treatment of fibres, e.g. for spinning";34,19;0,38
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D01H";"spinning or twisting";18,96;0
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D02G";"crimping or curling fibres, filaments, yarns, or t";38,6;1,53
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D02H";"warping, beaming, or leasing";0;0
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D02J";"finishing or dressing of filaments, yarns, threads";62,21;0,76
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D03C";"shedding mechanisms; pattern cards or chains; punc";9,57;0
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D03D";"woven fabrics; methods of weaving; looms";39,66;0,79
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D03J";"auxiliary weaving apparatus; weavers' tools; shutt";9,69;0
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D04B";"knitting";39,1;0,5
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D04C";"braiding or manufacture of lace, including bobbin-";60,99;3,02
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D04H";"making textile fabrics, e.g. from fibres or filame";34,59;0,57
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D05B";"sewing";27,34;0
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D05C";"embroidering";18,96;5,22
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D06H";"marking, inspecting, seaming, or severing textile ";8,21;0
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D06M";"treatment, not provided for elsewhere in class  d0";33,19;0,76
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D06P";"dyeing or printing textiles; dyeing leather, furs ";22,22;0,13
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D06Q";"decorating textiles";9,4;0
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D21B";"fibrous raw materials or their mechanical treatmen";13,91;0
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D21C";"production of cellulose by removing non-cellulose ";15,38;0,61
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D21D";"treatment of the materials before passing to the p";1,18;0
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D21F";"paper-making machines; methods of producing paper ";4,87;0
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D21G";"calenders; accessories for paper-making machines";4,83;0
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D21H";"pulp compositions; preparation thereof not covered";16,78;0,35
"NL4";"Textile and paper machines";39,34;21,21;0,95;"D21J";"fibreboard; manufacture of articles from cellulosi";4,28;0
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F22B";"methods of steam generation; steam boilers ";4,62;0,68
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F22G";"superheating of steam";0;0
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F23B";"methods or apparatus for combustion using only sol";1,57;0
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F23C";"methods or apparatus for combustion using fluid fu";2,23;0,34
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F23D";"burners";2,47;0,34
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F23H";"grates";0,49;0
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F23K";"feeding fuel to combustion apparatus";1,55;0,28
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F23L";"supplying air or non-combustible liquids or gases ";3,43;0,32
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F23M";"casings, linings, walls or doors specially adapted";5,01;0,29
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F23N";"regulating or controlling combustion";3,8;0,24
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F23Q";"ignition; extinguishing devices";2,96;0,28
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F24B";"domestic stoves or ranges for solid fuels; impleme";7,52;0
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F24C";"other domestic stoves or ranges; details of domest";40,54;0,27
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F24D";"domestic- or space-heating systems, e.g. central h";15,62;0,5
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F24F";"air-conditioning; air-humidification; ventilation;";13,2;0,76
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F24H";"fluid heaters, e.g. water or air heaters, having h";19,72;0,75
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F24J";"production or use of heat not otherwise provided f";19,04;0,31
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F25B";"refrigeration machines, plants, or systems; combin";17,25;0,23
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F25C";"production, working, storing or distribution of ic";5,84;0,47
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F27B";"furnaces, kilns, ovens, or retorts in general; ope";8,9;0
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F27D";"details or accessories of furnaces, kilns, ovens, ";6,39;0
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F28B";"steam or vapour condensers";26,65;0,98
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F28C";"heat-exchange apparatus, not provided for in anoth";6,63;0
