"Province";"Technology";"Relatedness.Density";"Complexity";"RCA";"CPC";"X.Label..CPC.";"Relatedness.Density..CPC.";"RCA..CPC."
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"F21V";"functional features or details of lighting devices";69,33;6,02
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"F21W";"indexing scheme associated with subclasses f21l, f";69,82;3,91
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"F21Y";"indexing scheme associated with subclasses f21l, f";78,52;7,39
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"H01C";"resistors";18,11;0,51
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"H01F";"magnets; inductances; transformers; selection of m";32,77;0,79
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"H01G";"capacitors; capacitors, rectifiers, detectors, swi";29,94;0,73
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"H01H";"electric switches; relays; selectors; emergency pr";20,24;0,16
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"H01J";"electric discharge tubes or discharge lamps";38,39;3,75
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"H01K";"electric incandescent lamps";81,91;2,13
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"H01M";"processes or means, e.g. batteries, for the direct";8,38;0,16
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"H01R";"electrically-conductive connections; structural as";25,9;0,52
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"H01T";"spark gaps; overvoltage arresters using spark gaps";4,71;0
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"H02B";"boards, substations, or switching arrangements for";11,69;0,29
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"H02G";"installation of electric cables or lines, or of co";20,3;0,16
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"H02H";"emergency protective circuit arrangements";38,12;0,33
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"H02J";"circuit arrangements or systems for supplying or d";24,46;1,57
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"H02K";"dynamo-electric machines";12,52;0,32
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"H02M";"apparatus for conversion between ac and ac, betwee";46,33;1,85
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"H02N";"electric machines not otherwise provided for";41,65;3,69
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"H02P";"control or regulation of electric motors, electric";21,62;0,33
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"H05B";"electric heating; electric lighting not otherwise ";37,09;5,69
"North Brabant";"Electrical machinery, apparatus, energy";41,32;54,55;2,23;"H05F";"static electricity; naturally-occurring electricit";15,06;1,5
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"F21K";"light sources not otherwise provided for";3,98;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"F21L";"lighting devices or systems thereof, being portabl";3,25;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"F21S";"non-portable lighting devices or systems thereof ";4,61;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"F21V";"functional features or details of lighting devices";5,63;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"F21W";"indexing scheme associated with subclasses f21l, f";1,73;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"F21Y";"indexing scheme associated with subclasses f21l, f";1,66;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"H01C";"resistors";10,05;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"H01F";"magnets; inductances; transformers; selection of m";11,38;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"H01G";"capacitors; capacitors, rectifiers, detectors, swi";20,77;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"H01H";"electric switches; relays; selectors; emergency pr";7,93;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"H01J";"electric discharge tubes or discharge lamps";5,83;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"H01K";"electric incandescent lamps";1,87;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"H01M";"processes or means, e.g. batteries, for the direct";12,95;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"H01R";"electrically-conductive connections; structural as";17,28;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"H01T";"spark gaps; overvoltage arresters using spark gaps";7,39;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"H02B";"boards, substations, or switching arrangements for";26,53;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"H02G";"installation of electric cables or lines, or of co";19,25;1,18
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"H02H";"emergency protective circuit arrangements";4,53;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"H02J";"circuit arrangements or systems for supplying or d";3,59;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"H02K";"dynamo-electric machines";16,2;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"H02M";"apparatus for conversion between ac and ac, betwee";1,82;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"H02N";"electric machines not otherwise provided for";5,13;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"H02P";"control or regulation of electric motors, electric";6,47;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"H05B";"electric heating; electric lighting not otherwise ";10,47;0
"Zeeland";"Electrical machinery, apparatus, energy";13,83;54,55;0,05;"H05F";"static electricity; naturally-occurring electricit";9,91;0
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F01B";"machines or engines, in general or of positive-dis";0,2;0
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F01C";"rotary-piston or oscillating-piston machines or en";0,38;0
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F01D";"non-positive-displacement machines or engines, e.g";8,23;0,13
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F01K";"steam engine plants; steam accumulators; engine pl";12,96;0,32
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F01L";"cyclically operating valves for machines or engine";2,95;0
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F01M";"lubricating of machines or engines in general; lub";3,14;0,49
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F01P";"cooling of machines or engines in general; cooling";2,25;0,49
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F02B";"internal-combustion piston engines; combustion eng";4,47;0,16
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F02C";"gas-turbine plants; air intakes for jet-propulsion";2,92;0,15
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F02D";"controlling combustion engines";1,55;0,44
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F02F";"cylinders, pistons, or casings for combustion engi";10,21;0
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F02G";"hot-gas or combustion-product positive-displacemen";0,81;0
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F02K";"jet-propulsion plants";1,95;0
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F02M";"supplying combustion engines in general with combu";3,38;0,56
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F02N";"starting of combustion engines; starting aids for ";0,29;0
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F02P";"ignition, other than compression ignition, for int";11,98;0
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F03B";"machines or engines for liquids";4,75;0
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F03C";"positive-displacement engines driven by liquids";0;0
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F03D";"wind motors";7,16;0,24
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F03G";"spring, weight, inertia, or like motors; mechanica";32,15;0,92
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F03H";"producing a reactive propulsive thrust, not otherw";7,03;0
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F04B";"positive-displacement machines for liquids; pumps ";4,41;0,53
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F04C";"rotary-piston, or oscillating-piston, positive-dis";4,94;0
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F04D";"non-positive-displacement pumps";7,43;0,1
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F04F";"pumping of fluid by direct contact of another flui";5,51;0
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"F23R";"generating combustion products of high pressure or";1,26;0
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"G21B";"fusion reactors";1,79;0
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"G21C";"nuclear reactors ";6,74;0
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"G21D";"nuclear power plant";1,42;0
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"G21F";"protection against x-radiation, gamma radiation, c";5,7;0,97
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"G21G";"conversion of chemical elements; radioactive sourc";2,48;0
"Limburg";"Engines, pumps, turbines";13,29;45,45;0,23;"G21K";"techniques for handling particles or ionising‘_rad";28,93;0
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F01B";"machines or engines, in general or of positive-dis";6,8;0
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F01C";"rotary-piston or oscillating-piston machines or en";0;0
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F01D";"non-positive-displacement machines or engines, e.g";3,42;0,04
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F01K";"steam engine plants; steam accumulators; engine pl";23,14;0,21
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F01L";"cyclically operating valves for machines or engine";1,31;0
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F01M";"lubricating of machines or engines in general; lub";2,44;0,11
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F01P";"cooling of machines or engines in general; cooling";5,08;0,44
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F02B";"internal-combustion piston engines; combustion eng";1,9;0
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F02C";"gas-turbine plants; air intakes for jet-propulsion";5;0,03
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F02D";"controlling combustion engines";4,32;0,13
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F02F";"cylinders, pistons, or casings for combustion engi";2,55;0
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F02G";"hot-gas or combustion-product positive-displacemen";12,58;0
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F02K";"jet-propulsion plants";2,66;0
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F02M";"supplying combustion engines in general with combu";5,03;0,06
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F02N";"starting of combustion engines; starting aids for ";8,23;0
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F02P";"ignition, other than compression ignition, for int";11,03;0
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F03B";"machines or engines for liquids";24,84;0,16
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F03C";"positive-displacement engines driven by liquids";0,69;0,79
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F03D";"wind motors";15,68;0,14
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F03G";"spring, weight, inertia, or like motors; mechanica";17,44;1,65
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F03H";"producing a reactive propulsive thrust, not otherw";51,15;0
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F04B";"positive-displacement machines for liquids; pumps ";8,35;0,35
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F04C";"rotary-piston, or oscillating-piston, positive-dis";6,93;0
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F04D";"non-positive-displacement pumps";8,73;0,09
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F04F";"pumping of fluid by direct contact of another flui";5,22;0
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"F23R";"generating combustion products of high pressure or";0,33;0
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"G21B";"fusion reactors";14,99;0
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"G21C";"nuclear reactors ";5,66;0
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"G21D";"nuclear power plant";17,55;0
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"G21F";"protection against x-radiation, gamma radiation, c";12,48;0,65
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"G21G";"conversion of chemical elements; radioactive sourc";17,28;0,62
"North Brabant";"Engines, pumps, turbines";26,28;45,45;0,16;"G21K";"techniques for handling particles or ionising‘_rad";62,91;5,05
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F01B";"machines or engines, in general or of positive-dis";11,68;16,46
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F01C";"rotary-piston or oscillating-piston machines or en";4,02;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F01D";"non-positive-displacement machines or engines, e.g";10,73;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F01K";"steam engine plants; steam accumulators; engine pl";7,75;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F01L";"cyclically operating valves for machines or engine";14,37;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F01M";"lubricating of machines or engines in general; lub";8,67;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F01P";"cooling of machines or engines in general; cooling";14,38;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F02B";"internal-combustion piston engines; combustion eng";7,17;1,3
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F02C";"gas-turbine plants; air intakes for jet-propulsion";5,49;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F02D";"controlling combustion engines";19,33;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F02F";"cylinders, pistons, or casings for combustion engi";14,08;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F02G";"hot-gas or combustion-product positive-displacemen";16,09;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F02K";"jet-propulsion plants";4,46;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F02M";"supplying combustion engines in general with combu";15,98;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F02N";"starting of combustion engines; starting aids for ";16,37;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F02P";"ignition, other than compression ignition, for int";15,39;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F03B";"machines or engines for liquids";17,35;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F03C";"positive-displacement engines driven by liquids";28,04;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F03D";"wind motors";18,53;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F03G";"spring, weight, inertia, or like motors; mechanica";6,36;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F03H";"producing a reactive propulsive thrust, not otherw";1,11;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F04B";"positive-displacement machines for liquids; pumps ";16,19;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F04C";"rotary-piston, or oscillating-piston, positive-dis";7,95;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F04D";"non-positive-displacement pumps";13,06;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F04F";"pumping of fluid by direct contact of another flui";8,73;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"F23R";"generating combustion products of high pressure or";2,3;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"G21B";"fusion reactors";3,08;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"G21C";"nuclear reactors ";7,5;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"G21D";"nuclear power plant";0,92;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"G21F";"protection against x-radiation, gamma radiation, c";7,36;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"G21G";"conversion of chemical elements; radioactive sourc";10,71;0
"Zeeland";"Engines, pumps, turbines";18,06;45,45;0,16;"G21K";"techniques for handling particles or ionising‘_rad";16,84;0
"Limburg";"Environmental technology";19,71;39,39;0,89;"A62C";"fire-fighting ";6,25;0
"Limburg";"Environmental technology";19,71;39,39;0,89;"A62D";"chemical means for extinguishing fires; processes ";16,21;0
"Limburg";"Environmental technology";19,71;39,39;0,89;"B09B";"disposal of solid waste";26,95;0,86
"Limburg";"Environmental technology";19,71;39,39;0,89;"B09C";"reclamation of contaminated soil";7,95;0
"Limburg";"Environmental technology";19,71;39,39;0,89;"B65F";"gathering or removal of domestic or like refuse";7,73;4,31
"Limburg";"Environmental technology";19,71;39,39;0,89;"C02F";"treatment of water, waste water, sewage, or sludge";17,76;0,52
"Limburg";"Environmental technology";19,71;39,39;0,89;"F01N";"gas-flow silencers or exhaust apparatus for machin";10,55;0,41
"Limburg";"Environmental technology";19,71;39,39;0,89;"F23G";"cremation furnaces; consuming waste or low grade f";21,76;3,82
"Limburg";"Environmental technology";19,71;39,39;0,89;"F23J";"removal or treatment of combustion products or com";22,7;3,65
"Limburg";"Environmental technology";19,71;39,39;0,89;"G01T";"measurement of nuclear or x-radiation";16,43;0,49
"North Brabant";"Environmental technology";12,29;39,39;1,16;"A62C";"fire-fighting ";16,78;0,12
"North Brabant";"Environmental technology";12,29;39,39;1,16;"A62D";"chemical means for extinguishing fires; processes ";2,47;0
"North Brabant";"Environmental technology";12,29;39,39;1,16;"B09B";"disposal of solid waste";6,25;0
"North Brabant";"Environmental technology";12,29;39,39;1,16;"B09C";"reclamation of contaminated soil";10,52;0,73
"North Brabant";"Environmental technology";12,29;39,39;1,16;"B65F";"gathering or removal of domestic or like refuse";18,47;0,39
"North Brabant";"Environmental technology";12,29;39,39;1,16;"C02F";"treatment of water, waste water, sewage, or sludge";9,56;1,05
"North Brabant";"Environmental technology";12,29;39,39;1,16;"F01N";"gas-flow silencers or exhaust apparatus for machin";8,89;0,03
"North Brabant";"Environmental technology";12,29;39,39;1,16;"F23G";"cremation furnaces; consuming waste or low grade f";6,12;0,21
"North Brabant";"Environmental technology";12,29;39,39;1,16;"F23J";"removal or treatment of combustion products or com";12,53;0
"North Brabant";"Environmental technology";12,29;39,39;1,16;"G01T";"measurement of nuclear or x-radiation";68,82;8,07
"Zeeland";"Environmental technology";40,75;39,39;0,34;"A62C";"fire-fighting ";21,91;0
"Zeeland";"Environmental technology";40,75;39,39;0,34;"A62D";"chemical means for extinguishing fires; processes ";13,19;0
"Zeeland";"Environmental technology";40,75;39,39;0,34;"B09B";"disposal of solid waste";13,59;0
"Zeeland";"Environmental technology";40,75;39,39;0,34;"B09C";"reclamation of contaminated soil";15,24;0
"Zeeland";"Environmental technology";40,75;39,39;0,34;"B65F";"gathering or removal of domestic or like refuse";28,21;0
"Zeeland";"Environmental technology";40,75;39,39;0,34;"C02F";"treatment of water, waste water, sewage, or sludge";18,15;1,08
"Zeeland";"Environmental technology";40,75;39,39;0,34;"F01N";"gas-flow silencers or exhaust apparatus for machin";22,49;0
"Zeeland";"Environmental technology";40,75;39,39;0,34;"F23G";"cremation furnaces; consuming waste or low grade f";6,64;0
"Zeeland";"Environmental technology";40,75;39,39;0,34;"F23J";"removal or treatment of combustion products or com";5,08;0
"Zeeland";"Environmental technology";40,75;39,39;0,34;"G01T";"measurement of nuclear or x-radiation";6,46;0
"Limburg";"Food chemistry";63,02;66,67;3,16;"A01H";"new plants or processes for obtaining them; plant ";83,55;11,68
"Limburg";"Food chemistry";63,02;66,67;3,16;"A21D";"treatment, e.g. preservation, of flour or dough fo";51,09;4,78
"Limburg";"Food chemistry";63,02;66,67;3,16;"A23B";"preserving, e.g. by canning, meat, fish, eggs, fru";51,29;2,88
"Limburg";"Food chemistry";63,02;66,67;3,16;"A23C";"dairy products, e.g. milk, butter, cheese; milk or";65,17;5,31
"Limburg";"Food chemistry";63,02;66,67;3,16;"A23D";"edible oils or fats, e.g. margarines, shortenings,";44,37;0
"Limburg";"Food chemistry";63,02;66,67;3,16;"A23F";"coffee; tea; their substitutes; manufacture, prepa";54,36;0
"Limburg";"Food chemistry";63,02;66,67;3,16;"A23G";"cocoa; cocoa products, e.g. chocolate; substitutes";55,84;0,36
"Limburg";"Food chemistry";63,02;66,67;3,16;"A23J";"protein compositions for foodstuffs; working-up pr";75,74;6,23
"Limburg";"Food chemistry";63,02;66,67;3,16;"A23K";"feeding-stuffs specially adapted for animals; meth";72,78;0,99
"Limburg";"Food chemistry";63,02;66,67;3,16;"A23L";"foods, foodstuffs, or non-alcoholic beverages, not";62,51;3,37
"Limburg";"Food chemistry";63,02;66,67;3,16;"C12C";"brewing of beer";42,61;5,78
"Limburg";"Food chemistry";63,02;66,67;3,16;"C12F";"recovery of by-products of fermented solutions; de";50,23;0
"Limburg";"Food chemistry";63,02;66,67;3,16;"C12G";"wine; other alcoholic beverages; preparation there";62,83;0
"Limburg";"Food chemistry";63,02;66,67;3,16;"C12H";"pasteurisation, sterilisation, preservation, purif";34,03;3,85
"Limburg";"Food chemistry";63,02;66,67;3,16;"C13B";"production of sucrose; apparatus specially adapted";81,89;0
"Limburg";"Food chemistry";63,02;66,67;3,16;"C13K";"saccharides, other than sucrose, obtained from nat";76,95;5,64
"North Brabant";"Food chemistry";4,13;66,67;1,02;"A01H";"new plants or processes for obtaining them; plant ";32,52;1,01
"North Brabant";"Food chemistry";4,13;66,67;1,02;"A21D";"treatment, e.g. preservation, of flour or dough fo";40,99;0,77
"North Brabant";"Food chemistry";4,13;66,67;1,02;"A23B";"preserving, e.g. by canning, meat, fish, eggs, fru";45,77;3,02
"North Brabant";"Food chemistry";4,13;66,67;1,02;"A23C";"dairy products, e.g. milk, butter, cheese; milk or";33,71;0,17
"North Brabant";"Food chemistry";4,13;66,67;1,02;"A23D";"edible oils or fats, e.g. margarines, shortenings,";14,96;0
"North Brabant";"Food chemistry";4,13;66,67;1,02;"A23F";"coffee; tea; their substitutes; manufacture, prepa";62,02;3
"North Brabant";"Food chemistry";4,13;66,67;1,02;"A23G";"cocoa; cocoa products, e.g. chocolate; substitutes";36,06;0,48
"North Brabant";"Food chemistry";4,13;66,67;1,02;"A23J";"protein compositions for foodstuffs; working-up pr";31,48;0,23
"North Brabant";"Food chemistry";4,13;66,67;1,02;"A23K";"feeding-stuffs specially adapted for animals; meth";19,16;0,37
"North Brabant";"Food chemistry";4,13;66,67;1,02;"A23L";"foods, foodstuffs, or non-alcoholic beverages, not";26,87;1,2
"North Brabant";"Food chemistry";4,13;66,67;1,02;"C12C";"brewing of beer";24,78;0
"North Brabant";"Food chemistry";4,13;66,67;1,02;"C12F";"recovery of by-products of fermented solutions; de";32,23;0
"North Brabant";"Food chemistry";4,13;66,67;1,02;"C12G";"wine; other alcoholic beverages; preparation there";28,71;0,42
"North Brabant";"Food chemistry";4,13;66,67;1,02;"C12H";"pasteurisation, sterilisation, preservation, purif";19,64;1,73
"North Brabant";"Food chemistry";4,13;66,67;1,02;"C13B";"production of sucrose; apparatus specially adapted";51,28;0
"North Brabant";"Food chemistry";4,13;66,67;1,02;"C13K";"saccharides, other than sucrose, obtained from nat";2,29;2,11
"Zeeland";"Food chemistry";26,78;66,67;1,7;"A01H";"new plants or processes for obtaining them; plant ";12,41;0
"Zeeland";"Food chemistry";26,78;66,67;1,7;"A21D";"treatment, e.g. preservation, of flour or dough fo";21,34;5,68
"Zeeland";"Food chemistry";26,78;66,67;1,7;"A23B";"preserving, e.g. by canning, meat, fish, eggs, fru";30,72;7,99
"Zeeland";"Food chemistry";26,78;66,67;1,7;"A23C";"dairy products, e.g. milk, butter, cheese; milk or";22,88;0
"Zeeland";"Food chemistry";26,78;66,67;1,7;"A23D";"edible oils or fats, e.g. margarines, shortenings,";33,11;0
"Zeeland";"Food chemistry";26,78;66,67;1,7;"A23F";"coffee; tea; their substitutes; manufacture, prepa";17,48;0
"Zeeland";"Food chemistry";26,78;66,67;1,7;"A23G";"cocoa; cocoa products, e.g. chocolate; substitutes";20,24;0
"Zeeland";"Food chemistry";26,78;66,67;1,7;"A23J";"protein compositions for foodstuffs; working-up pr";29,45;0
"Zeeland";"Food chemistry";26,78;66,67;1,7;"A23K";"feeding-stuffs specially adapted for animals; meth";27,78;5,49
"Zeeland";"Food chemistry";26,78;66,67;1,7;"A23L";"foods, foodstuffs, or non-alcoholic beverages, not";17,1;1,44
"Zeeland";"Food chemistry";26,78;66,67;1,7;"C12C";"brewing of beer";13,53;0
"Zeeland";"Food chemistry";26,78;66,67;1,7;"C12F";"recovery of by-products of fermented solutions; de";21,37;0
"Zeeland";"Food chemistry";26,78;66,67;1,7;"C12G";"wine; other alcoholic beverages; preparation there";8,61;0
"Zeeland";"Food chemistry";26,78;66,67;1,7;"C12H";"pasteurisation, sterilisation, preservation, purif";10,65;0
"Zeeland";"Food chemistry";26,78;66,67;1,7;"C13B";"production of sucrose; apparatus specially adapted";22,5;0
"Zeeland";"Food chemistry";26,78;66,67;1,7;"C13K";"saccharides, other than sucrose, obtained from nat";11,21;0
"Limburg";"Furniture, games";26,46;60,61;0,18;"A47B";"tables; desks; office furniture; cabinets; drawers";11,21;0
"Limburg";"Furniture, games";26,46;60,61;0,18;"A47C";"chairs";16,81;0
"Limburg";"Furniture, games";26,46;60,61;0,18;"A47D";"furniture specially adapted for children";0,97;0
"Limburg";"Furniture, games";26,46;60,61;0,18;"A47F";"special furniture, fittings, or accessories for sh";3,18;0,53
"Limburg";"Furniture, games";26,46;60,61;0,18;"A47G";"household or table equipment";19,29;0,51
"Limburg";"Furniture, games";26,46;60,61;0,18;"A47H";"furnishings for windows or doors";10,35;0
"Limburg";"Furniture, games";26,46;60,61;0,18;"A47J";"kitchen equipment; coffee mills; spice mills; appa";24,87;0,19
"Limburg";"Furniture, games";26,46;60,61;0,18;"A47K";"sanitary equipment not otherwise provided for ";13,98;0
"Limburg";"Furniture, games";26,46;60,61;0,18;"A47L";"domestic washing or cleaning ; suction cleaners in";13,11;0,11
"Limburg";"Furniture, games";26,46;60,61;0,18;"A63B";"apparatus for physical training, gymnastics, swimm";15,12;0
"Limburg";"Furniture, games";26,46;60,61;0,18;"A63C";"skates; skis; roller skates; design or layout of c";19,85;0
"Limburg";"Furniture, games";26,46;60,61;0,18;"A63F";"card, board or roulette games; indoor games using ";16,97;0
