Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Diversity Spotlight,Organization Website,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Debt Financing - Invoke Learning,https://www.crunchbase.com/funding_round/invoke-learning-debt-financing--c28861bf,Invoke Learning,https://www.crunchbase.com/organization/invoke-learning,Debt Financing,1175000,USD,1175000,2019-11-21,,,,,No,Invoke Learning is a cloud AI technology company focused on delivering intuitive artificial intelligence solutions to higher education.,"Artificial Intelligence (AI), Higher Education, Machine Learning, Predictive Analytics, Software","Indianapolis, Indiana, United States, North America",$1M to $10M,,https://www.invokelearning.com/,1225000,USD,1225000,Seed,3,,,,,"183,006"
Venture Round - Bold Metrics,https://www.crunchbase.com/funding_round/fashion-metric-series-unknown--df1220eb,Bold Metrics,https://www.crunchbase.com/organization/fashion-metric,Venture - Series Unknown,1020345,USD,1020345,2019-03-28,,,,,Yes,Bold Metrics is a SaaS solution for retailers that reduces product returns and inform better design practices.,"Artificial Intelligence (AI), Enterprise Applications, Enterprise Software, Machine Learning, SaaS","San Francisco, California, United States, North America",$1M to $10M,"Women Founded, Women Led",http://www.boldmetrics.com,12752893,USD,12752893,Early Stage Venture,6,,Tahoma Ventures,1,1,"384,354"
Seed Round - E-contenta,https://www.crunchbase.com/funding_round/e-contenta-seed--818437bd,E-contenta,https://www.crunchbase.com/organization/e-contenta,Seed,250000,USD,250000,2019-01-27,Seed,,,,Yes,AI driven platform that help brands to distribute their editorials in the format of native advertising,"Advertising, Advertising Platforms, Analytics, Content, Content Marketing, Digital Marketing, Marketing, Native Advertising, Predictive Analytics","Warsaw, Mazowieckie, Poland, Europe",,,https://e-contenta.com/en/,505000,USD,505000,Seed,5,Simpact Ventures,Simpact Ventures,1,,"293,704"
Pre Seed Round - Hallo,https://www.crunchbase.com/funding_round/hallo-4de7-pre-seed--260a6409,Hallo,https://www.crunchbase.com/organization/hallo-4de7,Pre-Seed,620000,USD,620000,2019-06-26,Seed,5600000,USD,5600000,Yes,Hallo is an AI-powered platform for language training and assessment. Press a button and start speaking with an AI tutor in 3 seconds.,"Apps, Artificial Intelligence (AI), Education, Language Learning","Provo, Utah, United States, North America",Less than $1M,,https://hallo.ai,2125000,USD,2125000,Seed,4,,"Campus Founders Fund, RevRoad, Tamarak Capital",3,,"407,023"
Seed Round - Japan Legal System Institute,https://www.crunchbase.com/funding_round/japan-legal-system-institute-seed--e02a8950,Japan Legal System Institute,https://www.crunchbase.com/organization/japan-legal-system-institute,Seed,80000000,JPY,731328,2019-12-19,Seed,,,,Yes,"Legal Technology, Legal Tech, Artificial Intelligence, AI, Document, SaaS, Smart Contract App.","Artificial Intelligence (AI), Consulting, Information Technology, Legal, Mobile, Mobile Apps, SaaS, Smart Contracts, Software, Task Management","Tokyo, Tokyo, Japan, Asia",$1M to $10M,,https://j-legal-system.com,380000000,JPY,3568717,Early Stage Venture,2,,"ANOBAKA, Bengo 4.com, Future Venture Capital, Monex Ventures, UB Ventures",5,5,"407,305"
Seed Round - Smiletronix,https://www.crunchbase.com/funding_round/smiletronix-seed--2de5aba8,Smiletronix,https://www.crunchbase.com/organization/smiletronix,Seed,220000,USD,220000,2019-07-15,Seed,3000000,USD,3000000,Yes,"Home dental check-up, tracking and tele-dentistry solution","Artificial Intelligence (AI), Dental, Health Care, Health Diagnostics, Home Health Care, Internet, Medical Device, Software","Wilmington, Delaware, United States, North America",$1M to $10M,,https://www.smiletronix.com,1301025,USD,1301025,Seed,4,Techstars,"EIT Health, Techstars",2,1,"509,887"
Seed Round - aetherAI,https://www.crunchbase.com/funding_round/aetherai-seed--61d8cbe1,aetherAI,https://www.crunchbase.com/organization/aetherai,Seed,1100000,USD,1100000,2019-03-26,Seed,,,,Yes,aetherAI is a medical image AI company that focuses on improving digital pathology.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical Device, Software","Taipei, T'ai-pei, Taiwan, Asia",,,https://aetherai.com/,7100000,USD,7100000,Early Stage Venture,3,,,,,"409,359"
Debt Financing - Giotto.ai,https://www.crunchbase.com/funding_round/l2f-learn-to-forecast-debt-financing--9f0065bd,Giotto.ai,https://www.crunchbase.com/organization/l2f-learn-to-forecast,Debt Financing,500000,CHF,503322,2019-09-26,,,,,No,Where experts collaborate with AI,"Artificial Intelligence (AI), Big Data, Data Integration, Data Mining, Machine Learning, Predictive Analytics, Software","Lausanne, Vaud, Switzerland, Europe",$1M to $10M,,https://giotto.ai,10650000,CHF,11242207,,6,Foundation for Technological Innovation (FIT),Foundation for Technological Innovation (FIT),1,,"514,479"
Seed Round - Jam,https://www.crunchbase.com/funding_round/jam-3-seed--d7782f4d,Jam,https://www.crunchbase.com/organization/jam-3,Seed,1000000,EUR,1122209,2019-03-30,Seed,,,,Yes,Jam is a creator of SMS texting response service based on AI.,"Artificial Intelligence (AI), Education, Messaging","Paris, Ile-de-France, France, Europe",$10M to $50M,,https://www.hellojam.fr,2330000,EUR,2580142,M&A,4,,"Isai, MAIF Avenir, Pierre Kosciusko-Morizet, Pierre Krings",4,2,"315,598"
Debt Financing - Spero Devices,https://www.crunchbase.com/funding_round/spero-devices-debt-financing--efec63d4,Spero Devices,https://www.crunchbase.com/organization/spero-devices,Debt Financing,1114996,USD,1114996,2019-12-30,,,,,No,Spero Devices is an artificial intelligence company specializing in computation in real-time and at the mobile power budget.,"Artificial Intelligence (AI), Real Time, Software","Acton, Massachusetts, United States, North America",$1M to $10M,,https://sperodevices.com/,1614996,USD,1614996,,3,,,,,"515,378"
Series A - Brave,https://www.crunchbase.com/funding_round/brave-software-series-a--a8227e3b,Brave,https://www.crunchbase.com/organization/brave-software,Series A,250000,USD,250000,2019-03-27,Early Stage Venture,,,,Yes,"Brave Software focuses on increasing browsing speed and safety for users, while growing ad revenue share for content creators.","Advertising, Artificial Intelligence (AI), Blockchain, Cryptocurrency, Internet, Machine Learning, Search Engine, Software, Web Browsers","San Francisco, California, United States, North America",$10M to $50M,,https://www.brave.com/,42250000,USD,42250000,Early Stage Venture,7,,Outlier Ventures,1,,"315,909"
"Pre Seed Round - FACTIC, INC",https://www.crunchbase.com/funding_round/factic-inc-pre-seed--787e3780,"FACTIC, INC",https://www.crunchbase.com/organization/factic-inc,Pre-Seed,300000,USD,300000,2019-02-01,Seed,2000000,USD,2000000,Yes,Artificial Intelligence software for decision automation in factory environments,"Artificial Intelligence (AI), Machine Learning, Software","Redwood, Virginia, United States, North America",Less than $1M,,https://www.factic-sf.com,300000,USD,300000,Seed,1,,,,,"316,338"
Grant - Exostellar,https://www.crunchbase.com/funding_round/exotanium-grant--937594d1,Exostellar,https://www.crunchbase.com/organization/exotanium,Grant,249967,USD,249967,2019-01-30,,,,,No,We help enterprise companies achieve cloud optimizations and cost reductions without service interruptions.,"Artificial Intelligence (AI), Machine Learning, SaaS","Ithaca, New York, United States, North America",$1M to $10M,,https://exostellar.io,34005967,USD,34005967,Early Stage Venture,7,National Science Foundation,National Science Foundation,1,,"317,308"
Seed Round - Intoolab,https://www.crunchbase.com/funding_round/iyouth-lab-seed--dba57ebc,Intoolab,https://www.crunchbase.com/organization/iyouth-lab,Seed,350000,GBP,462162,2019-03-20,Seed,,,,Yes,"Intoolab is a Bayesian Network Artificial Intelligence company, to expand and improve data analysis and A.I across video games and Web3.","Artificial Intelligence (AI), Biotechnology, Collaboration, EdTech, Health Care, Machine Learning, Natural Language Processing, Software, Web3","London, England, United Kingdom, Europe",Less than $1M,,http://www.intoolab.com,350000,GBP,462162,M&A,2,SFC Capital,SFC Capital,1,,"317,430"
Pre Seed Round - VALR,https://www.crunchbase.com/funding_round/valr-2414-pre-seed--2003adc8,VALR,https://www.crunchbase.com/organization/valr-2414,Pre-Seed,685000,USD,685000,2019-06-01,Seed,,,,Yes,Machine Learning-Driven Fitness Platform,"Artificial Intelligence (AI), Fitness, Machine Learning, Personal Health","Reston, Virginia, United States, North America",$1M to $10M,,https://withvalr.com,2001600,USD,2001600,Seed,4,,,,,"538,495"
Pre Seed Round - TEDU,https://www.crunchbase.com/funding_round/tedu-pre-seed--56e60f3d,TEDU,https://www.crunchbase.com/organization/tedu,Pre-Seed,1200000,USD,1200000,2019-01-01,Seed,10000000,USD,10000000,Yes,Powering the Future of Live-Learning Support with Data-Driven Infrastructure.,"Artificial Intelligence (AI), Enterprise Software, Generative AI, Higher Education, Information Technology, SaaS, Software, Tutoring, Virtual Workforce","Miami, Florida, United States, North America",,,http://www.tedulearning.com,3580000,USD,3580000,Seed,3,M&L Investment,M&L Investment,1,,"538,775"
Series A - Urbanbase,https://www.crunchbase.com/funding_round/hud-inc-series-a--07f37454,Urbanbase,https://www.crunchbase.com/organization/hud-inc,Series A,1000000000,KRW,838420,2019-05-21,Early Stage Venture,,,,Yes,Urbanbase offers VR/AR tools for architecture and interior design with its patented algorithm and data ,"Artificial Intelligence (AI), Cloud Storage, Collaboration, Computer Vision, Construction, Geospatial, Information Technology, Software","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",$1M to $10M,,http://urbanbase.com,16345750,USD,16345750,Late Stage Venture,9,Woomi construction corporation,Woomi construction corporation,1,,"318,241"
Series A - HR Messenger,https://www.crunchbase.com/funding_round/hr-messenger-series-a--720eb3dd,HR Messenger,https://www.crunchbase.com/organization/hr-messenger,Series A,400000,USD,400000,2019-12-11,Early Stage Venture,1600000,USD,1600000,Yes,Automate recruitment funnel and onboarding using conversational AI and RPA,"Artificial Intelligence (AI), Human Resources, Information Technology, Internet, Machine Learning, Mobile Apps, Software","Almaty, Almaty City, Kazakhstan, Asia",,,https://hrmessenger.com/en,1700000,USD,1700000,M&A,4,,"I2BF Global Ventures, Murat Abdrakhmanov",2,,"319,051"
Debt Financing - TritonWear,https://www.crunchbase.com/funding_round/tritonwear-debt-financing--227c22ce,TritonWear,https://www.crunchbase.com/organization/tritonwear,Debt Financing,250000,USD,250000,2019-06-10,,,,,No,TritonWear redefines athlete limits with a wearable and app that actually guides consistently better training.,"Analytics, Artificial Intelligence (AI), Big Data, Fitness, Hardware, Machine Learning, Sports, Swimming, Wearables","Toronto, Ontario, Canada, North America",$1M to $10M,,http://www.tritonwear.com/,6106180,USD,6106180,Seed,11,,,,,"149,796"
Angel Round - Rosa Biotech,https://www.crunchbase.com/funding_round/rosa-biotech-angel--8699e050,Rosa Biotech,https://www.crunchbase.com/organization/rosa-biotech,Angel,760000,GBP,983329,2019-10-31,Seed,,,,Yes,Rosa Biotech is an AI-driven biosensing and diagnostics company based in Bristol.,"Artificial Intelligence (AI), Biotechnology, Machine Learning","Bristol, Bristol, City of, United Kingdom, Europe",$1M to $10M,,https://www.rosabio.tech/,1175000,GBP,1503112,Seed,2,"Harry Destecroix, Jon Craton","Harry Destecroix, Jon Craton",2,,"319,420"
Grant - Nanna Therapeutics,https://www.crunchbase.com/funding_round/bactevo-grant--c99b1fcd,Nanna Therapeutics,https://www.crunchbase.com/organization/bactevo,Grant,829892,GBP,1083425,2019-04-09,,,,,No,Nanna Therapeutics is a drug discovery company addressing age-related diseases for which others are failing to provide effective treatments.,"Artificial Intelligence (AI), Biotechnology, Health Care, Medical, Therapeutics","Cambridge, Cambridgeshire, United Kingdom, Europe",$1M to $10M,,http://www.nannatherapeutics.com/,829892,GBP,1083425,M&A,2,Innovate UK,Innovate UK,1,,"497,204"
Convertible Note - Pathfndr,https://www.crunchbase.com/funding_round/metripping-technologies-pvt-ltd-convertible-note--0907b05d,Pathfndr,https://www.crunchbase.com/organization/metripping-technologies-pvt-ltd,Convertible Note,550000,USD,550000,2019-12-20,,,,,No,Building the AI-powered Travel Operating System to help travel advisors create their online/ hybrid business.,"Artificial Intelligence (AI), Leisure, Machine Learning, Software, Tourism, Travel, Travel Agency","Houston, Texas, United States, North America",Less than $1M,,http://www.pathfndr.io,1975000,USD,1975000,Seed,3,,,,,"320,586"
Funding Round - Social Piper,https://www.crunchbase.com/funding_round/socialpiper-undisclosed--9abdf313,Social Piper,https://www.crunchbase.com/organization/socialpiper,Funding Round,325000,USD,325000,2019-09-24,,,,,Yes,Social Piper is a provider of an AI-powered social media management platform.,"Analytics, Artificial Intelligence (AI), Content Creators, Machine Learning, SaaS, Social Media","Palo Alto, California, United States, North America",$1M to $10M,"Hispanic / Latine Founded, Women Founded",http://www.socialpiper.ai,3001445,USD,3001445,Seed,9,,,,,"320,744"
Seed Round - YIWU MARKET,https://www.crunchbase.com/funding_round/yiwu-market-seed--c9e4858b,YIWU MARKET,https://www.crunchbase.com/organization/yiwu-market,Seed,700000,USD,700000,2019-01-17,Seed,,,,Yes,"We design all in one tech solution, for the complex needs of the INTERNATIONAL TRADE industry.","Artificial Intelligence (AI), Big Data, E-Commerce, Predictive Analytics, Quantum Computing, Trading Platform","Hong Kong, Hong Kong Island, Hong Kong, Asia",Less than $1M,,http://www.yiwu.market,700000,USD,700000,Seed,1,,,,,"141,349"
Pre Seed Round - Bravrr,https://www.crunchbase.com/funding_round/bruxrelief-pre-seed--b1b408d4,Bravrr,https://www.crunchbase.com/organization/bruxrelief,Pre-Seed,280000,USD,280000,2019-05-24,Seed,,,,Yes,Bravrr develops a wearable assessment headband to assess and provide therapy for bruxism disorder.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Wearables","Albuquerque, New Mexico, United States, North America",$1M to $10M,,http://bravrr.com,280000,USD,280000,Seed,2,HAX,"HAX, SOSV",2,1,"141,719"
Series A - Juntos Campus,https://www.crunchbase.com/funding_round/juntos-campus-series-a--4c5dc0f6,Juntos Campus,https://www.crunchbase.com/organization/juntos-campus,Series A,4300000,BRL,1107848,2019-01-01,Early Stage Venture,,,,Yes,A Inteligência por trás da Inteligência,Intelligent Systems,"Itanhandu, Minas Gerais, Brazil, South America",,,https://www.juntoscampus.com,4700000,BRL,1230757,Early Stage Venture,2,,,,,"143,485"
Grant - Unanimous AI,https://www.crunchbase.com/funding_round/unanimous-a-i-grant--3b9acc46,Unanimous AI,https://www.crunchbase.com/organization/unanimous-a-i,Grant,224594,USD,224594,2019-02-08,,,,,No,"Unanimous AI has pioneered Swarm AI. We amplify human intelligence, enabling groups to make AI-optimized forecasts, decisions and diagnoses.","Artificial Intelligence (AI), Intelligent Systems, Internet, Machine Learning","San Francisco, California, United States, North America",Less than $1M,,http://unanimous.ai,3045846,USD,3045846,,3,National Science Foundation,National Science Foundation,1,,"143,836"
Pre Seed Round - Shanghai AI Innovation,https://www.crunchbase.com/funding_round/shanghai-ai-innovation-pre-seed--ebd2f171,Shanghai AI Innovation,https://www.crunchbase.com/organization/shanghai-ai-innovation,Pre-Seed,1000000,USD,1000000,2019-02-28,Seed,,,,Yes,Shanghai AI Innovation (SAII) develops artificial intelligence software for the e-commerce industry.,"Artificial Intelligence (AI), E-Commerce, Software","Shanghai, Shanghai, China, Asia",,,,9000000,USD,9000000,Seed,2,,,,,"146,408"
Seed Round - SuccessData,https://www.crunchbase.com/funding_round/successdata-seed--9ebea395,SuccessData,https://www.crunchbase.com/organization/successdata,Seed,600000,GBP,763464,2019-06-11,Seed,,,,Yes,SuccessData provides document processing solutions.,"Artificial Intelligence (AI), Information Services, Information Technology","London, England, United Kingdom, Europe",Less than $1M,,https://www.successdata.ai/,600000,GBP,763464,Seed,1,SuperSeed Ventures,SuperSeed Ventures,1,,"501,514"
Seed Round - Myelin Foundry,https://www.crunchbase.com/funding_round/myelin-foundry-seed--abbfd405,Myelin Foundry,https://www.crunchbase.com/organization/myelin-foundry,Seed,72300000,INR,1001796,2019-09-03,Seed,,,,Yes,"Myelin Foundry develops Artificial Intelligence algorithms on video, voice, and sensor data, for edge devices.","Artificial Intelligence (AI), Industrial, Information Technology, Machine Learning, Media and Entertainment","Bengaluru, Karnataka, India, Asia",$1M to $10M,,http://www.myelinfoundry.com/,8983821,USD,8983821,,6,Endiya Partners,Endiya Partners,1,1,"449,157"
Seed Round - UrbanChain,https://www.crunchbase.com/funding_round/urbanchain-seed--07e19525,UrbanChain,https://www.crunchbase.com/organization/urbanchain,Seed,350000,GBP,451933,2019-12-01,Seed,,,,Yes,"Blockchain, AI, Renewables, Distributed Energy Management System, Peer-to-Peer Exchange System, Local Energy Market, Virtual Power Plants","Artificial Intelligence (AI), Blockchain, Clean Energy, Energy, Energy Management, GreenTech, Information Technology, Machine Learning, Renewable Energy","Manchester, Manchester, United Kingdom, Europe",$1M to $10M,,http://urbanchain.co.uk,6610000,GBP,8242786,Early Stage Venture,5,,Innovator Groundbreakers,1,,"502,585"
Seed Round - PerchPeek,https://www.crunchbase.com/funding_round/perchpeek-seed--56fbd890,PerchPeek,https://www.crunchbase.com/organization/perchpeek,Seed,800000,USD,800000,2019-12-25,Seed,,,,Yes,PerchPeek uses AI to guide people through every stage of their relocation from search to settling in.,"Artificial Intelligence (AI), Building Material, Internet, Online Portals, Real Estate, Rental Property, Software","London, England, United Kingdom, Europe",$1M to $10M,,https://www.perchpeek.com/,14644915,USD,14644915,Private Equity,5,,Omar Rebhan,1,,"297,727"
Convertible Note - Ricochet.ai,https://www.crunchbase.com/funding_round/ricochet-0403-convertible-note--6a8adc11,Ricochet.ai,https://www.crunchbase.com/organization/ricochet-0403,Convertible Note,500000,USD,500000,2019-12-04,,,,,No,"Ricochet is a ch extension to find insights, sales leads, and B2B information.","Lead Generation, Natural Language Processing, Sales Automation, Software","Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom, Europe",Less than $1M,,https://ricochet.ai,800000,USD,800000,M&A,2,Northstar Ventures,Northstar Ventures,1,,"504,545"
Pre Seed Round - RAD AI,https://www.crunchbase.com/funding_round/rad-intelligence-pre-seed--859f3260,RAD AI,https://www.crunchbase.com/organization/rad-intelligence,Pre-Seed,260000,USD,260000,2019-08-23,Seed,4000000,USD,4000000,Yes,AI technology that delivers real-time insights through real-world language.,"Artificial Intelligence (AI), Brand Marketing, Digital Marketing, Digital Media, Machine Learning, Marketing, Marketing Automation, SaaS, Social Media, Social Media Marketing","Venice, California, United States, North America",$10M to $50M,,http://www.radintel.ai,10107750,USD,10107750,Early Stage Venture,12,Dzhel,Dzhel,1,,"505,365"
Seed Round - Agrahyah Technologies,https://www.crunchbase.com/funding_round/agrahyah-technologies-pvt-ltd-seed--a88cefe0,Agrahyah Technologies,https://www.crunchbase.com/organization/agrahyah-technologies-pvt-ltd,Seed,1000000,USD,1000000,2019-07-17,Seed,,,,Yes,"Since pioneering Conversational AI in 2017, Agrahyah now offers comprehensive AI solutions across multiple platforms to drive growth","Generative AI, Information Technology","Mumbai, Maharashtra, India, Asia",$1M to $10M,,http://agrahyah.com,1000000,USD,1000000,Seed,1,,,,,"391,002"
"Seed Round - PRECILY, INC.",https://www.crunchbase.com/funding_round/precily-private-limited-seed--086c59bd,"PRECILY, INC.",https://www.crunchbase.com/organization/precily-private-limited,Seed,771000,USD,771000,2019-05-01,Seed,,,,Yes,Precily is Artificial Intelligence platform for enterprises that increases efficiency of workforce by providing AI based solutions.,"Analytics, Artificial Intelligence (AI), Consulting, Machine Learning, Software","Palo Alto, California, United States, North America",$1M to $10M,,http://precily.com,1171000,USD,1171000,Seed,5,,"Anil Advani, Windrose Capital",2,1,"506,844"
Pre Seed Round - INKsearch.co,https://www.crunchbase.com/funding_round/inksearch-co-booking-platform-for-tattoo-lovers-pre-seed--138fd15f,INKsearch.co,https://www.crunchbase.com/organization/inksearch-co-booking-platform-for-tattoo-lovers,Pre-Seed,1000000,PLN,258990,2019-10-25,Seed,4000000,PLN,1035961,Yes,INKsearch - SaaS-enabled marketplace with AI for the tattoo industry. We simply speed up connection between best artists and clients,"Machine Learning, Marketplace, SaaS, Software","Wroclaw, Dolnoslaskie, Poland, Europe",Less than $1M,,https://www.inksearch.co/,1049016,USD,1049016,Seed,6,KnowledgeHub,KnowledgeHub,1,,"506,913"
Pre Seed Round - Geojam,https://www.crunchbase.com/funding_round/geojam-pre-seed--df7b6c2c,Geojam,https://www.crunchbase.com/organization/geojam,Pre-Seed,1000000,USD,1000000,2019-06-27,Seed,,,,Yes,"Popping the bubble of mainstream social with blockchain and AI, one bubble at a time","Artificial Intelligence (AI), Blockchain, Consumer Applications, Content Creators, Cryptocurrency, Media and Entertainment, Mobile Apps, Social, Social Media, Social Network","Los Angeles, California, United States, North America",$1M to $10M,"Hispanic / Latine Founded, Women Founded, Women Led",https://www.geojam.com/,2450000,USD,2450000,,5,,,,,"507,175"
Seed Round - Ceevra,https://www.crunchbase.com/funding_round/ceevra-inc-seed--58f1ad69,Ceevra,https://www.crunchbase.com/organization/ceevra-inc,Seed,800000,USD,800000,2019-08-31,Seed,,,,Yes,Advanced 3D visualization technology for surgeons,"Artificial Intelligence (AI), Health Care, Machine Learning, Mobile Apps, Software","San Francisco, California, United States, North America",$1M to $10M,,http://www.ceevra.com,3330000,USD,3330000,Seed,4,,,,,"248,715"
Pre Seed Round - aito.ai,https://www.crunchbase.com/funding_round/aito-ai-pre-seed--2a8e7773,aito.ai,https://www.crunchbase.com/organization/aito-ai,Pre-Seed,1000000,EUR,1118959,2019-05-07,Seed,,,,Yes,Aito is a predictive database that uses existing relational datasets for predictions and recommendations.,"Artificial Intelligence (AI), Database, Machine Learning, PaaS, SaaS, Software","Helsinki, Southern Finland, Finland, Europe",,,https://aito.ai,3090000,EUR,3506156,Seed,3,First Fellow Partners,"Business Finland, First Fellow Partners, Hermitage Equity Partners, UMO Capital",4,1,"595,738"
Seed Round - Nethone,https://www.crunchbase.com/funding_round/nethone-seed--609938dc,Nethone,https://www.crunchbase.com/organization/nethone,Seed,1000000,USD,1000000,2019-04-17,Seed,,,,Yes,Know Your Users™ to reject only fraudsters,"Analytics, Artificial Intelligence (AI), Business Intelligence, Cyber Security, FinTech, Fraud Detection, Machine Learning, Risk Management, SaaS","Warsaw, Mazowieckie, Poland, Europe",$50M to $100M,,https://nethone.com/join-us,10603400,USD,10603400,M&A,5,Innovation Nest,Innovation Nest,1,,"250,681"
Pre Seed Round - AQEMIA,https://www.crunchbase.com/funding_round/aqemia-pre-seed--ae9768b8,AQEMIA,https://www.crunchbase.com/organization/aqemia,Pre-Seed,1100000,EUR,1223727,2019-10-17,Seed,,,,Yes,Drug discovery - Pharma 3.0,"Artificial Intelligence (AI), Biotechnology, Generative AI, Life Science, Machine Learning, Pharmaceutical","Paris, Ile-de-France, France, Europe",,,http://www.aqemia.com/,60100000,EUR,64102027,Early Stage Venture,4,Elaia,Elaia,1,1,"251,016"
Seed Round - Bin-e,https://www.crunchbase.com/funding_round/bin-e-smart-waste-bin-seed--d42c0bad,Bin-e,https://www.crunchbase.com/organization/bin-e-smart-waste-bin,Seed,1000000,EUR,1136848,2019-03-01,Seed,,,,Yes,Bin-e is a smart waste management system that uses artificial intelligence to identify the type of waste.,"Artificial Intelligence (AI), CleanTech, Facility Management, Information Technology, Internet of Things, Recycling, Smart Building, Software, Waste Management","Poznan, Wielkopolskie, Poland, Europe",$1M to $10M,,http://bine.world,2250000,EUR,2610305,Early Stage Venture,5,,"Altamira, EIT InnoEnergy",2,,"597,005"
Convertible Note - Carbon Trainer,https://www.crunchbase.com/funding_round/carbon-trainer-convertible-note--8edd7d12,Carbon Trainer,https://www.crunchbase.com/organization/carbon-trainer,Convertible Note,650000,USD,650000,2019-04-26,,,,,No,"fitness, wellness, hardware, consumer, saas, ai, platform, coaching","Artificial Intelligence (AI), Consumer, Electronics, Fitness, Hardware, Quantified Self, SaaS, Wellness","New York, New York, United States, North America",Less than $1M,Women Founded,https://www.carbontrainer.com,3200000,USD,3200000,Seed,4,,,,,"251,876"
Pre Seed Round - ViteSicure,https://www.crunchbase.com/funding_round/vitesicure-pre-seed--22a53356,ViteSicure,https://www.crunchbase.com/organization/vitesicure,Pre-Seed,410000,EUR,454445,2019-09-15,Seed,,,,Yes,ViteSicure is a fully digital insurtech broker that provides financial products with a high premium level digital customer experience.,"Artificial Intelligence (AI), FinTech, Health Insurance, Insurance, InsurTech, Life Insurance","Milano, Lombardia, Italy, Europe",$1M to $10M,,https://vitesicure.it,3576000,EUR,3881063,Seed,4,Aleph Finance Group,"Aleph Finance Group, Andrea Dutto",2,,"252,063"
Grant - Eyenuk,https://www.crunchbase.com/funding_round/eyenuk-grant--df358e10,Eyenuk,https://www.crunchbase.com/organization/eyenuk,Grant,450000,USD,450000,2019-09-30,,,,,No,Eyenuk is a medtech company that develops an artificial intelligence screening tool for risk assessment and disease surveillance.,"Artificial Intelligence (AI), Diabetes, Health Care, Health Diagnostics, Medical Device","Woodland Hills, California, United States, North America",$1M to $10M,,http://www.eyenuk.com,47400000,USD,47400000,Early Stage Venture,12,,,,,"252,492"
Equity Crowdfunding - AgroScout,https://www.crunchbase.com/funding_round/agroscout-equity-crowdfunding--2062dec0,AgroScout,https://www.crunchbase.com/organization/agroscout,Equity Crowdfunding,340000,USD,340000,2019-09-01,,,,,Yes,AgroScout delivers a SaaS solutions allows food production companies to build more profitable and more sustainable operations,"Agriculture, AgTech, Food and Beverage, Information Technology, Machine Learning, Software","Yir'on, HaZafon, Israel, Asia",$1M to $10M,,http://agro-scout.com/,10840000,USD,10840000,Seed,3,,,,,"253,013"
Pre Seed Round - Fretello,https://www.crunchbase.com/funding_round/fretello-pre-seed--1a753b72,Fretello,https://www.crunchbase.com/organization/fretello,Pre-Seed,700000,EUR,771380,2019-09-20,Seed,,,,Yes,Empowering guitarists to become better musicians through holistic learning.,"Apps, Artificial Intelligence (AI), E-Learning, EdTech, Education, Machine Learning, Mobile, Music, Music Education, Software","Linz, Oberosterreich, Austria, Europe",$1M to $10M,,https://fretello.com,3900000,EUR,4169626,Seed,6,Pioneers Ventures,Pioneers Ventures,1,,"629,242"
Seed Round - Usarya,https://www.crunchbase.com/funding_round/usarya-seed--a7585e3b,Usarya,https://www.crunchbase.com/organization/usarya,Seed,1000000,EUR,1127866,2019-02-11,Seed,,,,Yes,The best stone picking machine on the market.,"Artificial Intelligence (AI), Machine Learning","Lomianki, Mazowieckie, Poland, Europe",$1M to $10M,,http://usarya-polska.pl,1000000,EUR,1127866,Seed,1,AgriTech Hub,AgriTech Hub,1,,"198,279"
Convertible Note - Social Piper,https://www.crunchbase.com/funding_round/socialpiper-convertible-note--8dd4def7,Social Piper,https://www.crunchbase.com/organization/socialpiper,Convertible Note,325000,USD,325000,2019-08-16,,5000000,USD,5000000,No,Social Piper is a provider of an AI-powered social media management platform.,"Analytics, Artificial Intelligence (AI), Content Creators, Machine Learning, SaaS, Social Media","Palo Alto, California, United States, North America",$1M to $10M,"Hispanic / Latine Founded, Women Founded",http://www.socialpiper.ai,3001445,USD,3001445,Seed,9,,,,,"198,544"
Pre Seed Round - Rewire AI,https://www.crunchbase.com/funding_round/rewire-neuroscience-pre-seed--43883261,Rewire AI,https://www.crunchbase.com/organization/rewire-neuroscience,Pre-Seed,225000,USD,225000,2019-01-05,Seed,,,,Yes,Rewire AI provides an adaptive AI-as-a-Service platform for integrated computer vision for diagnostic device and microscope partners.,"Artificial Intelligence (AI), Biotechnology, Health Diagnostics, Life Science, Machine Learning","Portland, Oregon, United States, North America",$1M to $10M,,https://rewire.ai,2915594,USD,2915594,Seed,8,,National Institute of General Medical Science,1,,"295,592"
