Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - 7Arena Technologies,https://www.crunchbase.com/funding_round/7arena-series-a--98d9c96b,7Arena Technologies,https://www.crunchbase.com/organization/7arena,Series A,230000,USD,230000,2023-01-04,Early Stage Venture,300000,USD,300000,Yes,"AI-driven cloud applications expedite product development by providing robust tools for real-time emulation, tracing, and automated testing.","Artificial Intelligence (AI), Information Technology, iOS, Machine Learning, Software",,"Vavuniya, Eastern, Sri Lanka, Asia",https://www.7arena.com/,Less than $1M,280000,USD,280000,Early Stage Venture,2,,Techstars,1,,"101,969"
Pre Seed Round - ZOMI,https://www.crunchbase.com/funding_round/zomi-pre-seed--9873e00d,ZOMI,https://www.crunchbase.com/organization/zomi,Pre-Seed,140000,CAD,104197,2022-12-01,Seed,,,,Yes,An AI platform aiming to revolutionize how people explore food,"Artificial Intelligence (AI), Content Discovery, Machine Learning, Mobile Apps, Predictive Analytics, Restaurants, SaaS",,"Vancouver, British Columbia, Canada, North America",http://zomi.menu,,250000,CAD,190645,Seed,3,,,,,"102,452"
Grant - OM3GA SOLUTIONS,https://www.crunchbase.com/funding_round/om3ga-solution-grant--e4b40aa1,OM3GA SOLUTIONS,https://www.crunchbase.com/organization/om3ga-solution,Grant,81956,USD,81956,2022-11-09,,,,,No,"OM3GA SOLUTIONS provides services in AI/ML speech-to-text, text-to-speech and virtual assistant, web design and hosting","Artificial Intelligence (AI), Augmented Reality, Cloud Computing, Enterprise Software, Machine Learning, Natural Language Processing, Software, Speech Recognition, Web Design, Web Hosting",,"Zemun, Vojvodina, Serbia, Europe",https://om3ga.org/,Less than $1M,229471,USD,229471,Seed,3,UNICEF Innovation Fund,UNICEF Innovation Fund,1,,"103,246"
Pre Seed Round - Web3Wed,https://www.crunchbase.com/funding_round/web3wed-io-pre-seed--07ad53fb,Web3Wed,https://www.crunchbase.com/organization/web3wed-io,Pre-Seed,100000,USD,100000,2023-03-01,Seed,,,,Yes,Blockchain marriage service,"Artificial Intelligence (AI), Information Technology, Web3",,"Sharjah, Sharjah, United Arab Emirates, Asia",https://web3wed.io,,100000,USD,100000,Seed,1,,,,,"101,787"
Pre Seed Round - ZOMI,https://www.crunchbase.com/funding_round/zomi-pre-seed--c48abef9,ZOMI,https://www.crunchbase.com/organization/zomi,Pre-Seed,110000,CAD,86448,2022-03-01,Seed,,,,Yes,An AI platform aiming to revolutionize how people explore food,"Artificial Intelligence (AI), Content Discovery, Machine Learning, Mobile Apps, Predictive Analytics, Restaurants, SaaS",,"Vancouver, British Columbia, Canada, North America",http://zomi.menu,,250000,CAD,190645,Seed,3,,,,,"102,669"
Angel Round - Hollo Limited,https://www.crunchbase.com/funding_round/hollo-limited-angel--49a25f4b,Hollo Limited,https://www.crunchbase.com/organization/hollo-limited,Angel,880000,HKD,112135,2022-06-01,Seed,,,,Yes,"SaaS, Digital Therapeutics, Healthtech, Mental Health","Artificial Intelligence (AI), Electronic Health Record (EHR), Health Care, Health Diagnostics, Information Technology, Mental Health, Personal Health, Software, Wellness",,"Central and Western, Hong Kong Island, Hong Kong, Asia",https://hollo.hk,$1M to $10M,6190000,HKD,793900,Seed,10,,,,,"103,357"
Convertible Note - Front AI,https://www.crunchbase.com/funding_round/front-ai-convertible-note--820d4c5c,Front AI,https://www.crunchbase.com/organization/front-ai,Convertible Note,220000,EUR,234706,2023-03-01,,,,,No,Front AI is an Conversational AI and 2nd Generation Services Bot company,"Artificial Intelligence (AI), Customer Service, Machine Learning, Natural Language Processing",,"Helsinki, Southern Finland, Finland, Europe",https://front.ai/,$1M to $10M,2405001,EUR,2732152,Seed,10,,CapMan,1,,"102,849"
Pre Seed Round - MagicalAPI,https://www.crunchbase.com/funding_round/magicalapi-pre-seed--2a8b2c8c,MagicalAPI,https://www.crunchbase.com/organization/magicalapi,Pre-Seed,100000,USD,100000,2023-01-01,Seed,,,,Yes,AI-powered platform that offers a range of services through APIs.,"Artificial Intelligence (AI), Information Technology, Machine Learning, Natural Language Processing, Software",,"Muscat, Masqat, Oman, Asia",https://magicalapi.com,,100000,USD,100000,Seed,1,,,,,"103,787"
Grant - TransitionZero,https://www.crunchbase.com/funding_round/transitionzero-grant--8ac78e3d,TransitionZero,https://www.crunchbase.com/organization/transitionzero,Grant,214860,USD,214860,2023-03-01,,,,,No,"A non-profit, climate technology start-up building tools to support the global energy transition.","Energy, Machine Learning, Software",,"London, England, United Kingdom, Europe",https://www.transitionzero.org,$1M to $10M,6607851,USD,6607851,,9,,,,,"104,304"
Pre Seed Round - Arnaque,https://www.crunchbase.com/funding_round/arnaque-pre-seed--ece80857,Arnaque,https://www.crunchbase.com/organization/arnaque,Pre-Seed,175000,USD,175000,2023-04-01,Seed,,,,Yes,Generative AI for Healthcare and Insurance Providers,"Generative AI, Health Care, Health Insurance, Machine Learning",,"New York, New York, United States, North America",http://www.arnaque.ai,,175000,USD,175000,Seed,1,,,,,"103,170"
Pre Seed Round - Garudaire,https://www.crunchbase.com/funding_round/garudaire-pre-seed--ca3ec271,Garudaire,https://www.crunchbase.com/organization/garudaire,Pre-Seed,10000000,INR,122354,2023-05-05,Seed,,,,Yes,Advanced Drone Technology Startup,"Artificial Intelligence (AI), Drones, Machine Learning, Robotics",,"Delhi, Delhi, India, Asia",https://www.garudaire.com,,10000000,INR,122354,Seed,1,,,,,"102,986"
Seed Round - Acroo Labs,https://www.crunchbase.com/funding_round/acroo-co-seed--34832a5d,Acroo Labs,https://www.crunchbase.com/organization/acroo-co,Seed,80000,GBP,99848,2023-05-17,Seed,,,,Yes,Enhancing human resilience through the power of artificial-intelligence.,"Artificial Intelligence (AI), Information Technology",,"London, England, United Kingdom, Europe",https://acroo.co,,2480000,GBP,2965927,Seed,2,,,,,"103,260"
Seed Round - Arttac Solutions,https://www.crunchbase.com/funding_round/arttac-solutions-seed--bc6c5719,Arttac Solutions,https://www.crunchbase.com/organization/arttac-solutions,Seed,150000,EUR,169100,2022-02-01,Seed,,,,Yes,Arttac Solutions uses AI technology and vector databases for businesses. Their AI supports business workers every day - fully GDPR-compliant,"Artificial Intelligence (AI), Information Technology, Machine Learning, Technical Support, Web Development",,"Nuremberg, Bayern, Germany, Europe",https://arttacsolutions.de,Less than $1M,300000,EUR,342571,Seed,2,,,,,"103,306"
Seed Round - Exty,https://www.crunchbase.com/funding_round/ext-longevity-seed--81072f19,Exty,https://www.crunchbase.com/organization/ext-longevity,Seed,125000,USD,125000,2022-10-01,Seed,,,,Yes,"machine learning, ai, saas,","Artificial Intelligence (AI), Big Data, Bioinformatics, Data Management, Data Mining, Data Storage, Nutraceutical, Therapeutics",,"Singapore, Central Region, Singapore, Asia",https://exty.bio,,335000,USD,335000,Seed,4,,,,,"103,371"
Pre Seed Round - Dtechtive,https://www.crunchbase.com/funding_round/dtime-ai-pre-seed--2f4ad8b5,Dtechtive,https://www.crunchbase.com/organization/dtime-ai,Pre-Seed,137500,GBP,169744,2023-04-01,Seed,,,,Yes,"AI-powered Conversational Data Search, Analysis & Insights Engine. Making data more discoverable and usable.","Artificial Intelligence (AI), Data Mining, Machine Learning, Natural Language Processing, Search Engine",,"London, England, United Kingdom, Europe",https://dtechtive.com,,382500,GBP,479252,Seed,2,,,,,"105,327"
Angel Round - KELLS,https://www.crunchbase.com/funding_round/kells-d7d3-angel--46c54913,KELLS,https://www.crunchbase.com/organization/kells-d7d3,Angel,200000,USD,200000,2022-06-07,Seed,,,,Yes,AI-powered platform enabling accessible and evidence-based dental care,"Artificial Intelligence (AI), Dental, Health Care",East Asian Founded,"Long Island City, New York, United States, North America",https://www.getkells.com,Less than $1M,200000,USD,200000,Seed,2,,,,,"104,559"
Grant - NeuroTechR3,https://www.crunchbase.com/funding_round/neurotechr3-grant--504eeb7a,NeuroTechR3,https://www.crunchbase.com/organization/neurotechr3,Grant,100000,USD,100000,2022-06-01,,,,,No,NeuroTechR3 is a Biomedical Device/Digital Health company that develops ML-driven rehabilitation technologies for persons with brain injury.,"Biotechnology, Health Care, Machine Learning, Medical","Women Founded, Women Led","Newark, New Jersey, United States, North America",http://www.neurotechr3.com,Less than $1M,421000,USD,421000,,5,,U.S. Department of Health & Human Services,1,,"104,194"
Grant - TransitionZero,https://www.crunchbase.com/funding_round/transitionzero-grant--5e1a9a1e,TransitionZero,https://www.crunchbase.com/organization/transitionzero,Grant,153909,GBP,190001,2023-04-01,,,,,No,"A non-profit, climate technology start-up building tools to support the global energy transition.","Energy, Machine Learning, Software",,"London, England, United Kingdom, Europe",https://www.transitionzero.org,$1M to $10M,6607851,USD,6607851,,9,,,,,"104,654"
Pre Seed Round - ALLPRIV,https://www.crunchbase.com/funding_round/allpriv-dislm-pre-seed--27ce4016,ALLPRIV,https://www.crunchbase.com/organization/allpriv-dislm,Pre-Seed,150000,USD,150000,2022-01-01,Seed,,,,Yes,Allpriv presents the World’s First solution in data privacy on-the-go for enterprises.,"Artificial Intelligence (AI), Cyber Security, Electronics, Information Technology, Software",,"Aniane, Languedoc-Roussillon, France, Europe",http://www.allpriv.com,,150000,USD,150000,Seed,1,,,,,"104,512"
Convertible Note - GoodJob Software,https://www.crunchbase.com/funding_round/goodjob-8d20-convertible-note--3fbf6eda,GoodJob Software,https://www.crunchbase.com/organization/goodjob-8d20,Convertible Note,160000,USD,160000,2023-03-28,,,,,No,GoodJob is a SaaS / AI platform that provides deep matching of jobs and candidates.,"Artificial Intelligence (AI), Human Resources, Machine Learning, Recruiting, SaaS, Software",,"Birmingham, Alabama, United States, North America",https://www.goodjob.io,$1M to $10M,8910000,USD,8910000,Early Stage Venture,3,,SHRMLabs,1,,"107,053"
Series A - DocketRun,https://www.crunchbase.com/funding_round/docketrun-series-a--369c0b45,DocketRun,https://www.crunchbase.com/organization/docketrun,Series A,125000,USD,125000,2022-11-02,Early Stage Venture,345000,USD,345000,Yes,"Docketrun is an AI platform that makes it Easy to Activate, Use, and Deploy AI-based API Services to build Intelligent Applications.","Artificial Intelligence (AI), Developer APIs, Information Technology, Machine Learning, Software",,"Hubli, Karnataka, India, Asia",https://docketrun.info/,Less than $1M,195000,USD,195000,Early Stage Venture,2,,,,,"105,341"
Pre Seed Round - CREX Capital,https://www.crunchbase.com/funding_round/crex-capital-pre-seed--7b46f171,CREX Capital,https://www.crunchbase.com/organization/crex-capital,Pre-Seed,100000,EUR,108735,2023-05-15,Seed,,,,Yes,CREX Capital is a Financial Service company that provides a regulatory-compliant process for commercial real estate financing transactions.,"Artificial Intelligence (AI), Financial Services, Machine Learning, Transaction Processing",,"Berlin, Berlin, Germany, Europe",https://www.crexcapital.io,,100000,EUR,108735,Seed,2,Startup Wise Guys,Startup Wise Guys,1,,"105,062"
Pre Seed Round - AdUp - AI Checkout,https://www.crunchbase.com/funding_round/ad-up-d93f-pre-seed--0558ea8d,AdUp - AI Checkout,https://www.crunchbase.com/organization/ad-up-d93f,Pre-Seed,200000,EUR,199036,2022-09-01,Seed,,,,Yes,"Saas, Payment, Fintech, Whitelabel, Checkout","Advertising, Artificial Intelligence (AI), E-Commerce, E-Commerce Platforms, FinTech, Machine Learning, Marketing, Software",,"Amsterdam, Noord-Holland, The Netherlands, Europe",http://www.adup.io,Less than $1M,600000,EUR,633835,Seed,2,,,,,"105,550"
Series A - Prime One Global,https://www.crunchbase.com/funding_round/prime-one-global-series-a--9f94b3c8,Prime One Global,https://www.crunchbase.com/organization/prime-one-global,Series A,100000,USD,100000,2022-12-12,Early Stage Venture,1000000,USD,1000000,Yes,"Business Intelligence and marketing Automation using AI, ML data-driven insights for the Growing brands like yours.","Advertising, Artificial Intelligence (AI), Digital Marketing, Machine Learning, Marketing, SEO, Social Media Marketing",,"Wilmington, Delaware, United States, North America",https://www.primeone.global,,380000,USD,380000,Early Stage Venture,4,Sharanyan Sharma,Sharanyan Sharma,1,,"105,353"
Pre Seed Round - Forma,https://www.crunchbase.com/funding_round/forma-health-pre-seed--de64f879,Forma,https://www.crunchbase.com/organization/forma-health,Pre-Seed,100000,EUR,113740,2022-01-01,Seed,,,,Yes,"Lifelong performance, medically backed. Personalised injury prevention for tennis players.","Artificial Intelligence (AI), Fitness, Health Care, Information Technology, Tennis",,"Barcelona, Catalonia, Spain, Europe",https://forma.health,,1100000,EUR,1189807,Seed,2,,,,,"105,832"
Pre Seed Round - FairSplit,https://www.crunchbase.com/funding_round/fairsplit-b89b-pre-seed--8bd7a02c,FairSplit,https://www.crunchbase.com/organization/fairsplit-b89b,Pre-Seed,120000,USD,120000,2022-11-23,Seed,,,,Yes,The All-in-One Business Transition Solutions.,"Artificial Intelligence (AI), Employee Benefits, Financial Services, Insurance",,"Miami, Florida, United States, North America",https://fairsplit.us,,120000,USD,120000,Seed,1,,Techstars,1,,"106,276"
Grant - Ecomtent,https://www.crunchbase.com/funding_round/ecomtent-grant--e2ad9302,Ecomtent,https://www.crunchbase.com/organization/ecomtent,Grant,210000,USD,210000,2023-03-10,,,,,No,The next generation of ecommerce catalog management,"Artificial Intelligence (AI), E-Commerce, Generative AI, Software",,"Toronto, Ontario, Canada, North America",https://www.ecomtent.ai/,$1M to $10M,520000,USD,520000,Seed,3,,,,,"107,413"
Pre Seed Round - Edutechs,https://www.crunchbase.com/funding_round/edutechs-pre-seed--1eb5d998,Edutechs,https://www.crunchbase.com/organization/edutechs,Pre-Seed,100000,USD,100000,2022-01-01,Seed,,,,Yes,Edutechs offers inclusive education system that promotes equity.,"Education, Information Technology, Machine Learning, Software",,"Middletown, Delaware, United States, North America",https://edutechs.app/Welcome,$1M to $10M,2111685,USD,2111685,Seed,3,"F. K. Md Emdad khan, Mohammad Maaz","F. K. Md Emdad khan, Mohammad Maaz",2,,"106,664"
Pre Seed Round - Ceretype Neuromedicine,https://www.crunchbase.com/funding_round/ceretype-neuromedicine-pre-seed--3f789894,Ceretype Neuromedicine,https://www.crunchbase.com/organization/ceretype-neuromedicine,Pre-Seed,100000,USD,100000,2023-02-28,Seed,,,,Yes,Ceretype Neuromedicine is a next-generation fMRI brain biomarker platform to improve drug discovery and patient care in neuropsychiatry,"Biotechnology, Health Care, Life Science, Machine Learning, Medical","Women Founded, Women Led","Cambridge, Massachusetts, United States, North America",http://ceretype.com/,$1M to $10M,4350000,USD,4350000,Seed,4,One Mind Accelerator,"One Mind Accelerator, THE CATALYTIC IMPACT FOUNDATION (CIF)",2,2,"107,255"
Pre Seed Round - MyRUCK,https://www.crunchbase.com/funding_round/myruck-pre-seed--b6abed9f,MyRUCK,https://www.crunchbase.com/organization/myruck,Pre-Seed,100000,USD,100000,2022-11-01,Seed,1500000,USD,1500000,Yes,HR SaaS for People Teams with Veteran and Military-Connected Employees,"Artificial Intelligence (AI), Human Resources, Information Technology, Predictive Analytics, Software","Black Founded, Black Led","Los Angeles, California, United States, North America",https://www.myruck.ai,Less than $1M,225000,USD,225000,Seed,2,,Sunstone Management,1,,"106,939"
Pre Seed Round - Solace Vision,https://www.crunchbase.com/funding_round/solace-vision-pre-seed--7ba68061,Solace Vision,https://www.crunchbase.com/organization/solace-vision,Pre-Seed,235000,USD,235000,2022-01-24,Seed,3000000,USD,3000000,Yes,3D creation tool powered by AI and natural language. Create virtual objects in minutes using text.,"3D Technology, Artificial Intelligence (AI), Augmented Reality, Machine Learning, Software, Virtual Reality","Black Founded, Black Led","Tulsa, Oklahoma, United States, North America",https://solacevision.com/,,335000,USD,335000,Seed,2,Techstars,"Bill Silva Ventures, Concord Music Group, MetaVision International, Techstars, Warner Music Group",5,,"107,152"
Convertible Note - Humaxa,https://www.crunchbase.com/funding_round/humaxa-convertible-note--a201c733,Humaxa,https://www.crunchbase.com/organization/humaxa,Convertible Note,160000,USD,160000,2022-04-26,,,,,No,Humaxa has developed an AI Assistant that provides instant automotive intelligence.,"Artificial Intelligence (AI), Enterprise Software, Generative AI, Information Technology, Machine Learning, Natural Language Processing","Women Founded, Women Led","Shingle Springs, California, United States, North America",https://www.humaxa.com,Less than $1M,210000,USD,210000,Seed,4,,SHRMLabs,1,,"107,974"
Series A - Soft Gallery,https://www.crunchbase.com/funding_round/soft-gallery-series-a--46b6269d,Soft Gallery,https://www.crunchbase.com/organization/soft-gallery,Series A,214000,USD,214000,2023-04-20,Early Stage Venture,493000,USD,493000,Yes,"Soft Gallery is an IT startup, leveraging AI/ML technologies to create web/mobile apps, web design, and software development.","Artificial Intelligence (AI), Information Technology, Machine Learning, Mobile Apps, SEO, Software, Web Apps, Web Design",,"Ja Ela, Western, Sri Lanka, Asia",https://softgallery.online/,,274000,USD,274000,Early Stage Venture,2,,,,,"107,941"
Grant - Brainspark Games,https://www.crunchbase.com/funding_round/brainspark-games-grant--8e488bb1,Brainspark Games,https://www.crunchbase.com/organization/brainspark-games,Grant,70000,GBP,84679,2023-01-01,,,,,No,"Brainspark Games is an Edtech Gaming studio, building an eduverse of educational mobile games.","Artificial Intelligence (AI), Augmented Reality, Education, Gaming, Video Games",,"London, England, United Kingdom, Europe",https://www.brainsparkgames.com/,,1325000,GBP,1655448,Seed,8,,Innovate UK,1,,"107,924"
Pre Seed Round - Carepay - Care fintech solution,https://www.crunchbase.com/funding_round/carepay-care-fintech-solution-pre-seed--35b5f0bc,Carepay - Care fintech solution,https://www.crunchbase.com/organization/carepay-care-fintech-solution,Pre-Seed,160000,USD,160000,2022-11-01,Seed,10000000,USD,10000000,Yes,"Carepay is a Care fintech solution that aims to provide equal, accessible and affordable healthcare services to all individuals","Artificial Intelligence (AI), Blockchain, Cryptocurrency, FinTech, Health Care, Information Technology",,"Ulaanbaatar, Ulaanbaatar, Mongolia, Asia",https://carepay.mn/,,160000,USD,160000,Seed,1,,,,,"109,211"
Convertible Note - Humanly.io,https://www.crunchbase.com/funding_round/humanly-edfc-convertible-note--0377e53a,Humanly.io,https://www.crunchbase.com/organization/humanly-edfc,Convertible Note,160000,USD,160000,2023-03-28,,,,,No,Humanly.io is a conversational AI that engages with every single candidate.,"Artificial Intelligence (AI), Human Resources, Machine Learning, Recruiting, SaaS, Software",,"Seattle, Washington, United States, North America",https://humanly.io/,$1M to $10M,23213303,USD,23213303,Early Stage Venture,8,,SHRMLabs,1,,"108,196"
Convertible Note - Outfield,https://www.crunchbase.com/funding_round/outfield-technologies-convertible-note--97cf81cc,Outfield,https://www.crunchbase.com/organization/outfield-technologies,Convertible Note,206000,GBP,228678,2022-10-12,,6520000,GBP,7237778,No,The future of fruit farming,"Agriculture, AgTech, Artificial Intelligence (AI), Horticulture, Machine Learning",,"London, England, United Kingdom, Europe",http://www.outfield.xyz,$1M to $10M,2059557,GBP,2652799,,10,,,,,"109,369"
Pre Seed Round - Osmos,https://www.crunchbase.com/funding_round/osmos-f2dd-pre-seed--5d7030c0,Osmos,https://www.crunchbase.com/organization/osmos-f2dd,Pre-Seed,160000,USD,160000,2023-04-22,Seed,,,,Yes,Matchmaking service for entrepreneurs and C-level professionals,"Artificial Intelligence (AI), Dating, Machine Learning, Private Social Networking, Professional Networking",,"Wilmington, Delaware, United States, North America",https://osmos.social/,,160000,USD,160000,Seed,1,,,,,"108,394"
Series A - Entgra,https://www.crunchbase.com/funding_round/entgra-series-a--fc874a74,Entgra,https://www.crunchbase.com/organization/entgra,Series A,224000,USD,224000,2023-03-27,Early Stage Venture,350000,USD,350000,Yes,"Mobile Device Management, IoT Platform, WSO2 Technology Partner for IoT/MDM Platform Development","Artificial Intelligence (AI), Information Technology, Internet of Things, IT Infrastructure, Machine Learning, Software",,"Dehiwala, Western, Sri Lanka, Asia",https://entgra.quest/,,294000,USD,294000,Early Stage Venture,2,,,,,"108,831"
Seed Round - Mind Reader,https://www.crunchbase.com/funding_round/mind-reader-28f2-seed--1798ea22,Mind Reader,https://www.crunchbase.com/organization/mind-reader-28f2,Seed,250000,USD,250000,2023-03-01,Seed,,,,Yes,"MindReader.ai is a SaaS, which helps salespeople in high-ticket industries.","Artificial Intelligence (AI), Consulting, Information Technology, Marketing, Sales",,"Singapore, Central Region, Singapore, Asia",https://www.themindreader.ai/,,250000,USD,250000,Seed,1,,,,,"109,274"
Pre Seed Round - NeuCurrent,https://www.crunchbase.com/funding_round/neucurrent-pre-seed--dc0e2c8e,NeuCurrent,https://www.crunchbase.com/organization/neucurrent,Pre-Seed,100000,EUR,108175,2023-05-20,Seed,,,,Yes,Neucurrent serves as a comprehensive data platform for omnichannel retailers.,"Artificial Intelligence (AI), Marketing Automation, SaaS",,"London, England, United Kingdom, Europe",https://www.neucurrent.com,,100000,EUR,108175,Seed,1,Startup Wise Guys,Startup Wise Guys,1,,"109,686"
Angel Round - Mywacc,https://www.crunchbase.com/funding_round/mywacc-angel--cf36c657,Mywacc,https://www.crunchbase.com/organization/mywacc,Angel,100000,USD,100000,2023-04-01,Seed,,,,Yes,"The next Valuations Bureau. Turn data into value. Analyze, compare, and capitalize with Mywacc","Artificial Intelligence (AI), Financial Services, FinTech, Machine Learning",,"Santiago, Region Metropolitana, Chile, South America",https://www.mywacc.com,,100000,USD,100000,Seed,1,CORFO,CORFO,1,,"109,466"
Pre Seed Round - Skillties,https://www.crunchbase.com/funding_round/skillties-pre-seed--4bb72a22,Skillties,https://www.crunchbase.com/organization/skillties,Pre-Seed,160000,EUR,159275,2022-10-30,Seed,,,,Yes,We help companies to transform towards a skills-based organization,"Artificial Intelligence (AI), EdTech, Education, Human Resources, SaaS, Skill Assessment, Software",,"Berlin, Berlin, Germany, Europe",https://www.skillties.com,Less than $1M,160000,EUR,159275,,2,,"allygatr, Anonymous Angel",2,,"109,864"
Pre Seed Round - Reflexion AI,https://www.crunchbase.com/funding_round/reflexion-ai-pre-seed--c8f08e2f,Reflexion AI,https://www.crunchbase.com/organization/reflexion-ai,Pre-Seed,250000,USD,250000,2022-03-15,Seed,,,,Yes,Reflexion AI is a video search engine for Media businesses.,"Artificial Intelligence (AI), Software",Women Founded,"Dover, Delaware, United States, North America",https://reflexion.ai/,,250000,USD,250000,Seed,1,,,,,"109,940"
Pre Seed Round - LetsData,https://www.crunchbase.com/funding_round/letsdata-pre-seed--02cca9a0,LetsData,https://www.crunchbase.com/organization/letsdata,Pre-Seed,160000,USD,160000,2023-05-22,Seed,,,,Yes,LetsData is an AI radar of media space.,"Artificial Intelligence (AI), Information Technology, Machine Learning, Software",Women Founded,"Dover, Delaware, United States, North America",https://www.letsdata.net/,,160000,USD,160000,Seed,2,Startup Wise Guys,Startup Wise Guys,1,,"109,800"
Seed Round - Sagehood AI,https://www.crunchbase.com/funding_round/sagehood-seed--2d2514aa,Sagehood AI,https://www.crunchbase.com/organization/sagehood,Seed,250000,USD,250000,2023-05-03,Seed,10000000,USD,10000000,Yes,Maximize your investment returns with our intelligent investment assistant.,"Artificial Intelligence (AI), Asset Management, Financial Services, FinTech, Generative AI, Hedge Funds, Machine Learning",,"San Francisco, California, United States, North America",https://www.Sagehood.ai,,250000,USD,250000,Seed,1,Amir Seyedi,Amir Seyedi,1,,"110,604"
Pre Seed Round - Logic Overdrive,https://www.crunchbase.com/funding_round/logic-overdrive-pre-seed--3940b5c9,Logic Overdrive,https://www.crunchbase.com/organization/logic-overdrive,Pre-Seed,100000,USD,100000,2023-04-01,Seed,1000000,USD,1000000,Yes,"Cloud infrastructure, Enterprise & Govt AIML services, empaneled with US/IN/UAE/SG Government vendor","Artificial Intelligence (AI), Cloud Computing, Cloud Infrastructure, Data Center, Government, Information Technology, Quantum Computing","South Asian Founded, South Asian Led","Middletown, Delaware, United States, North America",http://www.logicoverdrive.com/,,100000,USD,100000,Seed,1,,,,,"109,920"
Pre Seed Round - Biolyz,https://www.crunchbase.com/funding_round/biolyz-pre-seed--0e863b37,Biolyz,https://www.crunchbase.com/organization/biolyz,Pre-Seed,180000,EUR,203945,2022-01-10,Seed,,,,Yes,AI driven bioanalytics for athletes,"Artificial Intelligence (AI), Big Data, Fitness, Health Diagnostics, Life Science, Sports",,"Tulln, Niederosterreich, Austria, Europe",http://www.biolyz.com,,680000,EUR,736770,Seed,2,,,,,"111,938"
Angel Round - grupAI,https://www.crunchbase.com/funding_round/casalist-bddd-angel--90f13ef1,grupAI,https://www.crunchbase.com/organization/casalist-bddd,Angel,170000,USD,170000,2022-09-01,Seed,,,,Yes,Superhuman for messaging apps,"Analytics, Artificial Intelligence (AI), Enterprise Resource Planning (ERP), Messaging",,"Miami, Florida, United States, North America",https://www.grup.ai/,,290000,USD,290000,Seed,2,,,,,"111,466"
Seed Round - Prime Dash,https://www.crunchbase.com/funding_round/prime-dash-seed--e94a2c50,Prime Dash,https://www.crunchbase.com/organization/prime-dash,Seed,200000,EUR,213369,2023-03-01,Seed,,,,Yes,Prime Dash offers business financial software.,"Banking, Finance, Financial Services, FinTech, Machine Learning, Software",,"Washington, District of Columbia, United States, North America",http://www.primedash.com,Less than $1M,650000,EUR,712576,Seed,4,,Fortech Investments,1,,"111,639"
Convertible Note - Ecosophy,https://www.crunchbase.com/funding_round/ecosophy-convertible-note--f29d1bcd,Ecosophy,https://www.crunchbase.com/organization/ecosophy,Convertible Note,18500000,ISK,131066,2023-01-31,,,,,No,Ecosophy OverView enables users to browse display and conduct customized queries.,"Database, InsurTech, Predictive Analytics, Risk Management, SaaS",,"Reykjavík, Gullbringusysla, Iceland, Europe",https://www.ecosophy.is/,,161066,USD,161066,,2,,,,,"112,021"
Pre Seed Round - Silica Corpora,https://www.crunchbase.com/funding_round/silica-corpora-pre-seed--1ca214a6,Silica Corpora,https://www.crunchbase.com/organization/silica-corpora,Pre-Seed,145000,EUR,157602,2023-04-10,Seed,,,,Yes,We design next-generation therapeutic antibodies with generative AI,"Artificial Intelligence (AI), Biopharma, Generative AI, Life Science",,"Berlin, Berlin, Germany, Europe",https://silica-corpora.tech/,,325500,EUR,348980,Seed,3,Berkeley SkyDeck Fund,Berkeley SkyDeck Fund,1,,"112,982"
Pre Seed Round - Live the World,https://www.crunchbase.com/funding_round/live-the-world-pre-seed--bfd30147,Live the World,https://www.crunchbase.com/organization/live-the-world,Pre-Seed,150000,EUR,155572,2022-11-11,Seed,,,,Yes,Inspiring and informing travelers through AI,"Artificial Intelligence (AI), B2B, B2C, Leisure, Travel",,"Antwerp, Antwerpen, Belgium, Europe",https://www.livetheworld.com,Less than $1M,650000,EUR,728787,Seed,3,,,,,"112,496"
Pre Seed Round - Textify,https://www.crunchbase.com/funding_round/textify-ai-pre-seed--a0fcd51c,Textify,https://www.crunchbase.com/organization/textify-ai,Pre-Seed,100000,USD,100000,2022-04-20,Seed,2000000,USD,2000000,Yes,Delivers Reliable and Actionable Financial insights at a price cheaper than a cup of coffee and faster than it takes to prepare one.,"Artificial Intelligence (AI), Consumer Software, Education, Software",,"Indore, Madhya Pradesh, India, Asia",https://textify.ai,,100000,USD,100000,Seed,1,AngelList,AngelList,1,,"114,512"
Seed Round - Firefly Neuroscience,https://www.crunchbase.com/funding_round/firefly-neuroscience-seed--2aa23a76,Firefly Neuroscience,https://www.crunchbase.com/organization/firefly-neuroscience,Seed,133399,USD,133399,2023-04-05,Seed,,,,Yes,"Firefly Neuroscience utilizes big data, signal processing, and AI to provide clinicians with quantitative and object measurements.","Artificial Intelligence (AI), Big Data, Health Diagnostics, Medical",,"Herzliya, Tel Aviv, Israel, Asia",https://fireflyneuro.com/,$1M to $10M,508399,USD,508399,M&A,2,,WISE Ventures,1,,"115,062"
