Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Investor Names,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - IdealSeat,https://www.crunchbase.com/funding_round/idealseat-seed--b5b0bd85,IdealSeat,https://www.crunchbase.com/organization/idealseat,Seed,415580,USD,415580,2018-10-01,Seed,5800000,USD,5800000,Yes,IdealSeat is an Experience Recommendation Engine that helps sports and entertainment companies increase conversion rates and fan loyalty.,"Artificial Intelligence (AI), Machine Learning, Software, Sports, Ticketing",,"Port Townsend, Washington, United States, North America",http://idealseat.com,$1M to $10M,1008580,USD,1008580,M&A,4,,,,,"236,248"
Pre Seed Round - Tracks,https://www.crunchbase.com/funding_round/tracks-fa20-pre-seed--cabfd356,Tracks,https://www.crunchbase.com/organization/tracks-fa20,Pre-Seed,363000,EUR,446578,2018-03-29,Seed,,,,Yes,"We pioneer the road freight industry’s transformation towards greater efficiency, supply chain transparency and environmental sustainability","Analytics, Artificial Intelligence (AI), Freight Service, Information Technology, Logistics, Software, Supply Chain Management, Transportation",,"Berlin, Berlin, Germany, Europe",http://tracks.eco,$1M to $10M,1894000,EUR,2250651,M&A,3,Future Energy Ventures,1,Future Energy Ventures,,"236,886"
Pre Seed Round - Bigle Legal,https://www.crunchbase.com/funding_round/bigle-legal-pre-seed--07e6b806,Bigle Legal,https://www.crunchbase.com/organization/bigle-legal,Pre-Seed,400000,EUR,464387,2018-08-08,Seed,,,,Yes,Bigle Legal is an AI-powered leading all-in-one Contract Lifecycle Management (CLM) software for companies.,"Artificial Intelligence (AI), Contact Management, Document Management, Document Preparation, E-Signature, Enterprise Software, Legal, Productivity Tools, Software",,"Barcelona, Catalonia, Spain, Europe",https://www.biglelegal.com/,Less than $1M,3000000,EUR,3432777,Seed,5,Telegraph Hill Capital,2,"Cuatrecasas Ventures, Telegraph Hill Capital",1,"237,295"
Pre Seed Round - iSchoolConnect,https://www.crunchbase.com/funding_round/ischoolconnect-pre-seed--df8a11ef,iSchoolConnect,https://www.crunchbase.com/organization/ischoolconnect,Pre-Seed,400000,USD,400000,2018-01-13,Seed,,,,Yes,iSchoolConnect helps students find and apply to their dream study destination using AI,"Artificial Intelligence (AI), EdTech, Education, Higher Education, Machine Learning, Software",South Asian Founded,"Marlborough, Massachusetts, United States, North America",https://www.ischoolconnect.com,Less than $1M,2000000,USD,2000000,Seed,4,,,,,"282,691"
Angel Round - Voibook,https://www.crunchbase.com/funding_round/voibook-angel--da08cd85,Voibook,https://www.crunchbase.com/organization/voibook,Angel,3000000,CNY,474995,2018-01-26,Seed,,,,Yes,"Voibook provides internet access, artificial intelligence technology, and a service platform for hearing.","Artificial Intelligence (AI), Audiobooks, Internet",,"Panyu, Guangdong, China, Asia",http://www.voibook.com,,3500000,CNY,547610,Seed,2,,1,Iflytek,,"197,020"
Pre Seed Round - Klearly,https://www.crunchbase.com/funding_round/klearly-pre-seed--9a7e5578,Klearly,https://www.crunchbase.com/organization/klearly,Pre-Seed,575000,USD,575000,2018-11-28,Seed,,,,Yes,"Klearly powers B2B revenue teams with the visibility and confidence to know where, when, and how to grow revenue.","Computer, Machine Learning, Marketing, SaaS, Sales, Software",,"Raleigh, North Carolina, United States, North America",https://klearly.com,$1M to $10M,7675000,USD,7675000,Seed,4,,,,,"197,143"
Seed Round - InAccel,https://www.crunchbase.com/funding_round/inaccel-seed--5d1eb6ae,InAccel,https://www.crunchbase.com/organization/inaccel,Seed,600000,USD,600000,2018-07-05,Seed,,,,Yes,InAccel provides high performance accelerators for Machine Learning & Analytics applications based on novel FPGA engines as IP blocks,"Cloud Computing, Field-Programmable Gate Array (FPGA), Machine Learning, Software",,"Athens, Attiki, Greece, Europe",https://www.inaccel.com/,Less than $1M,600000,USD,600000,M&A,1,Marathon Venture Capital,1,Marathon Venture Capital,1,"201,205"
Seed Round - Neurosensum,https://www.crunchbase.com/funding_round/neurosensum-seed--9c9f222c,Neurosensum,https://www.crunchbase.com/organization/neurosensum,Seed,640000,USD,640000,2018-04-01,Seed,,,,Yes,Neurosensum is a neuroscience and AI-based company that uses neuroscience tools in understanding consumer’s subconscious response.,"Artificial Intelligence (AI), Consumer, Consumer Research, Machine Learning, Neuroscience",,"Kuningan, Jakarta Raya, Indonesia, Asia",http://neurosensum.com/,$1M to $10M,4540000,USD,4540000,Early Stage Venture,4,Alpha JWC Ventures,1,Alpha JWC Ventures,,"197,599"
Seed Round - askblu.ai (by Happy Blue Fish),https://www.crunchbase.com/funding_round/happy-blue-fish-seed--fd1c9bcc,askblu.ai (by Happy Blue Fish),https://www.crunchbase.com/organization/happy-blue-fish,Seed,150000,EUR,173657,2018-10-01,Seed,,,,Yes,AI-SaaS Difficulty Balancing solution to Improve Player retention in Mobile Games,"Artificial Intelligence (AI), Gaming, Information Technology, Machine Learning, SaaS, Video Games",,"Rennes, Bretagne, France, Europe",http://www.askblu.ai,$1M to $10M,850000,EUR,969450,Seed,3,,,,,"391,990"
Corporate Round - Brainpool AI,https://www.crunchbase.com/funding_round/brainpool-corporate-round--916f537f,Brainpool AI,https://www.crunchbase.com/organization/brainpool,Corporate Round,115000,GBP,162202,2018-02-15,,1500000,GBP,2115677,Yes,Brainpool AI is an Artificial Intelligence consultancy providing strategy and development services. Powered by the Brainpool network of 500 AI and Machine Learning experts.,"Artificial Intelligence (AI), Machine Learning",,"London, England, United Kingdom, Europe",https://brainpool.ai/,Less than $1M,390000,GBP,514761,,3,,,,,"198,391"
Pre Seed Round - LexX Technologies,https://www.crunchbase.com/funding_round/lexx-technologies-pre-seed--14019d9e,LexX Technologies,https://www.crunchbase.com/organization/lexx-technologies,Pre-Seed,400000,AUD,288194,2018-11-01,Seed,6670554,AUD,4806037,Yes,LexX Technologies is an intelligent platform that uses NLP and machine learning for maintenance of complex industrial assets and equipment,"Artificial Intelligence (AI), Asset Management, Cloud Data Services, Enterprise Applications, Information Technology, Machine Learning, Natural Language Processing, Semantic Search, Software",,"Melbourne, Victoria, Australia, Oceania",http://https//www.lexxtechnologies.com/,$1M to $10M,3525735,USD,3525735,Seed,14,,,,,"199,549"
Pre Seed Round - Aivero,https://www.crunchbase.com/funding_round/aivero-pre-seed--c22351bf,Aivero,https://www.crunchbase.com/organization/aivero,Pre-Seed,240000,USD,240000,2018-10-18,Seed,,,,Yes,Advancing Biomedical Research with Visual AI,"3D Technology, Artificial Intelligence (AI), Computer Vision, Machine Learning, Software, Video Streaming",,"Stavanger, Rogaland, Norway, Europe",https://www.aivero.com,$1M to $10M,3483000,USD,3483000,Seed,7,,,,,"200,062"
Pre Seed Round - ContractZen,https://www.crunchbase.com/funding_round/contractzen-pre-seed--fe381409,ContractZen,https://www.crunchbase.com/organization/contractzen,Pre-Seed,320000,USD,320000,2018-04-15,Seed,,,,Yes,"Instantly ready-to-use cloud service with contract management, board portal, VDR, eSignatures and more!","Artificial Intelligence (AI), Cloud Data Services, File Sharing, Legal Tech, Meeting Software, Online Portals, SaaS, Security, Software",,"Helsinki, Southern Finland, Finland, Europe",https://www.contractzen.com/,$1M to $10M,2421750,USD,2421750,Seed,4,,,,,"200,582"
Venture Round - Beacon Maps,https://www.crunchbase.com/funding_round/castle-information-systems-series-unknown--90109dee,Beacon Maps,https://www.crunchbase.com/organization/castle-information-systems,Venture - Series Unknown,760000,USD,760000,2018-09-04,,,,,Yes,Maps powered by conversational AI.,"Artificial Intelligence (AI), Generative AI, Location Based Services, Mapping Services, Tourism, Travel",,"Sonoma, California, United States, North America",https://beaconmaps.ai,Less than $1M,2264000,USD,2264000,,4,,,,,"180,029"
Equity Crowdfunding - Fleksy,https://www.crunchbase.com/funding_round/thingthing-keyboard-equity-crowdfunding--bedddbcf,Fleksy,https://www.crunchbase.com/organization/thingthing-keyboard,Equity Crowdfunding,800000,USD,800000,2018-10-25,,,,,Yes,Fleksy builds powerful text input technologies enabling developers to create engaging writing experiences,"Android, Augmented Reality, Health Diagnostics, Information Technology, iOS, Natural Language Processing, Productivity Tools, Virtual Reality",,"London, England, United Kingdom, Europe",http://www.fleksy.com/,$1M to $10M,2827552,USD,2827552,Early Stage Venture,6,,1,SeedInvest,,"656,831"
Pre Seed Round - Tempore,https://www.crunchbase.com/funding_round/travel-labs-pre-seed--852fe431,Tempore,https://www.crunchbase.com/organization/travel-labs,Pre-Seed,500000,USD,500000,2018-11-02,Seed,,,,Yes,Business Travel in One Click | Artificially Intelligent Software for the Modern Workplace,"Artificial Intelligence (AI), B2B, Business Travel, Machine Learning, SaaS, Software",,"Minneapolis, Minnesota, United States, North America",https://www.tempore.com,Less than $1M,620000,USD,620000,Seed,2,,,,,"181,233"
Angel Round - MMath.cn,https://www.crunchbase.com/funding_round/mmath-cn-angel--1797961f,MMath.cn,https://www.crunchbase.com/organization/mmath-cn,Angel,2000000,CNY,293118,2018-08-01,Seed,,,,Yes,MMath.cn is an artificial intelligence based teaching assistant application.,"Artificial Intelligence (AI), Education, Information Technology",,"Haidian, Beijing, China, Asia",http://www.mmath.cn/,,4000000,CNY,583406,Seed,2,,,,,"181,461"
Venture Round - BizteX,https://www.crunchbase.com/funding_round/biztex-series-unknown--87205bac,BizteX,https://www.crunchbase.com/organization/biztex,Venture - Series Unknown,20000000,JPY,178736,2018-10-26,,,,,Yes,BizteX is a software robotics company that uses cloud Robotic Process Automation to automate routine operations.,"Cloud Infrastructure, Information Technology, Productivity Tools, Robotic Process Automation (RPA), Robotics, SaaS, Software",,"Tokyo, Tokyo, Japan, Asia",https://www.biztex.co.jp,$10M to $50M,1090000000,JPY,9979104,Late Stage Venture,4,"Graduate School of Management, GLOBIS University",1,"Graduate School of Management, GLOBIS University",,"181,972"
Seed Round - Treebute.io,https://www.crunchbase.com/funding_round/treebute-io-seed--d0a53be5,Treebute.io,https://www.crunchbase.com/organization/treebute-io,Seed,1000000,USD,1000000,2018-08-27,Seed,,,,Yes,Treebute is a global SaaS and AI platform for the preservation and trade of scientific knowledge.,"Artificial Intelligence (AI), Business Intelligence, Information Technology, Innovation Management, Software",,"Tel Aviv-yafo, Tel Aviv, Israel, Asia",https://www.treebute.io/,$1M to $10M,1000000,USD,1000000,Seed,2,,1,TAU Ventures,1,"288,765"
Venture Round - yixuangu.com,https://www.crunchbase.com/funding_round/yixuangu-com-series-unknown--273ed6f6,yixuangu.com,https://www.crunchbase.com/organization/yixuangu-com,Venture - Series Unknown,3000000,CNY,441729,2018-07-23,,,,,Yes,Yixuangu is a financial artificial intelligence company.,"Artificial Intelligence (AI), Finance, Financial Services, FinTech",,"Guangzhou, Guangdong, China, Asia",http://www.estockapp.com/,,6000000,CNY,926922,,2,,1,Fujian Rongji Software,,"182,538"
Convertible Note - Tinychef,https://www.crunchbase.com/funding_round/iok-labs-inc-convertible-note--5ef24bdd,Tinychef,https://www.crunchbase.com/organization/iok-labs-inc,Convertible Note,330000,USD,330000,2018-12-19,,,,,No,"Tinychef is a voice-recognition culinary platform that allows users to create meals tailored to their taste, needs, and aspirations.","Artificial Intelligence (AI), Consumer Goods, Cooking",Women Founded,"New York, New York, United States, North America",https://www.tinychef.ai/,Less than $1M,2815310,USD,2815310,Seed,9,NB Ventures,2,"Alok Nanavati, NB Ventures",1,"524,149"
Seed Round - HayBeeSee,https://www.crunchbase.com/funding_round/haybeesee-seed--3573378f,HayBeeSee,https://www.crunchbase.com/organization/haybeesee,Seed,610000,GBP,824115,2018-01-01,Seed,,,,Yes,"We are introducing fundamental change to ""agronomy"" and farming best-practice utilising state-of-the-art robotics and AI with CropHopper®.","Agriculture, AgTech, Artificial Intelligence (AI), Machine Learning, Robotics, Software",,"London, England, United Kingdom, Europe",http://www.HayBeeSee.com,Less than $1M,610000,GBP,824115,Seed,1,,4,"ESA Business Incubation Centre UK, Innovate UK, London Co-Investment Fund, Newable Private Investing",,"409,048"
Pre Seed Round - INHUBBER,https://www.crunchbase.com/funding_round/inhubber-pre-seed--967afabf,INHUBBER,https://www.crunchbase.com/organization/inhubber,Pre-Seed,140000,EUR,172386,2018-04-01,Seed,,,,Yes,INHUBBER is the world's safest SaaS contract lifecycle management platform with a native digital signature.,"Artificial Intelligence (AI), B2B, Blockchain, Information Technology, SaaS, Small and Medium Businesses",,"Berlin, Berlin, Germany, Europe",https://inhubber.com/,$1M to $10M,1845000,EUR,2161195,Seed,7,,1,EXIST,,"526,112"
Seed Round - Emmersion,https://www.crunchbase.com/funding_round/emmersion-learning-seed--1dfa75ee,Emmersion,https://www.crunchbase.com/organization/emmersion-learning,Seed,600000,USD,600000,2018-02-08,Seed,,,,Yes,Emmersion is a rapidly growing SaaS company that specializes in AI-powered language assessments technology.,"Artificial Intelligence (AI), EdTech, SaaS, Software",,"Lehi, Utah, United States, North America",https://emmersion.ai,,9000000,USD,9000000,M&A,5,"Access to Education, Zylun Global",2,"Access to Education, Zylun Global",,"405,035"
Convertible Note - L2P LIMITED,https://www.crunchbase.com/funding_round/l2p-limited-convertible-note--e83cfb51,L2P LIMITED,https://www.crunchbase.com/organization/l2p-limited,Convertible Note,600000,USD,600000,2018-01-01,,,,,No,International esports EdTech company,"Artificial Intelligence (AI), E-Learning, eSports, Machine Learning, Marketing, MMO Games, Online Games",,"Limassol, Limassol, Cyprus, Europe",http://l2p.game,$1M to $10M,4620000,USD,4620000,Seed,9,Flashpoint,2,"Flashpoint, RTP Global",1,"280,717"
Seed Round - Hoxton Analytics,https://www.crunchbase.com/funding_round/hoxton-analytics-seed--11fadaed,Hoxton Analytics,https://www.crunchbase.com/organization/hoxton-analytics,Seed,1000000,USD,1000000,2018-01-04,Seed,,,,Yes,Cloud computer vision software to digitise and automate processes in physical spaces.,"Analytics, Artificial Intelligence (AI), Computer Vision, Industrial Automation, Machine Learning, Predictive Analytics, Software, Text Analytics",,"London, England, United Kingdom, Europe",https://www.hoxton.ai,$1M to $10M,1583742,USD,1583742,,7,,1,Wild Blue Cohort,,"406,425"
Series A - BeGOOD Solutions,https://www.crunchbase.com/funding_round/begood-solutions-series-a--6b65588f,BeGOOD Solutions,https://www.crunchbase.com/organization/begood-solutions,Series A,729000,USD,729000,2018-02-12,Early Stage Venture,1200000,USD,1200000,Yes,BeGOOD Solutions is an AI/ML powered software startup company that provides innovative services and products.,"Artificial Intelligence (AI), Cloud Computing, Cyber Security, Internet of Things, Mobile Apps, Software, Web Apps",,"Colombo, Western, Sri Lanka, Asia",https://www.begood.solutions/,,729000,USD,729000,Early Stage Venture,1,,,,,"406,681"
Seed Round - iSPORTiSTiCS,https://www.crunchbase.com/funding_round/isportistics-seed--eb0c4f17,iSPORTiSTiCS,https://www.crunchbase.com/organization/isportistics,Seed,509650,USD,509650,2018-11-01,Seed,,,,Yes,We train algorithms to interpret sporting events like a human would.,"Artificial Intelligence (AI), Computer Vision, Content, Machine Learning, Marketing, Predictive Analytics, Software, Sports, Video, Video Editing",,"São Paulo, Sao Paulo, Brazil, South America",https://www.isportistics.com/,$1M to $10M,2009650,USD,2009650,Seed,4,,,,,"407,181"
Series A - SIMINICS,https://www.crunchbase.com/funding_round/siminics-series-a--eed9af50,SIMINICS,https://www.crunchbase.com/organization/siminics,Series A,3000000,CNY,436138,2018-12-31,Early Stage Venture,,,,Yes,SIMINICS provides lidar-related technology and product development.,"Artificial Intelligence (AI), Machine Learning, Navigation, Sensor",,"Jiading, Shanghai, China, Asia",http://www.siminics.com/,,13000000,CNY,2012207,Early Stage Venture,2,,1,Shanghai Mubo Investment Management,,"119,060"
Seed Round - AlgoTrace,https://www.crunchbase.com/funding_round/algotrace-seed--0c950c63,AlgoTrace,https://www.crunchbase.com/organization/algotrace,Seed,515000,USD,515000,2018-11-01,Seed,,,,Yes,AI ML Prediction Analytics Solutions provider,"Analytics, Artificial Intelligence (AI), Information Technology, Machine Learning, Software",,"Bet Dagan, HaMerkaz, Israel, Asia",http://algotrace.com/,Less than $1M,720000,USD,720000,M&A,2,,,,,"487,613"
Pre Seed Round - Deepwave Digital,https://www.crunchbase.com/funding_round/deepwave-digital-pre-seed--5303aff9,Deepwave Digital,https://www.crunchbase.com/organization/deepwave-digital,Pre-Seed,200000,USD,200000,2018-05-16,Seed,,,,Yes,Deepwave Digital directly enables the incorporation of artificial intelligence (AI) in radio frequency (RF) and wireless systems.,"Artificial Intelligence (AI), Telecommunications, Wireless",,"Philadelphia, Pennsylvania, United States, North America",https://www.deepwavedigital.com/,$1M to $10M,6640000,USD,6640000,Seed,6,"Ben Franklin Technology Partners of Southeastern Pennsylvania, StartUp PHL",2,"Ben Franklin Technology Partners of Southeastern Pennsylvania, StartUp PHL",,"294,647"
Pre Seed Round - Selko Technologies Oy,https://www.crunchbase.com/funding_round/selko-technologies-oy-pre-seed--b58d1cd4,Selko Technologies Oy,https://www.crunchbase.com/organization/selko-technologies-oy,Pre-Seed,200000,EUR,240580,2018-01-05,Seed,,,,Yes,Selko develops deep learning technologies for the automation of text analysis processes in engineering.,"Artificial Intelligence (AI), Information Technology, Internet, Machine Learning, Software",,"Helsinki, Southern Finland, Finland, Europe",https://selko.io,,200000,EUR,240580,Seed,1,Icebreaker.vc,1,Icebreaker.vc,1,"408,972"
Grant - Plasticity,https://www.crunchbase.com/funding_round/plasticity-grant--aaddae87,Plasticity,https://www.crunchbase.com/organization/plasticity,Grant,224679,USD,224679,2018-06-15,,,,,No,Plasticity makes better natural language understanding open and accessible through simple APIs.,"Artificial Intelligence (AI), Software, Software Engineering",,"San Francisco, California, United States, North America",https://www.plasticity.ai/,Less than $1M,364679,USD,364679,M&A,3,National Science Foundation,1,National Science Foundation,,"513,899"
Pre Seed Round - askporter,https://www.crunchbase.com/funding_round/askporter-pre-seed--9c2e0a35,askporter,https://www.crunchbase.com/organization/askporter,Pre-Seed,600000,GBP,833552,2018-01-18,Seed,,,,Yes,AskPorter is an AI machine learning messaging platform that optimises property and facilities.,"Artificial Intelligence (AI), Machine Learning, Messaging, Real Estate, Software",,"London, England, United Kingdom, Europe",http://www.askporter.com,$1M to $10M,4683770,USD,4683770,Seed,6,,5,"David Newnes, Faisal Butt, James Caan CBE, Michael Bristow, Pi Labs",,"510,666"
Series A - Pixibo,https://www.crunchbase.com/funding_round/pixibo-pte-ltd-series-a--c5a758bf,Pixibo,https://www.crunchbase.com/organization/pixibo-pte-ltd,Series A,1000000,USD,1000000,2018-08-31,Early Stage Venture,,,,Yes,"Pi from Pixibo, delivers personalised size & fit recommendation in real time for every shopper, for every style.","E-Commerce, Fashion, Personalization, Predictive Analytics, Retail Technology",,"Singapore, Central Region, Singapore, Asia",http://www.wearepixibo.com,$1M to $10M,2400000,USD,2400000,Early Stage Venture,4,Start Today CO. Ltd,3,"FashionValet, Pomelo Fashion, Start Today CO. Ltd",,"315,481"
Pre Seed Round - atta,https://www.crunchbase.com/funding_round/withtravel-pre-seed--24388165,atta,https://www.crunchbase.com/organization/withtravel,Pre-Seed,50000000,JPY,451773,2018-06-15,Seed,,,,Yes,Flight and accommodation metasearch that leverages big data and AI to predict future prices of flight tickets and accommodations,"Artificial Intelligence (AI), Content, E-Commerce, Internet, Reservations, Social Media, Travel",,"Tokyo, Tokyo, Japan, Asia",https://atta.ai/,$1M to $10M,5241394,USD,5241394,Early Stage Venture,3,B Dash Ventures,1,B Dash Ventures,,"147,052"
Pre Seed Round - Ricochet.ai,https://www.crunchbase.com/funding_round/ricochet-0403-pre-seed--2478a2e8,Ricochet.ai,https://www.crunchbase.com/organization/ricochet-0403,Pre-Seed,300000,USD,300000,2018-07-25,Seed,,,,Yes,"Ricochet is a ch extension to find insights, sales leads, and B2B information.","Lead Generation, Natural Language Processing, Sales Automation, Software",,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom, Europe",https://ricochet.ai,Less than $1M,800000,USD,800000,M&A,2,Northstar Ventures,3,"Northstar Ventures, Steve Pankhurst, Tristan Watson",,"318,187"
Grant - QuickSafety,https://www.crunchbase.com/funding_round/quicksafety-grant--aa35652d,QuickSafety,https://www.crunchbase.com/organization/quicksafety,Grant,197000,AUD,143869,2018-08-10,,,,,No,"QuickSafety is solving compliance, risk, and safety issues in the electrical industry.","Asset Management, Commercial Real Estate, Construction, Insurance, Mining, Oil and Gas, Predictive Analytics, Property Management, Real Estate, Retail",,"Sippy Downs, Queensland, Australia, Oceania",https://www.quicksafety.com.au/,$1M to $10M,1052613,AUD,774825,Seed,8,"Department of Industry, Innovation and Science",1,"Department of Industry, Innovation and Science",,"326,962"
Post-IPO Equity - IPA (ImmunoPrecise Antibodies),https://www.crunchbase.com/funding_round/immunoprecise-antibodies-post-ipo-equity--4fc2a2ae,IPA (ImmunoPrecise Antibodies),https://www.crunchbase.com/organization/immunoprecise-antibodies,Post-IPO Equity,700000,USD,700000,2018-06-19,,,,,Yes,"IPA is a full-service, bioplatform-based and AI-driven company, specialized in next-gen antibody discovery for therapeutics.","Artificial Intelligence (AI), Biotechnology, Machine Learning, Natural Language Processing, Pharmaceutical, Therapeutics",,"Victoria, British Columbia, Canada, North America",https://ipatherapeutics.com/,$10M to $50M,41248774,USD,41248774,IPO,9,,,,,"320,451"
Series B - Happay,https://www.crunchbase.com/funding_round/happay-series-b--e04109fc,Happay,https://www.crunchbase.com/organization/happay,Series B,16000000,INR,248495,2018-02-16,Early Stage Venture,,,,Yes,Happay is an AI-powered business expense management software that enables businesses to automate their expense management process.,"Financial Services, FinTech, Machine Learning, SaaS, Software",,"Whitefield, Karnataka, India, Asia",http://www.happay.com,$1M to $10M,21556985,USD,21556985,M&A,7,Sequoia Capital,1,Sequoia Capital,1,"250,242"
Angel Round - ArtuData,https://www.crunchbase.com/funding_round/artudata-angel--5aac1e84,ArtuData,https://www.crunchbase.com/organization/artudata,Angel,250000,GBP,333798,2018-06-01,Seed,,,,Yes,"ArtuData helps b2c online brands grow by using Artificial-Intelligence to find, convert and monetize their high value clients.","Artificial Intelligence (AI), B2C, Big Data, Lead Generation, Machine Learning, Marketing, SaaS, Software",,"London, England, United Kingdom, Europe",https://www.artudata.com,Less than $1M,763014,USD,763014,Seed,5,,,,,"250,911"
Seed Round - Arithmer,https://www.crunchbase.com/funding_round/arithmer-seed--c37e94ba,Arithmer,https://www.crunchbase.com/organization/arithmer,Seed,60000000,JPY,564573,2018-03-30,Seed,,,,Yes,Arithmer is an AI startup company that applies modern mathematics to introduce AI smart robot systems to various industries.,"Artificial Intelligence (AI), Information Technology, Machine Learning, Robotics",,"Roppongi, Tokyo, Japan, Asia",https://arithmer.co.jp/,,2360000000,JPY,21746919,Early Stage Venture,5,MITSUI SUMITOMO INSURANCE Venture Capital (MSIVC),1,MITSUI SUMITOMO INSURANCE Venture Capital (MSIVC),,"284,939"
Seed Round - Churnlify,https://www.crunchbase.com/funding_round/churnlify-seed--6b8ddc8d,Churnlify,https://www.crunchbase.com/organization/churnlify,Seed,500000,USD,500000,2018-07-01,Seed,,,,Yes,Advanced ML-powered Sales Analytics for SMUs,"Analytics, Machine Learning",,"Frankfort, Maine, United States, North America",https://www.churnlify.com,,500000,USD,500000,Seed,1,Lucina Capital,1,Lucina Capital,,"464,509"
Seed Round - Orangogo,https://www.crunchbase.com/funding_round/sport-grand-tour-seed--1368c768,Orangogo,https://www.crunchbase.com/organization/sport-grand-tour,Seed,500000,EUR,580585,2018-08-31,Seed,,,,Yes,Orangogo allows you to discover your talent,"Artificial Intelligence (AI), Digital Marketing, SaaS, Sports",,"Turin, Piemonte, Italy, Europe",https://www.orangogo.it,$1M to $10M,2850000,EUR,3248478,Seed,5,,,,,"142,430"
Grant - EarthSense,https://www.crunchbase.com/funding_round/earthsense-grant--b6660899,EarthSense,https://www.crunchbase.com/organization/earthsense,Grant,225000,USD,225000,2018-06-29,,,,,No,EarthSense is an agricultural intelligence for a sustainable planet.,"Agriculture, Artificial Intelligence (AI), Autonomous Vehicles, Internet of Things, Machine Learning, Robotics, Software","South Asian Founded, South Asian Led","Champaign, Illinois, United States, North America",https://www.earthsense.co,Less than $1M,2397000,USD,2397000,Seed,12,National Science Foundation,1,National Science Foundation,,"464,829"
Angel Round - LucyAI,https://www.crunchbase.com/funding_round/lucyai-angel--4e01994a,LucyAI,https://www.crunchbase.com/organization/lucyai,Angel,3000000,CNY,473451,2018-04-26,Seed,,,,Yes,LucyAI offers R&D and the production of intelligent robots.,"Artificial Intelligence (AI), Manufacturing, Robotics",,"Suzhou, Jiangsu, China, Asia",http://www.lucyai.cn/,,3000000,CNY,473451,Seed,1,Iflytek,1,Iflytek,,"142,999"
Seed Round - CliClap,https://www.crunchbase.com/funding_round/cliclap-seed--29d8e071,CliClap,https://www.crunchbase.com/organization/cliclap,Seed,300000,USD,300000,2018-04-01,Seed,,,,Yes,"CliClap is an AI-powered, autonomous content marketing solution that generates qualified leads.","Artificial Intelligence (AI), B2B, Content, Internet, Lead Generation, Machine Learning, Marketing, Marketing Automation, Social Media",,"Tel Aviv, Tel Aviv, Israel, Asia",http://www.cliclap.com/,Less than $1M,800000,USD,800000,M&A,2,,1,Peregrine Ventures,,"492,122"
Pre Seed Round - Skritswap,https://www.crunchbase.com/funding_round/skritswap-pre-seed--6c149217,Skritswap,https://www.crunchbase.com/organization/skritswap,Pre-Seed,657000,CAD,498955,2018-09-07,Seed,,,,Yes,skritswap has AI technology that enables anyone to understand anything regardless of complexity.,"Artificial Intelligence (AI), Information Services, Information Technology",,"Sault Sainte Marie, Ontario, Canada, North America",https://skritswap.com/,$10M to $50M,657000,CAD,498955,Seed,2,Unshackled Ventures,2,"Joseph Fung, Unshackled Ventures",,"492,573"
Angel Round - Cluep,https://www.crunchbase.com/funding_round/cluep-angel--4883b935,Cluep,https://www.crunchbase.com/organization/cluep,Angel,500000,USD,500000,2018-09-20,Seed,,,,Yes,"Cluep is a mobile ad platform that targets people based on what they are sharing, how they are feeling and where they have been.","Advertising, Advertising Platforms, Artificial Intelligence (AI), Computer Vision, Mobile, Mobile Advertising, Social Media, Social Media Advertising, Text Analytics",,"Toronto, Ontario, Canada, North America",https://cluep.com/,$1M to $10M,500000,USD,500000,M&A,1,,,,,"466,273"
Seed Round - Fohat,https://www.crunchbase.com/funding_round/fohat-seed--5b0fd5ab,Fohat,https://www.crunchbase.com/organization/fohat,Seed,3688500,BRL,951347,2018-07-01,Seed,,,,Yes,A holding company focused on Energy Intelligence for the energy sector.,"Blockchain, Energy, Energy Management, Intelligent Systems, Renewable Energy",,"Curitiba, Parana, Brazil, South America",http://www.fohat.co,Less than $1M,10571500,BRL,2480051,Seed,7,Cassiano Machado Silva,5,"Carlos Pacheco, Cassiano Machado Silva, Lactec, Luiz Henrique Guetter Bohatch, Startupbootcamp Australia",,"467,184"
Seed Round - SolarCreed,https://www.crunchbase.com/funding_round/solarcreed-seed--95303f3f,SolarCreed,https://www.crunchbase.com/organization/solarcreed,Seed,200000,USD,200000,2018-02-01,Seed,1200000,USD,1200000,Yes,"Designs, develops and sells consumer solar electronics for off-grid rural development in Africa","Artificial Intelligence (AI), Digital Marketing, E-Commerce, Product Design, Renewable Energy, Solar",,"Amsterdam, Noord-Holland, The Netherlands, Europe",http://solarcreed.com,Less than $1M,455000,USD,455000,Seed,3,Enfuro Ventures,1,Enfuro Ventures,,"145,213"
