Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Location,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Debt Financing - Fohat,https://www.crunchbase.com/funding_round/fohat-debt-financing--9a664c4a,Fohat,https://www.crunchbase.com/organization/fohat,Debt Financing,163000,BRL,40688,2019-08-16,,,,,No,A holding company focused on Energy Intelligence for the energy sector.,"Blockchain, Energy, Energy Management, Intelligent Systems, Renewable Energy",,http://www.fohat.co,"Curitiba, Parana, Brazil, South America",Less than $1M,10571500,BRL,2480051,Seed,7,,Carlos Pacheco,1,,"246,190"
Seed Round - Manufacturefy,https://www.crunchbase.com/funding_round/manufacturefy-seed--1df390f0,Manufacturefy,https://www.crunchbase.com/organization/manufacturefy,Seed,50000,USD,50000,2019-01-01,Seed,,,,Yes,Connecting creators directly with manufacturers across all industries and scales around the world.,"Artificial Intelligence (AI), Information Technology, Internet, Manufacturing, Software",,https://www.manufacturefy.com,"Palm Beach, Florida, United States, North America",Less than $1M,50000,USD,50000,Seed,1,,,,,"247,189"
Pre Seed Round - Oktomax,https://www.crunchbase.com/funding_round/oktomax-pre-seed--e2a37c80,Oktomax,https://www.crunchbase.com/organization/oktomax,Pre-Seed,50000,USD,50000,2019-11-18,Seed,,,,Yes,Oktomax helps e-shop owners persuade their indecisive customers by creating rewarding shopping experiences.,"Artificial Intelligence (AI), E-Commerce, Retail, Retail Technology, Shopping",Women Founded,https://oktomax.ai/,"San Francisco, California, United States, North America",Less than $1M,50000,USD,50000,Seed,1,,Startup Wise Guys,1,,"247,307"
Seed Round - Click Deal Buy!,https://www.crunchbase.com/funding_round/click-deal-buy-seed--c6ae84a6,Click Deal Buy!,https://www.crunchbase.com/organization/click-deal-buy,Seed,210000,USD,210000,2019-11-12,Seed,,,,Yes,"Click Deal Buy! specializes in the fields of artificial intelligence, machine learning, big data, and analytics.","Analytics, Artificial Intelligence (AI), Big Data, E-Commerce, Machine Learning",,https://clickdealbuy.com,"Freeport, Illinois, United States, North America",Less than $1M,1872500,USD,1872500,Seed,6,,,,,"653,601"
Pre Seed Round - Rewire AI,https://www.crunchbase.com/funding_round/rewire-neuroscience-pre-seed--37e4c691,Rewire AI,https://www.crunchbase.com/organization/rewire-neuroscience,Pre-Seed,50000,USD,50000,2019-11-01,Seed,,,,Yes,Rewire AI provides an adaptive AI-as-a-Service platform for integrated computer vision for diagnostic device and microscope partners.,"Artificial Intelligence (AI), Biotechnology, Health Diagnostics, Life Science, Machine Learning",,https://rewire.ai,"Portland, Oregon, United States, North America",$1M to $10M,2915594,USD,2915594,Seed,8,,Business Oregon,1,,"248,404"
Grant - Diluvium,https://www.crunchbase.com/funding_round/diluvium-grant--7c975674,Diluvium,https://www.crunchbase.com/organization/diluvium,Grant,10000,USD,10000,2019-10-28,,,,,No,Diluvium is a software company that develops biological research software designed to assist genome testing industries.,"AgTech, Artificial Intelligence (AI), Biotechnology, Pharmaceutical, Software",,http://www.diluvium.ai,"Durham, North Carolina, United States, North America",,10000,USD,10000,,1,NC IDEA,NC IDEA,1,1,"248,779"
Grant - JYFO,https://www.crunchbase.com/funding_round/jyfo-io-grant--aec5ed0b,JYFO,https://www.crunchbase.com/organization/jyfo-io,Grant,10000,CHF,10043,2019-01-24,,,,,No,JYFO provides a suite of data analytics tools for restaurants.,"Analytics, Artificial Intelligence (AI), Machine Learning, Software",,http://www.jyfo.io,"Lausanne, Vaud, Switzerland, Europe",,10000,CHF,10043,,1,Venture Kick,Venture Kick,1,,"654,560"
Pre Seed Round - Vectorly,https://www.crunchbase.com/funding_round/vectorly-pre-seed--675e5d6e,Vectorly,https://www.crunchbase.com/organization/vectorly,Pre-Seed,100000,USD,100000,2019-07-15,Seed,,,,Yes,AI filters to enhance & upscale video in real-time on users' devices. Acqui-hired by Hopin in December 2021.,"Artificial Intelligence (AI), Computer Vision, Software, Video, Video Editing, Video Streaming",,http://www.vectorly.io,"San Francisco, California, United States, North America",Less than $1M,875000,USD,875000,M&A,6,,Berkeley SkyDeck Fund,1,,"655,087"
Pre Seed Round - Knowt,https://www.crunchbase.com/funding_round/knowt-pre-seed--92353e0a,Knowt,https://www.crunchbase.com/organization/knowt,Pre-Seed,25000,USD,25000,2019-11-01,Seed,,,,Yes,Knowt centralizes the note writing and study experience into one app by transforming any note into flashcards and questions using AI.,"Artificial Intelligence (AI), Education, Machine Learning",,https://knowt.io,"Lewes, Delaware, United States, North America",$1M to $10M,2753381,USD,2753381,Seed,3,StartersHub,StartersHub,1,,"437,664"
Convertible Note - Icebrkr,https://www.crunchbase.com/funding_round/icebrkr-convertible-note--118a6f8f,Icebrkr,https://www.crunchbase.com/organization/icebrkr,Convertible Note,10000,USD,10000,2019-02-23,,,,,No,Providing singles with real time dating advice to enhance the prospect of a meaningful relationship..,"Artificial Intelligence (AI), Consumer, Dating, Education, Wellness",,http://icebr.kr/,"Boston, Massachusetts, United States, North America",,95000,USD,95000,,4,,,,,"437,993"
Pre Seed Round - Strife AI,https://www.crunchbase.com/funding_round/strife-ai-pre-seed--7feb82db,Strife AI,https://www.crunchbase.com/organization/strife-ai,Pre-Seed,25000,USD,25000,2019-12-09,Seed,,,,Yes,We’re building ML tools for game developers and researchers as well as games of our own!,"Artificial Intelligence (AI), Machine Learning, Software, Video Games",,https://www.strife.ai/,"Olmsted Falls, Ohio, United States, North America",Less than $1M,25000,USD,25000,Seed,1,Innovation Fund Northeast Ohio,Innovation Fund Northeast Ohio,1,,"438,751"
Pre Seed Round - PatchAi,https://www.crunchbase.com/funding_round/patchai-pre-seed--1896a0e7,PatchAi,https://www.crunchbase.com/organization/patchai,Pre-Seed,110000,EUR,123527,2019-03-28,Seed,,,,Yes,PatchAi is a cognitive platform embedding an empathetic virtual assistant for patient engagement and real-time data collection,"Artificial Intelligence (AI), Big Data, Cloud Data Services, Data Collection and Labeling, Health Care, Medical Device, Personal Health, Pharmaceutical, Predictive Analytics, Software",,https://www.patchai.io,"Padova, Veneto, Italy, Europe",$1M to $10M,2560000,EUR,3029687,M&A,3,,,,,"438,764"
Pre Seed Round - Innential,https://www.crunchbase.com/funding_round/innential-pre-seed--c1b41d53,Innential,https://www.crunchbase.com/organization/innential,Pre-Seed,50000,EUR,56012,2019-05-01,Seed,,,,Yes,"AI Assistants automating technical products support - consumer electronics, renewable energy.","Artificial Intelligence (AI), Generative AI, Software, Technical Support",,https://innential.com/,"Heidelberg, Baden-Wurttemberg, Germany, Europe",$1M to $10M,1050000,EUR,1153512,Seed,2,APX,APX,1,,"440,171"
Convertible Note - Flowbase.io,https://www.crunchbase.com/funding_round/flowbase-io-convertible-note--da38cada,Flowbase.io,https://www.crunchbase.com/organization/flowbase-io,Convertible Note,25200,EUR,27919,2019-08-01,,,,,No,"Flowbase turns cameras into actionable, real-time data","Artificial Intelligence (AI), Big Data, Computer Vision, Machine Learning",,https://www.flowbase.io,"Tallinn, Harjumaa, Estonia, Europe",,345700,EUR,406012,Seed,5,,,,,"440,332"
Pre Seed Round - Lena Health,https://www.crunchbase.com/funding_round/lena-pre-seed--99da3dc9,Lena Health,https://www.crunchbase.com/organization/lena,Pre-Seed,120000,USD,120000,2019-12-05,Seed,,,,Yes,AI-augmented Text-based Health Assistant for patients,"Artificial Intelligence (AI), Health Care","Hispanic / Latine Founded, Hispanic / Latine Led",https://www.lena.io/,"Houston, Texas, United States, North America",Less than $1M,566000,USD,566000,Seed,5,Techstars,Techstars,1,1,"440,443"
Seed Round - Ns3a Recruitment,https://www.crunchbase.com/funding_round/ns3a-recruitment-seed--233382e8,Ns3a Recruitment,https://www.crunchbase.com/organization/ns3a-recruitment,Seed,80000,USD,80000,2019-01-01,Seed,,,,Yes,Ns3a Recruitment is an AI platform that helps the employer to hire fast based on the requirement of the skills.,"Artificial Intelligence (AI), Human Resources",,https://ns3a.com/en#section-1,"Riyadh, Ar Riyad, Saudi Arabia, Asia",$1M to $10M,80000,USD,80000,Seed,1,,Falak Business Hub,1,,"440,569"
Convertible Note - Panacea.Ag,https://www.crunchbase.com/funding_round/panacea-ag-convertible-note--3dc92dd7,Panacea.Ag,https://www.crunchbase.com/organization/panacea-ag,Convertible Note,25000,USD,25000,2019-04-01,,,,,No,"Panacea.Ag is a technology company focused on creating efficient, resilient and sustainable local food ecosystems.","Agriculture, AgTech, Artificial Intelligence (AI), GreenTech, Industrial Automation, Sustainability",,https://www.panacea.ag,"Pittsburgh, Pennsylvania, United States, North America",Less than $1M,235000,USD,235000,Seed,3,,Idea Foundry,1,,"440,654"
Grant - Alpine Intuition,https://www.crunchbase.com/funding_round/alpine-intuition-grant--39a7c46e,Alpine Intuition,https://www.crunchbase.com/organization/alpine-intuition,Grant,20000,CHF,20154,2019-10-24,,,,,No,Alpine Intuition enables companies to deploy Artificial Intelligence algorithms at scale within minutes.,"Artificial Intelligence (AI), Cloud Computing, Computer Vision, Information Technology, Machine Learning, Software",,https://www.alpineintuition.com/,"Ecublens, Vaud, Switzerland, Europe",Less than $1M,520000,CHF,552011,Seed,4,,Foundation for Technological Innovation (FIT),1,,"637,904"
Pre Seed Round - OS City,https://www.crunchbase.com/funding_round/os-city-pre-seed--74f7e9eb,OS City,https://www.crunchbase.com/organization/os-city,Pre-Seed,150000,USD,150000,2019-09-16,Seed,,,,Yes,Helping authorities to provide citizen-centric digital services,"Artificial Intelligence (AI), Blockchain, Government, GovTech",,https://os.city/,"Mexico City, Distrito Federal, Mexico, North America",,385000,USD,385000,Seed,4,,,,,"440,992"
Grant - Mind-X,https://www.crunchbase.com/funding_round/mind-x-corp-grant--8f3c44d9,Mind-X,https://www.crunchbase.com/organization/mind-x-corp,Grant,150000,USD,150000,2019-07-08,,,,,No,"Mind-X combines neurotechnology, augmented reality, and Artificial Intelligence to create computer interference.","Artificial Intelligence (AI), Augmented Reality, Computer, Information and Communications Technology (ICT), Machine Learning, Software","Women Founded, Women Led",https://www.mind-x.io/,"Bethesda, Maryland, United States, North America",$1M to $10M,1900000,USD,1900000,M&A,3,Maryland Innovation Initiative (MII),Maryland Innovation Initiative (MII),1,,"441,241"
Seed Round - Wrench.AI,https://www.crunchbase.com/funding_round/wrench-ai-seed--2f46996d,Wrench.AI,https://www.crunchbase.com/organization/wrench-ai,Seed,100000,USD,100000,2019-03-20,Seed,,,,Yes,"Uncover meaningful insights, build better relationships, and scale them—all without compromising users’ trust.","Angel Investment, Artificial Intelligence (AI), B2B, Incubators, Machine Learning, Marketing, Marketing Automation, SaaS, Software, Venture Capital",Women Founded,https://wrench.ai/,"Salt Lake City, Utah, United States, North America",,100000,USD,100000,Seed,1,,Ideaship,1,,"441,633"
Corporate Round - iDeepWise,https://www.crunchbase.com/funding_round/ideepwise-corporate-round--de7e2ab2,iDeepWise,https://www.crunchbase.com/organization/ideepwise,Corporate Round,485600,CNY,68706,2019-10-28,,,,,Yes,iDeepWise is an AI company that specializes in brain-based artificial intelligence and deep learning core technology.,"Artificial Intelligence (AI), Machine Learning",,http://www.ideepwise.ai,"Haidian, Beijing, China, Asia",,485600,CNY,68706,,2,Harbo Technology Investment,Harbo Technology Investment,1,,"279,836"
Pre Seed Round - Maaind,https://www.crunchbase.com/funding_round/maaind-pre-seed--9592d607,Maaind,https://www.crunchbase.com/organization/maaind,Pre-Seed,80000,GBP,100336,2019-06-17,Seed,,,,Yes,Personalised wellbeing through biometrics and neuroadaptive AI,"Apps, Artificial Intelligence (AI), Automotive, Consumer Software, Information Technology, Machine Learning, Neuroscience, Software, Wellness",,http://www.maaind.com,"London, England, United Kingdom, Europe",Less than $1M,80000,GBP,100336,Seed,4,Entrepreneur First,Entrepreneur First,1,1,"442,614"
Grant - Ascalia,https://www.crunchbase.com/funding_round/ascalia-grant--a3153536,Ascalia,https://www.crunchbase.com/organization/ascalia,Grant,15000,EUR,16891,2019-04-11,,,,,No,Ascalia helps manufacturing factories increase productivity using IoT and AI,"Artificial Intelligence (AI), Enterprise Software, Industrial, Industrial Automation, Internet of Things, Machine Learning, Predictive Analytics, SaaS, Software",,https://ascalia.io,"London, England, United Kingdom, Europe",,680000,EUR,782436,Seed,3,Climate-KIC Acceleration Programme,Climate-KIC Acceleration Programme,1,,"280,798"
Grant - Shopstory,https://www.crunchbase.com/funding_round/boomerank-grant--b597e180,Shopstory,https://www.crunchbase.com/organization/boomerank,Grant,54000,EUR,60635,2019-06-05,,,,,No,Shopstory is a SaaS that helps eCommerce companies grow automatically with help of AI and the creation of an immense data hub.,"Analytics, Artificial Intelligence (AI), E-Commerce, Marketing Automation, SaaS",,https://www.shopstory.ai,"Vienna, Wien, Austria, Europe",,5602000,EUR,5848430,Seed,6,,,,,"206,305"
Seed Round - Finphare,https://www.crunchbase.com/funding_round/finphare-inc-seed--63101433,Finphare,https://www.crunchbase.com/organization/finphare-inc,Seed,5000,EUR,5621,2019-08-05,Seed,10000000,EUR,11242107,Yes,Fintech SaaS company providing Media Coverage Discovery and Analytics Tools for Financial Markets,"Artificial Intelligence (AI), Banking, Digital Media, Finance, Machine Learning, Professional Services, SaaS, Stock Exchanges, Text Analytics, Venture Capital",,https://finphare.com/,"Lodz, Lodzkie, Poland, Europe",,25000,EUR,28031,Seed,2,,,,,"206,430"
Seed Round - Jetlex,https://www.crunchbase.com/funding_round/jetlex-seed--b25eb813,Jetlex,https://www.crunchbase.com/organization/jetlex,Seed,154000,USD,154000,2019-04-26,Seed,,,,Yes,Jetlex is a program based on AI for automatic extraction of data from documents and for entering the extracted information into databases.,"Artificial Intelligence (AI), Information Services, Information Technology, Machine Learning",,http://jetlex.ai,"Moscow, Moscow City, Russian Federation, Europe",$1M to $10M,393252,USD,393252,Seed,4,,,,,"207,198"
Grant - Medtech Africa,https://www.crunchbase.com/funding_round/medtech-africa-grant--f8aac973,Medtech Africa,https://www.crunchbase.com/organization/medtech-africa,Grant,5000,USD,5000,2019-08-10,,100000,USD,100000,No,"Medtech Africa provides medical softwares for Cardiovascular care management, improved patient monitoring, and patient data analytics.","Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical",,https://medtech.africa,"Lagos, Lagos, Nigeria, Africa",,150000,USD,150000,,3,Tony Elumelu Foundation,Tony Elumelu Foundation,1,,"208,585"
Pre Seed Round - Clearbox AI,https://www.crunchbase.com/funding_round/clearbox-ai-solutions-pre-seed--135b6fe8,Clearbox AI,https://www.crunchbase.com/organization/clearbox-ai-solutions,Pre-Seed,185000,EUR,203841,2019-12-01,Seed,,,,Yes,Clearbox AI helps companies to unlock and enrich AI and Data projects through the generation of Synthetic Data.,"Artificial Intelligence (AI), Information Technology, Machine Learning, SaaS, Software",,https://clearbox.ai,"Turin, Piemonte, Italy, Europe",$1M to $10M,755000,EUR,849551,Seed,5,,,,,"208,612"
Angel Round - YOUS,https://www.crunchbase.com/funding_round/yous-de50-angel--20b3f835,YOUS,https://www.crunchbase.com/organization/yous-de50,Angel,50000,USD,50000,2019-11-01,Seed,,,,Yes,YOUS is a communication app with a built-in AI translator.,"Apps, Artificial Intelligence (AI), Internet",,https://yous.ai,"Limasol, Limassol, Cyprus, Europe",,50000,USD,50000,Seed,1,,,,,"222,784"
Seed Round - TalkMeUp,https://www.crunchbase.com/funding_round/talkmeup-seed--cc1549f4,TalkMeUp,https://www.crunchbase.com/organization/talkmeup,Seed,100000,USD,100000,2019-04-10,Seed,,,,Yes,TalkMeUp powers you with insights to communicate brilliantly.,"Artificial Intelligence (AI), SaaS, Software","Women Founded, Women Led",https://www.talkmeup.co,"Pittsburgh, Pennsylvania, United States, North America",Less than $1M,350000,USD,350000,Seed,4,,Innovation Works,1,,"223,149"
Pre Seed Round - Slang,https://www.crunchbase.com/funding_round/slang-737b-pre-seed--d661d830,Slang,https://www.crunchbase.com/organization/slang-737b,Pre-Seed,120000,USD,120000,2019-07-11,Seed,,,,Yes,Slang makes it easy to launch a voice experience that delights your customers.,"Audio, Information Technology, Robotic Process Automation (RPA), Virtual Assistant","Black Founded, Black Led",https://www.helloslang.com/,"New York, New York, United States, North America",Less than $1M,120000,USD,120000,Seed,2,,Techstars,1,1,"387,687"
Pre Seed Round - inspections.ai,https://www.crunchbase.com/funding_round/inspections-ai-pre-seed--24866745,inspections.ai,https://www.crunchbase.com/organization/inspections-ai,Pre-Seed,50000,USD,50000,2019-05-01,Seed,,,,Yes,inspections.ai builds & launches Visual AI based ventures with corporate partners using their data pools,"Artificial Intelligence (AI), Building Maintenance, Construction, Image Recognition, Machine Learning, Productivity Tools, SaaS",,http://inspections.ai,"Singapore, Central Region, Singapore, Asia",,160000,USD,160000,Seed,2,,,,,"387,853"
Pre Seed Round - Bytez,https://www.crunchbase.com/funding_round/bytez-pre-seed--92d2216d,Bytez,https://www.crunchbase.com/organization/bytez,Pre-Seed,150000,USD,150000,2019-07-22,Seed,,,,Yes,"Bytez makes it 30x easier to find, understand, and use open source AI","Artificial Intelligence (AI), Database, Information Technology, Machine Learning, Software",,https://bytez.com,"San Francisco, California, United States, North America",,150000,USD,150000,Seed,2,500 Global,500 Global,1,,"388,133"
Pre Seed Round - Ardora,https://www.crunchbase.com/funding_round/ardora-pre-seed--cffed212,Ardora,https://www.crunchbase.com/organization/ardora,Pre-Seed,15000,EUR,17053,2019-03-01,Seed,,,,Yes,Digital assistant for people taking care of relatives with dementia.,"Artificial Intelligence (AI), Health Care, Home Health Care, Machine Learning, Software",,https://www.ardora.co/,"Riga, Riga, Latvia, Europe",,15000,EUR,17053,Seed,1,,,,,"389,567"
Pre Seed Round - Benjamin,https://www.crunchbase.com/funding_round/predictive-health-partners-pre-seed--38182db2,Benjamin,https://www.crunchbase.com/organization/predictive-health-partners,Pre-Seed,100000,USD,100000,2019-06-01,Seed,,,,Yes,"SaaS, Predictive Analytics platform tied to healthcare mobile app","Artificial Intelligence (AI), Health Care, Machine Learning, Mobile Apps, Predictive Analytics, Risk Management, SaaS, Software",,http://www.benjaminsaves.com/,"West Des Moines, Iowa, United States, North America",Less than $1M,845000,USD,845000,Seed,7,gener8tor,"gener8tor, Right Side Capital Management",2,1,"389,848"
Angel Round - Skillview,https://www.crunchbase.com/funding_round/skillview-io-angel--23dd0298,Skillview,https://www.crunchbase.com/organization/skillview-io,Angel,150000,EUR,167524,2019-11-01,Seed,,,,Yes,Machine learning driven adaptive talent assessment platform for recruitment and talent growth.,"Machine Learning, Recruiting, Skill Assessment",,https://skillview.io,"Cluj-napoca, Cluj, Romania, Europe",$1M to $10M,200000,EUR,223419,Seed,2,Voicu Oprean,Voicu Oprean,1,,"389,857"
Seed Round - Evid Science,https://www.crunchbase.com/funding_round/evid-science-seed--2696ac57,Evid Science,https://www.crunchbase.com/organization/evid-science,Seed,150000,USD,150000,2019-03-20,Seed,,,,Yes,"Evid Science uses AI to read the entire primary medical literature, powering the database of therapy evidence in the world.","Artificial Intelligence (AI), Biotechnology, Health Care, Medical, Software",,http://www.evidscience.com,"El Segundo, California, United States, North America",Less than $1M,650000,USD,650000,M&A,2,,Wavemaker 360,1,,"389,970"
Corporate Round - Farmers Support,https://www.crunchbase.com/funding_round/farmers-support-corporate-round--5bd3c982,Farmers Support,https://www.crunchbase.com/organization/farmers-support,Corporate Round,20000000,JPY,183874,2019-11-15,,,,,Yes,Farmers Support provides IoT and artificial intelligence technology for farmers.,"Agriculture, Artificial Intelligence (AI), Internet of Things",,http://farmers-s.co.jp/,"Kagoshima, Kagoshima, Japan, Asia",,20000000,JPY,183874,,1,Kagoshima Bank,Kagoshima Bank,1,,"390,075"
Pre Seed Round - Alpine Intuition,https://www.crunchbase.com/funding_round/alpine-intuition-pre-seed--2bccfeb1,Alpine Intuition,https://www.crunchbase.com/organization/alpine-intuition,Pre-Seed,200000,CHF,201501,2019-11-05,Seed,800000,CHF,806002,Yes,Alpine Intuition enables companies to deploy Artificial Intelligence algorithms at scale within minutes.,"Artificial Intelligence (AI), Cloud Computing, Computer Vision, Information Technology, Machine Learning, Software",,https://www.alpineintuition.com/,"Ecublens, Vaud, Switzerland, Europe",Less than $1M,520000,CHF,552011,Seed,4,Alpine Tech,Alpine Tech,1,,"390,120"
Pre Seed Round - Slighter,https://www.crunchbase.com/funding_round/slighter-pre-seed--194cdc9f,Slighter,https://www.crunchbase.com/organization/slighter,Pre-Seed,120000,USD,120000,2019-07-15,Seed,,,,Yes,Slighter is a behavioral change solution housed in a smart lighter and companion app. It studies smokers habits and coaches them to quit.,"Artificial Intelligence (AI), Big Data, Consumer Electronics, Hardware, Health Insurance, Internet of Things, Software, Wearables, Wellness",,https://www.slighter.com,"Cary, North Carolina, United States, North America",Less than $1M,1120000,USD,1120000,Seed,2,Techstars,Techstars,1,1,"390,786"
Seed Round - CleanRobotics,https://www.crunchbase.com/funding_round/cleanrobotics-seed--d74e7087,CleanRobotics,https://www.crunchbase.com/organization/cleanrobotics,Seed,50000,USD,50000,2019-03-25,Seed,,,,Yes,"CleanRobotics makes recycling affordable for businesses, and profitable for recyclers.","Artificial Intelligence (AI), Machine Learning, Product Design, Recycling, Robotics, Waste Management",,http://www.cleanrobotics.com/,"Longmont, Colorado, United States, North America",$1M to $10M,11011889,USD,11011889,Early Stage Venture,5,,Innovation Works,1,,"390,887"
Funding Round - Ria Insurance,https://www.crunchbase.com/funding_round/ria-insurance-undisclosed--08aec530,Ria Insurance,https://www.crunchbase.com/organization/ria-insurance,Funding Round,,INR,,2019-10-01,,,,,Yes,RIA is an InsurTech company on a mission to actively partner with our customers to improve their health and health outcomes,"Health Care, Insurance, InsurTech, Machine Learning",,https://www.ria.insure,"New Delhi, Delhi, India, Asia",$1M to $10M,,INR,,,1,Leo Capital,"BEENEXT, Leo Capital, Rainmatter Capital",3,,"391,413"
Pre Seed Round - ami Lab,https://www.crunchbase.com/funding_round/ami-lab-pre-seed--44f0229a,ami Lab,https://www.crunchbase.com/organization/ami-lab,Pre-Seed,110000,USD,110000,2019-05-08,Seed,,,,Yes,Ami Lab unveils key facial features through machine learning on a database of models.,"Advertising, Artificial Intelligence (AI), E-Commerce, Machine Learning",,https://www.ami-lab.co/,"Stockholm, Stockholms Lan, Sweden, Europe",,110000,USD,110000,Seed,1,,,,,"391,512"
Grant - Neurolytics,https://www.crunchbase.com/funding_round/neurolytics-grant--3ff9584e,Neurolytics,https://www.crunchbase.com/organization/neurolytics,Grant,50000,USD,50000,2019-07-26,,,,,No,Neurolytics enables small businesses to succeed in candidate selection with objective behavioural analytics.,"Artificial Intelligence (AI), Computer Vision, Machine Learning, Predictive Analytics, Psychology, Recruiting, SaaS, Skill Assessment",,http://www.neurolytics.ai/,"Utrecht, Utrecht, The Netherlands, Europe",,1302204,USD,1302204,Seed,6,European Commission,European Commission,1,,"391,900"
Pre Seed Round - Invento Robotics,https://www.crunchbase.com/funding_round/invento-makerspaces-pre-seed--e97376b9,Invento Robotics,https://www.crunchbase.com/organization/invento-makerspaces,Pre-Seed,13500000,INR,190382,2019-03-04,Seed,50000000,INR,705119,Yes,Invento Robotics makes robots for senior care,"Artificial Intelligence (AI), Elder Care, Health Care, Machine Learning, Robotics",Women Founded,http://invento.tech,"Plano, Texas, United States, North America",$1M to $10M,689127,USD,689127,Seed,4,,,,,"392,155"
Pre Seed Round - 42Maru,https://www.crunchbase.com/funding_round/42maru-pre-seed--4a8e1501,42Maru,https://www.crunchbase.com/organization/42maru,Pre-Seed,89000,USD,89000,2019-11-27,Seed,,,,Yes,"42Maru builds a Question Answering platform that finds a Single, Specific, Correct Answer based on Deep Learning","Artificial Intelligence (AI), Internet of Things, Knowledge Management, Machine Learning, Mobile Devices, Robotics, Smart Home",,http://www.42maru.ai/,"Seocho, Seoul-t'ukpyolsi, South Korea, Asia",$1M to $10M,11077104,USD,11077104,,10,Samsung Electronics,Samsung Electronics,1,,"392,576"
Pre Seed Round - Braight,https://www.crunchbase.com/funding_round/epeer-pre-seed--90e1f3ad,Braight,https://www.crunchbase.com/organization/epeer,Pre-Seed,150000,EUR,170628,2019-03-03,Seed,,,,Yes,Braight develops a cross-industry adaptable behavioral analysis tool using AI to create efficient process optimization solutions.,"Artificial Intelligence (AI), Big Data, Data Mining, Finance, Machine Learning, Software",,http://www.braight.tech,"Toronto, British Columbia, Canada, North America",,3443288,USD,3443288,IPO,4,,,,,"234,641"
Equity Crowdfunding - Albe,https://www.crunchbase.com/funding_round/albe-equity-crowdfunding--5525f832,Albe,https://www.crunchbase.com/organization/albe,Equity Crowdfunding,140000,USD,140000,2019-07-25,,,,,Yes,Albe offers an entirely new way to evaluate credit applications and monitor credit payment.,"Artificial Intelligence (AI), FinTech, Payments",,http://albe.io,"Tel Aviv, Tel Aviv, Israel, Asia",,140000,USD,140000,,1,,PipelBiz.com,1,,"234,723"
Pre Seed Round - Sapling.ai,https://www.crunchbase.com/funding_round/sapling-ai-pre-seed--8deca1c6,Sapling.ai,https://www.crunchbase.com/organization/sapling-ai,Pre-Seed,150000,USD,150000,2019-03-18,Seed,,,,Yes,Sapling is the AI writing assistant for customer-facing teams.,"Artificial Intelligence (AI), CRM, Information Technology, Machine Learning, Messaging, Software",,https://sapling.ai,"San Francisco, California, United States, North America",$1M to $10M,150000,USD,150000,Seed,1,Y Combinator,Y Combinator,1,,"392,789"
Seed Round - H360.ai,https://www.crunchbase.com/funding_round/h360-ai-seed--dbef64ed,H360.ai,https://www.crunchbase.com/organization/h360-ai,Seed,100000,USD,100000,2019-12-04,Seed,,,,Yes,H360.ai is connecting and empowering networks and communities to unleash maximum human potential.,"Artificial Intelligence (AI), Communities, Social Network",,https://h360.ai/,"Missoula, Montana, United States, North America",,100000,USD,100000,Seed,1,,,,,"234,994"
Pre Seed Round - Fabulyst,https://www.crunchbase.com/funding_round/fabulyst-pre-seed--25607185,Fabulyst,https://www.crunchbase.com/organization/fabulyst,Pre-Seed,135000,USD,135000,2019-01-07,Seed,,,,Yes,"Fabulyst is an AI engine that works as a virtual personal stylist, solving modern women's style aspirations.","Artificial Intelligence (AI), E-Commerce, Fashion, Lifestyle, Machine Learning, Online Portals, Shopping",,http://www.fabulyst.com,"Hyderabad, Andhra Pradesh, India, Asia",$1M to $10M,680534,USD,680534,M&A,6,XRC Ventures,XRC Ventures,1,,"235,091"
Non Equity Assistance - Birdie,https://www.crunchbase.com/funding_round/birdie-non-equity-assistance--0c75d1be,Birdie,https://www.crunchbase.com/organization/birdie,Non-equity Assistance,50000,USD,50000,2019-05-01,,5000000,USD,5000000,No,Unlock the power of customer feedback with our AI-powered Feedback Analytics Platform for product teams,"Analytics, Artificial Intelligence (AI), Big Data, Internet, Machine Learning","Hispanic / Latine Founded, Women Founded",https://birdie.ai,"Palo Alto, California, United States, North America",$1M to $10M,8570000,USD,8570000,Seed,5,Samsung Electronics,Samsung Electronics,1,,"595,620"
Pre Seed Round - Renu Robotics,https://www.crunchbase.com/funding_round/renu-robotics-pre-seed--d6dba35e,Renu Robotics,https://www.crunchbase.com/organization/renu-robotics,Pre-Seed,109304,USD,109304,2019-12-27,Seed,12483598,USD,12483598,Yes,"Renu Robotics develops autonomous electric vehicles with monitoring through mission control, operating under a software subscription model","Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Machine Learning, Manufacturing, Robotics, Software, Solar",,https://renurobotics.com,"San Antonio, Texas, United States, North America",$1M to $10M,7392002,USD,7392002,Early Stage Venture,7,,,,,"595,766"
