Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,CB Rank (Funding Round),Lead Investors,Investor Names,Number of Investors,Number of Partner Investors
Seed Round - Holos,https://www.crunchbase.com/funding_round/holos-2-seed--3638f8c1,Holos,https://www.crunchbase.com/organization/holos-2,Seed,120000,USD,120000,2020-06-08,Seed,,,,Yes,Holos is building immersive training tools for people with highly technical physical jobs in critical sectors,"Artificial Intelligence (AI), Augmented Reality, Education, Government, Military, Virtual Reality",,"Madison, Wisconsin, United States, North America",https://holos.io,Less than $1M,605000,USD,605000,Seed,9,"143,134",Techstars,Techstars,1,1
Seed Round - Kosh,https://www.crunchbase.com/funding_round/kosh-seed--aca62789,Kosh,https://www.crunchbase.com/organization/kosh,Seed,150000,USD,150000,2020-03-16,Seed,,,,Yes,Kosh is a financial services platform designed to help people become financially independent.,"Financial Services, FinTech, Machine Learning, Software",,"Gurgaon, Haryana, India, Asia",https://getkosh.com/,,1750000,USD,1750000,Seed,3,"344,641",,Y Combinator,1,
Seed Round - BullFrog AI,https://www.crunchbase.com/funding_round/bullfrog-ai-seed--16f84090,BullFrog AI,https://www.crunchbase.com/organization/bullfrog-ai,Seed,200000,USD,200000,2020-04-07,Seed,,,,Yes,BullFrog AI is a developer of an artificial intelligence platform intended to help companies in clinical development.,"Artificial Intelligence (AI), Pharmaceutical",,"Boyds, Maryland, United States, North America",https://www.bullfrogai.com,$1M to $10M,6766000,USD,6766000,IPO,3,"527,289",TEDCO,TEDCO,1,1
Grant - WSK Medical,https://www.crunchbase.com/funding_round/wsk-medical-grant--aecbe8b9,WSK Medical,https://www.crunchbase.com/organization/wsk-medical,Grant,50000,EUR,55853,2020-01-02,,,,,No,First AI solution on the market for real-time detection and classification of throat cancer.,"Artificial Intelligence (AI), Information Technology, Machine Learning, Medical Device, Software",,"Amsterdam, Noord-Holland, The Netherlands, Europe",http://www.wskmedical.org,$1M to $10M,3001500,EUR,3353658,Seed,15,"528,508",,,,
Grant - Veer AI,https://www.crunchbase.com/funding_round/veer-ai-grant--f02b7672,Veer AI,https://www.crunchbase.com/organization/veer-ai,Grant,30000,CAD,22483,2020-07-29,,,,,No,Veer AI is an enterprise software company that creates individualized customer experiences through data.,"Artificial Intelligence (AI), SaaS, Software",,"Toronto, Ontario, Canada, North America",https://www.veer.ai,,30000,CAD,22483,Seed,2,"453,691",,,,
Seed Round - Housefit,https://www.crunchbase.com/funding_round/housefit-seed--df52a462,Housefit,https://www.crunchbase.com/organization/housefit,Seed,100000000,KRW,82017,2020-04-20,Seed,1000000000,KRW,820173,Yes,"Housefit is an app that offers AI design, papering, flooring, and interior construction management services for residential sectors.","Apps, Artificial Intelligence (AI), Interior Design, Software",,"Seocho, Seoul-t'ukpyolsi, South Korea, Asia",https://www.housefit.kr,,400000000,KRW,349421,Seed,3,"545,364",,Kim Gisa Lab,1,
Pre Seed Round - Orbiseed,https://www.crunchbase.com/funding_round/orbiseed-pre-seed--595fc1fe,Orbiseed,https://www.crunchbase.com/organization/orbiseed,Pre-Seed,120000,USD,120000,2020-03-31,Seed,,,,Yes,Orbiseed is an AI platform that standardizes and summarizes unstructured commercial property data.,"Artificial Intelligence (AI), InsurTech, SaaS, Software",,"Toronto, Ontario, Canada, North America",https://www.orbiseed.com,$1M to $10M,120000,USD,120000,Seed,1,"453,930",Techstars,Techstars,1,1
Pre Seed Round - bluesheets,https://www.crunchbase.com/funding_round/bluesheets-pre-seed--ba04be6d,bluesheets,https://www.crunchbase.com/organization/bluesheets,Pre-Seed,100000,USD,100000,2020-08-01,Seed,,,,Yes,"bluesheets eliminates manual processes with AI-enabled workflows, incorporating its proprietary fileAI engine to digitise and enrich data.","Artificial Intelligence (AI), FinTech, Machine Learning, Software",,"Singapore, Central Region, Singapore, Asia",https://bluesheets.ai,$1M to $10M,12230000,USD,12230000,Early Stage Venture,6,"454,415",,,,
Pre Seed Round - PICKL,https://www.crunchbase.com/funding_round/pickl-pre-seed--ca98698d,PICKL,https://www.crunchbase.com/organization/pickl,Pre-Seed,100000,USD,100000,2020-01-01,Seed,,,,Yes,Activate Your Social Audience to Boost Conversion. Phygital Brand Activities Unlocking Real-Time Actionable Insights.,"Artificial Intelligence (AI), Business Process Automation (BPA), Consumer Software, Enterprise Applications, Enterprise Resource Planning (ERP), Enterprise Software, Marketing Automation, National Security, Social, Social Network","Middle Eastern / North African Founded, South Asian Founded","Long Beach, California, United States, North America",https://www.thepickl.com,,100000,USD,100000,Seed,2,"334,218",,,,
Angel Round - LET’S Delivery,https://www.crunchbase.com/funding_round/let-s-delivery-angel--0ec8f424,LET’S Delivery,https://www.crunchbase.com/organization/let-s-delivery,Angel,500000,BRL,122076,2020-01-10,Seed,1000000,BRL,244153,Yes,We are a Technology Startup for Restaurants.,"Artificial Intelligence (AI), Consulting, Food Delivery, Information Technology, Internet, Software",,"São Paulo, Sao Paulo, Brazil, South America",https://lets.delivery/,Less than $1M,2600000,BRL,519119,Seed,2,"455,902",André Mortari,"André Mortari, Daniel Alvarez, Miquéias Barros da Silva",3,
Seed Round - My3dMeta(Formerly My3dselfie),https://www.crunchbase.com/funding_round/my3dselfie-seed--e6eb9675,My3dMeta(Formerly My3dselfie),https://www.crunchbase.com/organization/my3dselfie,Seed,70000,USD,70000,2020-03-25,Seed,,,,Yes,My3DSelfie leverages machine learning and 3D technology to create close to 90 percent accurate 3D assets.,"3D Printing, 3D Technology, Machine Learning",,"Guwahati, Assam, India, Asia",http://www.my3dselfie.com,$1M to $10M,2180000,USD,2180000,Seed,7,"295,944",,,,
Angel Round - Octo,https://www.crunchbase.com/funding_round/octo-networks-angel--28847339,Octo,https://www.crunchbase.com/organization/octo-networks,Angel,100000,USD,100000,2020-10-09,Seed,1700000,USD,1700000,Yes,Octo is a white label AI powered community management platform that allows communities to build and grow their own brands.,"Artificial Intelligence (AI), Information Technology, Private Social Networking, Social Network, Software",,"Sisli, Istanbul, Turkey, Europe",https://www.getocto.com/,,100000,USD,100000,Seed,1,"574,937",,"Ayhan Ağırgöl, Emrullah Saku, Huseyin Karayagiz, Ibrahim Ulukaya, Ozlem Petek Hun, TRANGELS",6,
Series A - Hight.io,https://www.crunchbase.com/funding_round/hight-io-series-a--6c115f70,Hight.io,https://www.crunchbase.com/organization/hight-io,Series A,107000,USD,107000,2020-12-15,Early Stage Venture,1348000,USD,1348000,Yes,Deep Collaboration High Productivity Enterprise Apps,"Artificial Intelligence (AI), Information Technology, Software",,"Tervuren, Vlaams-Brabant, Belgium, Europe",https://hight.io,,107000,USD,107000,Early Stage Venture,1,"423,310",,,,
Seed Round - Aveni,https://www.crunchbase.com/funding_round/aveni-seed--2473dba0,Aveni,https://www.crunchbase.com/organization/aveni,Seed,125000,GBP,159281,2020-09-22,Seed,,,,Yes,Aveni is a driving automation and insight direct from the voice across regulated industries.,"Artificial Intelligence (AI), Call Center, Financial Services, Information Technology, Machine Learning, Natural Language Processing, Software, Speech Recognition",,"Edinburgh, Edinburgh, City of, United Kingdom, Europe",https://aveni.ai/,,15495000,GBP,19845474,Early Stage Venture,5,"423,364",,,,
Seed Round - Horavision,https://www.crunchbase.com/funding_round/horavision-seed--8377174a,Horavision,https://www.crunchbase.com/organization/horavision,Seed,155000,EUR,175762,2020-06-15,Seed,,,,Yes,Horavision provides a video\image recognition platform for developers with applications for retail analysis and data enrichment.,"Artificial Intelligence (AI), Computer Vision, Developer APIs, Developer Tools, IaaS, Image Recognition, Machine Learning, Software, Visual Search",,"Catania, Sicilia, Italy, Europe",https://www.horavision.ai,Less than $1M,170000,EUR,192312,Seed,2,"423,999",,,,
Pre Seed Round - Brilliant Labs,https://www.crunchbase.com/funding_round/brilliant-labs-15c9-pre-seed--92649cf6,Brilliant Labs,https://www.crunchbase.com/organization/brilliant-labs-15c9,Pre-Seed,50000,USD,50000,2020-05-29,Seed,,,,Yes,Brilliant Labs is a web for technology-based data transformation that offers services for digital and physical use.,"Artificial Intelligence (AI), Augmented Reality, Electronics, Generative AI, Information Technology",,"Hong Kong, Hong Kong Island, Hong Kong, Asia",https://brilliant.xyz,$1M to $10M,6050000,USD,6050000,,4,"424,018",1337 Ventures,1337 Ventures,1,
Seed Round - Sheeva.AI,https://www.crunchbase.com/funding_round/Sheeva-seed--51c4df58,Sheeva.AI,https://www.crunchbase.com/organization/Sheeva,Seed,120000,USD,120000,2020-01-27,Seed,,,,Yes,Sheeva.AI has developed an in-car payments solution that introduces vehicle location-based services to monetize the driver experience.,"Artificial Intelligence (AI), Automotive, Electric Vehicle, Fleet Management, Parking, Retail Technology, Transportation","South Asian Led, Women Founded","Alexandria, Virginia, United States, North America",https://www.sheeva.ai,$1M to $10M,11837000,USD,11837000,Early Stage Venture,11,"249,579",Techstars,Techstars,1,1
Seed Round - Photoroom,https://www.crunchbase.com/funding_round/photoroom-seed--b123e0be,Photoroom,https://www.crunchbase.com/organization/photoroom,Seed,125000,USD,125000,2020-08-25,Seed,,,,Yes,Photoroom is an AI-enabled image capturing app that lets users create studio-quality product pictures in seconds.,"Artificial Intelligence (AI), Machine Learning, Mobile Apps, Photo Editing, Photography",,"Paris, Ile-de-France, France, Europe",https://photoroom.com,$1M to $10M,62125000,USD,62125000,Early Stage Venture,5,"426,412",Y Combinator,Y Combinator,1,
Convertible Note - Stratyfy,https://www.crunchbase.com/funding_round/stratyfy-convertible-note--c5494e92,Stratyfy,https://www.crunchbase.com/organization/stratyfy,Convertible Note,75000,USD,75000,2020-06-30,,,,,No,Stratyfy provides predictive analytics and decision management solutions for financial institutions.,"Analytics, Artificial Intelligence (AI), Financial Services, FinTech, Information Technology, InsurTech, Machine Learning, Predictive Analytics, Software","Women Founded, Women Led","New York, New York, United States, North America",http://www.stratyfy.com,$1M to $10M,11835000,USD,11835000,,8,"427,843",The FIS FinTech Accelerator in Partnership with The Venture Center,The FIS FinTech Accelerator in Partnership with The Venture Center,1,
Pre Seed Round - Camdog Inc,https://www.crunchbase.com/funding_round/camdog-inc-pre-seed--90ea3475,Camdog Inc,https://www.crunchbase.com/organization/camdog-inc,Pre-Seed,110000,USD,110000,2020-10-01,Seed,2000000,USD,2000000,Yes,Camdog - cloud-based on-demand video surveillance and analysis service,"Artificial Intelligence (AI), Information Technology, Internet, Machine Learning, Software",,"New York, New York, United States, North America",https://camdog.cloud,,470000,USD,470000,Seed,4,"360,944",Starta VC,Starta VC,1,
Venture Round - Retrocausal,https://www.crunchbase.com/funding_round/retrocausal-series-unknown--138b1f10,Retrocausal,https://www.crunchbase.com/organization/retrocausal,Venture - Series Unknown,120000,USD,120000,2020-08-01,,,,,Yes,"Retrocausal gives superpowers to manufacturing assembly operators, plant managers, and industrial engineers with its Generative AI Copilots.","Artificial Intelligence (AI), Industrial Automation, Manufacturing, Software",,"Seattle, Washington, United States, North America",http://www.retrocausal.ai,$1M to $10M,9860000,USD,9860000,,6,"427,967",,,,
Venture Round - Lingvist,https://www.crunchbase.com/funding_round/lingvist-series-unknown--a2dbdae5,Lingvist,https://www.crunchbase.com/organization/lingvist,Venture - Series Unknown,120000,USD,120000,2020-06-15,,,,,Yes,Lingvist is language learning software based on mathematical optimization and statistical analysis.,"Artificial Intelligence (AI), Big Data, Education, Language Learning, Software",,"Tallinn, Harjumaa, Estonia, Europe",https://lingvist.com,$1M to $10M,17245050,USD,17245050,,9,"428,147",,Techstars,1,1
Pre Seed Round - Supremacy Games,https://www.crunchbase.com/funding_round/supremacy-games-pre-seed--a060a08c,Supremacy Games,https://www.crunchbase.com/organization/supremacy-games,Pre-Seed,200000,USD,200000,2020-08-01,Seed,,,,Yes,"Supremacy Games is a Finnish games developer and publisher, founded in early 2020 by games, media and entertainment veterans. Web3+F2P+AI","Artificial Intelligence (AI), Cryptocurrency, Mobile Apps, Video Games, Web3",,"Helsinki, Southern Finland, Finland, Europe",https://supremacygames.fi/,$1M to $10M,1200000,USD,1200000,Seed,2,"428,182",,,,
Grant - Robopath,https://www.crunchbase.com/funding_round/robopath-grant--402b74e2,Robopath,https://www.crunchbase.com/organization/robopath,Grant,225000,USD,225000,2020-10-11,,,,,No,RoboPath specializes in robotics and artificial intelligence for the pathology industry.,"Artificial Intelligence (AI), Life Science, Robotics",Women Led,"Leawood, Kansas, United States, North America",https://www.robopath.io,,225000,USD,225000,,1,"401,082",National Science Foundation,National Science Foundation,1,
Seed Round - Novable,https://www.crunchbase.com/funding_round/novable-seed--77d5ab41,Novable,https://www.crunchbase.com/organization/novable,Seed,170000,EUR,207468,2020-12-27,Seed,,,,Yes,Novable is an AI-powered startup and innovation scouting technology helping corporates find innovative companies,"Artificial Intelligence (AI), Information Technology, Innovation Management, Machine Learning, Market Research, Software",,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",http://novable.com,,1031000,EUR,1156494,Seed,5,"253,453",,,,
Funding Round - Olive,https://www.crunchbase.com/funding_round/olive-16b3-undisclosed--30e4b9f5,Olive,https://www.crunchbase.com/organization/olive-16b3,Funding Round,150000,USD,150000,2020-09-08,,,,,Yes,AI technology / business consulting,"Artificial Intelligence (AI), Enterprise Software, Information Technology, Machine Learning, Market Research, Procurement",,"Vancouver, British Columbia, Canada, North America",https://www.olive.app,$100M to $500M,4270000,USD,4270000,Seed,4,"310,514",Techstars,Techstars,1,
Pre Seed Round - iERP.ai,https://www.crunchbase.com/funding_round/ierp-ai-pre-seed--27db42d2,iERP.ai,https://www.crunchbase.com/organization/ierp-ai,Pre-Seed,130000,EUR,146268,2020-07-01,Seed,800000,EUR,900112,Yes,iERP is helping companies with business predictions to decrease their cost and increase their revenues by providing using AI algorithms,"Artificial Intelligence (AI), E-Commerce, E-Commerce Platforms, Machine Learning, Predictive Analytics, Retail, Software, Wholesale",,"Bratislava, Bratislava, Slovakia (Slovak Republic), Europe",https://ierp.ai/,$1M to $10M,650000,EUR,741567,Seed,3,"323,666",,"CB Investment Management, Startup Wise Guys",2,
Pre Seed Round - Syntax,https://www.crunchbase.com/funding_round/syntax-iq-pre-seed--e808be8b,Syntax,https://www.crunchbase.com/organization/syntax-iq,Pre-Seed,120000,USD,120000,2020-10-05,Seed,,,,Yes,Syntax IQ is a software company that helps retailers generate and organize their content,"Computer Vision, Marketing Automation, Natural Language Processing, Software",,"Toronto, Ontario, Canada, North America",https://www.syntaxiq.com,,120000,USD,120000,Seed,1,"312,163",Techstars,Techstars,1,1
Seed Round - Building CATALYST,https://www.crunchbase.com/funding_round/building-catalyst-seed--c33e4ea8,Building CATALYST,https://www.crunchbase.com/organization/building-catalyst,Seed,20000,USD,20000,2020-09-14,Seed,,,,Yes,Building CATALYST is a SaaS platform that helps improve construction outcomes and reduce time and cost.,"Analytics, Construction, Predictive Analytics, Productivity Tools, SaaS",,"Grand Rapids, Michigan, United States, North America",https://buildingcatalyst.com,$1M to $10M,20000,USD,20000,Seed,3,"312,239",Conquer Accelerator,Conquer Accelerator,1,
Pre Seed Round - bluesheets,https://www.crunchbase.com/funding_round/bluesheets-pre-seed--5d413dad,bluesheets,https://www.crunchbase.com/organization/bluesheets,Pre-Seed,130000,USD,130000,2020-12-07,Seed,,,,Yes,"bluesheets eliminates manual processes with AI-enabled workflows, incorporating its proprietary fileAI engine to digitise and enrich data.","Artificial Intelligence (AI), FinTech, Machine Learning, Software",,"Singapore, Central Region, Singapore, Asia",https://bluesheets.ai,$1M to $10M,12230000,USD,12230000,Early Stage Venture,6,"312,427",,"Antler, Plug and Play",2,
Pre Seed Round - Cyble,https://www.crunchbase.com/funding_round/cyble-pre-seed--376854ce,Cyble,https://www.crunchbase.com/organization/cyble,Pre-Seed,50000,USD,50000,2020-05-31,Seed,,,,Yes,"Cyble is a leading AI-powered threat intelligence company offering comprehensive coverage of adversaries, exposure, weaknesses, and targets.","Artificial Intelligence (AI), Cloud Security, Cyber Security, Risk Management, Software",,"Alpharetta, Georgia, United States, North America",https://cyble.com,$50M to $100M,44807000,USD,44807000,Early Stage Venture,11,"312,765",,,,
Seed Round - Parkifast,https://www.crunchbase.com/funding_round/parkifast-seed--ae823315,Parkifast,https://www.crunchbase.com/organization/parkifast,Seed,90000,EUR,97263,2020-04-22,Seed,,,,Yes,Parkifast is a mobile app that helps you find an on-street parking spot with just one click.,"Artificial Intelligence (AI), Big Data, Data Visualization, Database, Information Technology, Internet, Mobile Apps, Smart Cities, Software, Telecommunications",,"Madrid, Madrid, Spain, Europe",https://www.parkifast.com,,651000,EUR,740471,Seed,7,"313,582",,,,
Angel Round - LUCID,https://www.crunchbase.com/funding_round/lucid-inc-angel--7004a96d,LUCID,https://www.crunchbase.com/organization/lucid-inc,Angel,250000,CAD,178361,2020-05-08,Seed,,,,Yes,LUCID creates digital therapeutics using emotion AI to improve health and wellness of the users.,"Artificial Intelligence (AI), Health Care, Machine Learning, Music",,"Toronto, Ontario, Canada, North America",https://www.thelucidproject.ca,$1M to $10M,3590000,CAD,2786210,Seed,3,"538,386",,"Next AI, NEXT Canada",2,
Seed Round - Yitong Technology,https://www.crunchbase.com/funding_round/yitong-technology-seed--5a9fdd75,Yitong Technology,https://www.crunchbase.com/organization/yitong-technology,Seed,80000,CNY,11489,2020-01-01,Seed,,,,Yes,Yitong Technology is an AI integrated platform and intelligent data processing solution provider of no-code modeling automated model.,"Artificial Intelligence (AI), Software, Software Engineering",,"Shenzhen, Guangdong, China, Asia",https://www.apulis.cn/,,149003000,CNY,21051875,,7,"314,065",,GSR United Capital,1,
Angel Round - Robomotion,https://www.crunchbase.com/funding_round/robomotion-c241-angel--e295fae5,Robomotion,https://www.crunchbase.com/organization/robomotion-c241,Angel,500000,TRY,73747,2020-06-08,Seed,,,,Yes,Robomotion handles dull everyday tasks with robotic process automation technology.,"Artificial Intelligence (AI), Robotic Process Automation (RPA), Robotics, Software",,"Istanbul, Istanbul, Turkey, Europe",https://robomotion.io/,$1M to $10M,1252485,USD,1252485,Seed,3,"314,509",,"Ahmet Bilgen, Arman Eker",2,
Grant - qualiTEAS,https://www.crunchbase.com/funding_round/qualiteas-grant--a83284bb,qualiTEAS,https://www.crunchbase.com/organization/qualiteas,Grant,25000,USD,25000,2020-09-30,,,,,No,"qualiTEAS is a corrosion inspection and management company, aiming to transform asset integrity inspection practices with its AI solution.","Computer Vision, Industrial Engineering, Machine Learning",,"St. John's, Newfoundland, Canada, North America",https://www.qualiteas.ca/,$1M to $10M,459433,USD,459433,Seed,5,"314,606",Ocean Startup Project,Ocean Startup Project,1,1
Non Equity Assistance - FakeNet AI,https://www.crunchbase.com/funding_round/fakenet-ai-non-equity-assistance--889e83c3,FakeNet AI,https://www.crunchbase.com/organization/fakenet-ai,Non-equity Assistance,114000,USD,114000,2020-03-01,,,,,No,FakeNet AI offers a web app and API that scans videos and detect a variety of alteration techniques through a machine learning model.,"Artificial Intelligence (AI), Developer APIs, Machine Learning, Software, Web Apps",,"Berkeley, California, United States, North America",https://www.fakenetai.com/,,114000,USD,114000,,1,"315,023",,SkyDeck Berkeley,1,
Grant - Frizbit,https://www.crunchbase.com/funding_round/frizbit-grant--9e1bc901,Frizbit,https://www.crunchbase.com/organization/frizbit,Grant,75000,EUR,82717,2020-03-30,,,,,No,"Marketing Automation Platform with AI, smartly bringing customers back","Analytics, Artificial Intelligence (AI), E-Commerce, Machine Learning, Marketing, Marketing Automation, Software, Web Browsers",,"Barcelona, Catalonia, Spain, Europe",https://frizbit.com,Less than $1M,119739,USD,119739,Seed,3,"440,585",Agència per la Competitivitat de l'Empresa,Agència per la Competitivitat de l'Empresa,1,
Grant - Alpha3D,https://www.crunchbase.com/funding_round/alpha-ar-grant--0429f5d7,Alpha3D,https://www.crunchbase.com/organization/alpha-ar,Grant,20000,EUR,22219,2020-01-09,,,,,No,Alpha3D is a generative AI-powered platform that enables users to automatically transform 2D images of real-world objects into 3D assets.,"3D Technology, Artificial Intelligence (AI), Augmented Reality, Generative AI, Image Recognition, Machine Learning, Metaverse",,"Tallinn, Harjumaa, Estonia, Europe",https://www.alpha3d.io,,1708000,EUR,1867960,Seed,5,"441,561",,,,
Pre Seed Round - SportsTrader,https://www.crunchbase.com/funding_round/sportstrader-pre-seed--d00c2abe,SportsTrader,https://www.crunchbase.com/organization/sportstrader,Pre-Seed,100000,USD,100000,2020-08-01,Seed,,,,Yes,SportsTrader™ software uses AI algorithms to source arbitrage bets based on sport-trading industry expert knowledge.,"Artificial Intelligence (AI), Basketball, Sports",,"London, England, United Kingdom, Europe",https://SportsTrader.org,,100000,USD,100000,Seed,1,"441,974",Kuinji,Kuinji,1,
Seed Round - SwayBrand,https://www.crunchbase.com/funding_round/swaybrand-seed--058eda03,SwayBrand,https://www.crunchbase.com/organization/swaybrand,Seed,200000,USD,200000,2020-12-01,Seed,,,,Yes,SwayBrand's AI-powered platform creates authentic influencer micro-marketing moments.,"Artificial Intelligence (AI), Marketing, SaaS","Black Founded, Black Led","Chicago, Illinois, United States, North America",http://www.swaybrand.com,Less than $1M,200000,USD,200000,,2,"442,092",,,,
Pre Seed Round - DockPad,https://www.crunchbase.com/funding_round/dockpad-pre-seed--ef422e4e,DockPad,https://www.crunchbase.com/organization/dockpad,Pre-Seed,100000,USD,100000,2020-10-10,Seed,,,,Yes,Construction Scheduling Tracking and Analytics,"Analytics, Automotive, Construction, Predictive Analytics, Real Estate, Transportation",Black Founded,"San Francisco, California, United States, North America",https://dockpad.io,Less than $1M,100000,USD,100000,Seed,1,"407,982",,Forum Ventures,1,
Pre Seed Round - AuctionVilla Marketplace,https://www.crunchbase.com/funding_round/auctionvilla-pre-seed--03c42b0b,AuctionVilla Marketplace,https://www.crunchbase.com/organization/auctionvilla,Pre-Seed,27500,USD,27500,2020-08-28,Seed,1000000,USD,1000000,Yes,AI Driven Platform For Digital Assets Auctions and App Intelligence - Connecting Entrepreneurs & Developers.,"Apps, Artificial Intelligence (AI), Information Technology, Mobile, Software",,"Pärnu, Parnumaa, Estonia, Europe",https://auctionvilla.io/,,27500,USD,27500,Seed,1,"444,271",,,,
Venture Round - Digital Agriculture Services,https://www.crunchbase.com/funding_round/digital-agriculture-services-series-unknown--ba5c657e,Digital Agriculture Services,https://www.crunchbase.com/organization/digital-agriculture-services,Venture - Series Unknown,75000,AUD,55194,2020-11-30,,,,,Yes,Digital Agriculture Services is an AI company that provides rural intelligence platform for businesses and governments.,"Agriculture, AgTech, Artificial Intelligence (AI), Information Technology, Machine Learning",,"Melbourne, Victoria, Australia, Oceania",http://www.digitalagricultureservice.com,$1M to $10M,9575000,AUD,6721853,,6,"444,662",,Startmate,1,
Pre Seed Round - iBookr.ai Kft.,https://www.crunchbase.com/funding_round/ibookr-ai-kft-pre-seed--7aa3c896,iBookr.ai Kft.,https://www.crunchbase.com/organization/ibookr-ai-kft,Pre-Seed,50000,EUR,59360,2020-07-30,Seed,,,,Yes,FinTech,"Accounting, Artificial Intelligence (AI), Enterprise Software",,"Gyor, Gyor, Hungary, Europe",https://ibookr.com,,164999,USD,164999,Seed,2,"444,937",,Hiventures,1,
Series A - Casana,https://www.crunchbase.com/funding_round/heart-health-intelligence-series-a--bba0e401,Casana,https://www.crunchbase.com/organization/heart-health-intelligence,Series A,30000,USD,30000,2020-08-13,Early Stage Venture,,,,Yes,Casana is innovating healthcare delivery with a smart toilet seat that enables in-home health monitoring.,"Artificial Intelligence (AI), Health Care, Medical, Medical Device",,"Rochester, New York, United States, North America",https://casanacare.com/,$100M to $500M,56279969,USD,56279969,Early Stage Venture,6,"445,115",,Launch NY,1,2
Pre Seed Round - Fridai the Gamer Assistant,https://www.crunchbase.com/funding_round/fridai-pre-seed--d2f8bef0,Fridai the Gamer Assistant,https://www.crunchbase.com/organization/fridai,Pre-Seed,35000,EUR,38798,2020-01-21,Seed,2000000,USD,2000000,Yes,"We are building Fridai, the voice assistant for gamers.","Artificial Intelligence (AI), Gaming, Video Games",,"Berlin, Berlin, Germany, Europe",https://hellofridai.com/,Less than $1M,260000,EUR,298725,Seed,6,"213,879",Startupbootcamp,Startupbootcamp,1,
Non Equity Assistance - Health Note,https://www.crunchbase.com/funding_round/health-note-non-equity-assistance--a7d4a06e,Health Note,https://www.crunchbase.com/organization/health-note,Non-equity Assistance,20000,USD,20000,2020-10-21,,,,,No,Health Note is a clinical platform that helps healthcare practitioners to collect and enter information for patient reconciliation.,"Artificial Intelligence (AI), Electronic Health Record (EHR), Health Care, Information Technology, mHealth",,"San Francisco, California, United States, North America",https://www.healthnote.com,,23020000,USD,23020000,Early Stage Venture,7,"593,353",,MassChallenge,1,
Convertible Note - BEAD Technology,https://www.crunchbase.com/funding_round/positive-energy-convertible-note--b5a8d4c8,BEAD Technology,https://www.crunchbase.com/organization/positive-energy,Convertible Note,25000,USD,25000,2020-03-02,,10000000,USD,10000000,No,BEAD creates digital models of buildings by using real-time data and AI.,"Artificial Intelligence (AI), Internet of Things, Smart Building",,"Berlin, Berlin, Germany, Europe",http://www.enbead.com,Less than $1M,475000,USD,475000,Seed,10,"378,124",,Startupbootcamp Australia,1,
Convertible Note - Neurobit,https://www.crunchbase.com/funding_round/neurobit-technologies-convertible-note--db6e0971,Neurobit,https://www.crunchbase.com/organization/neurobit-technologies,Convertible Note,300000,SGD,220162,2020-01-30,,,,,No,"Neurobit uses sleep as a biomarker across age, gender and race to predict and prevent adverse health outcomes well before they happen.","Artificial Intelligence (AI), Big Data, Fitness, Health Care, Health Diagnostics, Home Health Care, Neuroscience, Personal Health, Wellness",East Asian Led,"New York, New York, United States, North America",https://www.neurobit.com/,,2007000,SGD,1486887,Seed,6,"214,889",,,,
Pre Seed Round - Creavision Technologies,https://www.crunchbase.com/funding_round/creavision-technologies-ltd-pre-seed--3c555925,Creavision Technologies,https://www.crunchbase.com/organization/creavision-technologies-ltd,Pre-Seed,120000,USD,120000,2020-03-02,Seed,,,,Yes,"Crea.vision develops long range video analytics and localisation solutions to improve automation, security and efficiency.","Artificial Intelligence (AI), Computer Vision",,"London, England, United Kingdom, Europe",http://www.crea.vision,Less than $1M,120000,USD,120000,Seed,2,"214,903",Techstars,Techstars,1,1
Pre Seed Round - ClickDate,https://www.crunchbase.com/funding_round/clickdate-pre-seed--53733bfe,ClickDate,https://www.crunchbase.com/organization/clickdate,Pre-Seed,100000,USD,100000,2020-01-19,Seed,,,,Yes,Intelligent matchmaking platform that empowers users to easily find & schedule a perfect date with ideal partner.,"Artificial Intelligence (AI), Dating, Lifestyle, Mobile Apps",,"Glendale, California, United States, North America",https://www.clickdate.com,Less than $1M,100000,USD,100000,Seed,1,"215,053",,,,
Grant - Ximpatico,https://www.crunchbase.com/funding_round/ximpatico-grant--596857b2,Ximpatico,https://www.crunchbase.com/organization/ximpatico,Grant,224999,USD,224999,2020-07-06,,,,,No,Ximpatico develops cutting-edge artificial intelligence technology for robots.,"Artificial Intelligence (AI), Robotics",,"Orlando, Florida, United States, North America",http://ximpatico.com/,Less than $1M,224999,USD,224999,,2,"216,281",National Science Foundation,National Science Foundation,1,
Angel Round - AiLert,https://www.crunchbase.com/funding_round/cinedit-angel--846180b5,AiLert,https://www.crunchbase.com/organization/cinedit,Angel,120000,USD,120000,2020-09-01,Seed,,,,Yes,AiLert detects weapons in real-time using already installed surveillance cameras.,"Artificial Intelligence (AI), Big Data, Machine Learning, Physical Security, Security",Women Founded,"Boston, Massachusetts, United States, North America",http://www.ai-lert.com,$1M to $10M,1820000,USD,1820000,Seed,3,"216,286",,Pierre Bi,1,
