"nuts2";"name";"field";"rca";"reldens";"complexity"
"DEA4";"Detmold";"Built Environment & Design";0,79;41,13;35,47
"DEA4";"Detmold";"Economics & Business";1,08;42,53;44,6
"DEA4";"Detmold";"Enabling & Strategic Technologies";1,06;57,17;50,56
"DEA4";"Detmold";"Mathematics & Statistics";2,72;54,5;51,17
"DEA4";"Detmold";"Chemistry";1,16;54,67;51,19
"DEA4";"Detmold";"Clinical Medicine";0,69;39,25;46,27
"DEA4";"Detmold";"Communication & Textual Studies";1,09;40,74;15,4
"DEA4";"Detmold";"Earth & Environmental Sciences";0,17;39,43;65,54
"DEA4";"Detmold";"Physics & Astronomy";1,01;56,99;70,4
"DEA4";"Detmold";"Psychology & Cognitive Sciences";1,91;44,22;47,52
"DEA4";"Detmold";"Philosophy & Theology";1,2;46,37;13,98
"DEA4";"Detmold";"Visual & Performing Arts";1;39,17;9,92
"DEA4";"Detmold";"Public Health & Health Services";0,91;34,57;44,42
"DEA4";"Detmold";"Social Sciences";1,13;43,53;26,24
"DEA5";"Arnsberg";"Agriculture, Fisheries & Forestry";0,18;34,78;46,15
"DEA5";"Arnsberg";"Biology";0,27;33,48;65,01
"DEA5";"Arnsberg";"Biomedical Research";0,8;29,81;61,3
"DEA5";"Arnsberg";"Built Environment & Design";1,02;34,84;35,47
"DEA5";"Arnsberg";"Chemistry";1,33;50,75;51,19
"DEA5";"Arnsberg";"Clinical Medicine";0,89;33,98;46,27
"DEA5";"Arnsberg";"Communication & Textual Studies";0,61;33,98;15,4
"DEA5";"Arnsberg";"Earth & Environmental Sciences";0,45;34,53;65,54
"DEA5";"Arnsberg";"Information & Communication Technologies";1,42;48,75;44,75
"DEA5";"Arnsberg";"Mathematics & Statistics";1,33;50,13;51,17
"DEA5";"Arnsberg";"Philosophy & Theology";1,55;40,26;13,98
"DEA5";"Arnsberg";"Physics & Astronomy";1,37;53,98;70,4
"DEA5";"Arnsberg";"Psychology & Cognitive Sciences";1,4;37,3;47,52
"DEA5";"Arnsberg";"Public Health & Health Services";0,61;27,03;44,42
"DEA5";"Arnsberg";"Social Sciences";0,77;33;26,24
"DEA5";"Arnsberg";"Visual & Performing Arts";0,31;32,41;9,92
"DEA5";"Arnsberg";"Economics & Business";0,96;35,26;44,6
"DEA5";"Arnsberg";"Enabling & Strategic Technologies";1,04;52,2;50,56
"DEA5";"Arnsberg";"Engineering";1,46;50,46;42,31
"DEA5";"Arnsberg";"Historical Studies";0,48;33,15;25,31
"DEB1";"Koblenz";"Biomedical Research";0,59;35,33;61,3
"DEB1";"Koblenz";"Information & Communication Technologies";1,72;46,18;44,75
"DEB1";"Koblenz";"Agriculture, Fisheries & Forestry";0,65;41,18;46,15
"DEB1";"Koblenz";"Biology";1,54;44,39;65,01
"DEB1";"Koblenz";"Engineering";1,26;45,15;42,31
"DEB1";"Koblenz";"Historical Studies";1,7;43,35;25,31
"DEB1";"Koblenz";"Built Environment & Design";0,3;38,27;35,47
"DEB1";"Koblenz";"Economics & Business";4,67;44,99;44,6
"DEB1";"Koblenz";"Enabling & Strategic Technologies";0,74;39,37;50,56
"DEB1";"Koblenz";"Chemistry";0,51;37,45;51,19
"DEB1";"Koblenz";"Clinical Medicine";0,97;42,21;46,27
"DEB1";"Koblenz";"Communication & Textual Studies";0,62;39,11;15,4
"DEB1";"Koblenz";"Earth & Environmental Sciences";1,7;46,01;65,54
"DEB1";"Koblenz";"Mathematics & Statistics";0,23;39,64;51,17
"DEB1";"Koblenz";"Philosophy & Theology";1,75;41,54;13,98
"DEB1";"Koblenz";"Physics & Astronomy";0,28;36,52;70,4
"DEB1";"Koblenz";"Psychology & Cognitive Sciences";0,64;36,01;47,52
"DEB1";"Koblenz";"Public Health & Health Services";0,46;35,92;44,42
"DEB1";"Koblenz";"Social Sciences";0,63;38,72;26,24
"DEB1";"Koblenz";"Visual & Performing Arts";0;36,14;9,92
"DEB2";"Trier";"Biomedical Research";0,34;47,35;61,3
"DEB2";"Trier";"Agriculture, Fisheries & Forestry";1,01;53,6;46,15
"DEB2";"Trier";"Biology";2,35;58,48;65,01
"DEB2";"Trier";"Communication & Textual Studies";2,14;63,85;15,4
"DEB2";"Trier";"Built Environment & Design";0,53;53,57;35,47
"DEB2";"Trier";"Chemistry";0,09;50,13;51,19
"DEB2";"Trier";"Clinical Medicine";0,71;47,29;46,27
"DEB2";"Trier";"Engineering";0,97;60,27;42,31
"DEB2";"Trier";"Historical Studies";2,59;62,4;25,31
"DEB2";"Trier";"Information & Communication Technologies";1,58;63,51;44,75
"DEB2";"Trier";"Mathematics & Statistics";1,53;58,91;51,17
"DEB2";"Trier";"Philosophy & Theology";2,66;61,33;13,98
"DEB2";"Trier";"Physics & Astronomy";0,11;49,03;70,4
"DEB2";"Trier";"Psychology & Cognitive Sciences";5,17;60,85;47,52
"DEB2";"Trier";"Public Health & Health Services";0,46;55,16;44,42
"DEB2";"Trier";"Social Sciences";2,3;61,24;26,24
"DEB2";"Trier";"Visual & Performing Arts";0,37;56,1;9,92
"DEB2";"Trier";"Earth & Environmental Sciences";1,32;60,41;65,54
"DEB2";"Trier";"Economics & Business";3,27;63,84;44,6
"DEB2";"Trier";"Enabling & Strategic Technologies";0,21;54,03;50,56
"DEB3";"Rheinhessen-Pfalz";"Information & Communication Technologies";0,82;22,38;44,75
"DEB3";"Rheinhessen-Pfalz";"Agriculture, Fisheries & Forestry";0,47;24,93;46,15
"DEB3";"Rheinhessen-Pfalz";"Engineering";0,83;24,75;42,31
"DEB3";"Rheinhessen-Pfalz";"Historical Studies";0,63;20,01;25,31
"DEB3";"Rheinhessen-Pfalz";"Economics & Business";0,4;17,75;44,6
"DEB3";"Rheinhessen-Pfalz";"Enabling & Strategic Technologies";0,91;26,71;50,56
"DEB3";"Rheinhessen-Pfalz";"Biomedical Research";0,94;23,05;61,3
"DEB3";"Rheinhessen-Pfalz";"Biology";0,73;23,82;65,01
"DEB3";"Rheinhessen-Pfalz";"Communication & Textual Studies";0,87;17,33;15,4
"DEB3";"Rheinhessen-Pfalz";"Earth & Environmental Sciences";1,45;28,24;65,54
"DEB3";"Rheinhessen-Pfalz";"Built Environment & Design";0,52;19,61;35,47
"DEB3";"Rheinhessen-Pfalz";"Chemistry";1,72;35,65;51,19
"DEB3";"Rheinhessen-Pfalz";"Clinical Medicine";1,03;32,35;46,27
"DEB3";"Rheinhessen-Pfalz";"Mathematics & Statistics";1,03;33,68;51,17
"DEB3";"Rheinhessen-Pfalz";"Psychology & Cognitive Sciences";1,19;16,39;47,52
"DEB3";"Rheinhessen-Pfalz";"Public Health & Health Services";0,36;13,27;44,42
"DEB3";"Rheinhessen-Pfalz";"Philosophy & Theology";0,61;17,97;13,98
"DEB3";"Rheinhessen-Pfalz";"Physics & Astronomy";1,46;37,52;70,4
"DEB3";"Rheinhessen-Pfalz";"Social Sciences";0,49;17,09;26,24
"DEB3";"Rheinhessen-Pfalz";"Visual & Performing Arts";0,5;17,99;9,92
"DEC0";"Saarland";"Engineering";0,7;30,41;42,31
"DEC0";"Saarland";"Historical Studies";0,17;24,16;25,31
"DEC0";"Saarland";"Information & Communication Technologies";2,79;32,1;44,75
"DEC0";"Saarland";"Mathematics & Statistics";0,91;29,84;51,17
"DEC0";"Saarland";"Philosophy & Theology";0,3;24,02;13,98
"DEC0";"Saarland";"Physics & Astronomy";0,62;31,24;70,4
"DEC0";"Saarland";"Psychology & Cognitive Sciences";1,71;30,82;47,52
"DEC0";"Saarland";"Public Health & Health Services";0,43;25,18;44,42
"DEC0";"Saarland";"Social Sciences";0,3;25,32;26,24
"DEC0";"Saarland";"Visual & Performing Arts";0,19;22,85;9,92
"DEC0";"Saarland";"Economics & Business";0,35;25,49;44,6
"DEC0";"Saarland";"Enabling & Strategic Technologies";0,99;35,39;50,56
"DEC0";"Saarland";"Agriculture, Fisheries & Forestry";0,09;26,62;46,15
"DEC0";"Saarland";"Biology";0,14;26,33;65,01
"DEC0";"Saarland";"Biomedical Research";1,05;37,02;61,3
"DEC0";"Saarland";"Built Environment & Design";0,35;26,32;35,47
"DEC0";"Saarland";"Chemistry";1,35;37,35;51,19
"DEC0";"Saarland";"Clinical Medicine";1,28;36,93;46,27
"DEC0";"Saarland";"Earth & Environmental Sciences";0,09;25,25;65,54
"DEC0";"Saarland";"Communication & Textual Studies";0,71;24,32;15,4
"DED2";"Dresden";"Engineering";1,21;37,49;42,31
"DED2";"Dresden";"Historical Studies";0,19;18,11;25,31
"DED2";"Dresden";"Information & Communication Technologies";1,09;35,49;44,75
"DED2";"Dresden";"Economics & Business";0,37;21,4;44,6
"DED2";"Dresden";"Enabling & Strategic Technologies";1,87;39,48;50,56
"DED2";"Dresden";"Biomedical Research";0,78;15,64;61,3
"DED2";"Dresden";"Agriculture, Fisheries & Forestry";0,44;23,16;46,15
"DED2";"Dresden";"Biology";0,61;21,53;65,01
"DED2";"Dresden";"Communication & Textual Studies";0,28;17,54;15,4
"DED2";"Dresden";"Built Environment & Design";0,95;21,93;35,47
"DED2";"Dresden";"Chemistry";1,42;37,22;51,19
"DED2";"Dresden";"Clinical Medicine";0,77;21,04;46,27
"DED2";"Dresden";"Philosophy & Theology";0,23;17,69;13,98
"DED2";"Dresden";"Earth & Environmental Sciences";0,45;22,53;65,54
"DED2";"Dresden";"Psychology & Cognitive Sciences";0,78;16,37;47,52
"DED2";"Dresden";"Mathematics & Statistics";0,65;31,67;51,17
"DED2";"Dresden";"Social Sciences";0,24;18,34;26,24
"DED2";"Dresden";"Physics & Astronomy";1,96;38,51;70,4
"DED2";"Dresden";"Public Health & Health Services";0,39;11,26;44,42
"DED2";"Dresden";"Visual & Performing Arts";0,33;16,85;9,92
"DED4";"Chemnitz";"Biomedical Research";0,19;25,42;61,3
"DED4";"Chemnitz";"Built Environment & Design";0,83;32,71;35,47
"DED4";"Chemnitz";"Agriculture, Fisheries & Forestry";0,24;33,97;46,15
"DED4";"Chemnitz";"Biology";0,19;33,26;65,01
"DED4";"Chemnitz";"Communication & Textual Studies";0,56;29,02;15,4
"DED4";"Chemnitz";"Earth & Environmental Sciences";1,33;39,44;65,54
"DED4";"Chemnitz";"Chemistry";1,74;46,5;51,19
"DED4";"Chemnitz";"Clinical Medicine";0,28;30,34;46,27
"DED4";"Chemnitz";"Engineering";2,55;48,63;42,31
"DED4";"Chemnitz";"Historical Studies";0,2;29,36;25,31
"DED4";"Chemnitz";"Information & Communication Technologies";1,22;46,13;44,75
"DED4";"Chemnitz";"Mathematics & Statistics";1,84;46,56;51,17
"DED4";"Chemnitz";"Philosophy & Theology";0,15;26,73;13,98
"DED4";"Chemnitz";"Physics & Astronomy";1,17;37,79;70,4
"DED4";"Chemnitz";"Psychology & Cognitive Sciences";1,12;31,95;47,52
"DED4";"Chemnitz";"Public Health & Health Services";0,32;23,52;44,42
"DED4";"Chemnitz";"Social Sciences";0,51;30,14;26,24
"DED4";"Chemnitz";"Visual & Performing Arts";0,36;28,2;9,92
"DED4";"Chemnitz";"Economics & Business";0,68;32,68;44,6
"DED4";"Chemnitz";"Enabling & Strategic Technologies";2,92;48,66;50,56
"DED5";"Leipzig";"Agriculture, Fisheries & Forestry";1,08;51,91;46,15
"DED5";"Leipzig";"Engineering";0,58;37,92;42,31
"DED5";"Leipzig";"Historical Studies";2,19;49,91;25,31
"DED5";"Leipzig";"Information & Communication Technologies";0,64;36,76;44,75
"DED5";"Leipzig";"Mathematics & Statistics";0,96;46,04;51,17
"DED5";"Leipzig";"Biology";1,98;53,47;65,01
"DED5";"Leipzig";"Biomedical Research";1,21;56,2;61,3
"DED5";"Leipzig";"Enabling & Strategic Technologies";0,67;36,34;50,56
"DED5";"Leipzig";"Built Environment & Design";0,58;38,94;35,47
"DED5";"Leipzig";"Communication & Textual Studies";1,13;47,21;15,4
"DED5";"Leipzig";"Earth & Environmental Sciences";1,72;50,54;65,54
"DED5";"Leipzig";"Economics & Business";0,58;40,44;44,6
"DED5";"Leipzig";"Chemistry";1,02;43,63;51,19
"DED5";"Leipzig";"Clinical Medicine";1,17;52,02;46,27
"DED5";"Leipzig";"Physics & Astronomy";0,54;40,45;70,4
"DED5";"Leipzig";"Public Health & Health Services";0,49;42,96;44,42
"DED5";"Leipzig";"Philosophy & Theology";0,78;41,46;13,98
"DED5";"Leipzig";"Visual & Performing Arts";0,23;42,28;9,92
"DED5";"Leipzig";"Psychology & Cognitive Sciences";2,59;47,16;47,52
"DED5";"Leipzig";"Social Sciences";0,46;41,84;26,24
"DEE0";"Sachsen-Anhalt";"Agriculture, Fisheries & Forestry";0,99;40,66;46,15
"DEE0";"Sachsen-Anhalt";"Biomedical Research";1,19;38,67;61,3
"DEE0";"Sachsen-Anhalt";"Built Environment & Design";0,47;24,9;35,47
"DEE0";"Sachsen-Anhalt";"Chemistry";1,13;39,76;51,19
"DEE0";"Sachsen-Anhalt";"Biology";2,33;39,02;65,01
"DEE0";"Sachsen-Anhalt";"Communication & Textual Studies";0,32;21,91;15,4
"DEE0";"Sachsen-Anhalt";"Earth & Environmental Sciences";0,57;29,19;65,54
"DEE0";"Sachsen-Anhalt";"Economics & Business";0,89;23,57;44,6
"DEE0";"Sachsen-Anhalt";"Clinical Medicine";1,08;40,59;46,27
"DEE0";"Sachsen-Anhalt";"Engineering";1,24;33,78;42,31
"DEE0";"Sachsen-Anhalt";"Historical Studies";0,81;23,67;25,31
"DEE0";"Sachsen-Anhalt";"Information & Communication Technologies";0,86;25,32;44,75
"DEE0";"Sachsen-Anhalt";"Mathematics & Statistics";0,97;31,78;51,17
"DEE0";"Sachsen-Anhalt";"Philosophy & Theology";0,8;21,05;13,98
"DEE0";"Sachsen-Anhalt";"Physics & Astronomy";0,77;28,7;70,4
"DEE0";"Sachsen-Anhalt";"Psychology & Cognitive Sciences";0,96;21,97;47,52
"DEE0";"Sachsen-Anhalt";"Public Health & Health Services";0,53;21,12;44,42
"DEE0";"Sachsen-Anhalt";"Social Sciences";0,55;23,86;26,24
"DEE0";"Sachsen-Anhalt";"Visual & Performing Arts";0,32;21,97;9,92
"DEE0";"Sachsen-Anhalt";"Enabling & Strategic Technologies";0,83;30,58;50,56
"DEF0";"Schleswig-Holstein";"Agriculture, Fisheries & Forestry";1,1;35,15;46,15
"DEF0";"Schleswig-Holstein";"Biology";1,59;35,48;65,01
"DEF0";"Schleswig-Holstein";"Engineering";0,7;20,41;42,31
"DEF0";"Schleswig-Holstein";"Historical Studies";0,88;21,49;25,31
"DEF0";"Schleswig-Holstein";"Information & Communication Technologies";0,62;17,71;44,75
"DEF0";"Schleswig-Holstein";"Mathematics & Statistics";0,35;21,87;51,17
"DEF0";"Schleswig-Holstein";"Philosophy & Theology";0,47;18,51;13,98
"DEF0";"Schleswig-Holstein";"Biomedical Research";1,21;37,25;61,3
"DEF0";"Schleswig-Holstein";"Enabling & Strategic Technologies";0,88;19,49;50,56
"DEF0";"Schleswig-Holstein";"Built Environment & Design";0,2;20,56;35,47
"DEF0";"Schleswig-Holstein";"Communication & Textual Studies";0,37;18,94;15,4
"DEF0";"Schleswig-Holstein";"Earth & Environmental Sciences";2,34;32,36;65,54
"DEF0";"Schleswig-Holstein";"Economics & Business";0,82;19,75;44,6
"DEF0";"Schleswig-Holstein";"Chemistry";0,73;25,26;51,19
"DEF0";"Schleswig-Holstein";"Clinical Medicine";1,33;34,19;46,27
"DEF0";"Schleswig-Holstein";"Physics & Astronomy";0,58;22,03;70,4
"DEF0";"Schleswig-Holstein";"Public Health & Health Services";0,54;21,84;44,42
"DEF0";"Schleswig-Holstein";"Social Sciences";0,62;20,56;26,24
"DEF0";"Schleswig-Holstein";"Visual & Performing Arts";0,25;19,52;9,92
"DEF0";"Schleswig-Holstein";"Psychology & Cognitive Sciences";0,79;19,81;47,52
"DEG0";"Thuringen";"Agriculture, Fisheries & Forestry";0,56;33,75;46,15
"DEG0";"Thuringen";"Biomedical Research";1,21;44,33;61,3
"DEG0";"Thuringen";"Built Environment & Design";0,73;27,72;35,47
"DEG0";"Thuringen";"Chemistry";1,26;42,09;51,19
"DEG0";"Thuringen";"Biology";1,49;37,16;65,01
"DEG0";"Thuringen";"Communication & Textual Studies";0,79;30,7;15,4
"DEG0";"Thuringen";"Earth & Environmental Sciences";0,86;33,05;65,54
"DEG0";"Thuringen";"Economics & Business";0,55;27,77;44,6
"DEG0";"Thuringen";"Clinical Medicine";0,77;33,28;46,27
"DEG0";"Thuringen";"Engineering";0,88;31,46;42,31
"DEG0";"Thuringen";"Historical Studies";1,09;36,2;25,31
"DEG0";"Thuringen";"Information & Communication Technologies";0,85;30,09;44,75
"DEG0";"Thuringen";"Mathematics & Statistics";0,94;33,52;51,17
"DEG0";"Thuringen";"Philosophy & Theology";0,81;31,47;13,98
"DEG0";"Thuringen";"Physics & Astronomy";1,51;46,14;70,4
"DEG0";"Thuringen";"Psychology & Cognitive Sciences";1,16;35,81;47,52
"DEG0";"Thuringen";"Public Health & Health Services";0,33;28,25;44,42
"DEG0";"Thuringen";"Social Sciences";0,45;28,68;26,24
"DEG0";"Thuringen";"Visual & Performing Arts";0,71;29,58;9,92
"DEG0";"Thuringen";"Enabling & Strategic Technologies";1,54;37,72;50,56
"DK01";"Capital Region of Denmark";"Engineering";0,61;42,06;42,31
"DK01";"Capital Region of Denmark";"Agriculture, Fisheries & Forestry";1,36;51,99;46,15
"DK01";"Capital Region of Denmark";"Biology";1,16;51,63;65,01
"DK01";"Capital Region of Denmark";"Philosophy & Theology";0,88;37,46;13,98
"DK01";"Capital Region of Denmark";"Historical Studies";0,66;39,49;25,31
"DK01";"Capital Region of Denmark";"Information & Communication Technologies";0,64;39,82;44,75
"DK01";"Capital Region of Denmark";"Mathematics & Statistics";0,47;39,16;51,17
"DK01";"Capital Region of Denmark";"Enabling & Strategic Technologies";1,07;44,26;50,56
"DK01";"Capital Region of Denmark";"Biomedical Research";1,55;54,75;61,3
"DK01";"Capital Region of Denmark";"Built Environment & Design";1,4;48,79;35,47
"DK01";"Capital Region of Denmark";"Chemistry";0,78;41,17;51,19
"DK01";"Capital Region of Denmark";"Communication & Textual Studies";0,71;38,33;15,4
"DK01";"Capital Region of Denmark";"Earth & Environmental Sciences";1,07;50,68;65,54
"DK01";"Capital Region of Denmark";"Economics & Business";0,99;46,33;44,6
"DK01";"Capital Region of Denmark";"Clinical Medicine";1,17;52,76;46,27
"DK01";"Capital Region of Denmark";"Social Sciences";0,9;43,22;26,24
"DK01";"Capital Region of Denmark";"Physics & Astronomy";0,79;37,19;70,4
"DK01";"Capital Region of Denmark";"Psychology & Cognitive Sciences";0,64;40,53;47,52
"DK01";"Capital Region of Denmark";"Public Health & Health Services";1,26;49,93;44,42
"DK01";"Capital Region of Denmark";"Visual & Performing Arts";0,58;39,27;9,92
"DK02";"Zealand";"Economics & Business";0,67;31,72;44,6
"DK02";"Zealand";"Engineering";0,46;33,54;42,31
"DK02";"Zealand";"Historical Studies";0,49;30,67;25,31
"DK02";"Zealand";"Information & Communication Technologies";0,22;29,86;44,75
"DK02";"Zealand";"Mathematics & Statistics";0,2;32,74;51,17
"DK02";"Zealand";"Philosophy & Theology";0,81;28,01;13,98
"DK02";"Zealand";"Physics & Astronomy";0,67;31,29;70,4
"DK02";"Zealand";"Psychology & Cognitive Sciences";0,45;29,91;47,52
"DK02";"Zealand";"Public Health & Health Services";0,94;32,02;44,42
"DK02";"Zealand";"Social Sciences";1,34;35,39;26,24
"DK02";"Zealand";"Visual & Performing Arts";0,31;29,68;9,92
"DK02";"Zealand";"Enabling & Strategic Technologies";1,95;36,68;50,56
"DK02";"Zealand";"Built Environment & Design";0,87;31,75;35,47
"DK02";"Zealand";"Chemistry";0,63;36,83;51,19
"DK02";"Zealand";"Agriculture, Fisheries & Forestry";1,11;45,07;46,15
"DK02";"Zealand";"Biology";2,07;44,84;65,01
"DK02";"Zealand";"Biomedical Research";0,99;44,69;61,3
"DK02";"Zealand";"Clinical Medicine";1,16;43,56;46,27
"DK02";"Zealand";"Communication & Textual Studies";1,06;29,18;15,4
"DK02";"Zealand";"Earth & Environmental Sciences";1,75;41,9;65,54
"DK03";"Southern Denmark";"Engineering";0,67;17,35;42,31
"DK03";"Southern Denmark";"Historical Studies";0,52;24,66;25,31
"DK03";"Southern Denmark";"Mathematics & Statistics";0,36;17,74;51,17
"DK03";"Southern Denmark";"Philosophy & Theology";0,78;26,04;13,98
"DK03";"Southern Denmark";"Information & Communication Technologies";0,6;18,69;44,75
"DK03";"Southern Denmark";"Economics & Business";1,21;29,23;44,6
"DK03";"Southern Denmark";"Enabling & Strategic Technologies";0,64;17,27;50,56
"DK03";"Southern Denmark";"Agriculture, Fisheries & Forestry";0,56;20,29;46,15
"DK03";"Southern Denmark";"Biomedical Research";1,38;37,18;61,3
"DK03";"Southern Denmark";"Built Environment & Design";0,81;23,47;35,47
"DK03";"Southern Denmark";"Chemistry";0,47;17,36;51,19
"DK03";"Southern Denmark";"Biology";0,52;21,75;65,01
"DK03";"Southern Denmark";"Communication & Textual Studies";1,46;29,53;15,4
"DK03";"Southern Denmark";"Earth & Environmental Sciences";0,52;20,9;65,54
"DK03";"Southern Denmark";"Psychology & Cognitive Sciences";0,79;28,35;47,52
"DK03";"Southern Denmark";"Clinical Medicine";1,68;32,89;46,27
"DK03";"Southern Denmark";"Social Sciences";0,86;26,38;26,24
"DK03";"Southern Denmark";"Physics & Astronomy";0,44;18,04;70,4
"DK03";"Southern Denmark";"Public Health & Health Services";2,54;36,19;44,42
"DK03";"Southern Denmark";"Visual & Performing Arts";0,15;23,84;9,92
"DK04";"Central Denmark";"Agriculture, Fisheries & Forestry";2;57,21;46,15
"DK04";"Central Denmark";"Biology";1,43;59,07;65,01
"DK04";"Central Denmark";"Built Environment & Design";0,69;51,79;35,47
"DK04";"Central Denmark";"Chemistry";0,64;43,29;51,19
"DK04";"Central Denmark";"Clinical Medicine";1,34;61,13;46,27
"DK04";"Central Denmark";"Biomedical Research";1,23;68,77;61,3
"DK04";"Central Denmark";"Earth & Environmental Sciences";0,98;51,43;65,54
"DK04";"Central Denmark";"Economics & Business";1,09;60,08;44,6
"DK04";"Central Denmark";"Enabling & Strategic Technologies";0,56;41,23;50,56
"DK04";"Central Denmark";"Communication & Textual Studies";1,09;64,03;15,4
"DK04";"Central Denmark";"Historical Studies";0,97;61,93;25,31
"DK04";"Central Denmark";"Information & Communication Technologies";0,51;44,46;44,75
"DK04";"Central Denmark";"Mathematics & Statistics";0,46;43,09;51,17
"DK04";"Central Denmark";"Philosophy & Theology";1,47;64,83;13,98
"DK04";"Central Denmark";"Physics & Astronomy";0,67;43,41;70,4
"DK04";"Central Denmark";"Psychology & Cognitive Sciences";1,42;66,13;47,52
"DK04";"Central Denmark";"Public Health & Health Services";1,54;70,01;44,42
"DK04";"Central Denmark";"Social Sciences";1,13;62,41;26,24
"DK04";"Central Denmark";"Visual & Performing Arts";0,77;57,28;9,92
"DK04";"Central Denmark";"Engineering";0,4;42,29;42,31
"DK05";"North Jutland";"Agriculture, Fisheries & Forestry";0,69;31,18;46,15
"DK05";"North Jutland";"Biology";0,36;30,23;65,01
"DK05";"North Jutland";"Biomedical Research";0,54;26,1;61,3
"DK05";"North Jutland";"Historical Studies";0,3;31,94;25,31
"DK05";"North Jutland";"Information & Communication Technologies";2,06;44,34;44,75
"DK05";"North Jutland";"Mathematics & Statistics";0,32;34,01;51,17
"DK05";"North Jutland";"Philosophy & Theology";0,45;32,63;13,98
"DK05";"North Jutland";"Physics & Astronomy";0,36;28,42;70,4
"DK05";"North Jutland";"Built Environment & Design";2,22;44,95;35,47
"DK05";"North Jutland";"Chemistry";0,21;31,52;51,19
"DK05";"North Jutland";"Enabling & Strategic Technologies";1,2;43,1;50,56
"DK05";"North Jutland";"Engineering";2,89;43,78;42,31
"DK05";"North Jutland";"Clinical Medicine";0,95;30,1;46,27
"DK05";"North Jutland";"Communication & Textual Studies";0,63;34,23;15,4
"DK05";"North Jutland";"Earth & Environmental Sciences";0,33;32,65;65,54
"DK05";"North Jutland";"Economics & Business";0,91;38,55;44,6
"DK05";"North Jutland";"Public Health & Health Services";1,2;41,76;44,42
"DK05";"North Jutland";"Visual & Performing Arts";1,49;40,74;9,92
"DK05";"North Jutland";"Psychology & Cognitive Sciences";1,16;35,35;47,52
"DK05";"North Jutland";"Social Sciences";1,17;41,08;26,24
"EE00";"Estonia";"Agriculture, Fisheries & Forestry";1,28;69,49;46,15
"EE00";"Estonia";"Biology";1,82;69,18;65,01
"EE00";"Estonia";"Biomedical Research";1,09;53,89;61,3
"EE00";"Estonia";"Built Environment & Design";1,06;68,61;35,47
"EE00";"Estonia";"Chemistry";0,78;63,5;51,19
"EE00";"Estonia";"Clinical Medicine";0,41;55,86;46,27
"EE00";"Estonia";"Communication & Textual Studies";4,17;68,17;15,4
"EE00";"Estonia";"Earth & Environmental Sciences";1,35;70,94;65,54
"EE00";"Estonia";"Economics & Business";0,8;64,55;44,6
"EE00";"Estonia";"Enabling & Strategic Technologies";1,25;69,67;50,56
"EE00";"Estonia";"Engineering";1,08;70,55;42,31
"EE00";"Estonia";"Historical Studies";2,17;69,07;25,31
"EE00";"Estonia";"Information & Communication Technologies";1,22;71,17;44,75
"EE00";"Estonia";"Mathematics & Statistics";0,71;63,74;51,17
"EE00";"Estonia";"Philosophy & Theology";1,32;68,38;13,98
"EE00";"Estonia";"Physics & Astronomy";1,05;68,83;70,4
"EE00";"Estonia";"Psychology & Cognitive Sciences";0,84;60,87;47,52
"EE00";"Estonia";"Public Health & Health Services";0,88;59,52;44,42
"EE00";"Estonia";"Social Sciences";1,82;67,03;26,24
"EE00";"Estonia";"Visual & Performing Arts";13,9;69,51;9,92
"EL30";"Attica";"Built Environment & Design";0,83;34,81;35,47
"EL30";"Attica";"Agriculture, Fisheries & Forestry";0,82;33,97;46,15
"EL30";"Attica";"Biology";0,73;33,85;65,01
"EL30";"Attica";"Biomedical Research";0,78;23,85;61,3
"EL30";"Attica";"Historical Studies";1,02;37,3;25,31
"EL30";"Attica";"Information & Communication Technologies";1,43;48,38;44,75
"EL30";"Attica";"Mathematics & Statistics";1,17;45,78;51,17
"EL30";"Attica";"Philosophy & Theology";0,41;28,22;13,98
"EL30";"Attica";"Physics & Astronomy";0,92;34,85;70,4
"EL30";"Attica";"Psychology & Cognitive Sciences";0,41;28,22;47,52
"EL30";"Attica";"Chemistry";0,79;38,33;51,19
"EL30";"Attica";"Enabling & Strategic Technologies";1,09;46,81;50,56
"EL30";"Attica";"Engineering";1,07;48,63;42,31
"EL30";"Attica";"Clinical Medicine";1,14;29,05;46,27
"EL30";"Attica";"Communication & Textual Studies";0,39;32,22;15,4
"EL30";"Attica";"Earth & Environmental Sciences";1,03;41,26;65,54
"EL30";"Attica";"Economics & Business";1,16;41,2;44,6
"EL30";"Attica";"Public Health & Health Services";0,83;25,96;44,42
"EL30";"Attica";"Visual & Performing Arts";0,58;29,93;9,92
"EL30";"Attica";"Social Sciences";0,65;33;26,24
"EL41";"North Aegean";"Agriculture, Fisheries & Forestry";1,2;57,43;46,15
"EL41";"North Aegean";"Biology";2,38;57,23;65,01
"EL41";"North Aegean";"Biomedical Research";0,21;40,95;61,3
"EL41";"North Aegean";"Built Environment & Design";1,87;54,97;35,47
"EL41";"North Aegean";"Chemistry";0,37;48,99;51,19
"EL41";"North Aegean";"Clinical Medicine";0,17;45,69;46,27
"EL41";"North Aegean";"Communication & Textual Studies";0,99;46,38;15,4
"EL41";"North Aegean";"Earth & Environmental Sciences";1,82;56,85;65,54
"EL41";"North Aegean";"Economics & Business";3,26;54,2;44,6
"EL41";"North Aegean";"Enabling & Strategic Technologies";0,67;50,07;50,56
"EL41";"North Aegean";"Engineering";0,8;52,08;42,31
